"","GSM4043014","GSM4043015","GSM4043016","GSM4043017","GSM4043018","GSM4043019"
"hsa-let-7a-2-3p",4.3647124929766,5.42004442035417,3.68851609028162,4.76601202973471,4.56065382203349,4.72503217523837
"hsa-let-7a-3p",5.79587082473394,5.73451995770716,6.10927697094331,5.72764822226861,6.51078789951227,5.30100225603281
"hsa-let-7a-5p",8.92577397984323,9.12097394361166,8.8283110571899,8.83156693720763,8.7929269128417,9.00229465163215
"hsa-let-7b-3p",5.78054632888986,6.15932643995777,6.48215451289838,6.1211190391239,6.19146395157155,5.79319360699745
"hsa-let-7b-5p",9.53349132067642,9.87746513015929,9.24341917317972,8.50974333989076,8.22955427740801,8.59074422213594
"hsa-let-7c-3p",4.55090066464752,4.43749409080897,4.75659635050171,4.01122725542325,3.09000652990382,4.7978949317876
"hsa-let-7c-5p",7.96652852330612,7.57867459725343,7.77635406863959,8.59628742366545,8.41003745808752,8.78042165684662
"hsa-let-7d-3p",6.47893945724786,7.42388066152719,7.2102232473898,7.33085415087963,7.4588003014462,8.55206576732482
"hsa-let-7d-5p",7.10571997711885,7.11870233364786,7.02908841127356,6.74325239606399,7.27018037355886,7.16697448025734
"hsa-let-7e-3p",4.361838527705,4.89917563048051,5.34155885122287,4.64765988600992,3.76606505147495,5.09482721717667
"hsa-let-7e-5p",7.25234374654694,7.3945227163352,6.82437327249274,6.45878718023657,6.32285653101161,6.81329764705385
"hsa-let-7f-1-3p",5.00216242115062,4.61146750023341,5.5899731657937,4.28525424255145,5.11590718743978,3.93819167954892
"hsa-let-7f-2-3p",4.35670725293538,3.6407365981132,3.39492565468731,4.78466101665875,5.51374338459426,4.06651978142975
"hsa-let-7f-5p",9.31969469815752,9.3442404185779,9.24382138448148,7.84238177433593,8.38471468899194,7.69639728828417
"hsa-let-7g-5p",9.79663506419699,9.78523502577812,9.14561632275465,9.43962313755712,9.57646167164748,9.29537176560786
"hsa-let-7i-5p",9.83165243578283,9.44532736144532,10.474501954349,10.5035832812667,9.84021143265747,9.61339167877805
"hsa-miR-100-5p",11.1489010661063,11.4311805108,11.4988905824721,11.3998445290533,11.5342586183741,11.1815616458168
"hsa-miR-101-3p",6.15948791232426,6.64597539425088,6.60991744529631,5.35109824481867,4.47248777146274,4.39526849232132
"hsa-miR-103a-2-5p",4.35614381022528,5.43899140466132,4.67857901345303,4.49857001254426,5.33817479197112,5.33467552993465
"hsa-miR-103a-3p",6.94770121862791,7.0677570150834,7.9127815790492,6.61210032948335,6.6982726616316,6.89616889929942
"hsa-miR-106a-5p",4.13265909203812,4.83445840857032,4.07690108755726,5.04041028309499,5.17771851116218,4.31193899694826
"hsa-miR-106b-3p",7.00468115611791,6.84420987535497,6.6868926628288,7.1577561883378,7.75703858573154,7.59375935988615
"hsa-miR-106b-5p",5.65512281122325,6.55329905845613,6.32028609521389,6.27118286574389,6.0864228774389,6.07771299480369
"hsa-miR-107",5.65199882173425,5.91664383450613,6.25370568980906,5.33956499793686,5.72732147569295,4.65248649491816
"hsa-miR-10a-3p",5.01404279424343,4.3281902080722,5.1139504824225,4.52494126566186,4.83268751643953,4.33920866255804
"hsa-miR-10a-5p",8.34917505494215,8.31995656798233,8.37683299387092,8.53658526219078,7.53751351119616,7.87030306463176
"hsa-miR-10b-3p",5.87201609150364,6.57485839129278,5.62836533755187,5.54256760776422,5.70287913851321,5.25096157353322
"hsa-miR-10b-5p",9.88936706439805,10.0502812930545,9.64806631697554,8.26958022671202,8.53927903068569,8.3893473966795
"hsa-miR-1180-3p",5.47602518248394,5.79641605605531,5.53707859020724,6.10936055940423,6.03905063606509,6.34129197705853
"hsa-miR-1197",4.54720302475693,4.8799507684126,5.24397367191931,4.1263121303287,4.93941466130072,4.34823241923927
"hsa-miR-122-3p",4.53574194107511,5.44108503676099,4.05736362123094,4.49012082270844,4.8475459938959,4.01827808502435
"hsa-miR-122-5p",12.2188719628996,11.3405216570523,12.3072181737556,11.6073145919872,11.3408053606397,11.8892552538999
"hsa-miR-1228-3p",4.35353502147283,4.57549386646029,5.01787737968538,4.52243244833388,5.33885223914518,4.89685307289671
"hsa-miR-1245b-3p",4.13158948432813,4.53113189168104,4.8676988209975,4.86537448535301,4.12680770314203,4.15970990732305
"hsa-miR-1246",13.4644525796521,13.3452379298565,13.4240863556285,13.5760574745577,13.5591103250321,13.8252947205074
"hsa-miR-1247-5p",4.35311152977481,5.17967027934743,4.72088037476207,3.93809756107409,4.31600088612165,4.2576895512818
"hsa-miR-1249-3p",5.05562950834604,4.9174317553901,6.17200739069316,3.45641191639816,2.78366618090783,2.60715274035522
"hsa-miR-1250-5p",4.3526172989585,3.73194349794439,4.93880330001599,4.31954568203834,4.37030379942634,4.47125250378281
"hsa-miR-125a-3p",5.53424840339346,6.30715526161706,6.07484791590017,5.68608026353771,6.1108225740478,6.34575118590949
"hsa-miR-125a-5p",7.09802155230136,7.49339915729998,6.83522933218339,7.38714106656368,7.71754825396586,7.00750612291135
"hsa-miR-125b-1-3p",5.70583970588368,5.44038749692541,5.18753023379963,5.2840328585113,4.59167941693574,6.13477539991683
"hsa-miR-125b-2-3p",5.99903036349565,6.28431053660455,6.66415569379264,6.02934244868806,6.48832219114082,5.04736388679267
"hsa-miR-125b-5p",6.862860485401,6.62556273996637,7.61753358347542,6.49856203477922,6.15773901215192,6.31081996959683
"hsa-miR-1260b",4.12944788695725,3.45457073742698,3.36008329591333,4.93102111851142,4.95261313134312,5.23407973205022
"hsa-miR-1262",4.86096279785812,5.02214584287018,4.8864038219486,3.4988890869768,3.52155333054509,4.32517051237605
"hsa-miR-126-3p",8.62343526437048,8.29842004594654,8.02579845482647,9.0222568322183,8.66656488246434,8.47381937513393
"hsa-miR-126-5p",5.40840617291707,6.08497841918874,5.03210084316702,6.35353502147283,7.06636908920775,5.84934879955491
"hsa-miR-1270",4.12565110166152,4.60584986719498,5.1523051261013,4.18483568064376,4.00800275408267,4.47216280355037
"hsa-miR-1271-5p",4.92874930641667,5.24191643393021,5.30677260563519,4.50544636893203,5.37677657188298,3.93366705238631
"hsa-miR-1273c",4.12258989813231,3.67908594360712,4.29462074889163,4.67908594360712,5.01444456589816,4.67908594360712
"hsa-miR-1273d",4.53499536550579,5.2240016741981,5.05883598009775,4.55170057235281,5.81974481186369,5.35335858170584
"hsa-miR-1273e",4.09491164702547,3.94317119262737,5.19385057703736,4.99589149141913,5.3501436020178,5.03742615236471
"hsa-miR-1273f",4.09347566718297,4.23427137846462,5.1423317427498,3.46453758218603,4.72279387245362,3.21893612133568
"hsa-miR-1273h-5p",4.62690633069132,5.64304805425276,4.71967630447595,4.55606149049984,4.57070578853707,5.2480414059248
"hsa-miR-127-3p",7.54966147058296,7.38292658257124,8.17467605968824,7.35451563325136,7.2839430644926,7.33192641134782
"hsa-miR-127-5p",5.24111560402295,5.13376899980479,4.28406988534516,5.39465132590898,5.81590839887873,6.37025148142518
"hsa-miR-128-1-5p",4.09330663437189,4.25451845979588,5.3460349715098,4.85409541516792,5.62278396615612,3.97792097884967
"hsa-miR-128-3p",6.2175797131278,5.69501944235684,6.10150300916717,5.95119144681825,5.60071576852947,6.95392868890556
"hsa-miR-1285-3p",4.09212284983868,4.34539637539127,5.08699601145175,4.83854844152553,4.43289261429288,5.53567974119837
"hsa-miR-1285-5p",4.52306006179525,4.3023921709935,5.45325416949395,4.92029330021101,5.13979689661535,4.37781785308364
"hsa-miR-1287-5p",4.09085343045111,3.52644446459013,4.4896713749963,4.92557224165626,4.54411440220947,5.31469652565629
"hsa-miR-1290",8.7487999957744,9.1106164152942,8.94371625054899,9.25471213391454,8.83926993635307,9.58698611371811
"hsa-miR-129-1-3p",4.34936527759421,4.20562710390717,5.0931798467655,5.03760186043555,4.26581192400642,5.47092725747513
"hsa-miR-129-2-3p",4.52224411104232,5.04644740499951,4.23786960086751,3.93866217984363,4.30604345620044,3.52268352648295
"hsa-miR-1292-5p",4.51532137683358,5.18586654531133,5.49802742400219,4.5497307703952,5.36820959809927,5.5978588868037
"hsa-miR-129-5p",4.9256671807877,5.08023127201926,5.41362792902417,3.93621390100641,4.65334669272218,4.35853692349246
"hsa-miR-1296-5p",4.97498811199193,5.22334531579905,4.81455042346181,4.24290732212299,5.48497591451119,3.7248685146864
