"","GSM4550863","GSM4550864"
"hsa-miR-338-3p",3.13,3.12
"hsa-miR-338-5p",3.23,3.12
"hsa-miR-339-3p",7.29,7
"hsa-miR-339-5p",3.21,3.12
"hsa-miR-33a-3p",3.15,3.12
"hsa-miR-33a-5p",2.97,6.26
"hsa-miR-33b-3p",7.46,7.11
"hsa-miR-33b-5p",2.93,3.12
"hsa-miR-340-3p",3.16,6.21
"hsa-miR-340-5p",3.15,8.03
"hsa-miR-342-3p",6.88,9.63
"hsa-miR-342-5p",3.18,6.02
"hsa-miR-345-3p",11.59,9.21
"hsa-miR-345-5p",6.9,7.41
"hsa-miR-346",3.1,3.12
"hsa-miR-34a-3p",3.32,6.69
"hsa-miR-34a-5p",7.63,11.49
"hsa-miR-34b-3p",3.29,8.71
"hsa-miR-34b-5p",5.55,9.68
"hsa-miR-34c-3p",8.65,6.43
"hsa-miR-34c-5p",7.16,9.59
"hsa-miR-3529-3p",3.32,3.12
"hsa-miR-3529-5p",3.16,3.12
"hsa-miR-3591-3p",3.28,3.12
"hsa-miR-3591-5p",6.13,3.12
"hsa-miR-3605-3p",3.09,3.12
"hsa-miR-3605-5p",9.86,8.91
"hsa-miR-3606-3p",3.1,3.12
"hsa-miR-3606-5p",3.07,3.12
"hsa-miR-3607-3p",3.08,3.12
"hsa-miR-3607-5p",3.09,3.12
"hsa-miR-3609",7.1,3.12
"hsa-miR-361-3p",3.13,3.12
"hsa-miR-361-5p",7,8.32
"hsa-miR-3610",3.27,8.57
"hsa-miR-3611",2.92,3.12
"hsa-miR-3612",3.15,3.12
"hsa-miR-3613-3p",3.27,3.12
"hsa-miR-3613-5p",3.33,3.12
"hsa-miR-3614-3p",2.73,3.12
"hsa-miR-3614-5p",7.06,6.91
"hsa-miR-3615",9.41,6.64
"hsa-miR-3616-3p",6.32,3.12
"hsa-miR-3616-5p",3.02,3.12
"hsa-miR-3617-3p",3.11,3.12
"hsa-miR-3617-5p",5.96,3.12
"hsa-miR-3618",3.35,3.12
"hsa-miR-3619-3p",3.05,3.12
"hsa-miR-3619-5p",2.85,3.12
"hsa-miR-362-3p",3.15,7.53
"hsa-miR-362-5p",7.27,7.27
"hsa-miR-3620-3p",6.82,3.12
"hsa-miR-3620-5p",3.17,7.08
"hsa-miR-3621",9.78,6.7
"hsa-miR-3622a-3p",3.28,3.12
"hsa-miR-3622a-5p",3.17,3.12
"hsa-miR-3622b-3p",7.9,3.12
"hsa-miR-3622b-5p",5.89,6.94
"hsa-miR-363-3p",3.08,3.12
"hsa-miR-363-5p",3.11,3.12
"hsa-miR-3646",7.33,7.14
"hsa-miR-3648",8.92,9.08
"hsa-miR-3649",3.31,3.12
"hsa-miR-3650",6.76,3.12
"hsa-miR-3651",6.88,3.12
"hsa-miR-3652",7.88,8.29
"hsa-miR-3653-3p",3.19,3.12
"hsa-miR-3653-5p",3.11,3.12
"hsa-miR-3654",3.35,5.97
"hsa-miR-3655",6.47,3.12
"hsa-miR-3656",9.83,10.21
"hsa-miR-3657",3.07,3.12
"hsa-miR-3658",3.14,3.12
"hsa-miR-3659",7.66,7.16
"hsa-miR-365a-3p",3.26,9.21
"hsa-miR-365a-5p",7.61,6.34
"hsa-miR-365b-5p",7.41,7.15
"hsa-miR-3660",6.94,7.16
"hsa-miR-3661",7.85,3.12
"hsa-miR-3662",3.15,3.12
"hsa-miR-3663-3p",8.01,7.56
"hsa-miR-3663-5p",2.9,3.12
"hsa-miR-3664-3p",3.11,3.12
"hsa-miR-3664-5p",3.09,3.12
"hsa-miR-3665",11.14,9.27
"hsa-miR-3666",7.53,3.12
"hsa-miR-3667-3p",2.81,3.12
"hsa-miR-3667-5p",9.88,10.03
"hsa-miR-3668",3,3.12
"hsa-miR-367-3p",3.11,3.12
"hsa-miR-367-5p",3.06,3.12
"hsa-miR-3670",3.22,3.12
"hsa-miR-3671",3.1,3.12
"hsa-miR-3672",7.37,3.12
"hsa-miR-3674",2.89,3.12
"hsa-miR-3675-3p",5.97,3.12
"hsa-miR-3675-5p",3.12,3.12
"hsa-miR-3677-3p",2.89,3.12
"hsa-miR-3677-5p",2.65,3.12
"hsa-miR-3678-3p",8.41,7
"hsa-miR-3678-5p",3.15,3.12
"hsa-miR-3679-3p",3.18,6.06
"hsa-miR-3679-5p",9.72,10.03
"hsa-miR-3680-3p",6.33,6.83
"hsa-miR-3680-5p",2.98,3.12
"hsa-miR-3681-3p",3.13,3.12
"hsa-miR-3681-5p",2.74,3.12
"hsa-miR-3682-3p",9.46,7.99
"hsa-miR-3682-5p",3.02,3.12
"hsa-miR-3683",3.13,3.12
"hsa-miR-3684",3.14,3.12
"hsa-miR-3685",3.15,3.12
"hsa-miR-3686",3.04,3.12
"hsa-miR-3687",3.15,3.12
"hsa-miR-3688-3p",3.32,3.12
"hsa-miR-3688-5p",2.99,3.12
"hsa-miR-3689a-3p",3.26,3.12
"hsa-miR-3689a-5p",3.16,3.12
"hsa-miR-3689b-3p",3.13,3.12
"hsa-miR-3689d",3.12,3.12
"hsa-miR-3689f",3.22,3.12
"hsa-miR-369-3p",3.04,3.12
"hsa-miR-369-5p",3.22,3.12
"hsa-miR-3690",3.32,3.12
"hsa-miR-3691-3p",3.16,3.12
"hsa-miR-3691-5p",2.99,3.12
"hsa-miR-3692-3p",2.96,3.12
"hsa-miR-3692-5p",3.14,5.97
"hsa-miR-370-3p",3.18,6.47
"hsa-miR-370-5p",3.1,3.12
"hsa-miR-3713",5.71,6.27
"hsa-miR-3714",3.14,3.12
"hsa-miR-371a-3p",7.48,6.89
"hsa-miR-371a-5p",8.66,8.04
"hsa-miR-371b-3p",3.08,3.12
"hsa-miR-371b-5p",6.8,6.93
"hsa-miR-372-3p",10.04,7.68
"hsa-miR-372-5p",3.31,3.12
"hsa-miR-373-3p",6.98,3.12
"hsa-miR-373-5p",3.29,3.12
"hsa-miR-374a-3p",3.18,3.12
"hsa-miR-374a-5p",3.04,6.55
"hsa-miR-374b-3p",3.18,3.12
"hsa-miR-374b-5p",3.12,7.97
"hsa-miR-374c-3p",3.03,3.12
"hsa-miR-374c-5p",6.56,6.12
"hsa-miR-375",7.94,3.12
"hsa-miR-376a-2-5p",3.12,3.12
"hsa-miR-376a-3p",3.21,6.96
"hsa-miR-376a-5p",3.16,3.12
"hsa-miR-376b-3p",3.11,6.33
"hsa-miR-376b-5p",3.18,3.12
"hsa-miR-376c-3p",3.17,7.48
"hsa-miR-376c-5p",3.09,3.12
"hsa-miR-377-3p",3.07,3.12
"hsa-miR-377-5p",3.02,3.12
"hsa-miR-378a-3p",3.29,8.73
"hsa-miR-378a-5p",2.86,3.12
"hsa-miR-378b",3.36,6.62
"hsa-miR-378c",7.96,3.12
"hsa-miR-378d",3.3,7.03
"hsa-miR-378e",9.73,8.66
"hsa-miR-378f",3.37,7.11
"hsa-miR-378g",3.28,5.97
"hsa-miR-378h",3.19,3.12
"hsa-miR-378i",3.37,8.98
"hsa-miR-378j",6.39,3.12
"hsa-miR-379-3p",3.1,3.12
"hsa-miR-379-5p",3.2,3.12
"hsa-miR-380-3p",7.68,3.12
"hsa-miR-380-5p",2.66,3.12
"hsa-miR-381-3p",3.24,3.12
"hsa-miR-381-5p",3.23,3.12
"hsa-miR-382-3p",3.2,3.12
"hsa-miR-382-5p",3.19,3.12
"hsa-miR-383-3p",3.26,3.12
"hsa-miR-383-5p",7.53,3.12
"hsa-miR-384",2.99,3.12
"hsa-miR-3907",3.34,7.56
"hsa-miR-3908",3.08,3.12
"hsa-miR-3909",2.98,6.46
"hsa-miR-3910",7.27,3.12
"hsa-miR-3911",7.05,8.28
"hsa-miR-3912-3p",3.03,3.12
"hsa-miR-3912-5p",3.17,3.12
"hsa-miR-3913-3p",3.34,3.12
"hsa-miR-3913-5p",3.14,3.12
"hsa-miR-3914",6.94,3.12
"hsa-miR-3915",3.06,6.01
"hsa-miR-3916",3.2,3.12
"hsa-miR-3917",8.28,7.41
"hsa-miR-3918",6.15,3.12
"hsa-miR-3919",3.07,3.12
"hsa-miR-3920",3.12,3.12
"hsa-miR-3921",3.13,3.12
"hsa-miR-3922-3p",3.01,3.12
"hsa-miR-3922-5p",3.38,3.12
"hsa-miR-3923",6.83,5.54
"hsa-miR-3924",3.3,3.12
"hsa-miR-3925-3p",3.08,3.12
"hsa-miR-3925-5p",7.14,5.98
"hsa-miR-3926",7.23,7.84
"hsa-miR-3927-3p",3.3,3.12
"hsa-miR-3927-5p",3.19,3.12
"hsa-miR-3928-3p",3.24,3.12
"hsa-miR-3928-5p",8.17,3.12
"hsa-miR-3929",3.18,3.12
"hsa-miR-3934-3p",9.25,3.12
"hsa-miR-3934-5p",8.08,7.8
"hsa-miR-3935",8.57,7.53
"hsa-miR-3936",3.25,3.12
"hsa-miR-3937",9.72,8.16
"hsa-miR-3938",7.04,3.12
"hsa-miR-3939",3.35,8.55
"hsa-miR-3940-3p",3.38,3.12
"hsa-miR-3940-5p",8.25,7.86
"hsa-miR-3941",3.21,3.12
"hsa-miR-3942-3p",3.05,3.12
"hsa-miR-3942-5p",3.04,3.12
"hsa-miR-3943",3.25,3.12
"hsa-miR-3944-3p",3.21,3.12
"hsa-miR-3944-5p",12.18,9.96
"hsa-miR-3945",3.32,3.12
"hsa-miR-3960",11.02,10.17
"hsa-miR-3972",6.57,3.12
"hsa-miR-3973",3.08,3.12
"hsa-miR-3974",3.05,3.12
"hsa-miR-3975",3.12,3.12
"hsa-miR-3976",5.97,5.89
"hsa-miR-3977",3.06,3.12
"hsa-miR-3978",3.23,3.12
"hsa-miR-409-3p",2.57,3.12
"hsa-miR-409-5p",8.92,6.45
"hsa-miR-410-3p",3.04,6.68
"hsa-miR-410-5p",3.18,3.12
"hsa-miR-411-3p",3.29,3.12
"hsa-miR-411-5p",2.89,3.12
"hsa-miR-412-3p",3.31,3.12
"hsa-miR-412-5p",3.02,3.12
"hsa-miR-421",3.22,6.34
"hsa-miR-422a",3.26,6.56
"hsa-miR-423-3p",3.14,3.12
"hsa-miR-423-5p",7.96,7.45
"hsa-miR-424-3p",3.25,3.12
"hsa-miR-424-5p",3.28,8.43
"hsa-miR-425-3p",8.64,6.9
"hsa-miR-425-5p",3.24,8.3
"hsa-miR-4251",6.03,7.54
"hsa-miR-4252",12.7,10.78
"hsa-miR-4253",12.15,10.89
"hsa-miR-4254",3.22,3.12
"hsa-miR-4255",3.17,3.12
"hsa-miR-4256",3,3.12
"hsa-miR-4257",11.68,9.45
"hsa-miR-4258",3.29,3.12
"hsa-miR-4259",9.82,10.55
"hsa-miR-4260",6.27,3.12
"hsa-miR-4261",8.33,8.95
"hsa-miR-4262",3.06,3.12
"hsa-miR-4263",2.94,3.12
"hsa-miR-4264",3,3.12
"hsa-miR-4265",3.11,3.12
"hsa-miR-4266",2.95,3.12
"hsa-miR-4267",2.49,3.12
"hsa-miR-4268",2.99,3.12
"hsa-miR-4269",3.14,3.12
"hsa-miR-4270",7.72,9.05
"hsa-miR-4271",12.78,9.72
"hsa-miR-4272",3.07,3.12
"hsa-miR-4273",3.09,3.12
"hsa-miR-4274",3.38,7.1
"hsa-miR-4275",3.03,3.12
"hsa-miR-4276",2.95,3.12
"hsa-miR-4277",3.21,3.12
"hsa-miR-4278",2.89,3.12
"hsa-miR-4279",6.45,3.12
"hsa-miR-4280",7,6.88
"hsa-miR-4281",10.91,10.63
"hsa-miR-4282",3.15,3.12
"hsa-miR-4283",3.21,3.12
"hsa-miR-4284",3.13,6.48
"hsa-miR-4285",3.08,6.74
"hsa-miR-4286",2.94,10.54
"hsa-miR-4287",3.16,3.12
"hsa-miR-4288",2.42,3.12
"hsa-miR-4289",3.33,3.12
"hsa-miR-429",6.1,3.12
"hsa-miR-4290",5.54,3.12
"hsa-miR-4291",7.3,7.62
"hsa-miR-4292",3.34,3.12
"hsa-miR-4293",3.1,3.12
"hsa-miR-4294",7.59,6.83
"hsa-miR-4295",2.92,3.12
"hsa-miR-4296",3.2,3.12
"hsa-miR-4297",3.04,3.12
"hsa-miR-4298",10.49,10.3
"hsa-miR-4299",10.83,10.39
"hsa-miR-4300",6.95,6.37
"hsa-miR-4301",3.08,3.12
"hsa-miR-4302",7.06,3.12
"hsa-miR-4303",3.11,3.12
"hsa-miR-4304",5.9,3.12
"hsa-miR-4305",3.05,3.12
"hsa-miR-4306",7.49,9.41
"hsa-miR-4307",2.97,3.12
"hsa-miR-4308",3.33,3.12
"hsa-miR-4309",3.32,3.12
"hsa-miR-431-3p",3.21,3.12
"hsa-miR-431-5p",3.22,3.12
"hsa-miR-4310",7.34,6.47
"hsa-miR-4311",6.67,3.12
"hsa-miR-4312",6.87,3.12
"hsa-miR-4313",7.72,7.06
"hsa-miR-4314",5.97,6.03
"hsa-miR-4315",7.54,3.12
"hsa-miR-4316",3.17,3.12
"hsa-miR-4317",3.26,6.85
"hsa-miR-4318",5.89,3.12
"hsa-miR-4319",7.05,3.12
"hsa-miR-432-3p",3.23,3.12
"hsa-miR-432-5p",6.6,6.41
"hsa-miR-4320",3.23,3.12
"hsa-miR-4321",3.29,3.12
"hsa-miR-4322",9.29,8.12
"hsa-miR-4323",3.26,6.28
"hsa-miR-4324",3.25,7.62
"hsa-miR-4325",3.08,3.12
"hsa-miR-4326",3.03,3.12
"hsa-miR-4327",8.53,8.09
"hsa-miR-4328",2.44,3.12
"hsa-miR-4329",3.21,3.12
"hsa-miR-433-3p",3.11,3.12
"hsa-miR-433-5p",3.16,3.12
"hsa-miR-4330",3.28,3.12
"hsa-miR-4417",6.61,7.64
"hsa-miR-4418",6.09,6.44
"hsa-miR-4419a",8.73,8.38
"hsa-miR-4419b",9.05,7.32
"hsa-miR-4420",6.85,3.12
"hsa-miR-4421",9.07,7.26
"hsa-miR-4422",3.31,6.94
"hsa-miR-4423-3p",3.15,3.12
"hsa-miR-4423-5p",3.16,3.12
"hsa-miR-4424",3.09,3.12
"hsa-miR-4425",3.36,3.12
"hsa-miR-4426",2.99,3.12
"hsa-miR-4427",8.32,3.12
"hsa-miR-4428",7.86,8.01
"hsa-miR-4429",8.66,6.9
"hsa-miR-4430",14.87,11.47
"hsa-miR-4431",3.09,3.12
"hsa-miR-4432",3.2,3.12
"hsa-miR-4433a-3p",9.18,8.13
"hsa-miR-4433a-5p",3.21,7.05
"hsa-miR-4433b-3p",6.79,6.8
"hsa-miR-4434",3.13,3.12
"hsa-miR-4435",3.32,3.12
"hsa-miR-4436a",3.35,3.12
"hsa-miR-4436b-3p",3.25,3.12
"hsa-miR-4436b-5p",7.26,6.79
"hsa-miR-4437",3.12,3.12
"hsa-miR-4438",2.99,3.12
"hsa-miR-4439",3.17,3.12
"hsa-miR-4440",3.34,3.12
"hsa-miR-4441",8.14,7.42
"hsa-miR-4442",11.5,12.25
"hsa-miR-4443",2.19,9.03
"hsa-miR-4444",6.94,7.25
"hsa-miR-4445-3p",3.2,3.12
"hsa-miR-4445-5p",3.19,3.12
"hsa-miR-4446-3p",6.8,3.12
"hsa-miR-4446-5p",2.91,3.12
"hsa-miR-4447",8.25,7.01
"hsa-miR-4448",7.2,3.12
"hsa-miR-4449",6.35,3.12
"hsa-miR-4450",3.2,3.12
"hsa-miR-4451",8.8,8.3
"hsa-miR-4452",3.1,3.12
"hsa-miR-4453",7.89,6.61
"hsa-miR-4455",2.96,3.12
"hsa-miR-4456",2.99,3.12
"hsa-miR-4457",6.53,3.12
"hsa-miR-4458",3.34,6.63
"hsa-miR-4459",11.94,12.7
"hsa-miR-4460",3.36,3.12
"hsa-miR-4461",3.15,3.12
"hsa-miR-4462",6.38,6.03
"hsa-miR-4463",6.88,7.43
"hsa-miR-4464",3.13,3.12
"hsa-miR-4465",7.16,7.94
"hsa-miR-4466",9.45,9.54
"hsa-miR-4467",7.15,3.12
"hsa-miR-4468",3.27,3.12
"hsa-miR-4469",3.11,3.12
"hsa-miR-4470",10.55,8.26
"hsa-miR-4471",7.44,7.73
"hsa-miR-4472",6.56,7.2
"hsa-miR-4473",3.02,3.12
"hsa-miR-4474-3p",6.72,3.12
"hsa-miR-4474-5p",3.08,3.12
"hsa-miR-4475",3.13,3.12
"hsa-miR-4476",3.22,6.85
"hsa-miR-4477a",3.25,3.12
"hsa-miR-4477b",3.07,3.12
"hsa-miR-4478",8.09,8.25
"hsa-miR-4479",3.1,3.12
"hsa-miR-448",3.12,3.12
"hsa-miR-4480",3.27,3.12
"hsa-miR-4481",3.34,6.94
"hsa-miR-4482-3p",7.73,6.79
"hsa-miR-4482-5p",3.2,3.12
"hsa-miR-4483",3.36,3.12
"hsa-miR-4484",9.06,9.47
"hsa-miR-4485-3p",6.16,6.19
"hsa-miR-4485-5p",10.51,9.06
"hsa-miR-4486",8.26,9.75
"hsa-miR-4487",10.74,10.07
"hsa-miR-4488",7.39,3.12
"hsa-miR-4489",3.29,3.12
"hsa-miR-4490",6,3.12
"hsa-miR-4491",3.18,3.12
"hsa-miR-4492",2.98,3.12
"hsa-miR-4493",3.07,3.12
"hsa-miR-4494",6.6,3.12
"hsa-miR-4495",6.12,3.12
"hsa-miR-4496",9.81,8.23
"hsa-miR-4497",6.98,6.74
"hsa-miR-4498",6.31,3.12
"hsa-miR-4499",8.52,9.07
"hsa-miR-449a",3.3,3.12
"hsa-miR-449b-3p",7.75,3.12
"hsa-miR-449b-5p",7.11,3.12
"hsa-miR-449c-3p",3.28,3.12
"hsa-miR-449c-5p",8.04,3.12
"hsa-miR-4500",3.16,3.12
"hsa-miR-4501",3.2,3.12
"hsa-miR-4502",3.22,3.12
"hsa-miR-4503",3.08,3.12
"hsa-miR-4504",3.03,3.12
"hsa-miR-4505",9.62,9.83
"hsa-miR-4506",3.38,3.12
"hsa-miR-4507",9.67,9.45
"hsa-miR-4508",3.11,3.12
"hsa-miR-4509",2.52,3.12
"hsa-miR-450a-1-3p",6.12,7.31
"hsa-miR-450a-2-3p",3.06,3.12
"hsa-miR-450a-5p",3.16,7.55
"hsa-miR-450b-3p",3.09,3.12
"hsa-miR-450b-5p",3.06,3.12
"hsa-miR-4510",3.18,3.12
"hsa-miR-4511",5.96,3.12
"hsa-miR-4512",7.27,3.12
"hsa-miR-4513",6.91,7.1
"hsa-miR-4514",6.94,3.12
"hsa-miR-4515",7.71,7.12
"hsa-miR-4516",10.07,10.34
"hsa-miR-4517",3.21,3.12
"hsa-miR-4518",3.38,3.12
"hsa-miR-4519",6.03,3.12
"hsa-miR-451a",7.76,14.35
"hsa-miR-451b",3.03,3.12
"hsa-miR-452-3p",3.27,3.12
"hsa-miR-452-5p",3.18,6.61
"hsa-miR-4520-2-3p",6.25,5.89
"hsa-miR-4520-3p",6.53,3.12
"hsa-miR-4520-5p",2.79,3.12
"hsa-miR-4521",3.21,3.12
"hsa-miR-4522",3.22,3.12
"hsa-miR-4523",3.25,3.12
"hsa-miR-4524a-3p",3.28,3.12
"hsa-miR-4524a-5p",3.08,3.12
"hsa-miR-4524b-3p",5.96,3.12
"hsa-miR-4524b-5p",3.18,3.12
"hsa-miR-4525",3.25,3.12
"hsa-miR-4526",6.88,3.12
"hsa-miR-4527",3.11,3.12
"hsa-miR-4528",3.25,3.12
"hsa-miR-4529-3p",3.34,3.12
"hsa-miR-4529-5p",3.29,3.12
"hsa-miR-4530",10.14,10.59
"hsa-miR-4531",3.19,7.41
"hsa-miR-4532",8.99,10.11
"hsa-miR-4533",7.72,3.12
"hsa-miR-4534",11.56,11.74
"hsa-miR-4535",3.32,6.76
"hsa-miR-4536-3p",3.08,3.12
"hsa-miR-4536-5p",3.12,3.12
"hsa-miR-4537",6.96,3.12
"hsa-miR-4538",7.41,7.26
"hsa-miR-4539",9.35,7.38
"hsa-miR-454-3p",3.33,3.12
"hsa-miR-454-5p",3.05,3.12
"hsa-miR-4540",2.98,3.12
"hsa-miR-455-3p",3.14,3.12
"hsa-miR-455-5p",3.04,3.12
"hsa-miR-4632-3p",6.03,3.12
"hsa-miR-4632-5p",9.21,8.57
"hsa-miR-4633-3p",3.12,3.12
"hsa-miR-4633-5p",3.28,6.16
"hsa-miR-4634",8.73,8.86
"hsa-miR-4635",7.4,8.03
"hsa-miR-4636",3,3.12
"hsa-miR-4637",3.03,3.12
"hsa-miR-4638-3p",2.79,3.12
"hsa-miR-4638-5p",6.67,5.92
"hsa-miR-4639-3p",3.07,3.12
"hsa-miR-4639-5p",3.25,3.12
"hsa-miR-4640-3p",6.61,5.89
"hsa-miR-4640-5p",6.93,6.47
"hsa-miR-4641",3.16,3.12
"hsa-miR-4642",6.52,5.9
"hsa-miR-4643",3.27,3.12
"hsa-miR-4644",3.29,7.7
"hsa-miR-4645-3p",3.05,3.12
"hsa-miR-4645-5p",3.1,3.12
"hsa-miR-4646-3p",3.25,3.12
"hsa-miR-4646-5p",9.87,9.04
"hsa-miR-4647",3.31,6.35
"hsa-miR-4648",7.51,7.33
"hsa-miR-4649-3p",6.96,6.74
"hsa-miR-4649-5p",6.58,6.45
"hsa-miR-4650-3p",3.21,3.12
"hsa-miR-4650-5p",3.12,3.12
"hsa-miR-4651",11.97,8.1
"hsa-miR-4652-3p",3.35,3.12
"hsa-miR-4652-5p",3.11,3.12
"hsa-miR-4653-3p",6.16,7.18
"hsa-miR-4653-5p",3.09,3.12
"hsa-miR-4654",3.37,3.12
"hsa-miR-4655-3p",3.07,3.12
"hsa-miR-4655-5p",12.4,10.42
"hsa-miR-4656",3.26,7.08
"hsa-miR-4657",6.65,3.12
"hsa-miR-4658",3.22,3.12
"hsa-miR-4659a-3p",3.14,3.12
"hsa-miR-4659a-5p",6.91,3.12
"hsa-miR-4659b-3p",7.38,3.12
"hsa-miR-4659b-5p",3.21,3.12
"hsa-miR-466",3.2,6.62
"hsa-miR-4660",11.27,11.61
"hsa-miR-4661-3p",6.4,3.12
"hsa-miR-4661-5p",3.11,3.12
"hsa-miR-4662a-3p",3.09,3.12
"hsa-miR-4662a-5p",3.1,3.12
"hsa-miR-4662b",3.13,3.12
"hsa-miR-4663",3.15,3.12
"hsa-miR-4664-3p",7.47,7.71
"hsa-miR-4664-5p",3.19,3.12
"hsa-miR-4665-3p",8.32,7.72
"hsa-miR-4665-5p",9.06,6.95
"hsa-miR-4666a-3p",2.98,3.12
"hsa-miR-4666a-5p",3.22,3.12
"hsa-miR-4666b",6.89,6.59
"hsa-miR-4667-3p",3.14,3.12
"hsa-miR-4667-5p",7.25,8.49
"hsa-miR-4668-3p",3.12,3.12
"hsa-miR-4668-5p",3.03,6.27
"hsa-miR-4669",8.3,8.97
"hsa-miR-4670-3p",8.23,6.2
"hsa-miR-4670-5p",3.08,3.12
"hsa-miR-4671-3p",3.15,3.12
"hsa-miR-4671-5p",3.26,3.12
"hsa-miR-4672",9.29,8.52
"hsa-miR-4673",7.58,8.01
"hsa-miR-4674",6.64,3.12
"hsa-miR-4675",6.19,3.12
"hsa-miR-4676-3p",3.08,3.12
"hsa-miR-4676-5p",3.26,7.82
"hsa-miR-4677-3p",3.05,3.12
"hsa-miR-4677-5p",6.75,3.12
"hsa-miR-4678",3.1,3.12
"hsa-miR-4679",6.69,3.12
"hsa-miR-4680-3p",3.23,3.12
"hsa-miR-4680-5p",3.1,3.12
"hsa-miR-4681",3.16,3.12
"hsa-miR-4682",3.17,3.12
"hsa-miR-4683",3.36,3.12
"hsa-miR-4684-3p",3.21,7.73
"hsa-miR-4684-5p",2.98,3.12
"hsa-miR-4685-3p",3.29,3.12
"hsa-miR-4685-5p",8.98,9.38
"hsa-miR-4686",2.99,3.12
"hsa-miR-4687-3p",9.54,9.69
"hsa-miR-4687-5p",6.72,3.12
"hsa-miR-4688",6.89,7.71
"hsa-miR-4689",6.69,7.19
"hsa-miR-4690-3p",2.93,3.12
"hsa-miR-4690-5p",7.39,7.03
"hsa-miR-4691-3p",7.92,3.12
"hsa-miR-4691-5p",9.7,7.12
"hsa-miR-4692",3.11,3.12
"hsa-miR-4693-3p",3.11,3.12
"hsa-miR-4693-5p",3.18,3.12
"hsa-miR-4694-3p",6.93,3.12
"hsa-miR-4694-5p",3.05,3.12
"hsa-miR-4695-3p",3.15,3.12
"hsa-miR-4695-5p",10.35,8.07
"hsa-miR-4696",3.23,3.12
"hsa-miR-4697-3p",3.09,3.12
"hsa-miR-4697-5p",2.6,3.12
"hsa-miR-4698",8.82,9.73
"hsa-miR-4699-3p",3.09,3.12
"hsa-miR-4699-5p",3.29,3.12
"hsa-miR-4700-3p",3.08,3.12
"hsa-miR-4700-5p",10.78,9.72
"hsa-miR-4701-3p",3.19,3.12
"hsa-miR-4701-5p",3.16,3.12
"hsa-miR-4703-3p",7.3,3.12
"hsa-miR-4703-5p",3.03,3.12
"hsa-miR-4704-3p",3.09,3.12
"hsa-miR-4704-5p",3.19,3.12
"hsa-miR-4705",5.9,3.12
"hsa-miR-4706",3.34,6.01
"hsa-miR-4707-3p",3.34,3.12
"hsa-miR-4707-5p",3.29,6.26
"hsa-miR-4708-3p",3.26,3.12
"hsa-miR-4708-5p",3.23,3.12
"hsa-miR-4709-3p",3.04,3.12
"hsa-miR-4709-5p",3.15,3.12
"hsa-miR-4710",7.22,6.98
"hsa-miR-4711-3p",3.23,3.12
"hsa-miR-4711-5p",6.15,3.12
"hsa-miR-4712-3p",3.23,3.12
"hsa-miR-4712-5p",3.02,3.12
"hsa-miR-4713-3p",7.48,8.53
"hsa-miR-4713-5p",7.71,3.12
"hsa-miR-4714-3p",3.24,7.09
"hsa-miR-4714-5p",2.99,3.12
"hsa-miR-4715-3p",3.11,3.12
"hsa-miR-4715-5p",3.23,3.12
"hsa-miR-4716-3p",6.25,7.51
"hsa-miR-4716-5p",3.13,3.12
"hsa-miR-4717-3p",3.28,3.12
"hsa-miR-4717-5p",3.14,3.12
"hsa-miR-4718",7.41,5.95
"hsa-miR-4719",3.24,3.12
"hsa-miR-4720-3p",3.14,3.12
"hsa-miR-4720-5p",3.19,3.12
"hsa-miR-4721",7.33,7.51
"hsa-miR-4722-3p",3.14,3.12
"hsa-miR-4722-5p",3.1,3.12
"hsa-miR-4723-3p",3.3,3.12
"hsa-miR-4723-5p",7.74,3.12
"hsa-miR-4724-3p",3.25,3.12
"hsa-miR-4724-5p",3.12,3.12
"hsa-miR-4725-3p",6.49,3.12
"hsa-miR-4725-5p",7.58,6.85
"hsa-miR-4726-3p",5.87,3.12
"hsa-miR-4726-5p",3.35,6.32
"hsa-miR-4727-3p",3.26,3.12
"hsa-miR-4727-5p",3.14,3.12
"hsa-miR-4728-3p",3.24,7
"hsa-miR-4728-5p",7.1,8.02
"hsa-miR-4729",7.71,3.12
"hsa-miR-4730",7.62,3.12
"hsa-miR-4731-3p",3.2,5.94
"hsa-miR-4731-5p",3.05,3.12
"hsa-miR-4732-3p",3.19,3.12
"hsa-miR-4732-5p",8.32,7.97
"hsa-miR-4733-3p",3.34,3.12
"hsa-miR-4733-5p",3.3,3.12
"hsa-miR-4734",7.12,6.85
"hsa-miR-4735-3p",3.05,3.12
"hsa-miR-4735-5p",3.23,3.12
"hsa-miR-4736",6.98,3.12
"hsa-miR-4737",3.11,3.12
"hsa-miR-4738-3p",8.43,9.48
"hsa-miR-4738-5p",3.13,3.12
"hsa-miR-4739",10.06,8.79
"hsa-miR-4740-3p",3.36,3.12
"hsa-miR-4740-5p",3.31,3.12
"hsa-miR-4741",11.42,10.76
"hsa-miR-4742-3p",3.05,3.12
"hsa-miR-4742-5p",3.29,3.12
"hsa-miR-4743-3p",2.94,3.12
"hsa-miR-4743-5p",6.74,9.18
"hsa-miR-4744",3.33,3.12
"hsa-miR-4745-3p",7.04,3.12
"hsa-miR-4745-5p",9.58,7.98
"hsa-miR-4746-3p",7.4,7.76
"hsa-miR-4746-5p",3.13,3.12
"hsa-miR-4747-3p",3.28,3.12
"hsa-miR-4747-5p",3.27,3.12
