"","GSM4550863","GSM4550864"
"hsa-miR-1245b-3p",3.09,3.12
"hsa-miR-1245b-5p",3.09,3.12
"hsa-miR-1246",8.73,10.08
"hsa-miR-1247-3p",6.74,6.88
"hsa-miR-1247-5p",3.18,3.12
"hsa-miR-1248",3.1,3.12
"hsa-miR-1249-3p",3.28,7.92
"hsa-miR-1249-5p",3.33,7.02
"hsa-miR-1250-3p",3.2,3.12
"hsa-miR-1250-5p",3.12,3.12
"hsa-miR-1251-3p",3.19,3.12
"hsa-miR-1251-5p",3.33,3.12
"hsa-miR-1252-3p",3.16,3.12
"hsa-miR-1252-5p",3.03,3.12
"hsa-miR-1253",3.32,3.12
"hsa-miR-1254",3.15,3.12
"hsa-miR-1255a",3.06,3.12
"hsa-miR-1255b-2-3p",3.2,3.12
"hsa-miR-1255b-5p",3.05,3.12
"hsa-miR-1256",6.83,3.12
"hsa-miR-1257",3.08,3.12
"hsa-miR-1258",3.31,3.12
"hsa-miR-125a-3p",7.66,8.18
"hsa-miR-125a-5p",3.29,9.98
"hsa-miR-125b-1-3p",3.35,3.12
"hsa-miR-125b-2-3p",8.29,7.59
"hsa-miR-125b-5p",8.03,11.54
"hsa-miR-126-3p",6.15,9.23
"hsa-miR-126-5p",6.37,7.33
"hsa-miR-1260a",8.27,11.18
"hsa-miR-1260b",6.85,10.93
"hsa-miR-1261",3.34,3.12
"hsa-miR-1262",3.26,3.12
"hsa-miR-1263",5.58,3.12
"hsa-miR-1264",3.18,3.12
"hsa-miR-1265",3.14,3.12
"hsa-miR-1266-3p",3.25,3.12
"hsa-miR-1266-5p",7.35,3.12
"hsa-miR-1267",5.89,3.12
"hsa-miR-1268a",10.32,10.13
"hsa-miR-1268b",10.15,9.12
"hsa-miR-1269a",3.02,3.12
"hsa-miR-1269b",3.02,3.12
"hsa-miR-127-3p",3.31,6.4
"hsa-miR-127-5p",3.23,3.12
"hsa-miR-1270",6.56,3.12
"hsa-miR-1271-3p",3,3.12
"hsa-miR-1271-5p",3.16,3.12
"hsa-miR-1272",3.16,3.12
"hsa-miR-1273a",3,3.12
"hsa-miR-1273c",5.45,3.12
"hsa-miR-1273d",3.19,3.12
"hsa-miR-1273e",6.03,7.37
"hsa-miR-1273f",3.18,5.55
"hsa-miR-1273g-3p",7.44,8.7
"hsa-miR-1273g-5p",3.19,3.12
"hsa-miR-1273h-3p",3.32,3.12
"hsa-miR-1273h-5p",3.08,3.12
"hsa-miR-1275",8.73,9.19
"hsa-miR-1276",3.18,3.12
"hsa-miR-1277-3p",3.14,3.12
"hsa-miR-1278",3.15,3.12
"hsa-miR-1279",3.15,3.12
"hsa-miR-128-1-5p",3.23,3.12
"hsa-miR-128-2-5p",7.62,3.12
"hsa-miR-128-3p",3.04,7.44
"hsa-miR-1281",7.26,7.1
"hsa-miR-1282",6.61,3.12
"hsa-miR-1283",2.92,3.12
"hsa-miR-1284",2.18,3.12
"hsa-miR-1285-3p",3.25,3.12
"hsa-miR-1285-5p",2.98,3.12
"hsa-miR-1286",7.46,3.12
"hsa-miR-1287-3p",3.23,3.12
"hsa-miR-1287-5p",12.53,11.56
"hsa-miR-1288-3p",3.31,3.12
"hsa-miR-1288-5p",3.17,3.12
"hsa-miR-1289",2.95,3.12
"hsa-miR-129-1-3p",2.98,3.12
"hsa-miR-129-2-3p",3.29,3.12
"hsa-miR-129-5p",5.93,3.12
"hsa-miR-1290",5.91,8.73
"hsa-miR-1291",3.24,3.12
"hsa-miR-1292-3p",3.31,3.12
"hsa-miR-1292-5p",8.55,5.92
"hsa-miR-1293",3.12,3.12
"hsa-miR-1294",3.24,3.12
"hsa-miR-1295a",3.2,3.12
"hsa-miR-1295b-3p",6.13,3.12
"hsa-miR-1295b-5p",3.22,3.12
"hsa-miR-1296-3p",3.28,3.12
"hsa-miR-1296-5p",3.08,3.12
"hsa-miR-1297",3.07,3.12
"hsa-miR-1298-3p",3.35,6.89
"hsa-miR-1298-5p",3.12,3.12
"hsa-miR-1299",6.84,7.37
"hsa-miR-1301-3p",3.31,3.12
"hsa-miR-1301-5p",7.25,5.98
"hsa-miR-1302",3.26,3.12
"hsa-miR-1303",9.59,3.12
"hsa-miR-1304-3p",8.19,7.01
"hsa-miR-1304-5p",3.14,3.12
"hsa-miR-1305",8.02,8.32
"hsa-miR-1306-3p",3.31,3.12
"hsa-miR-1306-5p",3.37,6.26
"hsa-miR-1307-3p",6.4,3.12
"hsa-miR-1307-5p",7.81,3.12
"hsa-miR-130a-3p",9.98,11.65
"hsa-miR-130a-5p",3.1,3.12
"hsa-miR-130b-3p",6.73,7.72
"hsa-miR-130b-5p",3.13,3.12
"hsa-miR-132-3p",2.99,5.97
"hsa-miR-132-5p",3.19,3.12
"hsa-miR-1321",3.07,3.12
"hsa-miR-1322",3.34,3.12
"hsa-miR-1323",7.82,6.71
"hsa-miR-1324",3.09,3.12
"hsa-miR-133a-3p",3.26,3.12
"hsa-miR-133a-5p",3.24,3.12
"hsa-miR-133b",7.43,6.14
"hsa-miR-134-3p",3.32,3.12
"hsa-miR-134-5p",9.54,8.63
"hsa-miR-1343-3p",6.1,3.12
"hsa-miR-1343-5p",3.25,3.12
"hsa-miR-135a-3p",7.26,7.44
"hsa-miR-135a-5p",3.11,3.12
"hsa-miR-135b-3p",2.94,3.12
"hsa-miR-135b-5p",3.08,6.97
"hsa-miR-136-3p",3.13,3.12
"hsa-miR-136-5p",3.17,5.96
"hsa-miR-137",5.89,3.12
"hsa-miR-138-1-3p",2.94,3.12
"hsa-miR-138-2-3p",3.06,3.12
"hsa-miR-138-5p",3.31,3.12
"hsa-miR-139-3p",6.21,3.12
"hsa-miR-139-5p",3.12,3.12
"hsa-miR-140-3p",8.14,8.16
"hsa-miR-140-5p",2.94,8.06
"hsa-miR-141-3p",3.22,3.12
"hsa-miR-141-5p",3.16,3.12
"hsa-miR-142-3p",3.16,10.23
"hsa-miR-142-5p",3.1,8.16
"hsa-miR-143-3p",3.31,5.96
"hsa-miR-143-5p",3.14,3.12
"hsa-miR-144-3p",3.11,11.29
"hsa-miR-144-5p",3.15,6.87
"hsa-miR-145-3p",3.09,3.12
"hsa-miR-145-5p",3,6.1
"hsa-miR-1468-3p",7.11,3.12
"hsa-miR-1468-5p",8.03,6.03
"hsa-miR-1469",7.97,6.91
"hsa-miR-146a-3p",3.05,3.12
"hsa-miR-146a-5p",3.14,8.24
"hsa-miR-146b-3p",3.23,3.12
"hsa-miR-146b-5p",6.65,6.49
"hsa-miR-1470",6.66,5.91
"hsa-miR-1471",3.29,5.91
"hsa-miR-147a",3.02,3.12
"hsa-miR-147b",3.37,3.12
"hsa-miR-148a-3p",2.99,6.95
"hsa-miR-148a-5p",3.24,3.12
"hsa-miR-148b-3p",3.11,7.71
"hsa-miR-148b-5p",2.96,3.12
"hsa-miR-149-3p",8.01,6.15
"hsa-miR-149-5p",6.41,7.51
"hsa-miR-150-3p",7.62,7.77
"hsa-miR-150-5p",3.07,6.84
"hsa-miR-151a-3p",3.19,7.15
"hsa-miR-151a-5p",3.31,8.77
"hsa-miR-151b",3.29,8.75
"hsa-miR-152-3p",3.22,8.14
"hsa-miR-152-5p",3.3,3.12
"hsa-miR-153-3p",2.96,3.12
"hsa-miR-153-5p",7.51,3.12
"hsa-miR-1537-3p",3.09,3.12
"hsa-miR-1537-5p",3.02,3.12
"hsa-miR-1538",3.25,3.12
"hsa-miR-1539",7.51,6.83
"hsa-miR-154-3p",3,3.12
"hsa-miR-154-5p",3.15,3.12
"hsa-miR-155-3p",3.07,3.12
"hsa-miR-155-5p",10.89,8.23
"hsa-miR-1587",9.47,9.03
"hsa-miR-15a-3p",3.15,3.12
"hsa-miR-15a-5p",7.85,10.55
"hsa-miR-15b-3p",3.18,6.12
"hsa-miR-15b-5p",9.27,11.84
"hsa-miR-16-1-3p",3.36,3.12
"hsa-miR-16-2-3p",3.2,3.12
"hsa-miR-16-5p",10.69,12.57
"hsa-miR-17-3p",3.13,6.07
"hsa-miR-17-5p",3.37,9.67
"hsa-miR-181a-2-3p",3.25,3.12
"hsa-miR-181a-3p",3.27,6.88
"hsa-miR-181a-5p",7.14,9.62
"hsa-miR-181b-2-3p",3.11,3.12
"hsa-miR-181b-3p",3.17,3.12
"hsa-miR-181b-5p",8.95,8.95
"hsa-miR-181c-3p",6.49,6.31
"hsa-miR-181c-5p",3.31,7.02
"hsa-miR-181d-3p",6.94,3.12
"hsa-miR-181d-5p",8.78,7.88
"hsa-miR-182-3p",3.19,3.12
"hsa-miR-182-5p",3.21,5.81
"hsa-miR-1825",6.21,6.59
"hsa-miR-1827",3.14,3.12
"hsa-miR-183-3p",7.02,8.48
"hsa-miR-183-5p",3.25,9.07
"hsa-miR-184",7.97,6.91
"hsa-miR-185-3p",2.97,3.12
"hsa-miR-185-5p",3.23,8.48
"hsa-miR-186-3p",3.27,3.12
"hsa-miR-186-5p",7.12,8.39
"hsa-miR-187-3p",6.6,3.12
"hsa-miR-187-5p",8.16,7.35
"hsa-miR-188-3p",3.14,3.12
"hsa-miR-188-5p",8.74,9.3
"hsa-miR-18a-3p",3.07,3.12
"hsa-miR-18a-5p",3.07,8.21
"hsa-miR-18b-3p",2.96,3.12
"hsa-miR-18b-5p",3.18,7.3
"hsa-miR-1908-3p",7.49,5.94
"hsa-miR-1908-5p",3.37,3.12
"hsa-miR-1909-3p",3.09,3.12
"hsa-miR-1909-5p",3.26,3.12
"hsa-miR-190a-3p",3.25,3.12
"hsa-miR-190a-5p",3.19,3.12
"hsa-miR-190b",3.14,3.12
"hsa-miR-191-3p",8.2,7.15
"hsa-miR-191-5p",2.83,3.12
"hsa-miR-1910-3p",3.25,3.12
"hsa-miR-1910-5p",7.51,3.12
"hsa-miR-1911-3p",3.09,3.12
"hsa-miR-1911-5p",3.27,3.12
"hsa-miR-1912",3.18,3.12
"hsa-miR-1913",7.45,3.12
"hsa-miR-1914-3p",7.7,9.07
"hsa-miR-1914-5p",6.06,3.12
"hsa-miR-1915-3p",9.32,8.22
"hsa-miR-1915-5p",2.97,3.12
"hsa-miR-192-3p",3.35,3.12
"hsa-miR-192-5p",7.01,7.58
"hsa-miR-193a-3p",5.98,7.8
"hsa-miR-193a-5p",7.66,7.24
"hsa-miR-193b-3p",9.41,6.7
"hsa-miR-193b-5p",6.85,7.45
"hsa-miR-194-3p",3.29,3.12
"hsa-miR-194-5p",3.1,7.07
"hsa-miR-195-3p",3.28,3.12
"hsa-miR-195-5p",3.05,7.69
"hsa-miR-196a-3p",6.45,3.12
"hsa-miR-196a-5p",7.56,9.53
"hsa-miR-196b-3p",3.16,3.12
"hsa-miR-196b-5p",7.19,9.61
"hsa-miR-197-3p",6.85,6.23
"hsa-miR-197-5p",8.91,10.26
"hsa-miR-1972",3.31,3.12
"hsa-miR-1973",3.3,3.12
"hsa-miR-1976",3.32,3.12
"hsa-miR-198",7.3,9.84
"hsa-miR-199a-3p",3.13,7.84
"hsa-miR-199a-5p",3.23,3.12
"hsa-miR-199b-5p",3.15,6.48
"hsa-miR-19a-3p",3.34,9.72
"hsa-miR-19a-5p",3.07,3.12
"hsa-miR-19b-1-5p",3.15,3.12
"hsa-miR-19b-2-5p",3.15,3.12
"hsa-miR-19b-3p",7.81,10.91
"hsa-miR-200a-3p",3.2,8.67
"hsa-miR-200a-5p",3.36,5.71
"hsa-miR-200b-3p",7,9.43
"hsa-miR-200b-5p",3.35,6.6
"hsa-miR-200c-3p",3.1,3.12
"hsa-miR-200c-5p",3.27,3.12
"hsa-miR-202-3p",6.55,7.66
"hsa-miR-202-5p",3,3.12
"hsa-miR-203a-3p",3.22,3.12
"hsa-miR-203a-5p",2.87,3.12
"hsa-miR-203b-3p",3.17,3.12
"hsa-miR-203b-5p",3.06,3.12
"hsa-miR-204-3p",7.15,3.12
"hsa-miR-204-5p",3.32,3.12
"hsa-miR-205-3p",3.24,3.12
"hsa-miR-205-5p",8.04,3.12
"hsa-miR-2052",3.07,3.12
"hsa-miR-2053",3.1,3.12
"hsa-miR-206",6.56,7.47
"hsa-miR-208a-3p",3.2,3.12
"hsa-miR-208a-5p",2.27,3.12
"hsa-miR-208b-3p",2.99,3.12
"hsa-miR-208b-5p",2.96,3.12
"hsa-miR-20a-3p",3.21,3.12
"hsa-miR-20a-5p",7.13,10.49
"hsa-miR-20b-3p",3.34,3.12
"hsa-miR-20b-5p",6.47,9.19
"hsa-miR-21-3p",6.35,7.03
"hsa-miR-21-5p",12.14,13.97
"hsa-miR-210-3p",8.39,9.58
"hsa-miR-210-5p",3.37,3.12
"hsa-miR-211-3p",7.21,8.46
"hsa-miR-211-5p",7.95,3.12
"hsa-miR-2110",3.31,3.12
"hsa-miR-2113",3.11,3.12
"hsa-miR-2114-3p",9.26,7.06
"hsa-miR-2114-5p",10.23,7.85
"hsa-miR-2115-3p",3.33,3.12
"hsa-miR-2115-5p",3.01,3.12
"hsa-miR-2116-3p",7.21,6.61
"hsa-miR-2116-5p",5.92,3.12
"hsa-miR-2117",6.42,8.29
"hsa-miR-212-3p",7.03,7.21
"hsa-miR-212-5p",3.1,3.12
"hsa-miR-214-3p",3.16,3.12
"hsa-miR-214-5p",3.11,3.12
"hsa-miR-215-3p",3.09,3.12
"hsa-miR-215-5p",3.23,7.16
"hsa-miR-216a-3p",3.01,3.12
"hsa-miR-216a-5p",3.15,3.12
"hsa-miR-216b-3p",3.33,3.12
"hsa-miR-216b-5p",3.1,3.12
"hsa-miR-217",3.13,3.12
"hsa-miR-218-1-3p",3.2,3.12
"hsa-miR-218-2-3p",7.31,3.12
"hsa-miR-218-5p",3.13,6.95
"hsa-miR-219a-1-3p",2.92,3.12
"hsa-miR-219a-2-3p",7.2,3.12
"hsa-miR-219a-5p",3.11,7.03
"hsa-miR-219b-3p",3.13,3.12
"hsa-miR-219b-5p",3.27,3.12
"hsa-miR-22-3p",6.81,11.1
"hsa-miR-22-5p",8.16,7.39
"hsa-miR-221-3p",2.36,9.53
"hsa-miR-221-5p",3.02,3.12
"hsa-miR-222-3p",3.27,7.72
"hsa-miR-222-5p",3.28,3.12
"hsa-miR-223-3p",6.35,9.98
"hsa-miR-223-5p",3.26,3.12
"hsa-miR-224-3p",3.05,3.12
"hsa-miR-224-5p",3.1,7.07
"hsa-miR-2276-3p",9.9,11.97
"hsa-miR-2276-5p",3,3.12
"hsa-miR-2277-3p",3.35,3.12
"hsa-miR-2277-5p",7.65,7.27
"hsa-miR-2278",3.05,3.12
"hsa-miR-2355-3p",3.25,3.12
"hsa-miR-2355-5p",3.27,3.12
"hsa-miR-2392",8.49,9.14
"hsa-miR-23a-3p",9.38,12.01
"hsa-miR-23a-5p",3.19,3.12
"hsa-miR-23b-3p",8.26,10.51
"hsa-miR-23b-5p",3.23,3.12
"hsa-miR-23c",7.35,6.72
"hsa-miR-24-1-5p",3.03,3.12
"hsa-miR-24-2-5p",2.92,3.12
"hsa-miR-24-3p",8.46,10.72
"hsa-miR-2467-3p",7.39,6.13
"hsa-miR-2467-5p",3.15,3.12
"hsa-miR-25-3p",8.5,11.45
"hsa-miR-25-5p",3.3,3.12
"hsa-miR-2681-3p",9.72,6.62
"hsa-miR-2681-5p",3.12,3.12
"hsa-miR-2682-3p",3.16,3.12
"hsa-miR-2682-5p",3.01,3.12
"hsa-miR-26a-1-3p",3.21,3.12
"hsa-miR-26a-2-3p",3.2,3.12
"hsa-miR-26a-5p",8.28,10.35
"hsa-miR-26b-3p",6.28,3.12
"hsa-miR-26b-5p",7.55,10.46
"hsa-miR-27a-3p",8.64,10.71
"hsa-miR-27a-5p",3.29,3.12
"hsa-miR-27b-3p",7.7,10.74
"hsa-miR-27b-5p",3.18,3.12
"hsa-miR-28-3p",3.25,3.12
"hsa-miR-28-5p",3.35,8.69
"hsa-miR-2861",10.13,8.08
"hsa-miR-2909",2.82,3.12
"hsa-miR-296-3p",2.98,3.12
"hsa-miR-296-5p",3.16,7.04
"hsa-miR-297",2.84,3.12
"hsa-miR-298",3.08,5.58
"hsa-miR-299-3p",8.25,5.9
"hsa-miR-299-5p",3.11,5.91
"hsa-miR-29a-3p",6.76,10.74
"hsa-miR-29a-5p",6.02,5.75
"hsa-miR-29b-1-5p",3.26,5.45
"hsa-miR-29b-2-5p",3.32,3.12
"hsa-miR-29b-3p",3.35,9.83
"hsa-miR-29c-3p",3.28,9.29
"hsa-miR-29c-5p",2.95,3.12
"hsa-miR-300",3.34,3.12
"hsa-miR-301a-3p",8.42,10.28
"hsa-miR-301a-5p",3.11,3.12
"hsa-miR-301b-3p",3.11,3.12
"hsa-miR-301b-5p",3.08,3.12
"hsa-miR-302a-3p",3.17,3.12
"hsa-miR-302a-5p",6.97,3.12
"hsa-miR-302b-3p",3.17,3.12
"hsa-miR-302b-5p",3.03,3.12
"hsa-miR-302c-3p",3.3,3.12
"hsa-miR-302c-5p",8.39,6.94
"hsa-miR-302d-3p",3.29,3.12
"hsa-miR-302d-5p",2.94,3.12
"hsa-miR-302e",3.37,3.12
"hsa-miR-302f",3.13,3.12
"hsa-miR-3064-3p",3.08,3.12
"hsa-miR-3064-5p",3.34,3.12
"hsa-miR-3065-3p",7.01,6.56
"hsa-miR-3065-5p",3.29,3.12
"hsa-miR-3074-3p",5.91,3.12
"hsa-miR-3074-5p",3.34,3.12
"hsa-miR-30a-3p",3.18,8.02
"hsa-miR-30a-5p",7.95,10.32
"hsa-miR-30b-3p",3.19,3.12
"hsa-miR-30b-5p",8.08,9.46
"hsa-miR-30c-1-3p",3.22,5.46
"hsa-miR-30c-2-3p",3.24,7.16
"hsa-miR-30c-5p",7.05,9.94
"hsa-miR-30d-3p",3.22,3.12
"hsa-miR-30d-5p",3.36,9.26
"hsa-miR-30e-3p",3.2,7.74
"hsa-miR-30e-5p",6.59,9.41
"hsa-miR-31-3p",3.23,9.38
"hsa-miR-31-5p",7.33,9.36
"hsa-miR-3115",3.09,3.12
"hsa-miR-3116",3.23,3.12
"hsa-miR-3117-3p",3.32,3.12
"hsa-miR-3117-5p",3.11,3.12
"hsa-miR-3118",3.01,3.12
"hsa-miR-3119",3.08,3.12
"hsa-miR-3120-3p",3.28,3.12
"hsa-miR-3120-5p",3.13,3.12
"hsa-miR-3121-3p",5.46,6.51
"hsa-miR-3121-5p",3.09,3.12
"hsa-miR-3122",3.36,7
"hsa-miR-3123",3.16,3.12
"hsa-miR-3124-3p",3.21,3.12
"hsa-miR-3124-5p",7.85,8.64
"hsa-miR-3125",9.49,7.67
"hsa-miR-3126-3p",3.22,3.12
"hsa-miR-3126-5p",3.14,3.12
"hsa-miR-3127-3p",3.23,3.12
"hsa-miR-3127-5p",3.33,6.98
"hsa-miR-3128",3.09,3.12
"hsa-miR-3129-3p",3.25,3.12
"hsa-miR-3129-5p",3.12,3.12
"hsa-miR-3130-3p",3.28,3.12
"hsa-miR-3130-5p",7,3.12
"hsa-miR-3131",11.59,10.63
"hsa-miR-3132",6.66,8.03
"hsa-miR-3133",3.21,3.12
"hsa-miR-3134",2.94,3.12
"hsa-miR-3135a",3.08,3.12
"hsa-miR-3135b",3.24,6.03
"hsa-miR-3136-3p",3.11,3.12
"hsa-miR-3136-5p",3.12,3.12
"hsa-miR-3137",10.91,7.86
"hsa-miR-3138",11.54,9.52
"hsa-miR-3139",3.01,3.12
"hsa-miR-3140-3p",3.25,3.12
"hsa-miR-3140-5p",3.15,3.12
"hsa-miR-3141",9.14,10.32
"hsa-miR-3142",2.89,3.12
"hsa-miR-3143",2.92,3.12
"hsa-miR-3144-3p",3.15,3.12
"hsa-miR-3144-5p",3.21,3.12
"hsa-miR-3145-3p",3.1,3.12
"hsa-miR-3145-5p",3.01,3.12
"hsa-miR-3146",3.14,3.12
"hsa-miR-3147",6.17,7.31
"hsa-miR-3148",6.59,3.12
"hsa-miR-3149",3.17,3.12
"hsa-miR-3150a-3p",3.17,3.12
"hsa-miR-3150a-5p",3.18,3.12
"hsa-miR-3150b-3p",3.38,3.12
"hsa-miR-3150b-5p",6.95,3.12
"hsa-miR-3151-3p",6.68,6.72
"hsa-miR-3151-5p",8.52,6.09
"hsa-miR-3152-3p",7.56,6.55
"hsa-miR-3152-5p",3.2,3.12
"hsa-miR-3153",5.87,3.12
"hsa-miR-3154",7.97,7.04
"hsa-miR-3155a",3.22,3.12
"hsa-miR-3155b",3.26,3.12
"hsa-miR-3156-3p",3.13,3.12
"hsa-miR-3156-5p",10.21,10.57
"hsa-miR-3157-3p",3.22,3.12
"hsa-miR-3157-5p",3.17,3.12
"hsa-miR-3158-3p",3.19,3.12
"hsa-miR-3158-5p",3.07,6.93
"hsa-miR-3159",3.28,3.12
"hsa-miR-3160-3p",6.52,3.12
"hsa-miR-3160-5p",3.08,3.12
"hsa-miR-3161",3.15,3.12
"hsa-miR-3162-3p",6.75,6.99
"hsa-miR-3162-5p",13.97,11.63
"hsa-miR-3163",3.31,3.12
"hsa-miR-3164",6.46,3.12
"hsa-miR-3165",3.07,3.12
"hsa-miR-3166",3.08,3.12
"hsa-miR-3167",3.13,3.12
"hsa-miR-3168",3.16,3.12
"hsa-miR-3169",3.17,3.12
"hsa-miR-3170",3.16,3.12
"hsa-miR-3171",3.19,3.12
"hsa-miR-3173-3p",7.07,6.14
"hsa-miR-3173-5p",2.93,3.12
"hsa-miR-3174",6.59,6.71
"hsa-miR-3175",3.07,3.12
"hsa-miR-3176",7.49,6
"hsa-miR-3177-3p",7.31,7.04
"hsa-miR-3177-5p",3.26,3.12
"hsa-miR-3178",6.78,3.12
"hsa-miR-3179",3.32,3.12
"hsa-miR-3180",7.09,5.93
"hsa-miR-3180-3p",3.32,6.13
"hsa-miR-3180-5p",3.2,6.59
"hsa-miR-3181",3.06,3.12
"hsa-miR-3182",3.23,3.12
"hsa-miR-3183",2.74,3.12
"hsa-miR-3184-3p",3.34,3.12
"hsa-miR-3184-5p",8.79,3.12
"hsa-miR-3185",9.61,7.01
"hsa-miR-3186-3p",7.7,7.44
"hsa-miR-3186-5p",3.37,3.12
"hsa-miR-3187-3p",9.53,7.03
"hsa-miR-3187-5p",7.86,7.27
"hsa-miR-3188",9.5,7.27
"hsa-miR-3189-3p",8.87,8.99
"hsa-miR-3189-5p",3.16,3.12
"hsa-miR-3190-3p",8.06,7.48
"hsa-miR-3190-5p",6.86,5.93
"hsa-miR-3191-3p",3.17,3.12
"hsa-miR-3191-5p",3.28,3.12
"hsa-miR-3192-3p",5.43,3.12
"hsa-miR-3192-5p",5.98,6.54
"hsa-miR-3193",7.73,3.12
"hsa-miR-3194-3p",3.02,3.12
"hsa-miR-3194-5p",8.19,7.88
"hsa-miR-3195",2.89,8.56
"hsa-miR-3196",6.91,8.82
"hsa-miR-3197",3,6.12
"hsa-miR-3198",7.88,8.26
"hsa-miR-3199",3.06,3.12
"hsa-miR-32-3p",3.25,3.12
"hsa-miR-32-5p",3.02,6.75
"hsa-miR-3200-3p",2.97,3.12
"hsa-miR-3200-5p",3.34,6.97
"hsa-miR-3201",3.03,3.12
"hsa-miR-3202",3.33,6.87
"hsa-miR-320a",8.49,8.27
"hsa-miR-320b",8.09,8.33
"hsa-miR-320c",9.19,8.65
"hsa-miR-320d",9.07,10.18
"hsa-miR-320e",3.27,8.09
"hsa-miR-323a-3p",2.92,3.12
"hsa-miR-323a-5p",3.29,3.12
"hsa-miR-323b-3p",3.02,3.12
"hsa-miR-323b-5p",6.44,3.12
"hsa-miR-324-3p",5.96,9.24
"hsa-miR-324-5p",3.21,8.52
"hsa-miR-325",3.12,3.12
"hsa-miR-326",3.35,3.12
"hsa-miR-328-3p",3.37,6.53
"hsa-miR-328-5p",7.84,7.32
"hsa-miR-329-3p",3.03,3.12
"hsa-miR-329-5p",2.66,3.12
"hsa-miR-330-3p",3.38,3.12
"hsa-miR-330-5p",3.07,3.12
"hsa-miR-331-3p",3.27,8.25
"hsa-miR-331-5p",2.87,3.12
"hsa-miR-335-3p",3.25,3.12
"hsa-miR-335-5p",3.01,3.12
"hsa-miR-337-3p",3.15,3.12
"hsa-miR-337-5p",3.2,3.12
