"","GSM4972444","GSM4972445","GSM4972446"
"hsa-let-7a-5p",5.80235234415099,5.55052030680517,4.63255724911154
"hsa-let-7b-5p",5.31715147589767,5.266110938943,4.70766470256404
"hsa-let-7c-5p",5.44391421903939,5.16271139530399,4.43453809390788
"hsa-let-7d-5p",5.39171280688075,4.99205007618882,4.06545814254398
"hsa-let-7e-5p",4.16369435233178,3.11884757475194,4.10791145298312
"hsa-let-7f-5p",4.49557224693292,4.44837589693636,3.42063829152454
"hsa-miR-15a-5p",3.69735949667889,9.51788332807805,3.57169780109173
"hsa-miR-16-5p",3.91609528305041,3.47289816632368,5.16159322970536
"hsa-miR-17-5p",3.84518793151629,3.32175250821622,7.03680277617232
"hsa-miR-17-3p",5.22056623102195,4.41888022504971,3.06441572758636
"hsa-miR-18a-5p",6.2135732732931,10.3470093190479,2.68360214275433
"hsa-miR-19a-3p",9.04917972706912,4.69160808439675,5.25579849431368
"hsa-miR-19b-3p",3.66767723733811,8.88006691857133,4.97149559360212
"hsa-miR-20a-5p",2.67961949229982,3.24781983881673,6.34056173495856
"hsa-miR-21-5p",5.45429541078041,5.05923031709208,4.45156608655369
"hsa-miR-22-3p",2.60655948675626,3.10254156898818,3.58969518502156
"hsa-miR-23a-3p",5.86704536877433,5.60162432050344,4.89386978313256
"hsa-miR-24-1-5p",3.54098680368104,4.86355260672092,10.5241301689626
"hsa-miR-24-3p",7.53072855958132,7.10612534164639,6.84668929756272
"hsa-miR-25-3p",3.28104551474823,6.11833218922054,7.54992644739424
"hsa-miR-26a-5p",3.66828878345521,3.70001461536275,3.81274762059139
"hsa-miR-26b-5p",6.96781905730786,2.93755155280419,5.43159992855441
"hsa-miR-27a-3p",4.13813980866022,3.93784002154144,6.16959440606579
"hsa-miR-28-5p",5.63080802788383,7.19845371478609,5.43857939905173
"hsa-miR-29a-3p",2.85330945558477,4.81596238400727,3.36348173484657
"hsa-miR-30a-5p",2.9523100804453,9.83702194337754,3.36112293181733
"hsa-miR-30a-3p",2.66563744447087,4.96952655598209,3.16738137294827
"hsa-miR-31-5p",3.13481038536579,2.98725100359516,8.51716317908401
"hsa-miR-32-5p",2.7019903365865,5.6486116034103,3.52823660980231
"hsa-miR-33a-5p",4.67464803833487,5.42598635480132,6.76776936454172
"hsa-miR-92a-3p",3.79232470524413,3.84471083540941,3.12237006895961
"hsa-miR-93-5p",4.02002083753802,3.5780808090643,3.2537117400213
"hsa-miR-95-3p",3.52987590529295,3.18881534711876,3.4781448973715
