"","GSM3359735","GSM3359736","GSM3359737","GSM3359738","GSM3359739","GSM3359740","GSM3359741","GSM3359742","GSM3359743","GSM3359744","GSM3359745","GSM3359746","GSM3359747","GSM3359748","GSM3359749","GSM3359750","GSM3359751","GSM3359752","GSM3359753","GSM3359754","GSM3359755","GSM3359756","GSM3359757","GSM3359758","GSM3359759","GSM3359760","GSM3359761","GSM3359762","GSM3359763","GSM3359764","GSM3359765","GSM3359766","GSM3359767","GSM3359768","GSM3359769","GSM3359770","GSM3359771","GSM3359772","GSM3359773","GSM3359774","GSM3359775","GSM3359776","GSM3359777","GSM3359778","GSM3359779","GSM3359780","GSM3359781","GSM3359782","GSM3359783","GSM3359784","GSM3359785","GSM3359786","GSM3359787","GSM3359788","GSM3359789","GSM3359790","GSM3359791","GSM3359792","GSM3359793","GSM3359794","GSM3359795","GSM3359796","GSM3359797","GSM3359798","GSM3359799","GSM3359800","GSM3359801","GSM3359802","GSM3359803","GSM3359804","GSM3359805","GSM3359806","GSM3359807","GSM3359808","GSM3359809","GSM3359810","GSM3359811","GSM3359812","GSM3359813","GSM3359814","GSM3359815","GSM3359816","GSM3359817","GSM3359818","GSM3359819","GSM3359820","GSM3359821","GSM3359822","GSM3359823","GSM3359824","GSM3359825","GSM3359826","GSM3359827","GSM3359828","GSM3359829","GSM3359830","GSM3359831","GSM3359832","GSM3359833","GSM3359834","GSM3359835","GSM3359836","GSM3359837","GSM3359838","GSM3359839","GSM3359840","GSM3359841","GSM3359842","GSM3359843","GSM3359844","GSM3359845","GSM3359846","GSM3359847","GSM3359848","GSM3359849","GSM3359850","GSM3359851","GSM3359852","GSM3359853","GSM3359854","GSM3359855","GSM3359856","GSM3359857","GSM3359858","GSM3359859","GSM3359860","GSM3359861","GSM3359862","GSM3359863","GSM3359864","GSM3359865","GSM3359866","GSM3359867","GSM3359868","GSM3359869","GSM3359870","GSM3359871","GSM3359872","GSM3359873"
"hsa-miR-133b",3.807597292,4.969876522,2.820258219,3.984878134,6.337032966,3.660704172,5.311476589,1,4.353748802,3.840955999,5.27061861,4.523775449,3.10203042,5.075595844,2.49422597,5.649147269,3.362373051,5.181310404,3.428648353,4.778306742,1,3.350296317,3.578744409,3.64382672,4.531722427,4.708890089,6.683646687,4.308785198,4.648520904,4.791673163,4.875039952,3.838243789,4.855635855,3.660754763,3.037734477,3.114834104,2.989684669,3.588012138,1.500405555,4.11426944,3.741310034,2.98526236,1.962827541,2.946374041,2.506255875,3.200515836,1,1,1,2.203724776,3.926911761,1,1,1,1.802281879,2.979862554,4.615177094,3.164277111,3.157769673,1,2.757342944,3.087549514,3.548303015,4.031875529,4.232843026,3.316997106,2.227213624,3.24375054,1,1,3.732844987,3.502621713,2.563944767,4.531285111,2.600778873,3.658074063,4.170411709,3.328037697,4.404964754,3.529942269,4.737813073,4.631912811,3.332668507,3.950785629,3.264108663,4.840963391,2.823440887,3.127482592,3.978306421,2.746626535,4.157001806,3.812938052,3.067254102,1,3.293339949,4.251622077,3.078641541,1,4.18096184,2.924586404,3.341905832,1,3.266098805,2.521776761,1,2.496852691,3.185100551,1,4.307426995,2.497930503,2.847244037,1,1.938626678,3.799137295,3.253166817,3.059568337,3.145268742,4.975401664,4.367410045,3.013814806,2.772921356,3.350865205,2.835426454,4.346760677,3.076452576,1,2.909293278,4.318072201,1,3.28583161,4.624010582,2.953780816,1,2.493262914,3.186369947,1,3.44283451,3.036300498,2.584593965
"hsa-miR-325",1,1,1,1,1,2.570515716,1,1,1,1,1,1,1,2.35952862,1.322403721,1,1.635550875,1,1,1,1,2.679387426,1,1,1,1,3.114220221,2.138816817,1.985308119,1,1,1,1,1,2.087896207,2.297248115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.141384559,1,1,0.870979481,1,1,2.575873848,2.420454196,1,1,1,1,1,1.748318746,1,1.12125373,2.388068182,1.621360488,1,1,1,1,2.606586569,2.260152451,1,1,1,3.216976749,1,1,1,1,1,1,4.035416551,3.730623781,7.992440556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.369674183,1,1,1,1,1,1.768877499,1,1,1,1,1,1,1,1,1,1,1,2.880773279,1,1,1,2.550695407,1,2.532788844,1,1,1,1,1,1
"hsa-miR-345-5p",2.67449888,3.248842525,1,1,4.736697138,2.78844545,1,1,2.384480754,1,2.867826732,2.698323138,1,3.687764447,3.149763592,3.325574008,2.710722399,3.218565651,1,3.579935719,1,1,2.490047294,1,2.483533852,4.370893257,4.98333284,3.91377304,2.745106971,3.660665309,4.020463175,2.802092345,3.946871568,1,3.019935081,2.921431983,1.757798878,3.145002246,1.903550195,4.881608706,3.589644975,1.879419616,2.810380068,2.48992625,1,3.627272641,1,2.973863855,2.949330638,2.072018195,3.901355463,3.121109836,1,1,2.473070537,1,2.491579963,2.606646536,2.673799868,2.684134249,3.078923711,2.937608736,3.316467054,4.282440855,3.720215122,2.506935828,3.49292194,2.287449196,1,1,3.511348885,2.931718762,3.306773383,3.886173833,3.110978268,2.3983672,3.650822737,2.011376244,3.474429164,3.530468494,3.66215946,4.076299754,1,3.431179609,3.516246161,2.451533228,1,2.344493391,2.992871071,2.811244025,3.589874181,4.198742832,1,1,2.649964308,3.702055298,3.555002038,1,3.381114841,2.348843707,3.438750786,2.706285054,3.1731989,1,2.330662177,3.92623137,2.073483222,2.03157164,4.425113629,3.337267584,2.104216095,1,0.927771073,3.892461103,3.766120828,2.14488177,3.281126424,4.502588544,3.993813704,2.734758061,1,2.367814663,3.21164657,3.540498313,3.07336305,3.196337956,2.172961082,1.975027134,1,3.192102823,4.674811979,2.89261355,3.029100076,2.37368092,3.496494413,1,2.932404508,3.860736943,2.372904332
"hsa-miR-346",4.976435181,5.480853429,3.414754839,4.112592302,7.124680369,3.874291229,5.608236037,1,5.105371904,4.655684965,6.065331645,5.266576523,3.155405246,5.057096379,3.394403471,5.749061869,3.428838328,5.672717991,4.18936588,5.11386325,1,3.966432082,4.764559413,3.806432814,4.900123079,4.939294291,7.409738447,4.988819052,4.555853275,5.458124196,5.168656555,3.836169083,5.111479914,4.190413598,3.404124608,3.833778255,3.149016023,2.818843609,2.661527144,5.445654226,4.381843727,2.570465643,3.939691899,1.352515231,3.363319125,3.887320078,1,3.040588843,1,3.36337319,4.56787988,4.251471466,1,2.988334762,1,3.458918321,5.092485621,2.98157057,2.09566173,3.796989417,2.975308849,3.40269253,4.337446395,4.656316575,4.850783991,3.305895297,4.221078726,3.025658522,1,1,4.176238839,4.184056241,2.743377808,5.1724617,1.959258013,3.888779626,4.771061259,2.259615479,5.226472578,3.206134524,4.952874615,5.113317038,3.784589481,4.220856293,3.96704804,2.310904629,6.36334319,3.687865726,2.656307431,4.277273599,3.677918479,4.400692984,5.722958265,0,3.881860114,4.557257271,4.110995217,3.769530547,3.597369296,2.660331514,3.375398334,2.710298038,2.954834647,3.235940589,2.03638476,3.148862537,2.188667937,0,4.925464336,4.121757908,3.112734768,1,2.106197431,3.60189322,1.631642602,2.978971175,4.338880483,5.830915145,3.684984275,3.418787618,1,1.800216077,4.097872655,4.511729918,1,2.880679877,5.292897639,5.756576346,1,4.258556411,5.522265625,3.960511092,2.544834148,3.557657789,4.045247316,1,2.957327096,3.804382538,2.998671117
"hsa-miR-384",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.787140371,2.128905614,1,1,1,1,1,1,1.872106673,1,1,1,1,1,1,1,1,1,2.795709189,1,1,1,1,1,1,1,1,2.367906525,1,1,1,1,3.097182784,1,1,1,1,1,2.233341937,2.112585825,2.230662469,1,1,1,1,1,1,1,1,1,1,1,1,1,2.571680086,1,1,1,1,2.554871838,1,1,1,1,1,1,1,1,1,1.8124501,2.597226037,1,2.996730216,2.429524379,1,1,1,2.068069763,1,1,1,1,1,1,1,1,2.777781769,1,1,1,2.893251949,1,1,1,3.220594837,1,1,1,1,1,1,1,1,1
"hsa-miR-196b-5p",1,2.279780058,1,1,2.937254551,1,1,1,1,1,1,1,1,2.534903386,1,0.984707094,1,2.764235595,1,1,1,1,1,1,1,2.290491642,3.73882974,1,1,2.469171917,1,1,1,1,1,1,1,1,1,2.059942032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.728205336,1,1,1,1,1,1,1,1,1,1,1,1,2.933146124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.550585749,3.285479284,4.460348291,4.009056003,0,2.297528495,1,2.294939075,1,1,1,1,1,1,1,1,1.946284323,1,0,1,1,1,1,1,1,1,1,1,2.589795001,1,1,1,1,1,1.106920125,1,2.219222174,5.499287512,1,1,1,2.505403769,5.054337121,1,1,1,1,2.268510599,1,1
"hsa-miR-422a",1,3.087611375,1,1,4.150343906,3.625870396,1,1,2.768551384,1,5.222122039,4.117178608,1,3.850888964,1.435665572,3.514242154,1,4.615514251,1,1,1,1,3.276121824,1,1,4.226241237,5.588639713,1,1,3.965504182,4.658279416,2.685548501,3.435952031,1,1,1,1,1,1,2.548377066,1,1,2.010158057,1.765015849,1,1,1,1,1,1,2.713120895,1,1,1,1.525210119,2.179431111,3.287696449,2.189756731,1,1,0.900280758,1,1.820361777,1,1.594068527,1,1,1,1,1,1,1,1,2.719079516,1,2.692222407,2.995745989,1,2.250335259,1,1.900903895,1,1,2.605047344,1,1.704444034,3.114574307,1,1,1.564184739,2.698776961,4.342333859,3.089473603,0,1,3.074957835,2.789297874,2.787407354,1,1,1,1,1,1,1.673787433,2.176983006,1,3.777310608,2.023200696,1,1,1,1,1,1,1,3.384249914,3.759555929,1,1,1,3.593909088,1,3.017842201,2.484524904,1,4.200807368,1,1,2.303999096,3.686297508,3.690023048,1,1,1,1,2.558358136,1,2.657737058
"hsa-miR-423-3p",4.043000955,4.155241089,3.246924416,3.003103683,5.520528199,4.426627284,5.368693518,1,4.594038649,2.978624286,6.122533912,4.490935111,3.843648482,3.863455869,3.552049111,3.493570292,3.423980895,4.770423097,2.036664621,2.910019995,3.90348329,2.123025979,4.49352973,3.707844201,3.776521362,5.81409778,5.72042732,3.819180851,4.206885828,4.118539858,4.393148588,4.461910028,4.43976853,3.401692284,1.918658654,2.762427522,1,1,1.727467577,4.561400225,2.359060064,3.808747498,3.43611019,2.553836571,1,3.461349019,1,3.352989729,3.328355414,2.65851694,2.467085456,3.70062254,3.420221067,3.576470863,1.827966267,3.595502348,3.922742293,3.485713084,2.795370208,1,2.485682926,3.261022949,3.448876576,3.178747011,3.490341044,3.460310783,3.106085929,4.124967679,1,3.312204191,3.839985899,1,2.66001092,4.655566995,2.35036042,3.364559756,4.618259362,2.828624948,4.470182232,2.964783669,3.050791426,3.510256134,3.572659748,4.11490316,1,3.210941953,2.841493013,1,1,3.482039412,3.774050513,5.155923934,6.147880755,1,2.760737988,3.485657769,3.563368254,3.14873612,3.20229262,1,2.967532618,2.469885021,2.621996942,2.631660372,3.10906678,3.272776748,4.060362499,0,4.394348749,3.118824075,2.754093623,1,5.296266785,3.251312708,2.666343263,1,4.264196972,4.484514711,3.712674204,2.174201378,2.648619675,3.26450593,2.176555011,4.388705997,3.533332744,3.361115795,6.454833249,4.197442185,2.704541457,4.091695885,5.049403078,3.820794857,2.869354529,1,2.674565016,3.17596224,4.187481103,3.363873396,3.690779288
"hsa-miR-424-5p",1,1,1,1,1,1,3.062107,1,1,1,3.561795858,1,1,1,1,1,1,1,1,1,1,2.608681405,2.996075526,1,1,1,1,1,1,1,1,1,2.902635687,1,1,2.290815449,1,1,1,2.275082906,1,3.351692232,2.633611042,1,1,1.963729039,1,1,1,2.070226729,1,1,1,1,1,1,1,1,1,1,1.633182486,1,3.045016093,1,2.341452487,1,1,3.367872683,1,1,1,1,1,2.350903596,1,2.345683211,3.86976774,1,1,1,1,2.931331763,2.614203968,2.665427489,1,2.316841477,1,1,1,2.030784004,4.171580412,6.395616818,6.822634039,0,1,2.676268537,2.416562974,3.418178184,1.693593931,1,1,1,1,5.976638064,1.80389814,2.320243198,2.83243692,8.679461851,3.150316932,1,2.75828882,1,5.464591938,3.006686222,1,1,3.426572609,4.831835373,1,2.140762789,1,1,1,3.351017726,3.920477691,2.889387517,6.486578656,2.093735714,1,3.707631502,4.19573573,4.50060044,2.013405623,2.625414635,1,3.333425475,2.959715729,1,3.273091
"hsa-miR-425-3p",3.016058768,2.443255526,1,1.41605334,4.175164801,5.175328676,3.236481878,1,3.358569485,1,4.861301646,2.89876323,1,3.775309287,3.40031076,3.587285352,2.087203699,3.548309654,1,2.805734519,3.412308587,2.509798056,2.515042429,1,1,3.772076623,5.107791458,2.775077976,1,3.576026199,2.701587647,2.66367601,3.440624433,1,2.039493876,2.545032084,1,1,0,2.376757822,3.560657368,1.655388086,2.126379043,0.935121256,1,2.255613778,1,3.594523867,1,1,3.858256905,2.887353404,1,1,3.537105973,2.079665171,3.355173492,1,1,1,1.70633258,1,2.651398585,3.568998018,2.671597356,1,2.7383439,3.399006006,1,1,2.940894243,3.192684319,1.247826876,3.649720487,2.00014871,2.709910707,3.751056339,1,3.764803773,2.751813176,3.02371169,3.156864063,1,3.069290687,1.404464472,3.095014504,2.723736421,2.749772409,2.305730198,3.905082006,4.376023385,6.476775523,4.028633079,8.082215912,2.003920782,2.912431049,3.916591355,3.250675254,3.204795672,1,2.857530671,1,3.386070352,3.242382897,1,3.581704586,4.109704196,8.123836023,2.752531529,2.414922304,3.4096122,1,2.767140477,3.983944262,2.084371485,2.403205041,3.627529235,4.201825672,1,2.686913835,1,1,1,4.077287313,4.577605999,5.494300176,6.160138644,3.377706171,1,4.165011025,4.310788954,2.886608738,2.564822128,1,2.912757887,3.073191644,3.387652112,3.085742888,4.089645303
"hsa-miR-18b-5p",1,1,1,1,1,1,1,1,2.260687668,1,1,1,1,1,2.154195729,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.180600092,1,1,1,1,1,0.77578649,1,1,1,1,1,1,1,1,1,1.004005967,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.025416002,1,1,1,1,3.265728801,1,1,1,1,1,1,1,3.411186703,3.231341853,1,1,1,1,1,1,1,1,3.193813394,1,1,1,2.730478126,4.838869338,6.914155562,3.595286329,0,2.20644709,1,1,3.052729203,1,1,1,1,1,2.960683943,1,1,5.446465725,8.761523578,1.685606059,1,1.59700509,1,1,3.276735507,1,1,2.754590419,1.884116682,1,1,1,1,1,2.951529888,5.173958789,6.021414902,6.640376978,1,1,4.054751889,3.713579837,1,1,1,1,4.04568752,1,1,2.732875568
"hsa-miR-20b-5p",1,1,1,1,1,1,1,1,1,1,1,3.534537627,1,1,1,1,1,1,1,1,1,1.767086718,2.519427085,1,1,2.784970428,1,1,2.757223453,1,1,1,4.751998473,1,2.834816539,3.088076139,1.622598524,2.178448543,1,5.109870073,2.776953769,1.648579642,4.668512969,0.56384278,2.527549819,2.993331836,1,1,1,2.65494064,1,1,1,3.199725105,1,1,2.261381022,1,2.610900974,4.132055355,2.305827022,3.216947838,5.434395993,3.611822411,1,2.75848512,3.503828133,1.89402606,1,1,3.117578886,1,1,4.131881456,3.310750086,4.223353773,5.621811199,2.748788879,1,4.077694483,4.422716128,4.111039105,3.20595479,4.727117585,2.683039738,3.316657572,2.680734,3.424346395,1,2.841545579,1,1,1,1,2.111166726,3.90196588,3.57150434,1,2.574786192,2.433132253,1,2.585422487,2.646341216,1,1,4.055997054,1.728830717,3.493554089,4.525119038,3.352513136,1,1,3.08050105,1,3.274425381,2.235589574,3.924379955,3.583032387,1,3.584293837,1,3.703636275,1.996190829,5.284128108,3.297674509,2.619594285,2.711436096,1,1,3.594706704,4.950478275,3.193384818,2.743658972,3.755636173,3.171760518,3.198703183,2.92577322,2.727670765,3.174166136
"hsa-miR-448",1,2.355516487,1,1,1,1,1,1,1,1,1,1,1,1.966961044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.06302041,1,1,2.430401523,1,1,2.334655748,2.08483038,1,1,1,2.62239451,1,1,1,1.937555445,2.035359626,1.017671225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.20667328,2.645168253,2.38513957,1,1,1,1,1.62919705,1,1,2.422490339,1,1,1,2.825872987,2.965120354,1,1,1,1,2.029340152,1,1,1,2.251503695,3.129711008,2.145099718,1,1,2.473132421,1,1,1,1,3.186438833,1,2.373428183,1,1,1,1,1,1,1,1,2.543509494,2.415311044,1,2.550526894,1,1,1,1.652086577,1,1,2.978971175,1,1,1,1,1,1,1.8687688,1,1,3.282881319,1.856406106,1,1,2.540074482,1,1,2.169734393,1,1,1,1,2.019372245,1
"hsa-miR-429",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.521873726,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.985610936,1,1,1,1,1,1,1,1,1,1,1,1,1,1.872797312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.219745225,1.819048673,1,1,1,1,1,1,1,1,1,2.297730333,1,1.612235631,1,2.98870368,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.209463607,1,1,1,1,1,1,1,2.735778814,2.626489134,1,1,1,1,1.756782777,1,1,1,2.622888194,2.246535527,1,1,1,1,1,2.0729615,1,1,2.932111863,2.390214273,1,1,1,2.708799359,1,1,1,1,1,2.134831792,1,2.305945868,2.922864703
"hsa-miR-449a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.749492363,3.283449388,1,1,1,1,1,1,3.944490793,1,2.201758001,2.73690078,2.738356511,1,1,1,1,1,1,3.003101734,1,1,2.782970296,2.300777842,1,1,1.722320217,1.797761878,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.804360767,1,1,1,1,1,1.742839384,1,1.965424451,1,1,1,2.869380129,1,1,1,1,1,2.034335641,1,1,1,1,1,1,1,1.358023724,1,1,1,1,1,1,1,1,0,1,1,3.684254974,1,1,1,1,1,1,1,1,1,1,1,3.310153518,1,1,1,1,1,1,2.27311545,1,1,1,1.85016593,1,1.770423907,1,1,1,1,1,1,1,1,1,1,2.99050447,1,1,1,1,2.261489143,1
"hsa-miR-450a-5p",1,1,1,1,1,1,1,1,3.03329551,1,1,1,1,1,1,1,1.944227894,1,1,1,1,1,1,1,1,1,3.474025804,1,1,1,1,1,1,1,1,1,1,1,1,2.769511206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.517145236,1,1,1,1,1,2.151534845,1,3.418694645,2.915020731,2.029113714,1,1,1,1,2.57242389,2.094495191,1,1,1,1,1,1,1,2.157968658,1,1,1,1,1,1,1,1,1,1.732256535,1,1,1,1,1,1,1,1,1,3.234113464,1,2.222671247,1,1,1,1,1,1,1.828133742,1,1,1,2.554493283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"hsa-miR-191-3p",1,3.072028289,1,1,1,2.815105315,1,1,2.441869997,1,1,2.72394443,1,3.838319454,1,3.48306938,2.602205925,2.569922021,1,3.171041402,1,1.988046761,1,1.624097462,3.257160464,1,4.463409923,3.16293413,1,3.563544465,2.638503916,3.26825986,3.469253161,1,3.255934962,2.145013554,3.110806319,1,1,2.600704947,2.205278957,1,2.865751876,0.352434626,3.176582881,1.647020721,1,2.624659455,4.029937222,2.892604678,3.670135506,3.329091081,3.437286563,2.644931924,1,1,3.898935919,1,2.541779879,1,1.348204181,3.753490368,2.509370914,1,2.718495194,1,2.143663722,2.711681858,1,1,3.162590993,1,2.838924008,3.18440308,2.316812569,2.45666726,3.073508958,1,2.760301224,3.596571124,3.761087581,2.633826957,2.00150779,2.399366266,3.43432558,1,2.838052869,2.289825368,3.045033543,2.889392255,3.153936929,1,1,1,3.300761226,1,2.747701614,1,3.113368427,1,2.628156109,1,2.941445874,1,3.135857558,2.765848074,1,2.49545367,3.99201399,2.542125415,2.618738969,3.53984874,3.470654731,1,1.841616526,2.669727338,3.088161474,2.338864644,1,1.794189384,1,3.034892847,3.353575905,3.343278116,2.325242531,3.707197781,2.117540792,1,1,3.115335993,3.593052331,2.965894956,2.837288433,2.041220024,2.04423352,1,6.461421092,2.898745949,1
"hsa-miR-200a-5p",1,2.065524118,1,1,3.40734568,3.633228607,1,1,3.040949489,1,3.313793242,1,1,2.874523644,1,2.502569291,1,3.419208697,1,2.270878486,1,1,1,1,2.715983399,1,3.558969563,2.790679087,2.950093818,2.182336876,2.530815376,1,3.149136263,1,1,1,1,1,1,2.221535154,1,1,1,1.569552499,1,2.476613477,1,1,1,1,1,1,1,1,1,1,2.83383311,1,1,1,1,1,2.190703505,3.3212548,1,1,2.552661311,1,1,1,1,1,1,3.452690926,1,1,1,1,1,1,2.817157222,1,1,1,1.258388669,1.488935091,1,1,1,1,1,1,1,1,1,3.795412359,2.264452859,1,1.429223783,1,1,1,1,1,1,2.341590161,2.19562687,1,2.740332447,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.707582436,1,1,1,2.100177498,1,1,3.124037306,1,1,1,2.25814858,1,1,1,1
"hsa-miR-369-5p",1,1,1,1,1,1,1,1,1,1,1,1,1,2.541777856,1,1,1.514252907,3.481407751,1,1,1,1,1,1,3.398215727,1,1,1,2.124899861,1,1,1,1,1,2.738963605,1,1,3.043591758,1.520708538,1,1,1,1,2.324187989,1,1.984220442,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.757728771,1,2.178497889,1.607003009,1,1,1,1,1,1,2.074892204,1.674690913,1,1,1,1,2.567607019,1,1,1,1,1.827530118,1,1,1,1,1,4.135438172,1,1,1,1,2.219759162,1,1.848419167,1,2.310379775,1,1,1,2.620523267,2.978321768,1,1,3.213919891,1,1,1,1,1,1,1,1,1,1,1,1,2.258922833,1,1,1,1,1,1,1,3.200349029,3.037527421,1,1,1,1,1,1,1,1
"hsa-miR-431-5p",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.42740942,1,1,1,1,1,1,1,1,1,2.077353818,1,1,1,1,1,1,1,2.359959413,1,1,1,1,1,1,1,2.09036274,2.740612226,1.126913513,1,1,1,1,1,1,1,2.863673866,1,1,1,1,1.833292765,1,1,1,1,3.008023408,1,1,1,2.385767811,1,1,1,1,1,1,1.318242981,2.202370545,1,1,1,1,1,1,1,1,1,1,1,1,1,1.395268218,1,1,1,1,2.897091985,1,1.41568224,1,2.875781406,1,1,1,1,2.7379016,1.963033418,2.689989252,1,2.65883345,2.711681454,2.434629962,1.864065539,1,3.409105854,1,2.203020691,1,1,1,1,1,1,1,1,1,3.262794262,1,1,1,1,3.395349024,1,1,2.015374996,1,1,1,2.240286391,1,1
"hsa-miR-433-3p",1,1,1,1,1,1,1,1,1,1,1,1,1,2.492379424,1.388935265,1.092410768,1,2.643675745,1,1,2.873603635,1,1,1,1,1,1,1,1,1,1,2.715838765,1,1,1.938150582,1.613655722,1,1,1,3.109664196,1,1,1,1,1,1,1,1,1,2.452611424,2.24335173,1,1,2.677154375,1,1,2.565363734,1,1,1,1.312709991,1,2.972288183,1,1,2.560770787,2.376703469,1.319369275,1,1,1.584697582,1,1.223913868,2.076269934,1,1.591840957,2.420813159,1,1,3.026699923,3.05804577,1,1,1,1,1,1,1,1,2.656677468,1,3.831497065,3.024675196,1,1,1,1.590670358,1,2.408873465,1,1,1,1,1,1,2.872067525,1,2.758782645,3.06923196,1,2.489549015,1,2.234317881,1,1,1,1,3.156557689,1,1,1,1.52853573,1,2.030300231,1,1,3.181983964,1,1,2.660343686,1,1,1,1,1,1,1,2.954573503,1
"hsa-miR-329-3p",1,2.806952182,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.011391989,1,1,1,1.589157124,1,1,1,2.433775501,1,1,1,1,1,1.991636365,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.188488651,1,1.694019667,1,1,1,1,1,1,1,2.192138971,1,1,1,1.366448863,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.668158505,1,1,2.468017466,1,2.603465803,1,2.576849539,1,1.653500939,1,1,1,2.371106004,1,1.981495283,1,1,1,1.813952577,1,2.309635374,1,1,1,2.690457362,1,1,1,2.566364947,3.160565089,1,1,1,3.213600515,2.351914918,2.683646006,1,1,3.141748196,1,1,1,1,1,2.076785674,1,1
"hsa-miR-323b-5p",1,3.372267514,1.877324531,1.912623042,4.675604874,1,2.802447984,1,3.150803923,2.73589183,3.663769983,3.811107931,1,2.60118031,1,2.996640111,1,2.383721524,2.726410915,2.68011529,1,1,2.852353806,1,2.358623283,1,4.78644068,2.721789584,2.52390118,3.206964586,2.223133364,2.213506345,3.701608493,1,1,1.488494529,1.25187277,1,1,1.903537148,1,1,1.80867109,2.462626228,1,1,1,1,1,1,1,1,1,1,1,1,2.530145964,1,1,1,2.856589002,2.788090067,1,2.368629566,1.580824855,1,1,1,1,1,2.755342716,1,2.257215036,3.039961244,1,2.939052861,1,1,3.217765965,1,2.557405188,2.926945845,2.924177942,2.438303676,1,1,1.85509245,1,1,1,2.704831434,3.851573559,3.918922104,0,2.728124595,1,3.401192959,1,1.404245823,1,2.671943081,1,1,1,1,2.166831113,1,0,2.757569062,1,1,1,1,1,1,1,3.092843749,3.92513093,1,1,1,1,1,0.549732742,1,1,3.690488502,1,1,1.958875456,2.329660476,2.614877619,1,1,1,1,1,2.622115443,1
"hsa-miR-451a",7.192973726,1,2.087827373,6.414282908,6.001506559,6.205803752,2.787736233,5.803020607,4.504865598,6.834356839,5.03000738,8.680578922,3.998307658,1.551664894,5.580898129,1.458952827,4.137906575,7.545238989,3.971300164,2.320420605,3.562633848,4.188489429,4.922005302,6.470116647,7.142657536,9.044465602,8.074287266,6.644012456,5.466154012,9.072073026,9.332568278,2.833608517,11.1900421,5.142377363,8.500637868,10.27600929,6.434864588,9.006824961,8.027902251,10.66226588,9.246519972,8.650739612,10.57978767,7.527093123,8.229770555,8.658386407,6.968682527,10.95246538,7.619156313,8.255176679,8.762604256,8.031256267,8.105418305,8.301279253,8.136216073,9.499908258,4.505200606,8.520691026,7.798380494,9.683671737,8.740173635,9.33872703,12.44879426,9.152458985,7.544475559,7.980140357,8.668451156,6.296131403,8.20182893,7.761222551,8.149777569,8.925065896,7.138096355,9.292205894,8.713683889,10.0025748,11.37680558,7.287991957,8.036482789,9.523798453,10.03351865,9.561406763,8.60412507,10.7554888,8.640647399,9.427324832,7.511996139,9.05687776,7.24990586,9.111249316,7.221073206,8.739334908,8.034622369,8.056491647,7.528525941,8.923654638,10.17970685,8.672437792,8.044154174,9.546436787,8.879639499,7.754098709,8.492271284,7.755070969,8.166376012,10.34077197,7.685960716,9.519238297,9.762891259,8.529849135,7.71520246,6.943474091,7.116203123,9.262610085,8.829542983,7.167618505,9.52321037,9.101656018,7.765142465,10.24337992,7.880650953,9.582069043,7.603212033,12.69279231,8.74237286,6.439582851,6.84398682,8.305959523,8.206318932,8.852857343,10.72556791,10.60011933,7.755802151,9.503364122,8.063015394,8.020537416,8.672594133,7.843682254,8.535549721
