"","GSM3447733","GSM3447734"
"hsa-miR-4429",9.589584,10.11981
"hsa-miR-423",9.762518,9.925847
"hsa-miR-28",9.772409,9.869672
"hsa-miR-130b",10.03413,9.560875
"hsa-miR-425",9.796843,9.757494
"hsa-miR-151b",9.557368,9.978491
"hsa-miR-195",10.21595,9.290044
"hsa-miR-4739",9.383168,10.10237
"hsa-miR-4763",10.22435,9.236667
"hsa-miR-4530",10.06949,9.341305
"hsa-miR-30a",9.996824,9.363217
"hsa-miR-503",10.14806,9.17471
"hsa-miR-1246",8.970047,10.34357
"hsa-miR-138-1",9.665403,9.595728
"hsa-miR-149",9.49024,9.76979
"hsa-miR-3141",9.511623,9.746692
"hsa-miR-342",9.83449,9.404264
"hsa-miR-1207",9.447317,9.743737
"hsa-miR-1228",9.221107,9.807144
"hsa-miR-4521",9.409582,9.451024
"hsa-miR-30b",9.479906,9.336571
"hsa-miR-20b",9.289639,9.342802
"hsa-miR-376c",8.837937,9.76421
"hsa-miR-4707",9.457049,9.119093
"hsa-miR-432",9.114888,9.459654
"hsa-miR-4281",9.217974,9.343657
"hsa-miR-3185",9.544963,8.966212
"hsa-miR-15a",9.146325,9.352385
"hsa-miR-3135b",9.079817,9.325878
"hsa-miR-134",9.233897,9.138916
"hsa-miR-181a-2",9.270737,8.785686
"hsa-miR-4443",8.727733,9.113304
"hsa-miR-744",8.882283,8.916219
"hsa-miR-4674",9.026496,8.749785
"hsa-miR-4651",9.23506,8.539768
"hsa-miR-30d",9.013853,8.738614
"hsa-miR-4669",9.072454,8.60435
"hsa-miR-320e",8.559831,9.034148
"hsa-miR-1271",8.924573,8.513791
"hsa-miR-18a",8.821838,8.579555
"hsa-miR-654",8.374959,8.976291
"hsa-miR-299",8.487886,8.836059
"hsa-miR-4463",8.626148,8.649128
"hsa-miR-625",8.817724,8.44633
"hsa-miR-1268",8.619162,8.557823
"hsa-miR-146a",9.444002,7.708324
"hsa-miR-4668",8.384987,8.765747
"hsa-miR-4695",8.618148,8.490601
"hsa-miR-92b",8.591779,8.354772
"hsa-miR-1260b",8.534985,8.403004
"hsa-miR-3613",8.117165,8.816013
"hsa-miR-532",8.647761,8.253058
"hsa-miR-324",8.991101,7.899132
"hsa-miR-128-1",8.366046,8.484584
"hsa-miR-181d",8.286083,8.530001
"hsa-miR-493",7.955669,8.7558
"hsa-miR-24-2",8.554359,8.126026
"hsa-miR-4741",8.80095,7.839486
"hsa-miR-495",7.828316,8.808638
"hsa-miR-206",8.081871,8.553987
"hsa-miR-1280",8.296835,8.323546
"hsa-miR-339",8.346929,8.171992
"hsa-miR-1268b",8.139765,8.36918
"hsa-miR-1307",8.622797,7.882781
"hsa-miR-4467",7.894678,8.570122
"hsa-miR-3911",8.524977,7.896316
"hsa-miR-224",8.60265,7.751206
"hsa-miR-543",8.092153,8.247733
"hsa-miR-421",8.374779,7.932055
"hsa-miR-3651",8.143446,8.152403
"hsa-miR-4505",8.531929,7.679061
"hsa-miR-671",8.457722,7.749032
"hsa-miR-210",7.62567,8.561807
"hsa-miR-3663",8.571796,7.602094
"hsa-miR-502",8.199028,7.967087
"hsa-miR-337",7.893127,8.247757
"hsa-miR-3609",7.994014,8.112538
"hsa-miR-370",8.085247,8.017734
"hsa-miR-500a",8.132592,7.952858
"hsa-miR-4532",8.437948,7.608791
"hsa-miR-431",8.134526,7.901505
"hsa-miR-197",8.154278,7.877026
"hsa-miR-411",7.459867,8.300148
"hsa-miR-3621",7.705124,7.9709
"hsa-miR-345",8.283803,7.370165
"hsa-miR-154",7.569355,8.052061
"hsa-miR-376a-1",7.20623,8.41475
"hsa-miR-4689",8.047598,7.564939
"hsa-miR-487a",7.726393,7.86291
"hsa-miR-3162",7.834548,7.621555
"hsa-miR-584",8.368832,7.075344
"hsa-miR-4484",7.413852,8.02263
"hsa-miR-4433",7.394379,7.961864
"hsa-miR-4507",8.026766,7.239059
"hsa-miR-98",7.498545,7.744246
"hsa-miR-4728",7.527679,7.708349
"hsa-miR-4286",7.899874,7.324938
"hsa-miR-362",7.696261,7.52141
"hsa-miR-4649",7.245232,7.967522
"hsa-miR-660",7.220798,7.946724
"hsa-miR-501",7.711264,7.395054
"hsa-miR-30e",7.631001,7.427332
"hsa-miR-329-1",7.296499,7.761555
"hsa-miR-4284",6.861677,8.194208
"hsa-miR-378",8.138937,6.896389
"hsa-miR-1231",7.373089,7.659207
"hsa-miR-4758",7.698655,7.323319
"hsa-miR-148b",7.334554,7.640739
"hsa-miR-3195",8.111187,6.839947
"hsa-miR-629",7.443383,7.482367
"hsa-miR-4749",7.125996,7.775604
"hsa-miR-4667",7.354606,7.453352
"hsa-miR-194-1",7.597712,7.168696
"hsa-miR-708",5.254454,9.510489
"hsa-miR-4485",6.742427,8.014469
"hsa-miR-4317",7.866021,6.854856
"hsa-miR-1275",7.324605,7.38975
"hsa-miR-4634",7.803537,6.868868
"hsa-miR-1180",7.62616,7.000076
"hsa-miR-381",7.183426,7.350149
"hsa-miR-4534",6.861673,7.595743
"hsa-miR-23c",7.006555,7.409489
"hsa-miR-126",7.532343,6.854608
"hsa-miR-3679",7.203601,7.080163
"hsa-miR-212",7.683053,6.59518
"hsa-miR-18b",7.16934,7.084206
"hsa-miR-4492",6.587238,7.590081
"hsa-miR-148a",6.413208,7.734578
"hsa-miR-3180-1",6.721257,7.425617
"hsa-miR-4486",7.134254,6.975979
"hsa-miR-483",7.287926,6.785686
"hsa-miR-505",6.74683,7.264444
"hsa-miR-374b",6.665499,7.242959
"hsa-miR-10a",5.069914,8.799475
"hsa-miR-146b",6.999154,6.835942
"hsa-miR-331",6.611381,7.153412
"hsa-miR-433",6.882125,6.873859
"hsa-miR-652",7.182952,6.552896
"hsa-miR-4721",7.226786,6.489153
"hsa-miR-1909",6.566319,7.109151
"hsa-let-7a-2",6.744634,6.913118
"hsa-miR-3180-4",6.489253,7.130407
"hsa-miR-378c",7.459428,6.10963
"hsa-miR-4665",6.592519,6.968035
"hsa-miR-4306",6.909797,6.633896
"hsa-miR-1281",7.564424,5.947498
"hsa-miR-720",6.820306,6.66925
"hsa-miR-4732",6.65921,6.829788
"hsa-miR-4656",6.141031,7.316723
"hsa-miR-4690",6.523807,6.894596
"hsa-miR-4750",6.329357,7.076175
"hsa-miR-422a",7.282864,6.114837
"hsa-miR-26b",6.490078,6.888063
"hsa-miR-485",6.220367,7.130559
"hsa-miR-550a-1",7.11064,6.178934
"hsa-miR-484",6.712522,6.530743
"hsa-miR-29c",6.426777,6.786642
"hsa-miR-3197",6.247739,6.900813
"hsa-miR-452",6.856583,6.276693
"hsa-miR-497",6.74694,6.310101
"hsa-miR-1910",6.846888,6.14887
"hsa-miR-4324",5.473976,7.283807
"hsa-miR-192",6.524543,6.227164
"hsa-miR-4800",6.412603,6.313216
"hsa-miR-1301",6.955146,5.763156
"hsa-miR-4458",6.099029,6.575857
"hsa-miR-2392",6.221483,6.435195
"hsa-miR-378f",7.082114,5.552383
"hsa-miR-377",6.257852,6.371186
"hsa-miR-19a",5.998756,6.584062
"hsa-miR-4743",6.357706,6.217998
"hsa-miR-4710",5.874329,6.653752
"hsa-miR-3188",6.943487,5.544474
"hsa-miR-4510",7.177178,5.276979
"hsa-miR-378i",6.713651,5.66908
"hsa-miR-4701",6.193005,6.109922
"hsa-miR-1973",5.976373,6.292205
"hsa-miR-3937",6.103168,6.114463
"hsa-miR-665",5.830513,6.325581
"hsa-miR-1972-1",5.881656,6.264324
"hsa-miR-491",5.900121,6.242805
"hsa-miR-4428",6.39311,5.743669
"hsa-miR-486",5.409359,6.716497
"hsa-miR-4304",6.07632,6.024062
"hsa-miR-4498",5.691693,6.38325
"hsa-miR-628",6.060256,6.008359
"hsa-miR-3921",5.839091,6.201246
"hsa-miR-4655",6.21246,5.806781
"hsa-miR-30c-2",6.842944,5.147815
"hsa-miR-4430",5.967525,6.012943
"hsa-miR-3648",6.072352,5.876359
"hsa-miR-4448",5.388538,6.539376
"hsa-miR-34c",6.386344,5.521134
"hsa-miR-4269",5.312351,6.563508
"hsa-miR-137",4.572774,7.275497
"hsa-miR-330",6.141251,5.658995
"hsa-miR-1184-1",5.247184,6.5253
"hsa-miR-490",6.141251,5.624453
"hsa-miR-369",5.217901,6.544575
"hsa-miR-3175",5.583705,6.145624
"hsa-miR-4685",5.853049,5.851266
"hsa-miR-1290",5.004469,6.674913
"hsa-miR-758",5.471865,6.140344
"hsa-miR-181c",5.125999,6.478791
"hsa-miR-4449",5.922657,5.6734
"hsa-miR-4329",6.000307,5.576108
"hsa-miR-4640",5.506021,6.041036
"hsa-miR-1587",5.65735,5.851266
"hsa-miR-3124",5.403049,6.062255
"hsa-miR-4778",6.12538,5.320307
"hsa-miR-4288",5.960729,5.419348
"hsa-miR-4487",5.668526,5.640685
"hsa-miR-1225",5.793904,5.490758
"hsa-miR-3619",5.41039,5.858755
"hsa-miR-4688",5.35855,5.90107
"hsa-miR-877",5.557265,5.650801
"hsa-miR-542",5.161965,5.981912
"hsa-miR-410",5.011922,6.117349
"hsa-miR-3187",5.994017,5.100406
"hsa-miR-454",5.118233,5.908346
"hsa-miR-365-2",5.472349,5.454301
"hsa-miR-7-1",5.487104,5.409376
"hsa-miR-4271",5.254282,5.593713
"hsa-miR-4767",5.589598,5.254549
"hsa-miR-602",4.561998,6.168015
"hsa-miR-4788",6.466629,4.179251
"hsa-miR-29b-2",6.820063,3.822366
"hsa-miR-1224",5.567446,5.066286
"hsa-miR-4529",4.531086,6.098848
"hsa-miR-4461",5.704677,4.858516
"hsa-miR-874",4.772339,5.777834
"hsa-miR-1285-1",5.014307,5.516227
"hsa-miR-3147",5.138428,5.339261
"hsa-miR-4465",5.072859,5.343494
"hsa-miR-539",4.000243,6.401946
"hsa-miR-323",4.650104,5.710018
"hsa-miR-1208",6.038539,4.260255
"hsa-miR-122",4.988704,5.283042
"hsa-miR-4646",4.728563,5.53178
"hsa-miR-188",5.402415,4.809638
"hsa-miR-4706",4.057777,6.146451
"hsa-miR-887",5.339439,4.862185
"hsa-miR-296",4.802384,5.376498
"hsa-miR-3972",5.939195,4.225125
"hsa-miR-10b",2.877113,7.243274
"hsa-miR-378d-1",5.233201,4.859976
"hsa-miR-1202",5.225036,4.865183
"hsa-miR-4442",5.017325,5.051862
"hsa-miR-769",5.030828,5.023181
"hsa-miR-4500",5.729173,4.312672
"hsa-miR-150",5.389731,4.651695
"hsa-miR-642b",4.343874,5.659737
"hsa-miR-3605",5.027177,4.942146
"hsa-miR-885",3.853342,6.081399
"hsa-miR-3935",5.47535,4.40599
"hsa-miR-200c",5.08593,4.764892
"hsa-miR-4499",4.901302,4.892386
"hsa-miR-2467",4.512455,5.177911
"hsa-miR-3615",5.582261,4.068062
"hsa-miR-4436b",5.203961,4.425546
"hsa-miR-2110",4.689962,4.888275
"hsa-miR-3138",4.629061,4.918309
"hsa-miR-4476",5.466434,4.072974
"hsa-miR-675",3.771091,5.675303
"hsa-miR-3154",4.338269,5.09117
"hsa-miR-1244-1",5.202452,4.19557
"hsa-miR-549",5.027188,4.358214
"hsa-miR-578",4.800699,4.565724
"hsa-miR-301a",4.472521,4.878755
"hsa-miR-4444",5.217572,4.128109
"hsa-miR-346",5.116659,4.217838
"hsa-miR-335",2.635329,6.694858
"hsa-miR-4539",5.03718,4.260255
"hsa-miR-2277",4.749125,4.523118
"hsa-miR-1260",4.58604,4.683532
"hsa-miR-940",5.158055,4.098096
"hsa-miR-514b",4.477204,4.685452
"hsa-miR-2276",5.638931,3.504761
"hsa-miR-4698",4.723969,4.400202
"hsa-miR-664",4.388951,4.669967
"hsa-miR-378b",5.196966,3.759242
"hsa-miR-202",4.453314,4.472428
"hsa-miR-765",3.874437,5.04112
"hsa-miR-1825",4.31004,4.528913
"hsa-miR-589",4.001572,4.816625
"hsa-miR-125b-2",3.5895,5.187937
"hsa-miR-551b",4.403866,4.260532
"hsa-miR-3682",4.942415,3.667039
"hsa-miR-943",5.137155,3.430141
"hsa-miR-4535",4.892079,3.663493
"hsa-miR-328",3.901817,4.636996
"hsa-miR-3652",3.637161,4.862185
"hsa-miR-378g",5.141,3.355799
"hsa-miR-939",3.697419,4.7897
"hsa-miR-4322",4.725312,3.682334
"hsa-miR-3607",3.2335,5.170934
"hsa-miR-187",4.208017,4.145339
"hsa-miR-4716",4.064978,4.236926
"hsa-miR-3934",4.832264,3.424124
"hsa-miR-4419b",3.926055,4.289168
"hsa-miR-1263",4.311591,3.872592
"hsa-miR-4773-1",3.660331,4.453719
"hsa-miR-3152",3.808419,4.208675
"hsa-miR-4299",3.815008,4.158903
"hsa-miR-4684",3.830483,4.098096
"hsa-miR-658",4.143104,3.753281
"hsa-miR-3926-1",4.591662,3.294004
"hsa-miR-3200",3.545087,4.326856
"hsa-miR-4720",2.948359,4.903085
"hsa-miR-4327",3.919127,3.927301
"hsa-miR-3917",3.386657,4.428623
"hsa-miR-548a-1",3.323959,4.483559
"hsa-miR-3622a",2.832031,4.97286
"hsa-miR-3177",2.416689,5.345726
"hsa-miR-196a-1",1.977248,5.766904
"hsa-miR-590",3.670711,4.045652
"hsa-miR-378h",2.927724,4.772921
"hsa-miR-184",4.095213,3.568241
"hsa-miR-4776-1",4.63612,3.013364
"hsa-miR-4481",4.086573,3.500609
"hsa-miR-4419a",3.588612,3.965469
"hsa-miR-3136",4.357907,3.175878
"hsa-miR-129-2",4.054034,3.477064
"hsa-miR-548ac",3.238069,4.234873
"hsa-miR-1287",2.781637,4.656238
"hsa-miR-3137",3.472386,3.955988
"hsa-miR-601",3.842714,3.559695
"hsa-miR-572",3.605695,3.781049
"hsa-miR-3928",4.423198,2.940142
"hsa-miR-3127",3.255799,4.10251
"hsa-miR-218-1",2.374445,4.975146
"hsa-miR-4753",3.77833,3.55762
"hsa-miR-103a-2",3.007943,4.310752
"hsa-miR-1299",4.241691,3.073341
"hsa-miR-4470",4.038005,3.242927
"hsa-miR-4697",3.611942,3.665554
"hsa-miR-3130-1",3.189996,4.06424
"hsa-miR-466",4.415759,2.833141
"hsa-miR-766",3.145458,4.098096
"hsa-miR-1323",3.937135,3.294005
"hsa-miR-3131",3.689178,3.468739
"hsa-miR-548q",4.363683,2.790926
"hsa-miR-378e",4.259216,2.861799
"hsa-miR-1827",4.353223,2.731002
"hsa-miR-3156-1",3.86609,3.218123
"hsa-miR-1270-1",3.72695,3.351176
"hsa-miR-936",2.681263,4.389658
"hsa-miR-1183",2.924928,4.063626
"hsa-miR-1254",3.682262,3.29283
"hsa-miR-4513",4.533934,2.430685
"hsa-miR-718",2.800149,4.102569
"hsa-miR-4725",3.140006,3.726302
"hsa-miR-4468",3.285447,3.525206
"hsa-miR-323b",3.753099,3.047064
"hsa-miR-4321",2.666871,4.128897
"hsa-miR-4747",3.11812,3.669682
"hsa-miR-1296",2.456,4.329801
"hsa-miR-4657",3.711659,3.047064
"hsa-miR-941-1",3.802699,2.849956
"hsa-miR-616",3.849295,2.800687
"hsa-miR-1292",2.745737,3.903013
"hsa-miR-3909",3.121482,3.523825
"hsa-miR-4738",4.248476,2.379953
"hsa-miR-4708",2.249464,4.374435
"hsa-miR-526b",2.307053,4.315975
"hsa-miR-4436a",3.323958,3.294004
"hsa-miR-498",2.447698,4.158506
"hsa-miR-3190",3.887016,2.654881
"hsa-miR-4793",4.338067,2.19318
"hsa-miR-3620",2.924059,3.590621
"hsa-miR-3617",3.939982,2.571303
"hsa-miR-615",3.647906,2.809253
"hsa-miR-4496",2.846102,3.606926
"hsa-miR-4490",3.083113,3.368245
"hsa-miR-636",2.507453,3.929295
"hsa-miR-1262",4.214648,2.219958
"hsa-miR-4783",3.839292,2.593322
"hsa-miR-4253",3.507991,2.912964
"hsa-miR-4455",2.663161,3.749406
"hsa-miR-4462",2.926912,3.48216
"hsa-miR-3945",2.084709,4.317852
"hsa-miR-1226",2.790735,3.585534
"hsa-miR-198",2.72276,3.650833
"hsa-miR-641",2.989109,3.367242
"hsa-miR-34b",3.191234,3.161449
"hsa-miR-3151",2.846102,3.504761
"hsa-miR-3944",2.607373,3.734718
"hsa-miR-4769",3.515615,2.814008
"hsa-miR-3121",3.503203,2.823483
"hsa-miR-4479",3.349533,2.965837
"hsa-miR-374a",3.554353,2.714722
"hsa-miR-3163",3.288305,2.969166
"hsa-miR-575",3.380964,2.873675
"hsa-miR-205",4.495704,1.755702
"hsa-miR-374c",2.701507,3.546708
"hsa-miR-4731",2.419761,3.788802
"hsa-miR-933",2.367035,3.837767
"hsa-miR-4726",1.773155,4.388237
"hsa-miR-3910-1",2.626389,3.504761
"hsa-miR-135a-1",4.16532,1.948707
"hsa-miR-3065",3.346942,2.749891
"hsa-miR-3132",2.584489,3.504761
"hsa-miR-1914",3.122225,2.947312
"hsa-miR-3184",2.645739,3.391867
"hsa-miR-4440",3.32196,2.697003
"hsa-miR-3622b",2.706196,3.308045
"hsa-miR-663b",3.450982,2.552109
"hsa-miR-1193",3.845052,2.143065
"hsa-miR-3667",3.775352,2.195903
"hsa-miR-1306",3.554353,2.415847
"hsa-miR-4727",3.00914,2.949129
"hsa-miR-412",2.261921,3.68147
"hsa-miR-3201",2.353899,3.588929
"hsa-miR-4730",2.214859,3.710596
"hsa-miR-510",2.195947,3.729403
"hsa-miR-376b",2.945739,2.974603
"hsa-miR-3194",2.941101,2.943237
"hsa-miR-4742",2.962317,2.912725
"hsa-miR-509-3",3.769048,2.097073
"hsa-miR-4472-1",2.750197,3.070957
"hsa-miR-3927",2.905604,2.898238
"hsa-miR-103b-1",3.322646,2.466515
"hsa-miR-875",2.911258,2.859955
"hsa-miR-4417",3.554353,2.211829
"hsa-miR-4310",3.630447,2.132998
"hsa-miR-3164",3.654851,2.100304
"hsa-miR-3149",2.227429,3.519114
"hsa-miR-921",3.651658,2.088301
"hsa-miR-1234",2.845021,2.881538
"hsa-miR-4723",2.679403,3.047064
"hsa-miR-3914-1",2.542455,3.15998
"hsa-miR-371b",3.526525,2.16608
"hsa-miR-4722",1.71778,3.94615
"hsa-miR-3936",2.299701,3.359642
"hsa-miR-4478",2.268921,3.37596
"hsa-miR-3610",3.1604,2.47935
"hsa-miR-4257",2.47746,3.145067
"hsa-miR-3153",2.486104,3.130042
"hsa-miR-133b",3.108905,2.50183
"hsa-miR-548ae-1",2.200512,3.382626
"hsa-miR-326",2.616172,2.966098
"hsa-miR-1913",2.323073,3.24587
"hsa-miR-523",2.154799,3.413167
"hsa-miR-4804",2.751135,2.814008
"hsa-miR-3173",3.080824,2.466944
"hsa-miR-4714",3.483184,2.062371
"hsa-miR-4779",2.627643,2.901204
"hsa-miR-3116-1",3.323959,2.202523
"hsa-miR-890",3.090271,2.424746
"hsa-miR-4784",2.626389,2.887216
"hsa-miR-4672",3.117448,2.393177
"hsa-miR-4274",2.664314,2.841947
"hsa-miR-3064",3.015397,2.486081
"hsa-miR-4673",2.470786,3.014229
"hsa-miR-3976",3.205301,2.276474
"hsa-miR-4450",2.694755,2.777112
"hsa-miR-5095",2.961462,2.507227
"hsa-miR-3198-1",2.564368,2.887113
"hsa-miR-4316",2.39008,3.047064
"hsa-miR-302d",1.750677,3.678702
"hsa-miR-1273c",3.50662,1.920563
"hsa-miR-4283-1",2.10689,3.317429
"hsa-miR-4740",2.419761,2.985515
"hsa-miR-16-2",1.684946,3.702285
"hsa-miR-1238",2.961164,2.425179
"hsa-miR-365-1",2.118279,3.266156
"hsa-miR-182",2.083095,3.294004
"hsa-miR-605",2.490439,2.884687
"hsa-miR-4638",2.495299,2.867947
"hsa-miR-4301",2.532384,2.821823
"hsa-miR-2355",2.804223,2.541108
"hsa-miR-129-1",2.381868,2.960376
"hsa-miR-4746",3.218417,2.111897
"hsa-miR-650",2.340703,2.980843
"hsa-miR-1229",2.103505,3.216354
"hsa-miR-3925",2.446552,2.870619
"hsa-miR-3191",2.126939,3.178729
"hsa-miR-4290",2.641884,2.651001
"hsa-miR-711",2.778661,2.502279
"hsa-miR-770",2.68112,2.593323
"hsa-miR-200b",3.463632,1.794334
"hsa-miR-4506",3.014511,2.229606
"hsa-miR-4502",2.637311,2.604801
"hsa-miR-1255b-1",2.597277,2.629616
"hsa-miR-1294",2.922898,2.282083
"hsa-miR-1273e",2.989355,2.214569
"hsa-miR-371",2.743815,2.425745
"hsa-miR-4796",1.951429,3.213331
"hsa-miR-4797",2.846102,2.317373
"hsa-miR-516a-1",3.160111,1.994985
"hsa-miR-1272",2.637691,2.511673
"hsa-miR-640",2.946677,2.179155
"hsa-miR-4447",2.514477,2.592766
"hsa-miR-541",2.554518,2.548085
"hsa-miR-4434",3.124624,1.969446
"hsa-miR-1911",2.846102,2.244169
"hsa-miR-509-1",2.846102,2.23363
"hsa-miR-4446",2.831282,2.242589
"hsa-miR-4662a",2.975827,2.097072
"hsa-miR-3918",2.259058,2.812582
"hsa-miR-4291",2.602516,2.46665
"hsa-miR-623",2.560031,2.503151
"hsa-miR-920",2.53104,2.528923
"hsa-miR-9-1",2.379467,2.665713
"hsa-miR-548j",2.120795,2.914334
"hsa-miR-4514",3.022904,2.01093
"hsa-miR-3157",3.090271,1.942066
"hsa-miR-451",3.097722,1.926205
"hsa-miR-3074",2.670212,2.349403
"hsa-miR-508",3.070909,1.935681
"hsa-miR-557",2.891848,2.113221
"hsa-miR-4524",1.847955,3.156354
"hsa-miR-1256",2.096627,2.893599
"hsa-miR-1255a",2.522341,2.460345
"hsa-miR-1233-1",2.203773,2.775357
"hsa-miR-4653",2.15133,2.824766
"hsa-miR-4772",2.63992,2.330017
"hsa-miR-1303",2.890576,2.06973
"hsa-miR-4533",2.626389,2.330136
"hsa-miR-3123",1.90884,3.03344
"hsa-miR-598",2.846102,2.090278
"hsa-miR-603",1.695987,3.233337
"hsa-miR-4526",2.166454,2.753764
"hsa-miR-760",2.215301,2.697544
"hsa-miR-3612",1.965359,2.93982
"hsa-miR-2682",1.670197,3.22715
"hsa-miR-595",1.914349,2.979577
"hsa-miR-4768",2.821877,2.070824
"hsa-miR-1470",1.688452,3.197986
"hsa-miR-4309",2.120644,2.762222
"hsa-miR-3689b",2.443762,2.433221
"hsa-miR-4439",3.221225,1.654661
"hsa-miR-1237",2.618258,2.246939
"hsa-miR-4764",2.71811,2.141016
"hsa-miR-630",2.634904,2.222727
"hsa-miR-1321",1.901572,2.955991
"hsa-miR-544",3.090271,1.751867
"hsa-miR-4713",2.589936,2.250972
"hsa-miR-3174",2.377533,2.461172
"hsa-miR-383",2.631369,2.19628
"hsa-miR-558",1.694046,3.130668
"hsa-miR-1278",1.667184,3.153913
"hsa-miR-1273d",3.006586,1.810178
"hsa-miR-3691",2.559038,2.255373
"hsa-miR-612",2.059399,2.753503
"hsa-miR-4314",2.59168,2.203343
"hsa-miR-4717",2.4212,2.361782
"hsa-miR-101-1",1.912988,2.867955
"hsa-miR-298",2.626389,2.148897
"hsa-miR-3669",2.178794,2.593323
"hsa-miR-553",2.647798,2.119839
"hsa-miR-4791",1.996836,2.765861
"hsa-miR-1-1",2.232979,2.526257
"hsa-miR-196b",2.846102,1.911397
"hsa-miR-648",2.093899,2.661514
"hsa-miR-3646",2.950093,1.805312
"hsa-miR-608",1.995105,2.758391
"hsa-miR-513a-1",2.73103,2.021408
"hsa-miR-668",2.310892,2.434863
"hsa-miR-1269b",2.667531,2.077457
"hsa-miR-3129",2.808559,1.935141
"hsa-miR-548aa-1",2.195972,2.541096
"hsa-miR-4509-1",2.419761,2.312825
"hsa-miR-4421",2.655976,2.064243
"hsa-miR-891a",2.419761,2.287543
"hsa-miR-363",2.465527,2.239027
"hsa-miR-4287",2.606968,2.097073
"hsa-miR-105-1",1.847842,2.855051
"hsa-miR-3687",2.077247,2.625391
"hsa-miR-4258",2.458704,2.243001
