"","GSM4240598","GSM4240599","GSM4240600","GSM4240601","GSM4240602","GSM4240603","GSM4240604","GSM4240605","GSM4240606","GSM4240607","GSM4240608","GSM4240609","GSM4240610","GSM4240611","GSM4240612","GSM4240583","GSM4240584","GSM4240585","GSM4240586","GSM4240587","GSM4240588","GSM4240589","GSM4240590","GSM4240591","GSM4240592","GSM4240593","GSM4240594","GSM4240595","GSM4240596","GSM4240597"
"hsa-miR-451a",18.5648585211785,18.2525110938886,18.7029954542148,18.4057661399745,18.3405171541988,18.3868819528428,18.6610150821639,19.0559993040905,17.6930935739992,18.5473614248817,19.21230044647,19.1356325907982,18.7287627465811,16.9077330957359,18.4672214393463,19.3302784302441,18.8053577396236,19.3246070604684,19.3125910701192,19.4210556251406,19.7186857462856,19.3875743448006,19.1795510924402,19.3566179099835,19.2228212882138,19.0614027586524,18.7019811459002,18.3550362899072,19.3198805278085,19.0206638482759
"hsa-miR-144-3p",16.037500196021,15.0737691980693,15.4218330830291,15.2517105875197,15.1656905822953,15.0457635001475,15.0168518046171,15.6836166885556,14.4350601115103,15.4857849783484,15.384655606754,15.5883878843648,14.8472869097935,13.4237107809815,15.2887842643487,15.8102909606812,15.9237912536691,15.3431652382511,15.1536019045223,15.8905535661394,15.9032934661161,15.6368460599558,15.2773211856531,16.1234760107283,16.4302996492518,15.0917721356471,15.5379951812043,15.2806841507411,15.5631047897687,15.7224454781308
"hsa-miR-16-5p",14.2283640196392,15.2492616265998,15.7376994349543,14.9018544556232,15.3824511089418,15.416215635846,15.1388921248675,15.213669275941,14.4941349318262,14.9393266838538,15.9223093650791,15.7572944203609,15.6151289974598,14.028743525322,15.2519975140461,15.4989691561043,14.5541289433164,15.7879673282536,16.1777537376446,16.3020064281079,15.7689113314249,15.4947968457115,15.4791916496685,15.5486395135026,14.2645752810167,15.3772956116333,14.5674677288882,14.9726612454677,14.9360420601964,15.2252315419224
"hsa-miR-486-5p",15.5234719073182,14.9022742956751,14.796333209587,14.5781202684138,15.0634481701409,14.6918694442054,14.492730719288,14.5111738539218,13.6270516136066,14.8727042147715,15.1098445262798,14.9325917120077,15.1320871851801,12.2897912472947,15.0569733735886,14.9220886466248,14.9597878113994,15.0483187030305,15.5889965307925,15.1554752398426,15.1151298320298,14.9386354426306,15.083544147427,15.4697022250143,14.9123504698226,14.97026814872,14.8131834510224,14.4624434797871,14.6966073507014,14.1153842824106
"hsa-miR-22-3p",14.3552547299881,14.3729133395404,14.648913092412,14.2982501975451,14.9660087866092,14.5903233035872,14.7755783896867,14.4633960116371,14.8576593455495,14.5185818550768,14.7074696812556,14.7358775271562,15.369910141649,13.2047377170049,14.4705991417925,14.3768972796966,14.8394365732028,15.158008834614,15.4561041037746,14.9010577902044,15.1148241070485,15.1278263029736,14.9272858399037,14.5475651426978,14.1434605447085,14.7254472101601,14.6682961107113,14.0868643567103,14.2743483030704,13.8093189747589
"hsa-miR-15a-5p",14.256883135291,14.3290948576188,14.7545728175604,14.4902191207337,14.8223532352576,14.331942809312,14.6331405495224,14.5617760014767,14.1291751328134,14.7414158970697,15.2289648311071,15.517634636577,14.4442805042052,12.3651522826612,14.5925866777754,15.160986582417,14.2394299663215,14.7420751791456,14.370004171443,14.8050208322745,14.7451091507541,14.7403642137233,15.1926095252507,15.3222978789852,15.0742100493604,14.3765317345709,14.6289541075762,14.2538703776939,14.7601767557678,14.1345081433533
"hsa-miR-92a-3p",14.3669751045872,14.34835885891,14.6187892535289,14.269752023217,14.9323720997747,14.4647760985881,14.4789212613,14.3276550886326,13.9158392411871,14.2025340395612,14.5148730573893,14.6506215325695,14.9467779134694,12.7940624602624,14.4495968380232,14.4557934005865,14.5698781502649,14.9035787425234,14.6705456087533,14.6633651908964,14.8487740282225,14.6103679863524,14.8467719313214,15.1836741464039,14.5992236326783,14.6972885118975,14.4477199487335,13.5862322835845,14.3696491427899,13.8448822660586
"hsa-miR-21-5p",13.4810236484272,14.185769004038,13.9721927284127,14.3815571455469,14.2434402980129,14.2326225366161,14.2726662309348,14.3179213115064,15.1449601002858,14.2609393749925,13.9521688233596,14.475621349268,14.4161918801759,14.2374885819693,14.5567305602109,14.1199648347555,14.2857713709313,14.4635320362911,14.3144699539965,14.4407511005058,14.5444911821046,14.4106149836986,14.3986481770214,14.2205257036194,14.3193799964269,14.4330076737182,14.2425764566364,14.8796890165704,14.2089171293137,14.2195595503801
"hsa-miR-15b-5p",13.8764948839057,13.2664512976438,13.3470136589321,13.4150075602283,13.3435077592256,13.2663824826654,13.3668180554483,13.6420381506707,13.3063607954251,13.8341105287029,14.4610867454599,14.4509193230172,13.243508728447,11.6286915884287,13.4238236868194,14.5958373106022,13.6730892974068,13.5898453963967,13.0965323356573,13.5569825634753,13.5162035603354,13.8953556427952,14.1901147979491,14.6195219111079,14.9050983243015,13.193697832946,13.9817875579117,13.6083160497283,14.0899105605947,13.297144118637
"hsa-miR-25-3p",13.3788014986698,13.2735814514848,13.6505177593357,13.192993954158,13.6065717746715,13.6956622094383,13.2352094796077,13.5099444467258,13.0862291278804,13.5745935273376,13.6960546894374,13.5146548856644,13.8641087447755,11.8408644512371,13.7661116510049,13.6852174639441,13.6437919433307,14.1158093501818,14.4716402895735,14.2588273146877,13.9292103180008,13.938635902037,13.9093127772165,14.1005835010566,13.4561618717834,13.4392634058182,13.563668193731,13.3481098424157,13.7090611894669,13.2724154641154
"hsa-let-7i-5p",13.0150525907127,13.3165629712666,13.2597815075467,13.2323159891818,13.6558403818972,13.3422594389481,13.3339771168878,13.3113822031334,12.5314691893041,13.0609762033577,13.4435962920129,13.2940750404853,13.1962225008724,11.9466577645467,13.1932373471549,13.5952807956602,13.6179563926906,13.4340274139526,13.5721518887065,13.3263747108618,13.5729228182015,13.4457623904451,13.6924912763807,14.3655767658714,13.8250690857776,13.322597158612,13.2686604169018,12.9419627595944,13.3971558539221,12.891798889402
"hsa-miR-126-3p",12.225189357945,13.8242646643222,13.2602535885715,13.1680625102391,13.2131376431078,13.3219844490617,13.3423302846897,13.1583004159728,14.0610167200583,13.5004684629531,11.3677805662107,13.254102976534,13.067402427498,14.04104135701,13.0560483249312,12.2878970326971,13.4792965062862,12.6893821620417,12.9763833277212,13.0060104325398,12.8834394447523,13.2550167637554,12.2237875459589,12.8132901906115,12.798579128436,12.7325871964788,12.8281662424483,13.4157074431462,12.6020237484681,13.2651608366257
"hsa-miR-320a",12.2612957375937,13.2190580750246,12.8690578414634,12.9397022495058,13.9684643049438,13.1228312295463,13.2013750324783,12.6434887065828,12.7963377728578,13.0763797170845,12.9069225299109,13.2614544192087,13.3296646176255,11.4213179887618,13.0738988741984,12.9724736774008,12.7524161907755,12.5730530421101,13.1743608491894,12.3352172655716,12.434531801516,11.9374106044004,13.2650392013259,13.6985636021459,12.7874475654313,13.4044923171339,12.4087728847541,12.5510713552547,12.3338457774698,12.1168637576909
"hsa-miR-103a-3p",12.9500819678853,12.6182432447799,12.5529020038447,12.5314204517473,12.819257034737,12.4509122369036,12.4545923273553,12.5546703846652,12.4216414644617,12.5366187711065,13.067083056031,13.0317873415015,12.6644450622803,11.6417763087071,12.5690960952621,13.1458700691247,12.6315499614571,12.7039208718426,12.4508761616039,12.6936481191391,12.7645378252609,12.8950791523315,13.1272157131173,13.5358464113958,13.3896730117357,12.5982432955986,13.0951645771931,12.6453949949378,13.0570609790273,12.5114388828849
