"","GSM2445880","GSM2445881","GSM2445882","GSM2445883","GSM2445884","GSM2445885","GSM2445886","GSM2445887","GSM2445888","GSM2445889","GSM2445890","GSM2445891","GSM2445892","GSM2445893","GSM2445894","GSM2445895","GSM2445896","GSM2445897","GSM2445898","GSM2445899","GSM2445900","GSM2445901","GSM2445902","GSM2445903","GSM2445904","GSM2445905","GSM2445906","GSM2445907","GSM2445908","GSM2445909","GSM2445910","GSM2445911","GSM2445912","GSM2445913","GSM2445914","GSM2445915","GSM2445916","GSM2445917","GSM2445918","GSM2445919","GSM2445920"
"hsa-miR-656-3p",3.45022149589718,3.5385381636298,3.48026512205446,3.46858331700683,3.50969584193339,3.3305584000308,3.3547342399706,3.39231742277876,3.51475349843975,3.4867143730307,3.45680614923047,3.47767732756531,3.46988597627446,3.43562859405209,3.4931349223055,3.51853513898218,3.58496250072116,3.49185309632967,3.47638168756724,3.52356195605701,3.31469652565629,3.5385381636298,3.46336088581666,3.5385381636298,3.55213110825378,3.50462039240355,3.32768736417605,3.54720302475693,3.5197934862411,3.62643913669732,3.54966917072649,3.58496250072116,3.51222688651396,3.50969584193339,3.52606881166759,3.46074256378964,3.50716034911752,3.52732060787705,3.46727948045998,3.52105073690096,3.4995270242151
"hsa-miR-126-3p",3.64616265715789,3.54966917072649,3.63807383718072,3.46988597627446,3.44095219802964,3.4032677223393,3.45549162062847,3.39231742277876,3.48542682717024,3.4867143730307,3.47638168756724,3.4905701304462,3.45154083301783,3.44890095114513,3.4905701304462,3.48413813120167,3.48928602262588,3.50969584193339,3.49185309632967,3.50969584193339,3.40599235967584,3.4867143730307,3.49569516262407,3.49825086752783,3.51349074558812,3.46205231879643,3.45549162062847,3.48928602262588,3.41006969175638,3.48026512205446,3.52356195605701,3.50462039240355,3.47638168756724,3.4867143730307,3.50842865253186,3.54349588342577,3.46466826700344,3.50462039240355,3.45154083301783,3.47248777146274,3.49825086752783
"hsa-miR-3591-3p",3.17791779219584,3.80529245560071,3.56924802986718,3.32912359629157,3.50462039240355,3.41006969175638,3.50842865253186,3.22958792274065,3.71808758396052,3.46858331700683,3.48928602262588,3.4262647547021,3.32912359629157,3.61353165291793,3.53605290024021,3.41818994794577,3.49569516262407,3.39094277280254,3.52857131887076,3.56437816856506,3.84096670448742,3.70708299177171,3.36876834909033,3.40190347160796,3.52481592835751,3.25550073314839,3.48026512205446,3.66562016406638,3.58496250072116,3.39094277280254,3.46074256378964,3.46858331700683,3.22958792274065,3.44625622988956,3.54843662469604,3.5385381636298,3.58135124716878,3.34198574722862,3.50969584193339,3.19849415363908,3.50589092972996
"hsa-miR-486-5p",3.63343121035563,3.57410150808939,3.63226821549951,3.57531233068744,3.4594316186373,3.62993940943954,3.6507645591169,3.69710657447697,3.55704241526372,3.43028527297778,3.5197934862411,3.70043971814109,3.43562859405209,3.34198574722862,3.21723071622067,3.4032677223393,3.62293035092018,3.57167680997093,3.42894634476948,3.5765221379205,3.4944156103975,3.59454854955035,3.38956681176273,3.50080205305716,3.40190347160796,3.46466826700344,3.46858331700683,3.48928602262588,3.30597052098439,3.22958792274065,3.46466826700344,3.29425313644451,3.60050764534579,3.43429461795993,3.74308405554959,3.56559717585422,3.38543103719352,3.4276061727819,3.50207595604579,3.27649666564036,3.25550073314839
"hsa-miR-146a-5p",3.67919857056692,3.65535182861255,3.81966818349646,3.45811948117451,3.48800077083407,3.47638168756724,3.4594316186373,3.44228003525258,3.46466826700344,3.46205231879643,3.46466826700344,3.46074256378964,3.48155728070859,3.43562859405209,3.45022149589718,3.43962313755712,3.45680614923047,3.45154083301783,3.50462039240355,3.46727948045998,3.46727948045998,3.50589092972996,3.44228003525258,3.45680614923047,3.45154083301783,3.43429461795993,3.45549162062847,3.48413813120167,3.47378691161437,3.52105073690096,3.47767732756531,3.47767732756531,3.47378691161437,3.45154083301783,3.46858331700683,3.46727948045998,3.48026512205446,3.45022149589718,3.44228003525258,3.44095219802964,3.47378691161437
"hsa-miR-486-3p",3.62877359520165,3.57167680997093,3.62877359520165,3.57046293102604,3.45549162062847,3.62527048937469,3.64385618977472,3.69041709553247,3.55336050333533,3.42492208821069,3.51601514700366,3.6959938131099,3.42894634476948,3.32481060342048,3.21878116778407,3.38266725274504,3.61706334388818,3.57288966842058,3.42088657497553,3.57410150808939,3.4867143730307,3.5909612413426,3.38818953715608,3.4931349223055,3.40871186102943,3.45811948117451,3.46597446450407,3.48026512205446,3.30451104180995,3.21878116778407,3.46597446450407,3.30012372456901,3.59693514238723,3.43028527297778,3.74092756031863,3.56193705962243,3.38818953715608,3.41006969175638,3.50080205305716,3.28688114778816,3.24488705912353
"hsa-miR-676-3p",3.40053792958373,3.47378691161437,3.4905701304462,3.43429461795993,3.51349074558812,3.47508488294878,3.44360665147561,3.41278152533848,3.46727948045998,3.48800077083407,3.49825086752783,3.4867143730307,3.50589092972996,3.46597446450407,3.4995270242151,3.46858331700683,3.48155728070859,3.47248777146274,3.53356334821451,3.46597446450407,3.5033487351675,3.49697358099828,3.47897180503294,3.47508488294878,3.4541758931858,3.48155728070859,3.47767732756531,3.48413813120167,3.48026512205446,3.51096191927738,3.46205231879643,3.46466826700344,3.49569516262407,3.48026512205446,3.47508488294878,3.50716034911752,3.51349074558812,3.46205231879643,3.48413813120167,3.47378691161437,3.50080205305716
"hsa-miR-191-5p",3.66789212523023,3.53977919169849,3.43162295971329,3.45285896471381,3.42088657497553,3.4369613378336,3.42088657497553,3.46074256378964,3.45285896471381,3.45680614923047,3.48284828306847,3.45022149589718,3.44890095114513,3.51222688651396,3.41006969175638,3.55581615506164,3.51727569320958,3.46466826700344,3.43028527297778,3.44625622988956,3.33485426933163,3.4235781709818,3.52356195605701,3.45022149589718,3.47508488294878,3.48026512205446,3.38956681176273,3.41818994794577,3.41683974191283,3.48026512205446,3.48542682717024,3.51222688651396,3.40871186102943,3.46858331700683,3.48800077083407,3.43429461795993,3.42223300068305,3.55704241526372,3.45154083301783,3.52481592835751,3.48928602262588
"hsa-miR-495-3p",3.48413813120167,3.47118746038699,3.4154882710497,3.45811948117451,3.47508488294878,3.34624777408278,3.43962313755712,3.38543103719352,3.4541758931858,3.45680614923047,3.43162295971329,3.43295940727611,3.39643353125099,3.45022149589718,3.46597446450407,3.50207595604579,3.4931349223055,3.4369613378336,3.44890095114513,3.48542682717024,3.35614381022528,3.4541758931858,3.4867143730307,3.46597446450407,3.48155728070859,3.45154083301783,3.40053792958373,3.45680614923047,3.4905701304462,3.50842865253186,3.50716034911752,3.48800077083407,3.42894634476948,3.4594316186373,3.46466826700344,3.42894634476948,3.4262647547021,3.50716034911752,3.44360665147561,3.48026512205446,3.46858331700683
"hsa-miR-204-3p",3.33342373372519,3.45022149589718,3.44625622988956,3.45154083301783,3.47118746038699,3.46727948045998,3.36457243229586,3.4369613378336,3.43028527297778,3.44625622988956,3.54101915313356,3.44625622988956,3.51853513898218,3.37295209791183,3.48155728070859,3.39643353125099,3.46074256378964,3.43962313755712,3.48928602262588,3.43028527297778,3.48542682717024,3.48413813120167,3.40053792958373,3.4931349223055,3.39917109381982,3.42088657497553,3.48542682717024,3.44360665147561,3.46988597627446,3.51096191927738,3.46597446450407,3.47378691161437,3.4905701304462,3.42894634476948,3.43962313755712,3.46205231879643,3.47897180503294,3.39369076418745,3.44890095114513,3.42492208821069,3.44493204894218
"hsa-miR-379-5p",3.42894634476948,3.44757919654888,3.45285896471381,3.43562859405209,3.4541758931858,3.47118746038699,3.44493204894218,3.42492208821069,3.44757919654888,3.42223300068305,3.42088657497553,3.41413553298445,3.44493204894218,3.43962313755712,3.47897180503294,3.44360665147561,3.4369613378336,3.43429461795993,3.45811948117451,3.43829285157915,3.42894634476948,3.45811948117451,3.43028527297778,3.4594316186373,3.46205231879643,3.4154882710497,3.42088657497553,3.48800077083407,3.44757919654888,3.46597446450407,3.43829285157915,3.46988597627446,3.45022149589718,3.43295940727611,3.44228003525258,3.42223300068305,3.4235781709818,3.41413553298445,3.43829285157915,3.42088657497553,3.43829285157915
"hsa-miR-185-5p",3.50716034911752,3.47508488294878,3.48155728070859,3.44095219802964,3.39231742277876,3.39643353125099,3.44095219802964,3.44493204894218,3.43829285157915,3.44095219802964,3.37851162325373,3.42492208821069,3.36737106564853,3.41278152533848,3.39231742277876,3.45154083301783,3.4931349223055,3.45022149589718,3.44757919654888,3.43829285157915,3.32768736417605,3.42223300068305,3.4262647547021,3.4154882710497,3.46988597627446,3.4235781709818,3.3547342399706,3.4276061727819,3.41413553298445,3.43429461795993,3.47378691161437,3.45285896471381,3.39369076418745,3.43962313755712,3.44360665147561,3.41006969175638,3.41818994794577,3.4541758931858,3.38681094647222,3.45154083301783,3.42088657497553
"hsa-miR-132-3p",3.44493204894218,3.46597446450407,3.39643353125099,3.41278152533848,3.44493204894218,3.39643353125099,3.4154882710497,3.40735275114004,3.4154882710497,3.44360665147561,3.39917109381982,3.41413553298445,3.41278152533848,3.36737106564853,3.35614381022528,3.41953889151378,3.41278152533848,3.47248777146274,3.39917109381982,3.44095219802964,3.3743439890385,3.39643353125099,3.45022149589718,3.44228003525258,3.41953889151378,3.39780296186249,3.37851162325373,3.36876834909033,3.41413553298445,3.45549162062847,3.40190347160796,3.4594316186373,3.39643353125099,3.42088657497553,3.42088657497553,3.4369613378336,3.40599235967584,3.44625622988956,3.39643353125099,3.42223300068305,3.42492208821069
"hsa-miR-660-5p",3.34340782229781,3.41142624572647,3.43429461795993,3.4235781709818,3.41278152533848,3.48026512205446,3.43562859405209,3.45154083301783,3.41818994794577,3.41278152533848,3.35755200461808,3.38543103719352,3.43295940727611,3.35614381022528,3.34908214639109,3.37295209791183,3.37989816352469,3.44228003525258,3.41818994794577,3.41278152533848,3.40735275114004,3.41683974191283,3.39094277280254,3.39643353125099,3.4032677223393,3.37712374912949,3.39094277280254,3.39094277280254,3.39506279951758,3.43162295971329,3.39506279951758,3.40871186102943,3.4235781709818,3.39917109381982,3.41818994794577,3.44228003525258,3.43295940727611,3.38266725274504,3.39369076418745,3.38818953715608,3.41953889151378
"hsa-miR-25-3p",3.4235781709818,3.39643353125099,3.44890095114513,3.43162295971329,3.39780296186249,3.41413553298445,3.45549162062847,3.47508488294878,3.43028527297778,3.41006969175638,3.38681094647222,3.46466826700344,3.37851162325373,3.36737106564853,3.35614381022528,3.39369076418745,3.44625622988956,3.45811948117451,3.37573453858316,3.4262647547021,3.38956681176273,3.4262647547021,3.38404980679516,3.39780296186249,3.39231742277876,3.36737106564853,3.36176835941915,3.39369076418745,3.34056226902641,3.35191096110308,3.40190347160796,3.36457243229586,3.39506279951758,3.37851162325373,3.47638168756724,3.38818953715608,3.36036427654347,3.37016428054021,3.38956681176273,3.34908214639109,3.3547342399706
"hsa-let-7a-3p",3.48800077083407,3.4154882710497,3.3743439890385,3.43295940727611,3.3547342399706,3.41006969175638,3.44228003525258,3.37851162325373,3.38404980679516,3.35895882583233,3.36876834909033,3.3533232911629,3.34056226902641,3.38543103719352,3.39506279951758,3.41953889151378,3.38404980679516,3.40463068421761,3.4235781709818,3.39643353125099,3.28243980500639,3.34198574722862,3.41818994794577,3.38956681176273,3.39231742277876,3.35191096110308,3.37573453858316,3.41142624572647,3.41683974191283,3.41818994794577,3.39643353125099,3.42894634476948,3.36737106564853,3.37573453858316,3.4032677223393,3.4262647547021,3.38543103719352,3.40463068421761,3.38818953715608,3.38681094647222,3.4032677223393
"hsa-miR-134-5p",3.42492208821069,3.41413553298445,3.64270157183323,3.38128337250378,3.34624777408278,3.39506279951758,3.30012372456901,3.30742852519225,3.36036427654347,3.36737106564853,3.41413553298445,3.36176835941915,3.41006969175638,3.34340782229781,3.37573453858316,3.30451104180995,3.37016428054021,3.37295209791183,3.38681094647222,3.34908214639109,3.4032677223393,3.37712374912949,3.34766565630097,3.38404980679516,3.33628338786443,3.36457243229586,3.37573453858316,3.38404980679516,3.35614381022528,3.37573453858316,3.38404980679516,3.39506279951758,3.39917109381982,3.37295209791183,3.37295209791183,3.38128337250378,3.38681094647222,3.34340782229781,3.38128337250378,3.36317107711924,3.36597242759338
"hsa-miR-885-5p",3.53729606709084,3.41683974191283,3.13093086982645,3.39506279951758,3.45680614923047,3.62058641045188,3.56924802986718,3.44360665147561,3.27947129564447,3.28688114778816,3.30451104180995,3.37016428054021,3.32192809488736,3.36176835941915,3.24336442569366,3.39231742277876,3.28095631383106,3.41278152533848,3.22650852980868,3.29278174922785,3.14241343787374,3.18586654531133,3.42223300068305,3.43295940727611,3.3305584000308,3.39369076418745,3.46597446450407,3.31469652565629,3.32481060342048,3.40735275114004,3.27798474729977,3.40735275114004,3.30305008468167,3.35895882583233,3.40735275114004,3.41953889151378,3.35191096110308,3.47638168756724,3.41006969175638,3.40735275114004,3.37851162325373
"hsa-let-7e-5p",3.37989816352469,3.33913738491959,3.32192809488736,3.27649666564036,3.34766565630097,3.43429461795993,3.47767732756531,3.41278152533848,3.35191096110308,3.37989816352469,3.39643353125099,3.38543103719352,3.36176835941915,3.38404980679516,3.38266725274504,3.37989816352469,3.36737106564853,3.35614381022528,3.37989816352469,3.35895882583233,3.44625622988956,3.37155886261196,3.3533232911629,3.34908214639109,3.37851162325373,3.3743439890385,3.43829285157915,3.39780296186249,3.2585189247113,3.34198574722862,3.36737106564853,3.35614381022528,3.31034012061215,3.34908214639109,3.36597242759338,3.3743439890385,3.31759350462347,3.35614381022528,3.33628338786443,3.32912359629157,3.33628338786443
"hsa-miR-138-5p",3.42492208821069,3.4369613378336,3.27351588970212,3.4032677223393,3.31903981556254,3.32192809488736,3.33485426933163,3.29572302453997,3.37016428054021,3.34766565630097,3.28983446517751,3.37155886261196,3.35614381022528,3.33913738491959,3.32768736417605,3.36317107711924,3.39506279951758,3.34624777408278,3.36876834909033,3.36317107711924,3.26453643099903,3.37851162325373,3.40463068421761,3.37295209791183,3.40463068421761,3.35614381022528,3.3305584000308,3.29130885982897,3.33628338786443,3.3533232911629,3.3743439890385,3.4369613378336,3.3305584000308,3.36176835941915,3.37295209791183,3.34624777408278,3.34198574722862,3.39506279951758,3.35614381022528,3.40190347160796,3.4154882710497
"hsa-miR-34c-5p",3.37989816352469,3.38818953715608,3.36597242759338,3.37851162325373,3.35614381022528,3.29130885982897,3.33771109212829,3.23112515787905,3.37155886261196,3.37016428054021,3.24184018356467,3.34340782229781,3.36737106564853,3.35755200461808,3.3743439890385,3.37573453858316,3.35614381022528,3.38543103719352,3.37295209791183,3.35755200461808,3.24944534108584,3.36317107711924,3.34056226902641,3.37851162325373,3.40735275114004,3.3743439890385,3.31614574229336,3.40190347160796,3.34482849699744,3.36176835941915,3.36036427654347,3.38956681176273,3.36457243229586,3.36176835941915,3.36036427654347,3.4154882710497,3.38128337250378,3.39506279951758,3.3547342399706,3.35049724708413,3.3743439890385
"hsa-miR-502-3p",3.28243980500639,3.36876834909033,3.35895882583233,3.34198574722862,3.35191096110308,3.31324585178756,3.27649666564036,3.32624970083746,3.34624777408278,3.35895882583233,3.34624777408278,3.33199177823206,3.37989816352469,3.32768736417605,3.34198574722862,3.30888505741176,3.38128337250378,3.37989816352469,3.35614381022528,3.35049724708413,3.29572302453997,3.36457243229586,3.33628338786443,3.37573453858316,3.35191096110308,3.34198574722862,3.29425313644451,3.35614381022528,3.35191096110308,3.38404980679516,3.37016428054021,3.38128337250378,3.36737106564853,3.35614381022528,3.35191096110308,3.34056226902641,3.3743439890385,3.34624777408278,3.33771109212829,3.3547342399706,3.36876834909033
"hsa-miR-339-3p",3.38404980679516,3.34482849699744,3.33913738491959,3.43028527297778,3.31614574229336,3.29425313644451,3.32048467801769,3.33628338786443,3.36737106564853,3.34482849699744,3.33771109212829,3.32912359629157,3.31324585178756,3.30451104180995,3.31034012061215,3.34198574722862,3.39643353125099,3.34198574722862,3.32337006906127,3.3305584000308,3.29130885982897,3.36036427654347,3.36317107711924,3.34624777408278,3.35049724708413,3.32768736417605,3.30597052098439,3.33771109212829,3.3305584000308,3.3547342399706,3.37295209791183,3.37851162325373,3.31759350462347,3.34482849699744,3.35191096110308,3.31034012061215,3.31614574229336,3.34624777408278,3.32337006906127,3.36876834909033,3.36176835941915
"hsa-miR-132-5p",3.31903981556254,3.32048467801769,3.35895882583233,3.35614381022528,3.36036427654347,3.38128337250378,3.34340782229781,3.33485426933163,3.34198574722862,3.34908214639109,3.3305584000308,3.34198574722862,3.35895882583233,3.30451104180995,3.34624777408278,3.32481060342048,3.32768736417605,3.34624777408278,3.35895882583233,3.3533232911629,3.38404980679516,3.36597242759338,3.32481060342048,3.33342373372519,3.35049724708413,3.32337006906127,3.38956681176273,3.28983446517751,3.33485426933163,3.33199177823206,3.32768736417605,3.32912359629157,3.33199177823206,3.33199177823206,3.30888505741176,3.3547342399706,3.32768736417605,3.33913738491959,3.32624970083746,3.33771109212829,3.34482849699744
"hsa-miR-125a-3p",3.26903314645524,3.32912359629157,3.32337006906127,3.33628338786443,3.37989816352469,3.38266725274504,3.28688114778816,3.33771109212829,3.32048467801769,3.3305584000308,3.40463068421761,3.30597052098439,3.41142624572647,3.31324585178756,3.39094277280254,3.27500704749987,3.32337006906127,3.35614381022528,3.3743439890385,3.31759350462347,3.37989816352469,3.3743439890385,3.27052894238072,3.36597242759338,3.28540221886225,3.31179371775365,3.3743439890385,3.36737106564853,3.36317107711924,3.37851162325373,3.33913738491959,3.35049724708413,3.37573453858316,3.32481060342048,3.3305584000308,3.36737106564853,3.35191096110308,3.30012372456901,3.3547342399706,3.29865831556452,3.30888505741176
"hsa-let-7d-5p",3.35755200461808,3.35049724708413,3.32912359629157,3.30012372456901,3.31179371775365,3.38404980679516,3.36876834909033,3.34766565630097,3.33199177823206,3.33628338786443,3.33771109212829,3.32768736417605,3.33485426933163,3.28983446517751,3.32337006906127,3.32912359629157,3.34482849699744,3.35614381022528,3.34766565630097,3.35049724708413,3.29278174922785,3.33628338786443,3.30451104180995,3.33199177823206,3.34766565630097,3.32624970083746,3.35049724708413,3.31324585178756,3.26753579806873,3.34624777408278,3.34908214639109,3.34482849699744,3.31324585178756,3.31903981556254,3.35614381022528,3.34908214639109,3.30158764660319,3.35895882583233,3.29719141656586,3.31903981556254,3.33342373372519
"hsa-miR-206",3.27052894238072,3.29572302453997,3.34198574722862,3.16188768237689,3.37155886261196,3.40053792958373,3.37851162325373,3.33342373372519,3.31179371775365,3.34056226902641,3.27052894238072,3.37155886261196,3.29130885982897,3.36317107711924,3.34340782229781,3.35895882583233,3.22958792274065,3.30597052098439,3.37155886261196,3.31903981556254,3.46466826700344,3.31614574229336,3.33199177823206,3.26453643099903,3.31759350462347,3.34624777408278,3.41818994794577,3.32624970083746,3.26903314645524,3.24792751344359,3.30888505741176,3.28540221886225,3.28688114778816,3.32768736417605,3.28243980500639,3.35049724708413,3.34198574722862,3.35049724708413,3.32481060342048,3.30012372456901,3.3305584000308
"hsa-miR-3074-5p",3.29278174922785,3.33485426933163,3.37155886261196,3.37851162325373,3.33913738491959,3.31903981556254,3.26903314645524,3.28835856219366,3.33485426933163,3.28688114778816,3.30305008468167,3.28095631383106,3.34340782229781,3.26453643099903,3.30742852519225,3.28835856219366,3.32048467801769,3.30742852519225,3.33342373372519,3.32624970083746,3.22342254993494,3.33913738491959,3.28392177230762,3.34482849699744,3.30888505741176,3.26753579806873,3.26002565596146,3.35755200461808,3.35614381022528,3.39094277280254,3.33199177823206,3.3533232911629,3.33913738491959,3.29278174922785,3.30888505741176,3.32192809488736,3.32481060342048,3.28983446517751,3.31179371775365,3.31034012061215,3.31759350462347
"hsa-miR-320c",3.15055967657538,3.28688114778816,3.29425313644451,3.22804904788446,3.31759350462347,3.30158764660319,3.20945336562895,3.24184018356467,3.27500704749987,3.27500704749987,3.33628338786443,3.2585189247113,3.3533232911629,3.23419472295381,3.30888505741176,3.18428029441938,3.26303440583379,3.24031432933371,3.30597052098439,3.26153081524341,3.37712374912949,3.3743439890385,3.26603689399532,3.27947129564447,3.24336442569366,3.24640808724638,3.30597052098439,3.34340782229781,3.33342373372519,3.35755200461808,3.32048467801769,3.31034012061215,3.34056226902641,3.29572302453997,3.29130885982897,3.28688114778816,3.34766565630097,3.22650852980868,3.28835856219366,3.25247621413522,3.29865831556452
"hsa-miR-186-5p",3.30012372456901,3.21723071622067,3.34908214639109,3.28835856219366,3.27351588970212,3.29425313644451,3.3305584000308,3.30597052098439,3.29130885982897,3.31759350462347,3.24944534108584,3.31903981556254,3.26153081524341,3.27500704749987,3.22496636500027,3.30305008468167,3.35049724708413,3.32768736417605,3.37016428054021,3.31324585178756,3.25550073314839,3.37295209791183,3.26603689399532,3.24336442569366,3.28540221886225,3.24944534108584,3.24944534108584,3.22032995487956,3.26753579806873,3.23419472295381,3.29278174922785,3.22032995487956,3.22342254993494,3.27798474729977,3.25247621413522,3.31469652565629,3.29425313644451,3.30012372456901,3.23878685958712,3.28540221886225,3.29130885982897
"hsa-miR-767-5p",3.30597052098439,3.28540221886225,3.27500704749987,3.30158764660319,3.25247621413522,3.19219416528334,3.25550073314839,3.21256933885081,3.28688114778816,3.28688114778816,3.22650852980868,3.26303440583379,3.27947129564447,3.30158764660319,3.26153081524341,3.29572302453997,3.26903314645524,3.30451104180995,3.27052894238072,3.27351588970212,3.21412480535285,3.26303440583379,3.30597052098439,3.25701061820602,3.28983446517751,3.28095631383106,3.22804904788446,3.28688114778816,3.27202318906105,3.28540221886225,3.28835856219366,3.30597052098439,3.26153081524341,3.30451104180995,3.28688114778816,3.26303440583379,3.24336442569366,3.30158764660319,3.27202318906105,3.29572302453997,3.30305008468167
"hsa-miR-105-5p",3.24488705912353,3.24640808724638,3.28095631383106,3.24184018356467,3.29572302453997,3.26903314645524,3.20789285164133,3.18428029441938,3.27202318906105,3.30305008468167,3.30742852519225,3.28392177230762,3.30305008468167,3.27500704749987,3.28392177230762,3.27500704749987,3.25398926623079,3.31469652565629,3.31759350462347,3.28392177230762,3.25247621413522,3.27947129564447,3.28983446517751,3.28095631383106,3.25398926623079,3.25701061820602,3.2585189247113,3.25550073314839,3.27052894238072,3.24640808724638,3.2585189247113,3.22650852980868,3.26603689399532,3.28392177230762,3.25550073314839,3.28983446517751,3.28392177230762,3.27202318906105,3.27500704749987,3.26153081524341,3.28540221886225
"hsa-miR-501-3p",3.23266075679027,3.28243980500639,3.20789285164133,3.24792751344359,3.30158764660319,3.29130885982897,3.24336442569366,3.31179371775365,3.24792751344359,3.26303440583379,3.27351588970212,3.27798474729977,3.30451104180995,3.28540221886225,3.26153081524341,3.26453643099903,3.27202318906105,3.28688114778816,3.24792751344359,3.24184018356467,3.32337006906127,3.25247621413522,3.26153081524341,3.28540221886225,3.20476675065461,3.29719141656586,3.30597052098439,3.24184018356467,3.27649666564036,3.26303440583379,3.22032995487956,3.26603689399532,3.28392177230762,3.27649666564036,3.28095631383106,3.28540221886225,3.28688114778816,3.24944534108584,3.29719141656586,3.26753579806873,3.25398926623079
"hsa-miR-411-5p",3.25247621413522,3.30451104180995,3.28095631383106,3.23112515787905,3.24792751344359,3.24184018356467,3.23725777090037,3.19692173382033,3.27798474729977,3.26303440583379,3.25096157353322,3.27947129564447,3.28095631383106,3.23572705983806,3.26453643099903,3.25096157353322,3.25096157353322,3.27052894238072,3.28540221886225,3.28835856219366,3.15380533607904,3.27351588970212,3.25247621413522,3.30451104180995,3.32192809488736,3.25550073314839,3.22496636500027,3.29425313644451,3.22650852980868,3.28835856219366,3.28835856219366,3.32192809488736,3.28688114778816,3.28095631383106,3.26603689399532,3.27798474729977,3.28688114778816,3.28243980500639,3.24488705912353,3.25398926623079,3.26453643099903
"hsa-miR-22-5p",3.22342254993494,3.28392177230762,3.33913738491959,3.34198574722862,3.28688114778816,3.26453643099903,3.19219416528334,3.14893410452634,3.25701061820602,3.20945336562895,3.25550073314839,3.19849415363908,3.30451104180995,3.10097764772482,3.27351588970212,3.20320115631661,3.25096157353322,3.21412480535285,3.30597052098439,3.24944534108584,3.1554254317472,3.30305008468167,3.21101219348551,3.27649666564036,3.23878685958712,3.20945336562895,3.21101219348551,3.26603689399532,3.33199177823206,3.37712374912949,3.28095631383106,3.29865831556452,3.30597052098439,3.22650852980868,3.27798474729977,3.29865831556452,3.29572302453997,3.20789285164133,3.25096157353322,3.24031432933371,3.2585189247113
"hsa-miR-320d",3.10265813136374,3.26303440583379,3.24944534108584,3.16349873228288,3.27649666564036,3.27947129564447,3.17791779219584,3.17951105027151,3.25096157353322,3.24640808724638,3.31034012061215,3.22032995487956,3.33199177823206,3.16027483140859,3.24640808724638,3.09761079662642,3.20945336562895,3.19692173382033,3.30597052098439,3.22342254993494,3.3305584000308,3.38128337250378,3.26303440583379,3.26303440583379,3.23878685958712,3.22342254993494,3.26753579806873,3.26753579806873,3.26303440583379,3.26153081524341,3.29278174922785,3.27351588970212,3.31324585178756,3.26453643099903,3.25701061820602,3.25398926623079,3.31469652565629,3.20633064787105,3.24031432933371,3.22496636500027,3.29278174922785
"hsa-miR-99b-3p",3.22496636500027,3.24944534108584,3.21256933885081,3.23419472295381,3.24031432933371,3.23112515787905,3.1906148602095,3.21412480535285,3.22496636500027,3.23419472295381,3.22496636500027,3.22032995487956,3.22650852980868,3.29719141656586,3.26153081524341,3.27052894238072,3.24031432933371,3.22958792274065,3.23878685958712,3.21567859660793,3.23878685958712,3.22650852980868,3.23572705983806,3.20320115631661,3.22496636500027,3.25701061820602,3.22496636500027,3.26453643099903,3.25096157353322,3.27052894238072,3.25550073314839,3.26002565596146,3.21878116778407,3.24640808724638,3.23572705983806,3.21101219348551,3.23419472295381,3.22958792274065,3.23572705983806,3.23266075679027,3.24792751344359
"hsa-miR-7641",3.21878116778407,3.13422093976063,3.13586316536868,3.29278174922785,3.17951105027151,3.46988597627446,3.38543103719352,3.43962313755712,3.17951105027151,3.16188768237689,3.47378691161437,3.19377174339668,3.39506279951758,3.12598165385472,3.24184018356467,3.11935617703968,3.23572705983806,3.34624777408278,3.19377174339668,3.10936055940423,3.23112515787905,3.26603689399532,3.09592441999854,3.28540221886225,3.17472598770613,3.10768786931437,3.37295209791183,3.32192809488736,3.14404636961671,3.24640808724638,3.35755200461808,3.14567745519564,3.29865831556452,3.21256933885081,3.37712374912949,3.37155886261196,3.05311133645956,3.03386345186628,3.21101219348551,2.94860084749336,3.19219416528334
"hsa-miR-1298-5p",3.17791779219584,3.20320115631661,3.24792751344359,3.31324585178756,3.23266075679027,3.22804904788446,3.17472598770613,3.18745105402733,3.25247621413522,3.23572705983806,3.23725777090037,3.24944534108584,3.24336442569366,3.24031432933371,3.27500704749987,3.23878685958712,3.21878116778407,3.27947129564447,3.26453643099903,3.20945336562895,3.23572705983806,3.25247621413522,3.20320115631661,3.21412480535285,3.20945336562895,3.22650852980868,3.17472598770613,3.2585189247113,3.24184018356467,3.24792751344359,3.22958792274065,3.23266075679027,3.26903314645524,3.23112515787905,3.23878685958712,3.24944534108584,3.23878685958712,3.18586654531133,3.24184018356467,3.21101219348551,3.23112515787905
"hsa-miR-330-5p",3.18586654531133,3.22496636500027,3.24488705912353,3.23266075679027,3.21412480535285,3.25096157353322,3.16188768237689,3.18428029441938,3.2585189247113,3.21567859660793,3.25247621413522,3.22804904788446,3.27202318906105,3.21101219348551,3.22342254993494,3.17472598770613,3.23112515787905,3.24640808724638,3.25096157353322,3.20789285164133,3.25247621413522,3.25247621413522,3.23572705983806,3.23112515787905,3.21723071622067,3.20476675065461,3.24031432933371,3.19219416528334,3.20476675065461,3.22187708107703,3.21567859660793,3.24488705912353,3.22804904788446,3.22804904788446,3.20320115631661,3.24184018356467,3.22958792274065,3.17632277264046,3.22342254993494,3.22496636500027,3.25096157353322
