"","GSM3884683","GSM3884684","GSM3884685","GSM3884686","GSM3884687","GSM3884688","GSM3884689","GSM3884690","GSM3884691","GSM3884692","GSM3884693","GSM3884694"
"hsa-miR-185",5.31197,4.59668,4.44767,8.46393,9.1945,8.57408,8.83147,8.90275,8.82998,9.17926,7.7982,6.23956
"hsa-miR-195",8.53236,8.72232,7.9702,6.6857,6.15628,6.78037,7.03896,7.71773,8.03535,7.0008,5.20963,10.4958
"hsa-miR-3648",8.71994,9.04225,8.24257,7.45776,7.5888,7.68443,7.28088,7.79153,6.23947,7.07451,8.49704,4.62695
"hsa-miR-1587",7.33982,8.08633,7.54657,7.0684,7.03432,7.15286,7.49999,7.45185,7.99658,7.0616,7.73917,7.98714
"hsa-miR-4647",5.14091,4.39731,3.46176,5.46367,4.72398,5.29233,10.0506,10.3734,10.7086,9.60118,8.1068,12.5273
"hsa-miR-4530",8.15228,7.97395,7.6753,8.23875,9.03615,8.67103,6.68334,7.00343,6.24172,6.72719,7.15133,5.46673
"hsa-miR-4449",7.4143,6.85898,7.50644,7.27633,7.68652,7.50805,7.4793,7.94212,7.01039,7.53456,8.29624,6.25669
"hsa-miR-4690",6.81697,6.25559,6.8733,6.91376,7.1727,6.86761,7.89462,8.20597,7.21762,7.46512,8.37702,7.14184
"hsa-miR-4656",6.67927,6.07993,4.65359,7.22795,7.33906,7.35608,7.51448,7.85,8.1215,7.69639,8.19895,8.00318
"hsa-miR-4436b",7.46031,8.02165,7.53066,6.26807,6.22802,6.51562,6.59708,6.84425,8.16163,7.25294,6.56725,9.22719
"hsa-miR-4433",7.72039,7.5028,7.39554,7.26489,7.86745,7.43856,6.82333,6.71513,6.84986,6.01529,7.39128,7.01694
"hsa-miR-3944",7.43518,8.02994,7.01034,6.07695,5.69047,6.04203,6.98174,7.43656,8.21991,7.41551,6.66477,8.78703
"hsa-miR-1972-1",7.59477,8.05243,7.60028,6.21664,5.86128,6.1257,5.8796,7.17672,6.86665,8.32163,9.66711,6.38807
"hsa-miR-939",7.10581,6.87753,6.22022,6.28298,6.62153,6.54251,7.39728,7.75481,7.77899,7.86796,7.97099,7.24575
"hsa-miR-4750",6.59731,4.99658,5.20272,7.23073,7.00457,7.1316,8.25347,8.39148,7.63722,7.80908,9.05189,6.30163
"hsa-miR-4298",6.60761,6.14977,6.61991,6.67985,6.91228,6.78875,7.5157,7.70835,7.65344,7.16382,8.07265,7.66456
"hsa-miR-4710",6.87891,7.81969,7.18074,6.66092,6.77387,6.75962,7.17745,6.94891,7.23383,6.73325,7.63716,6.94716
"hsa-miR-3663",7.01809,5.21897,6.47803,6.24205,6.45337,6.57487,7.64993,8.27574,7.79073,7.75758,7.7147,7.0271
"hsa-miR-4689",8.12705,8.03085,7.8148,6.78874,7.33799,7.0494,6.56012,6.26131,6.20356,6.01324,6.82382,6.17321
"hsa-miR-4634",6.39681,5.87637,6.02534,5.9422,6.39533,6.40183,6.74401,7.14207,7.85003,8.84787,7.94198,7.32176
"hsa-miR-93",7.97111,4.05513,8.87284,8.93136,9.3662,9.13928,5.45648,5.25183,5.78732,4.8969,4.73122,8.40221
"hsa-miR-4655",7.24205,7.06258,5.33615,6.60101,6.79069,6.76708,7.66481,7.33338,6.74348,6.76339,7.83434,6.38275
"hsa-miR-637",5.82324,4.38071,4.84943,5.65625,5.66851,5.83916,8.1749,8.41994,8.40995,8.11349,8.47105,8.16884
"hsa-miR-423",6.44587,4.97828,6.20843,7.64159,8.36155,7.89832,6.98486,6.89574,6.37875,6.19614,7.28233,6.4603
"hsa-miR-1225",6.64469,7.23984,5.50033,6.78101,7.29619,7.15863,6.46777,7.07997,6.79338,7.68574,7.31865,5.71298
"hsa-miR-500a",2.11487,3.37128,3.39108,5.92839,6.40046,6.00705,7.6234,8.44687,10.2217,10.5419,8.47987,8.90868
"hsa-miR-210",7.71244,5.07166,8.083,7.98446,8.46155,8.38853,5.71287,6.20552,6.09927,4.97988,5.86538,6.65998
"hsa-miR-346",7.04326,7.17088,6.57135,5.7585,5.66728,5.82036,6.14924,6.61311,7.74904,7.10114,5.73289,8.36904
"hsa-miR-4793",9.99599,10.7384,10.5824,7.7942,7.31523,7.82929,4.23921,3.86865,4.30285,4.03173,3.79912,5.22314
"hsa-miR-3120",4.76941,5.43366,4.5105,4.75535,3.8717,4.94931,8.11477,8.53049,9.50557,8.1076,6.02676,11.0534
"hsa-miR-4539",7.07591,8.01196,7.19029,6.35408,5.73509,6.24061,6.01319,6.1804,6.59782,6.10364,6.20316,7.16586
"hsa-miR-4725",5.28966,3.75008,4.09429,6.02141,5.87409,5.74149,8.09355,8.32619,7.77759,8.14828,8.55444,7.01935
"hsa-miR-4443",7.7878,8.15367,7.69788,7.18937,7.15872,6.99977,5.77283,5.81315,5.12088,5.65928,6.63502,4.69586
"hsa-miR-4640",5.55736,4.86721,2.23546,5.96957,5.94357,5.65124,7.99751,8.49189,7.86401,7.97496,8.31116,7.67025
"hsa-miR-320d-1",8.85508,8.8518,8.40557,10.8534,11.1491,10.8065,3.66828,3.04925,2.87305,3.91812,3.60476,2.48456
"hsa-miR-4685",4.27814,5.26949,4.19469,6.62237,6.82202,6.37027,7.28514,7.6227,7.50405,6.99638,7.85194,7.51719
"hsa-miR-4665",6.23535,4.76776,4.33521,6.49398,6.92498,6.53322,7.51676,7.77716,6.72228,7.55058,8.05297,5.32444
"hsa-miR-92a-1",9.20643,7.37541,9.37471,9.53527,8.79564,9.61415,3.97427,4.40176,4.03955,4.29924,3.60456,4.00655
"hsa-miR-3180-1",6.00472,4.62089,3.44125,7.3317,6.87107,7.1725,7.01068,7.50097,6.68991,7.45262,8.03077,6.03206
"hsa-miR-502",2.70574,1.71179,1.73829,6.12791,6.46841,6.27945,7.12648,8.2459,9.87856,10.4323,8.53773,8.76013
"hsa-miR-3613",8.30027,9.78976,8.59785,6.83676,5.61318,5.7575,5.20952,5.11617,5.61392,6.47858,6.2001,4.45212
"hsa-miR-4417",8.04904,7.06495,7.77362,8.20309,7.95537,8.39507,5.18165,4.88454,4.64686,4.86969,5.74606,5.08823
"hsa-miR-1180",6.32316,3.85048,6.40546,6.15646,6.34919,6.52659,7.61971,8.01722,6.40416,6.78117,8.44869,4.90543
"hsa-miR-4429",7.48526,6.14852,6.50794,8.51369,9.10871,8.80999,5.20851,5.21978,5.25835,4.69877,5.58856,5.14404
"hsa-miR-4732",3.93556,2.42774,3.33274,5.56659,5.97687,5.8213,8.21216,8.68923,8.6429,8.67652,8.27647,8.12602
"hsa-miR-130b",10.1786,9.72689,9.94393,10.7254,11.6715,10.996,2.66898,3.11407,2.37087,2.66774,1.53664,1.80852
"hsa-miR-1538",7.10043,6.96077,5.99657,5.62977,5.42873,5.86444,6.35243,6.73397,7.19988,6.77318,5.94616,7.34649
"hsa-miR-4271",2.78575,2.58966,3.52801,5.46549,5.84829,5.42732,9.10324,8.96472,8.82519,9.2938,8.48385,6.68131
"hsa-miR-3679",7.13552,6.36451,5.41538,7.30447,7.86335,7.28629,6.65449,6.19193,5.63203,4.99575,6.66561,5.44152
"hsa-miR-3162",6.64249,4.20572,4.91638,6.9952,7.88568,6.76047,7.73617,7.14962,6.39977,6.564,6.56226,4.98984
"hsa-miR-4462",7.30685,5.78045,6.08757,6.25335,6.1261,6.20357,6.92293,6.83146,5.891,6.15647,7.35028,5.82938
"hsa-miR-595",7.8532,7.87287,7.14657,6.58816,6.08066,6.40842,5.49105,5.48042,6.35635,5.15223,5.25183,7.04753
"hsa-miR-4783",4.43206,3.24253,3.45564,5.60228,5.90329,5.84038,7.44742,8.05551,7.74052,8.49791,8.44093,7.16429
"hsa-miR-4721",5.79304,4.89131,4.03652,6.30715,6.74579,6.38145,7.25579,7.3375,6.71349,6.8163,7.05938,6.46374
"hsa-miR-2392",7.30477,7.70088,6.07628,7.37789,8.20534,7.47968,5.23089,5.68032,4.96949,4.37229,5.74688,5.3901
"hsa-miR-4701",8.50367,8.85466,7.91888,7.16731,7.38581,7.31723,4.81927,4.51776,5.08579,3.55059,4.59271,5.81326
"hsa-miR-4767",6.18416,6.19887,7.23775,4.89895,4.53924,5.26624,6.09861,7.25054,7.05024,6.81533,6.9013,6.81616
"hsa-miR-1273f",7.52783,6.91822,7.04463,6.83393,6.35688,6.60481,4.74226,5.80639,4.93019,5.8535,8.267,4.21267
"hsa-miR-4322",5.39565,1.97783,2.91124,5.69171,5.67448,5.73283,8.09332,8.44431,7.83722,7.91683,8.6735,6.73946
"hsa-miR-3907",7.32751,7.76837,7.34875,6.418,5.20713,6.28042,5.38992,5.73608,6.23996,5.44278,5.13606,6.58927
"hsa-miR-4455",7.66109,8.47685,7.12817,7.12644,6.53826,6.9176,4.53886,4.74912,5.58267,5.10629,4.35426,6.22843
"hsa-miR-4306",2.11534,2.42535,1.66117,3.97984,4.12303,4.69467,9.94746,9.96832,9.1898,9.8882,8.58045,7.68815
"hsa-miR-4668",8.6373,9.63612,8.48265,6.57425,5.69103,5.87549,4.59433,4.87612,4.74923,6.56524,5.87768,2.49195
"hsa-miR-1281",6.04244,6.10055,5.88472,6.10826,6.83208,6.68294,5.7202,6.06061,5.71004,6.2874,6.55988,5.78072
"hsa-miR-760",6.03883,5.42639,4.90632,5.92534,6.34813,6.21578,6.40874,6.36415,6.50087,6.03327,6.76012,6.50807
"hsa-miR-885",5.0835,4.67402,4.78926,5.93995,6.01672,5.77939,7.51629,7.42123,6.28969,6.22432,8.28613,5.36757
"hsa-miR-4430",5.79128,5.68457,5.03446,5.78652,6.32833,6.07283,6.50193,6.83138,6.18343,6.09697,7.36816,5.62994
"hsa-miR-1224",6.02871,3.95918,3.17069,5.86567,6.35914,5.73283,7.63029,7.72834,6.49264,6.73965,8.23094,5.17794
"hsa-miR-4485",2.55941,3.32967,1.36817,2.41757,2.53333,1.77626,10.173,9.79893,10.5546,9.59985,9.02185,9.93008
"hsa-miR-3180-4",5.98496,5.78427,3.63932,7.19142,6.83368,7.15445,6.25374,5.86001,5.48105,6.25478,6.97195,5.38545
"hsa-miR-193a",3.53991,3.29913,2.97078,6.05657,6.41808,6.29231,7.74585,7.64019,6.91879,7.04888,8.58865,5.96979
"hsa-miR-2110",1.79703,3.37534,2.42535,5.37611,5.78909,6.02017,8.14697,8.77294,8.32593,8.93439,7.64552,5.53717
"hsa-miR-1181",3.13198,4.68411,1.84004,3.85688,1.2128,2.81853,8.22954,9.21657,9.54338,9.62904,8.9024,9.08068
"hsa-miR-4498",2.2929,2.26638,2.93833,6.0915,5.93833,5.79677,7.58163,7.90651,7.86797,7.5248,7.79031,7.87092
"hsa-miR-4722",6.07722,6.1773,6.19911,5.46711,5.06335,5.02633,5.64938,6.22652,7.12645,5.81021,5.62936,7.04735
"hsa-miR-3615",4.53729,5.28894,4.58559,5.50806,5.72266,5.35523,6.55003,7.20023,6.54721,6.958,6.92277,6.06959
"hsa-let-7b",8.19006,5.76286,8.04456,10.0366,10.8997,10.3493,2.23118,2.76604,2.83341,3.94255,1.51877,4.5944
"hsa-miR-4688",2.6529,3.12814,2.81675,4.77087,5.54214,5.29219,7.55136,7.7385,8.01383,7.636,7.81514,7.87916
"hsa-miR-181b-1",8.15265,6.38681,8.03224,8.25427,8.19594,8.354,4.35546,3.89285,3.79528,3.1767,4.19934,4.02818
"hsa-miR-5096",2.84102,4.50231,3.80049,4.75494,3.24892,3.50838,6.80588,8.24139,8.28691,9.05787,9.80733,5.88021
"hsa-miR-191",6.24119,3.34192,6.51943,8.76475,9.0042,8.87247,4.89859,4.5362,4.62932,5.02211,3.79456,5.06498
"hsa-miR-4743",5.32034,2.42535,3.47633,5.09442,5.58997,5.0176,7.66583,7.91133,6.52586,6.96765,8.53457,5.98675
"hsa-miR-323",2.90283,3.09243,2.13606,4.71291,4.02796,3.9052,8.47034,8.74703,8.35884,8.59913,8.49923,6.97097
"hsa-miR-3147",5.20078,4.8641,2.20686,5.11405,5.30687,4.75947,6.99932,7.12126,7.15181,6.5481,7.72331,7.23402
"hsa-miR-602",4.27654,4.28273,4.0223,6.0899,5.99032,5.90054,6.65976,6.72714,6.88121,7.55516,6.81062,4.89612
"hsa-miR-4667",4.83957,4.28073,3.12559,6.24364,6.69979,6.31623,6.61978,6.40845,6.41705,6.48163,6.45893,6.2001
"hsa-miR-1231",5.56995,3.57637,5.10791,7.66695,7.77927,7.82558,5.54689,6.01943,5.11868,5.14973,5.78861,4.82419
"hsa-miR-4454",6.88257,6.44008,7.02346,7.3341,7.2315,7.29739,4.98243,4.99023,4.54363,4.75588,4.89958,3.51626
"hsa-miR-4481",6.08509,5.53076,3.71347,5.45758,5.17852,5.79904,6.17651,6.04449,6.43524,6.13667,6.69918,6.46877
"hsa-miR-135a-1",4.97042,4.37466,4.28662,5.70773,5.61357,5.88285,7.13299,7.006,6.34541,6.54322,6.88318,4.78502
"hsa-miR-4717",6.97331,7.80628,6.54772,6.06619,5.78636,5.84105,4.74302,4.9713,5.19266,5.20338,4.32354,5.95093
"hsa-miR-4669",5.34143,2.93549,3.26578,5.20198,6.01453,5.63907,7.376,7.53909,6.58418,6.17822,7.929,5.31217
"hsa-miR-197",5.50079,6.52873,5.70091,5.67741,5.3276,5.49481,5.75739,5.81083,5.97399,5.8834,5.53073,6.1269
"hsa-miR-4535",5.07775,4.84763,3.34098,4.82328,4.94206,4.94791,6.5644,7.11819,6.80115,7.93145,6.26981,6.63756
"hsa-miR-342",4.6437,3.3775,6.40847,7.66644,7.64535,7.50196,5.71463,5.51811,5.38355,5.29417,4.78068,5.27962
"hsa-miR-4708",5.33396,5.06893,4.57418,5.1959,4.28071,4.65552,6.25833,6.64235,6.93029,6.97016,6.36277,6.86375
"hsa-miR-328",5.02633,5.56934,3.31791,4.79109,5.24931,5.3617,5.54936,5.83569,7.42352,7.69536,5.71403,7.49556
"hsa-miR-4487",4.43558,6.00852,4.748,5.15201,5.38416,5.09037,6.53344,6.49947,6.73054,6.52573,6.64529,5.24496
"hsa-miR-1246",9.69979,8.77439,9.63622,10.6856,10.0902,10.1712,1.654,1.81476,1.26308,1.46305,1.98011,1.71447
"hsa-miR-661",4.1552,4.85498,3.979,4.91728,3.7198,5.02633,6.67752,6.90052,7.47433,6.88989,6.65491,7.65116
"hsa-miR-1183",5.6995,5.70968,5.66557,5.33271,5.76195,5.76547,5.6289,5.84324,5.95012,4.74977,5.4546,7.12685
"hsa-miR-4726",5.74724,3.29743,3.42225,5.2021,5.05553,5.2037,7.12214,6.95768,6.55909,6.54654,6.83738,6.69041
"hsa-miR-675",2.77554,1.63535,2.13192,5.02317,5.57962,5.29867,7.04985,6.83963,8.03277,8.85253,8.01976,7.25035
"hsa-miR-4800",4.40802,3.19801,4.01737,5.37478,5.93015,5.72912,6.82776,6.82769,5.81488,6.49338,7.19083,5.9973
"hsa-miR-3622a",4.10596,1.82989,1.4348,5.36881,6.3933,5.8791,7.57106,7.85717,6.65392,7.42343,7.59566,5.69587
"hsa-miR-296",5.54631,4.00114,2.72221,5.91037,6.27858,6.06362,5.91429,6.21128,6.2481,5.54426,6.4091,6.05923
"hsa-miR-4716",6.17088,5.10133,3.46265,6.29848,7.01809,6.60575,5.90092,5.57384,5.24867,5.25972,5.54866,4.6623
"hsa-miR-3652",4.52848,4.31289,5.25521,5.44574,5.48997,5.40034,6.22011,6.32495,5.73189,5.77334,6.40341,5.90545
"hsa-miR-3937",5.22314,3.74349,3.79528,6.40067,6.11145,6.15758,6.19079,6.1249,5.60507,5.9103,6.54804,4.87713
"hsa-miR-3619",3.32328,4.50807,3.86347,4.91327,5.01522,4.97511,6.38642,6.57013,6.9987,6.2689,6.08418,7.75226
"hsa-miR-877",5.83912,3.61126,3.39178,6.1894,6.67279,6.45249,6.05268,6.3593,5.36005,5.84378,6.32744,4.53079
"hsa-miR-4538",6.05173,5.65739,6.16138,5.14814,4.83193,5.37543,5.85607,5.64922,5.8247,5.46414,5.0952,5.45625
"hsa-miR-3064",6.2688,5.00948,5.36945,4.99414,5.16932,5.39454,5.3195,5.47024,6.4228,5.21707,4.22771,7.60646
"hsa-miR-766",4.9846,6.25954,5.78597,4.8489,4.91195,4.93823,5.02961,5.75049,6.18573,6.01576,5.30125,6.41918
"hsa-miR-2277",6.78617,6.3937,6.29731,5.62712,5.07558,5.17887,4.51771,4.90786,5.71812,5.77191,4.36134,5.76088
"hsa-miR-4534",5.12211,3.29973,4.06897,6.03539,6.41943,6.29515,6.21015,6.24154,5.20959,5.41768,7.10252,4.97268
"hsa-miR-3148",8.63362,8.6191,8.04372,6.61263,6.62159,6.83034,2.82404,3.10272,4.09904,3.37124,2.00215,5.24238
"hsa-miR-3935",7.06514,7.73352,6.99285,5.02263,4.6184,4.74977,5.01469,5.13266,5.06497,4.51342,4.16622,5.43257
"hsa-miR-1260b",6.44587,6.09619,4.2762,5.34506,4.89343,5.42384,4.87532,5.16146,5.9786,5.63595,5.07445,6.28501
"hsa-miR-658",2.18368,2.77749,2.71245,5.25505,5.64444,4.59803,7.40721,7.4005,7.08626,7.56869,7.39364,5.45701
"hsa-miR-4638",3.25002,2.13546,3.40582,4.32232,4.50882,3.73971,7.78643,7.88388,6.91505,7.25347,8.2033,5.84864
"hsa-miR-3187",6.11197,5.19833,1.81212,4.96294,5.17962,4.87967,6.22399,6.36208,5.98154,5.86503,6.38109,5.91275
"hsa-miR-1273d",5.08879,4.11687,5.62313,5.42384,5.42186,5.49948,4.25631,5.65929,4.81744,6.31008,8.04627,4.35282
"hsa-miR-2467",1.53015,2.07862,2.07862,3.38268,4.0126,3.21885,7.09172,7.566,8.80077,7.97846,7.38076,9.15585
"hsa-miR-711",5.07647,4.54176,1.28223,5.32874,5.35605,5.2037,7.19212,7.30798,5.55991,6.787,6.32815,4.17915
"hsa-miR-769",4.43694,3.70256,2.53382,5.7683,6.12846,5.93785,6.18313,6.16206,5.60778,5.61833,6.23383,5.6454
"hsa-miR-3188",4.2003,1.83576,1.5041,6.22906,6.84324,6.65448,6.74771,6.35331,5.5757,5.99334,6.92248,4.95108
