"","GSM980306","GSM980307","GSM980308","GSM980309","GSM980310","GSM980311","GSM980312","GSM980313","GSM980314","GSM980315","GSM980316","GSM980317","GSM980318","GSM980319","GSM980320","GSM980321","GSM980322","GSM980323","GSM980324","GSM980325"
"hsa-miR-30e-3p",-1.076,-1.707,-1.332,-0.079,-0.741,-0.376,-1.642,0.107,-0.246,0.079,-0.469,1.481,-1.157,-1.108,-0.912,1.113,-1.01,0.236,0.781,0.141
"hsa-miR-26a-2-3p",-0.132,0.474,-0.014,0.241,0.016,-0.005,0.197,0.001,-0.024,0.005,0.004,0.2,0.429,0.448,-0.01,0.178,0.165,-0.146,0.08,-0.002
"hsa-miR-361-5p",-2.875,0.024,-0.238,-0.015,-0.318,-0.504,-0.108,-0.299,-0.212,-0.207,0.061,-0.02,0.07,-1.98,0.382,0.025,0.24,-0.081,0.015,-0.489
"hsa-miR-361-3p",-1.757,-1.09,0.971,-0.933,1.326,0.6,-1.177,0.499,0.082,0.805,1.119,1.558,-1.63,-1.656,0.627,1,-1.211,0.831,1.133,1.485
"hsa-miR-362-5p",-4.765,-0.133,-0.002,-0.393,0.144,0.186,0.002,-0.071,0.145,0.345,0.383,0.396,-0.354,-0.812,0.756,0.093,0.19,0.364,0.412,0.481
"hsa-miR-362-3p",0.23,0.216,-0.198,0.872,-0.006,0.214,0.392,-0.022,-0.389,-0.106,0.024,-0.071,-0.17,-0.28,0.266,0.578,-0.043,0.273,0.146,-0.121
"hsa-miR-363-5p",-3.533,0.467,-0.357,0.357,1.092,1.198,-1.77,1.083,-1.119,1.649,1.598,1.02,-2.738,-2.881,2.176,1.764,-0.378,1.352,1.162,0.891
"hsa-miR-363-3p",-1.099,-0.243,0.09,0.101,0.146,0.284,0.241,0.296,0.253,-0.063,-0.026,0.015,0.383,-0.798,0.085,-0.015,-0.391,0.354,0.277,0.276
"hsa-miR-365a-5p",0.001,-0.408,0.18,-0.348,-0.405,-0.515,0.448,-0.399,0.195,0.13,-0.177,0.243,-0.374,-0.61,-0.15,0.026,-0.681,-0.044,-0.243,-0.001
"hsa-miR-365a-3p",0.361,-0.026,-0.285,0.123,0.015,0.001,-0.159,0.091,0.105,-0.329,-0.045,-0.013,-0.03,0.659,-0.057,0.056,0.412,-0.224,-0.057,-0.119
"hsa-miR-302b-5p",1.169,-0.3,-0.026,-0.199,-0.406,-0.238,0.051,-0.363,0.035,-0.209,-0.35,-0.038,0.426,0.297,-0.126,0.004,0.629,0.06,-0.004,-0.258
"hsa-miR-302b-3p",0.372,0.011,0.071,-0.088,0.221,-0.008,0.194,0.404,-0.17,-0.115,0.041,-0.037,0.117,0.395,0.099,-0.042,0.122,0.117,-0.422,-0.02
"hsa-miR-302c-5p",0.314,0.112,-0.023,-0.143,-0.321,-0.057,-0.076,-0.001,0.351,-0.018,-0.122,0.344,0.137,0.086,-0.109,-0.009,-0.306,0.314,0.001,-0.121
"hsa-miR-302c-3p",0.474,-0.044,-0.271,0.651,0.182,0.283,0.032,0.205,-0.009,0.076,-0.119,-0.047,0.179,0.409,-0.11,0.129,-0.214,0.009,-0.249,-0.162
"hsa-miR-302d-5p",0.113,0.693,0.235,-0.044,-0.429,-0.024,0.449,0.163,0.238,-0.082,-0.234,0.006,0.54,0.113,-0.082,-0.24,-0.006,-0.148,-0.045,-0.371
"hsa-miR-302d-3p",0.397,-0.008,0.001,0.18,0.261,-0.079,0.289,-0.094,0.102,0.101,-0.185,-0.001,0.118,0.771,0.189,0.021,0.239,-0.197,-0.121,0.071
"hsa-miR-367-5p",0.94,-0.061,0.001,0.372,-0.018,-0.039,0.314,-0.082,-0.005,-0.37,0.369,-0.26,0.219,0.067,-0.29,-0.236,0.163,0.268,-0.015,0.009
"hsa-miR-367-3p",1.573,0.063,0.035,-0.013,0.013,-0.059,0.214,-0.221,0.171,-0.11,-0.139,0.054,-0.086,-0.295,0.097,-0.15,0.12,-0.159,-0.228,-0.018
"hsa-miR-376c-3p",-0.829,-0.714,-0.546,-0.118,-0.284,-0.019,-0.448,-0.345,0.152,0,0.147,-0.166,-0.577,0,0.091,-0.313,-0.494,0.115,0.643,0.45
"hsa-miR-369-5p",0.281,0.651,-0.144,0.22,-0.014,-0.332,0.074,0.045,0.644,0.261,-0.194,-0.093,0.037,-0.361,-0.007,-0.233,0.043,0.083,-0.043,-0.009
"hsa-miR-369-3p",-0.017,0.143,-0.033,0.084,-0.045,-0.129,0.179,-0.113,-0.225,-0.001,-0.259,-0.016,0.249,0.494,-0.045,-0.202,-0.088,-0.006,0.001,0.059
"hsa-miR-370-3p",-2.538,-1.382,0.04,-1.458,0.825,-0.132,-2.197,-1.131,-1.298,0.092,-0.249,0.046,-1.99,-1.842,0.351,-0.254,-1.531,-0.04,1.475,0.416
"hsa-miR-371a-5p",-0.062,-0.079,0.093,0.452,0.133,0.75,0.005,0.255,-0.005,0.47,-0.146,0.247,-0.35,0.164,0.445,-0.047,-0.392,0.244,-0.144,-0.29
"hsa-miR-371a-3p",0.106,-0.022,-0.023,0.054,0.004,0.257,0.644,-0.158,0.056,0.157,0.171,0.397,-0.159,-0.197,0.062,0.066,0.088,-0.004,0.629,-0.036
"hsa-miR-372-3p",-0.56,0.356,-0.206,0.007,-0.396,0.151,0.062,-0.019,-0.007,0.129,-0.097,0.441,-0.35,0.095,0.133,0.471,0.082,0.2,0.17,0.221
"hsa-miR-373-5p",-0.346,-0.335,0.079,-0.048,0.291,0.044,-0.009,0.089,0.009,-0.108,0.216,-0.229,-0.121,-0.016,0.064,-0.074,0.181,0.339,-0.025,-0.105
"hsa-miR-373-3p",1.347,0.029,1.074,-0.185,-0.021,0.05,0.448,-0.102,0.217,-0.195,-0.394,-0.12,-0.011,0.327,-0.088,0.168,-0.174,-0.001,0.617,0.156
"hsa-miR-374a-5p",-0.315,-0.005,-0.349,0.462,0.223,0.632,-0.514,0.205,0.002,0.322,-0.239,0.254,0.26,2.033,1.094,-0.034,-0.002,1.086,0.446,0.719
"hsa-miR-374a-3p",1.29,-0.033,0.308,0.328,-0.312,-0.079,1.011,-0.206,1.473,0.021,0.32,-0.223,0.344,0.034,-0.238,0.136,1.167,0.123,-0.227,-0.049
"hsa-miR-375-3p",0.141,-0.115,0.167,-0.217,0.215,-0.444,0.163,-0.472,-0.019,-0.033,-0.32,-0.352,-0.256,0.833,-0.104,0.019,-0.418,-0.259,-0.14,0.553
"hsa-miR-376a-5p",1.195,0.329,-0.062,0.177,0.073,0.157,0.553,-0.043,-0.002,0.171,-0.126,-0.103,0.091,-0.062,-0.176,-0.102,0.04,-0.154,0.021,-0.197
"hsa-miR-376a-3p",-0.085,0.271,0.027,-0.187,-0.158,-0.042,0.481,-0.133,0.277,-0.035,0.025,-0.154,-0.074,-0.192,-0.101,0.04,0.161,-0.025,-0.095,-0.166
"hsa-miR-377-5p",-0.39,0.556,0.003,-0.295,0.168,-0.124,-0.535,0.219,-0.034,-0.228,-0.493,-0.131,-0.441,-0.462,-0.243,-0.003,-0.144,0.244,0.543,0.299
"hsa-miR-377-3p",-0.028,-0.107,-0.006,0.089,-0.373,-0.082,0.559,0.211,-0.328,-0.158,0.118,-0.092,0.917,0.594,0.061,0.713,0.006,0.411,-0.169,-0.359
"hsa-miR-378a-5p",-4.18,-2.759,-1.297,-1.673,-0.248,0.084,-2.188,0.309,-1.045,0.354,-0.393,-0.071,-4.151,-5.321,0.457,-0.821,-1.775,0.459,0.249,0.205
"hsa-miR-378a-3p",-4.915,0.318,-0.297,-0.369,-0.228,-0.27,-1.062,-0.232,-0.118,0.268,0.196,-0.096,-0.686,-6.285,0.332,0.169,0.315,0.079,0.011,-0.011
"hsa-miR-379-5p",-1.42,-0.736,-0.854,-0.999,0.709,-0.498,-1.363,-1.319,-1.195,-0.015,0.281,0.015,-1.379,-1.564,0.289,-0.313,0.495,-0.109,1.507,0.92
"hsa-miR-379-3p",0.349,0.329,-0.128,0.03,-0.005,0.016,-0.136,-0.019,0.002,-0.002,0.026,-0.227,0.41,0.79,-0.228,0.198,-0.186,0.148,-0.141,-0.033
"hsa-miR-380-5p",0.607,0.67,0.187,0.324,-0.002,-0.314,0.075,-0.12,0.378,0.09,-0.295,-0.271,1.128,0.255,-0.571,0.273,-0.107,-0.076,-0.36,0.064
"hsa-miR-380-3p",0.327,0.289,-0.031,0.244,0.163,-0.187,-0.173,0.086,0.006,-0.156,0.006,0.124,-0.107,-0.043,-0.006,-0.241,-0.037,-0.043,-0.13,0.01
"hsa-miR-381-3p",-0.691,-0.155,0.198,-0.175,-0.042,-0.172,0.03,0.057,0.266,0.085,-0.063,-0.121,-0.195,0.007,-0.106,-0.303,-0.17,-0.007,0.348,-0.06
"hsa-miR-382-5p",-3.281,-2.45,-0.148,-0.773,1.822,0.012,-2.874,-1.336,-2.715,0.219,-0.012,-0.146,-3.206,-3.074,0.583,0.574,-1.189,-0.087,1.449,0.908
"hsa-miR-383-5p",-1.23,0.299,-0.455,0.38,0.68,0.182,-0.253,0.396,0.024,0.176,0.161,-0.365,-0.107,-0.788,-0.062,0.645,0.031,-0.024,-0.254,-0.175
"hsa-miR-340-5p",0.611,-0.361,-0.279,0.163,-0.002,-0.178,0.598,0.013,-0.194,-0.15,0.155,0.178,-0.515,-0.086,0.249,0.002,0.016,0.654,0.241,0.16
"hsa-miR-340-3p",0.029,-0.114,-0.014,0.268,-0.017,-0.061,0.003,0.024,0.297,0.261,-0.003,0.1,1.017,-0.179,0.061,-0.118,0.106,-0.147,0.114,0.255
"hsa-miR-330-5p",0.204,-0.126,0.613,-0.599,0.428,0.886,-0.552,0.876,0.114,1.256,0.728,1.046,-0.276,-0.558,1.528,-0.126,-0.809,1.394,0.661,0.298
"hsa-miR-330-3p",-3.626,-1.059,-0.69,-1.049,0.615,0.071,-0.073,0.569,-0.597,0.626,0.838,1.023,-3.543,-4.089,1.265,-0.015,-0.259,0.635,0.649,0.747
"hsa-miR-328-3p",-3.589,-0.307,0.95,-2.018,0.928,0.685,-3.751,1.287,-0.149,1.166,0.498,1.284,-2.539,-3.678,1.195,0.317,-1.006,0.997,0.572,0.742
"hsa-miR-342-5p",-3.843,0.552,0.645,0.267,0.639,0.157,-1.229,-0.038,-0.186,0.174,0.373,0.013,-1.615,-3.846,0.368,0.804,0.03,-0.013,0.039,0.21
"hsa-miR-342-3p",-0.066,0.162,0.255,0.44,0.415,0.01,-0.142,-0.29,-0.361,0.018,-0.15,-0.073,-0.106,-1.316,-0.122,-0.64,-0.469,0.029,0.054,-0.01
"hsa-miR-337-5p",-0.328,0.041,-0.192,-0.546,-0.664,-0.302,-0.625,-0.142,-0.13,-0.386,-0.772,0.193,1.013,-0.121,0.118,-0.468,0.349,0.013,-0.013,0.792
"hsa-miR-337-3p",-0.257,0.32,-0.535,-0.024,-0.138,0.048,-0.1,0.012,-0.134,-0.058,0.027,0.213,0.123,2.122,-0.068,-0.012,-0.056,0.071,0.343,-0.039
"hsa-miR-323a-5p",0.225,-0.125,0.027,0.034,0.094,0.244,-0.061,0.014,-0.14,-0.024,0.181,0.046,0.89,0.302,-0.021,-0.386,0.014,0.088,-0.155,-0.321
"hsa-miR-323a-3p",-0.454,0.028,0.037,-0.494,-0.31,-0.484,0.237,0.237,0.201,-0.013,0.086,0.102,1.036,-0.405,0.034,-0.492,0.265,-0.28,-0.106,-0.079
"hsa-miR-326",-1.415,-0.634,0.034,-0.824,0.769,-0.121,-1.559,-0.224,-0.728,0.907,0.062,0.734,-1.557,-1.161,0.907,-1.254,-1.545,0.59,0.773,0.876
"hsa-miR-151a-5p",-0.047,0.087,0.06,-0.067,0.129,-0.174,-0.035,-0.157,-0.168,0.149,0.252,0.081,0.392,-0.419,0.378,0.237,0.277,0.264,0.035,0.225
"hsa-miR-151a-3p",-5.531,0.253,-0.049,0.277,-0.076,-0.16,0.562,-0.134,-0.103,0.18,0.157,0.049,1.132,-3.506,0.127,0.202,0.507,0.212,0.084,0.231
"hsa-miR-135b-5p",-0.057,0.04,0.178,0.134,-0.148,-0.038,0.057,0.211,0.323,-0.123,-0.012,0.183,-0.207,0.24,-0.154,-0.054,0.262,0.014,0.012,-0.106
"hsa-miR-135b-3p",0.135,0.116,-0.155,-0.258,-0.017,-0.108,0.035,-0.212,0.092,0.078,0.033,-0.225,-0.188,-0.007,-0.162,-0.079,0.148,-0.173,-0.111,-0.155
"hsa-miR-148b-5p",0.004,0.397,-0.391,-0.073,0.064,-0.087,0.027,-0.183,-0.307,0.351,0.498,0.71,-0.3,0.072,-0.062,-0.058,0.308,0.02,0.215,0.18
"hsa-miR-148b-3p",-4.06,-1.954,-1.224,-0.71,-0.206,0.376,-3.895,0.855,-0.869,-0.099,0.123,0.69,-3.456,-4.556,0.978,0.062,-3.494,0.993,0.56,0.861
"hsa-miR-331-5p",-6.912,-0.628,0.104,-0.668,0.327,0.502,-2.232,0.083,0.004,0.563,0.662,0.506,-2.384,-6.721,0.767,0.693,-0.004,0.396,0.417,0.286
"hsa-miR-331-3p",-6.563,-0.457,0.985,-0.068,0.76,0.92,0.385,0.724,-0.024,0.56,0.663,0.637,-0.705,-1.316,0.713,0.495,-0.531,0.489,0.024,0.448
"hsa-miR-324-5p",-1.94,-0.003,0.391,-0.084,0.223,0.306,-0.001,0.237,0.038,0.2,0.176,0.187,-0.517,-0.043,0.389,0.001,-0.065,0.05,0.014,0.141
"hsa-miR-324-3p",-1.218,-0.143,0.397,-0.014,0.547,0.802,0.553,0.353,0.338,0.166,0.075,0.389,-0.996,-1.532,0.075,-0.312,-0.552,0.014,0.281,0.285
"hsa-miR-338-5p",-1.466,-1.142,-0.481,-1.545,0.271,-0.505,-1.81,-0.27,-0.514,0.266,0.191,0.632,-1.727,-1.264,-0.11,-0.01,0.565,0.888,0.989,0.01
"hsa-miR-338-3p",1.421,-0.201,0.007,-0.144,-0.174,-0.231,0.242,-0.113,-0.06,-0.198,0.107,0.116,0.052,0.063,0.096,0.51,-0.056,-0.007,-0.049,-0.212
"hsa-miR-339-5p",-5.962,-1.305,-0.151,0.062,0.615,0.661,0.287,0.707,-1.138,0.588,-0.181,0.149,-0.873,-1.117,1.173,-0.134,-2.253,0.413,0.467,-0.062
"hsa-miR-339-3p",-5.386,0.371,0.059,0.323,0.146,0.202,-0.623,-0.2,-0.047,0.216,0.311,-0.176,-0.277,-4.179,0.511,0.406,0.378,0.287,0.07,0.047
"hsa-miR-335-5p",-1.482,-1.283,-1.193,-0.238,1.125,0.734,-0.375,-1.342,-0.964,0.067,1.127,0.814,-0.892,-0.617,0.101,-0.067,-0.611,1.294,-0.247,0.911
"hsa-miR-335-3p",0.424,0.33,-0.135,0.149,-0.326,-0.149,0.227,-0.203,-0.239,0.356,-0.037,0.301,-0.341,1.011,-0.055,0.058,-0.176,-0.254,0.192,-0.022
"hsa-miR-133b",-0.358,0.019,-0.095,-0.271,-0.196,-0.069,-0.035,-0.261,0.336,-0.019,-0.119,0.028,-0.069,0.345,0.023,0.095,0.69,-0.23,-0.178,-0.237
"hsa-miR-325",0.108,0.643,0.106,0.049,-0.293,0.064,-0.104,0.033,1.883,0.107,0.005,-0.026,-0.066,-0.053,-0.111,0.006,0.108,0.688,-0.028,-0.002
"hsa-miR-345-5p",-6.037,-0.353,0.293,-0.229,1.047,1.239,-0.738,0.544,0.552,0.919,0.731,0.837,-1.967,-4.932,1.55,0.229,-0.252,0.994,1.248,0.683
"hsa-miR-346",-2.53,-2.613,-1.17,-2.531,1.2,1.598,-2.828,1.058,-1.048,0.987,0.899,0.272,-2.958,-2.001,0.49,0.882,-1.29,0.417,0.568,0.702
"hsa-miR-384",1.091,-0.138,0.179,0.07,-0.086,-0.079,0.097,0.006,-0.11,-0.159,-0.356,-0.292,-0.087,0.35,-0.011,0.099,0.205,-0.006,0.181,-0.037
"hsa-miR-196b-5p",-2.434,-3.32,-2.17,-1.863,-0.098,0.098,-2.413,-0.371,-1.958,-0.618,0.317,0.511,-2.343,-3.09,-0.917,0.128,-2.591,0.552,0.679,0.882
"hsa-miR-196b-3p",-0.248,-0.689,0.768,-0.521,-0.019,-0.046,-0.949,0.091,0.086,0.017,-0.017,-0.439,-0.42,-0.811,0.081,-0.76,-0.478,-0.39,0.053,0.454
"hsa-miR-422a",-6.889,-0.949,-0.655,-0.233,-0.015,-0.348,-2.321,0.015,-1.179,0.273,0.398,-0.18,-5.187,-6.849,0.025,0.328,-0.369,0.266,-0.336,0.469
"hsa-miR-423-5p",-0.715,1.131,0.348,0.609,0.435,0.116,0.036,0.086,-0.388,0.583,0.669,-0.007,-0.386,-1.446,0.471,0.681,0.389,-0.304,0.007,-0.222
"hsa-miR-423-3p",-1.656,-0.466,0.737,-0.488,0.372,0.682,0.528,0.96,0.152,0.492,0.224,0.587,-0.639,-1.171,0.685,-0.152,-0.393,0.659,0.631,0.232
"hsa-miR-424-5p",0.372,-0.145,-0.293,-0.427,0.421,0.396,-0.268,0.578,0.215,0.143,-0.036,0.167,-0.009,-0.13,0.803,-0.046,0.009,0.967,1.024,-0.344
"hsa-miR-424-3p",-4.669,-0.717,0.126,-0.476,0.306,0.671,-0.319,1.576,0.185,1.231,0.462,1.044,-1.002,-4.062,0.887,0.429,-0.126,1.034,0.888,0.774
"hsa-miR-425-5p",-0.046,0.016,0.074,0.04,0.127,0.203,0.242,-0.008,-0.005,0.06,0.013,-0.084,0.052,0.246,0.005,-0.355,-0.107,0.041,0.084,-0.016
"hsa-miR-425-3p",-3.498,-0.553,0.346,-0.4,0.953,1.037,-2.179,1.014,-0.033,0.933,0.676,1.017,-1.515,-2.281,1.445,0.407,-0.504,1.127,1.132,0.721
"hsa-miR-18b-5p",-0.567,0.536,0.076,0.362,-0.222,-0.009,0.643,-0.047,0.285,-0.087,0.009,0.387,1.075,-0.732,0.175,0.319,0.12,0.086,-0.099,0.182
"hsa-miR-18b-3p",0.06,-0.121,-0.078,0.129,-0.175,-0.259,1.155,-0.137,-0.147,0.212,0.076,-0.268,0.443,0.838,0.137,0.429,0.317,0.02,-0.078,-0.33
"hsa-miR-20b-5p",-0.395,-0.007,-0.059,-0.039,-0.063,0.028,-0.053,0.007,0.099,0.124,0.025,0.179,-0.041,0.23,0.322,0.1,0.117,0.131,0.182,0.093
"hsa-miR-20b-3p",-1.706,-1.392,-0.289,0.127,0.302,1.104,-1.329,1.048,0.114,0.922,0.849,1.025,-1.436,-2.134,1.498,0.312,-0.114,1.542,1.447,1.05
"hsa-miR-448",0.116,0.087,0.328,0.257,0.037,-0.064,0.094,-0.018,-0.014,-0.011,0.147,0.182,-0.042,0.697,-0.273,-0.06,-0.198,0.011,-0.064,0.041
"hsa-miR-429",0.179,-0.135,-0.41,0.323,-0.166,-0.421,0.227,-0.371,-0.093,-0.209,-0.201,-0.01,0.058,0.01,-0.229,-0.113,0.138,-0.436,-0.273,0.194
"hsa-miR-449a",-0.332,0.185,0.055,-0.013,-0.02,-0.305,0.024,0.087,-0.367,0.215,-0.288,0.02,-0.171,-0.044,0.013,0.281,-0.034,0.038,-0.273,0.078
"hsa-miR-450a-5p",0.077,-0.138,0.232,-0.099,-0.308,0.065,0.36,0.054,0.059,-0.054,-0.039,0.145,-0.044,0.047,0.133,0.327,0.043,-0.026,-0.006,0.316
"hsa-miR-431-5p",-1.04,-0.076,0.022,-0.635,1.386,-0.057,-0.864,-0.49,0.314,0.712,-0.629,-0.022,-0.338,-0.797,0.48,-0.462,-0.252,0.364,1.022,0.231
"hsa-miR-431-3p",0.174,-0.02,0.423,-0.158,0.633,-0.472,0.02,-0.214,0.059,-0.139,-0.219,-0.159,0.385,-0.393,0.066,-0.177,-0.214,0.245,0.318,-0.213
"hsa-miR-433-3p",0.074,-0.478,0.322,-0.593,2.168,-0.47,-0.894,-0.452,-0.931,-0.237,-0.267,-0.036,-1.351,-1.472,0.036,0.806,-0.757,-0.215,1.929,0.076
"hsa-miR-329-3p",0.149,-0.046,-0.577,-0.156,-0.175,-0.299,1.027,-0.037,-0.161,-0.273,0.083,-0.302,0.037,0.114,0.313,-0.244,-0.158,-0.111,0.224,-0.16
"hsa-miR-451a",0.732,-0.121,0.241,0.144,0.157,0.427,0.411,0.354,0.296,0.184,0.126,-0.135,0.267,0.686,-0.269,-0.451,-0.001,-0.035,0.001,-0.163
"hsa-miR-452-5p",-0.1,-0.002,0.229,-0.246,-0.098,-0.294,-0.054,0.063,0.131,-0.394,-0.264,0.008,0.346,-0.181,-0.635,-0.36,-0.49,-0.474,0.028,0.002
"hsa-miR-452-3p",-0.113,0.134,-0.008,-0.048,-0.001,0.025,-0.139,0.213,0.351,0.444,-0.255,0.035,0.312,0.362,0.101,0.139,-0.017,0.074,-0.276,-0.202
"hsa-miR-409-5p",-0.096,-0.261,-0.151,-0.121,0.235,-0.344,-0.759,-0.226,0.424,-0.283,-0.493,-0.058,-0.338,0.637,-0.172,0.058,0.961,-0.066,0.855,0.437
"hsa-miR-409-3p",-4.627,-2.332,-0.129,-0.788,1.298,0.015,-2.917,-0.944,-1.536,0.033,-0.084,0.154,-4.399,-2.86,0.467,-0.015,-0.617,-0.394,1.309,0.703
"hsa-miR-412-3p",2.308,1.609,0.599,0.015,-0.104,0.127,0.702,-0.486,0.059,0.467,0.041,-0.015,2.296,-0.436,-0.198,0.07,1.194,-0.13,-0.039,0.174
"hsa-miR-410-3p",0.304,-0.22,-0.257,-0.035,0.09,0.19,-0.057,-0.284,0.06,-0.013,0.03,0.206,0.013,-0.175,-0.285,0.219,-0.338,-0.191,-0.139,0.356
"hsa-miR-376b-3p",0.006,-0.186,-0.098,0.137,-0.187,-0.09,0.113,-0.045,0.104,0.103,-0.079,-0.293,0.102,0.201,-0.003,-0.049,0.104,0.058,0.123,-0.221
"hsa-miR-483-5p",-1.37,-0.885,0.22,1.069,0.457,0.126,-0.842,-0.449,-1.057,1.009,0.521,-0.833,-0.547,-0.676,-0.126,-0.667,-0.828,0.357,0.137,-0.519
"hsa-miR-483-3p",0.125,0.057,0.222,-0.572,-0.325,-0.008,0.457,-0.419,0.452,0.396,0.159,-0.207,1.162,0.853,0.858,-0.304,-0.46,0.008,0.138,0.188
"hsa-miR-484",-6.17,-0.438,0.861,-0.596,0.277,0.269,-0.045,0.415,0.112,0.331,0.346,0.551,-1.52,-1.765,0.278,0.045,-1.413,0.199,0.069,0.39
"hsa-miR-485-5p",-0.457,-0.17,0.01,-0.469,1.727,0.333,-0.094,-0.497,-0.304,0.465,-0.366,-0.058,-0.676,-0.679,-0.01,0.01,-0.141,-0.071,1.319,0.218
"hsa-miR-485-3p",-0.792,-0.631,1.313,-0.281,1.13,1.086,-0.578,-0.149,0.207,0.395,-0.262,0.802,-0.461,-0.359,0.301,-0.13,-0.281,1.155,0.971,0.769
"hsa-miR-486-5p",-0.011,-0.12,0.314,-0.291,0.313,0.253,0.011,0.245,0.23,0.34,-0.02,0.292,0.029,-0.2,0.123,-0.023,-0.042,0.196,0.188,0.178
"hsa-miR-486-3p",-2.774,-0.922,-1.794,1.228,0.461,1.026,-0.875,2.145,1.361,1.731,0.973,1.527,-1.433,-2.717,-1.041,2.053,0.881,1.463,1.168,0.389
"hsa-miR-487a-3p",-0.462,-0.35,-0.02,-0.198,0.869,0.02,-0.031,-0.739,-0.438,-0.128,-0.179,-0.368,0.089,-0.546,0.138,-0.436,-0.402,0.11,0.173,0.071
"hsa-miR-488-5p",0.253,0.89,-0.003,0.545,-0.128,0.106,0.513,-0.026,0.754,0.165,0.046,-0.243,-0.322,2.16,-0.026,0.051,-0.141,-0.102,-0.017,-0.143
"hsa-miR-488-3p",0.255,-0.21,0.33,0.461,-0.033,0.207,1.353,0.095,0.105,0.03,0.263,-0.138,0.274,-0.039,0.231,-0.023,-0.028,-0.258,0.026,-0.174
"hsa-miR-489-3p",-0.008,0.006,-0.111,0.033,-0.316,-0.299,0.297,-0.006,0.082,0.06,0.072,-0.161,-0.473,0.534,-0.489,0.275,-0.073,-0.395,-0.133,-0.229
"hsa-miR-490-5p",-0.526,0.55,-0.135,-0.568,-0.293,0.102,-0.623,-0.461,-0.167,0.035,-0.361,0.716,-0.33,-0.409,0.237,-0.113,-0.035,-0.241,0.153,0.096
"hsa-miR-490-3p",0.153,-0.034,-0.133,-0.236,-0.022,0.149,-0.015,-0.203,0.591,-0.022,-0.114,0.338,0.745,-0.139,-0.031,0.015,0.221,-0.155,-0.088,0.142
"hsa-miR-491-5p",-4.041,-0.452,0.173,-1.994,0.581,0.688,-4.705,1.082,0.067,1.107,0.879,1.746,-4.705,-5.059,1.542,0.832,-0.442,1.28,1.107,1.131
"hsa-miR-491-3p",0.733,0.118,0.194,-0.127,0.217,0.138,0.014,-0.407,-0.244,0.591,-0.118,0.091,-0.307,0.055,0.031,0.183,-0.23,0.318,0.323,-0.159
"hsa-miR-511-5p",0.835,0.302,0.012,0.133,-0.138,0.189,-0.009,-0.23,-0.025,-0.369,-0.255,0.165,0.436,-0.149,0.048,-0.181,0.078,-0.002,-0.203,0.031
"hsa-miR-146b-5p",-5.21,-1.331,-0.312,-0.173,0.009,-0.417,-3.347,-0.58,-1.144,-0.032,-0.009,0.451,-3.333,-6.28,0.026,0.152,-0.919,0.454,0.029,0.638
"hsa-miR-146b-3p",-0.397,-0.013,0.198,-0.937,0.539,0.378,-0.186,-0.539,-0.361,-0.387,-0.548,0.73,-0.408,-0.491,-0.019,-0.545,0.013,-0.025,0.329,0.358
"hsa-miR-202-5p",0.326,-0.139,0.011,1.215,-0.174,-0.059,2.193,-0.156,-0.672,0.082,0.035,-0.011,-0.05,-0.121,-0.528,-0.117,0.524,0.032,-0.021,-0.112
"hsa-miR-202-3p",-0.825,-1.082,0.401,0.621,0.581,0.424,-0.416,-0.116,0.035,0.403,0.568,0.21,-1.208,-0.093,1.46,1.41,-0.198,0.268,1.035,1.692
"hsa-miR-492",0.395,-0.151,-0.044,0.173,0.02,-0.042,0.114,-0.058,-0.315,-0.111,-0.02,-0.149,0.116,0.435,-0.147,-0.152,0.033,0.391,-0.111,0.326
"hsa-miR-493-5p",0.361,0.243,0.266,0.035,-0.063,0.013,-0.35,0.087,0.523,-0.059,-0.013,-0.041,0.549,0.321,-0.185,0.044,0.064,-0.199,-0.027,-0.056
"hsa-miR-493-3p",-0.52,-0.199,-0.284,-0.403,0.633,0.291,-0.428,-0.324,-0.264,0.098,-0.395,-0.114,-0.372,-0.214,0.106,-0.339,-0.098,0.381,0.528,0.965
"hsa-miR-432-5p",-4.339,-2.966,0.059,-1.603,1.571,-0.227,-3.398,-1.611,-1.803,0.366,-0.059,-0.139,-4.425,-4.191,0.77,0.52,-0.564,-0.238,1.288,0.664
"hsa-miR-432-3p",0.332,-0.242,-0.007,-0.372,-0.225,0.477,-0.558,0.025,-0.212,0.449,0.13,0.153,-0.059,-0.059,0.425,0.477,0.026,0.355,-0.009,0.105
"hsa-miR-494-3p",-3.496,-1.615,-0.659,-1.128,1.42,0.576,-3.696,-0.345,-1.184,0.074,-0.544,-0.187,-2.778,-1.544,0.836,-0.403,-0.074,0.675,1.628,0.88
"hsa-miR-495-3p",0.081,-0.151,-0.002,-0.471,-0.048,0.213,0.025,-0.447,-0.095,-0.152,-0.451,-0.02,-0.611,-0.208,-0.02,0.083,-0.099,0.002,0.416,0.222
"hsa-miR-496",0.118,0.235,0.029,0.126,-0.124,-0.255,0.752,0.178,0.26,-0.085,0.021,0.07,1.37,-0.27,-0.458,0.018,0.334,-0.35,-0.072,-0.018
"hsa-miR-193b-5p",-0.37,-0.633,0.103,-0.566,0.105,0.127,-1.405,-0.43,-1.055,-0.349,-0.009,0.009,-1.503,-0.987,0.253,0.353,-0.017,-0.143,-0.195,0.309
