"","GSM867220","GSM867221","GSM867222","GSM867223","GSM867224","GSM867225","GSM867226"
"hsa-miR-300",2.79558,2.50725,3.19641,2.81499,4.11683,4.44324,4.35039
"hsa-miR-656",2.23443,2.71832,2.32882,3.2952,4.36752,4.56537,4.62295
"hsa-miR-1249",2.99817,3.62617,4.0544,4.3478,3.28164,2.1982,3.51756
"hsa-miR-1294",4.26025,4.51011,5.27839,3.01174,2.57177,2.52786,1.84601
"hsa-miR-377",2.66054,3.08264,3.51236,4.4558,3.83191,3.25382,3.17149
"hsa-miR-520c",5.61986,5.08661,4.17747,2.9214,2.26629,1.97017,1.85965
"hsa-miR-614",2.95737,1.77765,1.36715,1.99786,5.11113,4.80527,5.87607
"hsa-miR-519b",4.79259,5.4704,4.42402,5.20873,1.26894,1.20105,1.51983
"hsa-miR-431",2.20593,2.71832,2.29021,1.70055,4.38106,4.52775,6.03555
"hsa-miR-1244 ",5.33685,5.96776,3.92187,3.20303,1.81651,2.02908,1.57479
"hsa-miR-566",1.59314,3.4114,1.72835,2.16407,4.86027,4.40794,5.62931
"hsa-miR-619",3.16166,3.39524,2.84164,2.89301,4.02132,3.50763,3.919
"hsa-miR-628",3.89914,4.80073,4.43143,3.40579,3.12187,2.13801,1.93439
"hsa-miR-129-2 ",2.55099,2.3543,2.06077,2.91211,3.91294,4.47494,5.42592
"hsa-miR-298",3.40071,3.6362,4.47697,4.44917,2.21632,2.571,2.94078
"hsa-miR-1274a",3.69513,3.48251,2.68128,2.27983,4.0165,3.5533,3.91547
"hsa-miR-873",4.14761,4.26171,2.4879,2.74001,3.13062,3.64305,3.20485
"hsa-miR-520a",2.50035,2.78958,2.36261,3.38041,4.2892,3.85451,4.42027
"hsa-miR-373",2.36593,3.00185,5.09994,3.90064,3.5792,3.06382,2.57547
"hsa-miR-122",2.47706,2.97383,1.97515,2.98054,4.06969,4.33927,4.76422
"hsa-miR-642",3.16468,3.64963,2.81074,2.70129,4.21057,3.38072,3.65959
"hsa-miR-1197",1.97191,2.66633,3.5612,2.40367,4.10693,4.18203,4.60876
"hsa-miR-369",3.05927,2.11039,2.16865,2.65482,4.134,4.25527,5.09926
"hsa-miR-616",1.85419,2.8385,2.3589,2.17933,4.42403,4.72569,4.99553
"hsa-miR-1286",1.86327,2.57441,3.52384,3.10594,3.46437,4.27714,4.55693
"hsa-miR-609",2.35277,1.58186,1.63126,1.49375,4.82526,5.0802,6.3661
"hsa-miR-450b",3.36498,4.8734,4.07503,4.04168,2.5946,2.52709,1.84775
"hsa-miR-542",4.08354,1.97247,4.03599,3.79629,3.06302,3.35581,2.99866
"hsa-miR-523",5.47241,5.90111,3.52189,4.22314,1.25539,1.52554,1.40176
"hsa-miR-517",4.05554,4.32294,2.7242,3.84377,2.62682,2.43864,3.27147
"hsa-miR-662",3.51287,3.43286,3.61395,3.07419,2.88329,3.25634,3.50205
"hsa-miR-1298",3.08264,2.94925,3.46522,2.21076,3.73781,3.6178,4.18842
"hsa-miR-887",2.52228,3.04065,3.08266,2.77875,3.61736,4.63631,3.54136
"hsa-miR-326",2.99606,2.53576,1.75403,2.67501,4.15411,4.35926,4.66163
"hsa-miR-148a",2.14557,2.36728,1.76341,2.2749,5.01014,4.44891,5.12438
"hsa-miR-519c",5.80583,5.32126,3.74136,4.27438,1.30615,1.1148,1.5665
"hsa-miR-518d",5.51685,4.68679,3.77849,3.08063,2.00353,1.95703,2.09244
"hsa-miR-526a-1 ",5.17712,4.81123,4.77968,2.89366,1.66891,1.6093,2.14102
"hsa-miR-124-3 ",2.2398,2.05853,2.16371,2.95972,4.3814,4.28064,4.93701
"hsa-miR-563",1.79145,1.49633,3.40823,3.49158,3.81039,4.10138,4.86817
"hsa-miR-1274b",4.32917,2.70679,1.9843,1.49934,4.06593,3.86333,4.49496
"hsa-miR-518a-1 ",3.82657,3.96575,2.40383,1.93803,3.14781,2.87283,4.7502
"hsa-miR-490",2.18807,2.71125,2.42297,4.32994,3.67328,3.98592,3.59298
"hsa-miR-297",2.39868,1.80115,7.08001,6.36113,1.43453,1.71776,1.97343
"hsa-miR-372",3.32514,3.8382,2.99077,4.06711,3.03128,2.41688,2.94701
"hsa-miR-1266",3.69482,3.39583,2.92936,3.90753,3.67209,2.52234,2.47616
"hsa-miR-135b",4.65608,4.67437,3.52626,4.42841,1.73696,1.97498,1.58705
"hsa-miR-493",2.55859,2.48236,3.59032,3.27036,4.03939,2.84485,3.7918
"hsa-miR-518e",4.3805,5.40583,2.76699,5.33233,1.48766,1.37713,1.5798
"hsa-miR-664",3.82377,3.53145,4.77189,3.99405,2.02302,2.68517,1.49547
"hsa-miR-379",2.03549,2.87726,1.85664,1.54325,4.05734,4.74914,5.18568
"hsa-miR-548c",3.28664,4.11671,4.69515,2.46675,2.47652,2.73389,2.48778
"hsa-miR-526b",4.97205,5.55853,2.35283,2.68759,2.10035,2.74028,1.8206
"hsa-miR-1291",3.71609,2.41127,3.1078,2.63951,3.56687,3.28213,3.43797
"hsa-miR-1278",4.39725,2.89754,3.12704,2.18073,3.30596,3.86692,2.3169
"hsa-miR-506",1.93716,1.51126,2.42301,1.67544,5.40955,5.52219,3.60479
"hsa-miR-1270",4.27098,5.28325,3.84577,4.2285,1.31658,1.16013,1.90732
"hsa-miR-519a-1 ",5.74532,5.13813,3.57679,3.20247,1.4494,1.48393,1.35831
"hsa-miR-1267",2.82467,3.76431,2.98294,3.8486,2.6032,2.23678,3.69136
"hsa-miR-663b",2.75954,4.70768,3.45319,4.14271,2.89075,1.98366,1.9211
"hsa-miR-515-1 ",4.31007,4.45732,1.68333,3.3729,2.78094,3.13905,2.07735
"hsa-miR-518b",4.58687,3.78342,3.32643,2.58847,2.39349,2.15598,2.96976
"hsa-miR-433",1.99153,2.44653,2.44387,2.59866,3.97694,4.1718,4.09203
"hsa-miR-1233 ",2.10667,2.87723,1.35918,2.55119,4.06654,4.29576,4.43092
"hsa-miR-598",2.45206,3.05117,1.93511,1.81546,4.23102,3.44096,4.73321
"hsa-miR-487a",3.9444,1.77945,2.89623,2.861,3.14182,3.70865,3.28239
"hsa-miR-892a",1.51383,2.43537,1.4867,2.14161,4.65552,4.62646,4.73051
"hsa-miR-127",1.70465,2.24325,3.1187,2.79954,3.17005,4.17215,4.37574
"hsa-miR-1182",3.00405,3.8127,4.92921,4.28752,1.97751,2.18354,1.36132
"hsa-miR-802",4.13018,3.65479,1.8162,3.08788,3.50417,2.96434,2.34704
"hsa-miR-198",2.87567,3.66516,3.94776,5.30745,2.06971,1.71833,1.88454
"hsa-miR-200a",1.96671,3.50766,1.89725,1.80319,3.97813,3.72602,4.55865
"hsa-miR-891b",2.7476,3.19626,1.92525,2.48414,4.35929,2.35384,4.36153
"hsa-miR-608",2.11675,2.28048,5.42947,3.66846,2.6234,2.86113,2.32408
"hsa-miR-516a-1 ",3.74126,4.19893,4.19025,3.69031,1.96301,1.6013,1.90735
"hsa-miR-454",2.74992,2.165,2.24095,2.48282,3.89239,3.61413,4.14337
"hsa-miR-380",2.29219,3.23662,2.17366,2.07588,3.83847,3.28161,4.3189
"hsa-miR-518c",4.6929,4.64199,3.85941,3.0723,1.66746,1.34305,1.92856
"hsa-miR-582",3.06025,2.01906,2.73492,2.20845,3.22897,3.61413,4.31495
"hsa-miR-1306",4.00261,1.37565,3.4944,4.03444,3.00199,2.69567,2.5496
"hsa-miR-524",3.7239,3.15965,1.98425,2.14415,3.49372,3.48711,3.14351
"hsa-miR-134",3.46583,3.87146,2.89264,3.37467,2.5697,2.41564,2.50188
"hsa-miR-216b",3.78733,4.27579,3.5083,2.30867,2.11392,2.20742,2.80513
"hsa-miR-520d",3.50878,4.3497,2.54956,2.65011,2.77103,1.86805,3.22375
"hsa-miR-1273",2.10667,2.21901,4.31395,3.33486,2.58018,3.57315,2.75049
"hsa-miR-765",3.49606,2.41523,6.01399,4.59268,1.38725,1.40778,1.55031
"hsa-miR-543",3.16361,2.76541,2.77919,2.77635,3.06958,3.16183,3.03742
"hsa-miR-133b",2.78297,2.38857,2.21422,2.79846,2.99271,3.31025,4.25895
"hsa-miR-146b",3.26061,3.52009,2.1586,3.79046,2.55277,2.83263,2.61671
"hsa-miR-567",3.29129,2.25102,2.62064,1.68102,3.0728,2.94513,4.84649
"hsa-miR-1288",2.18757,2.08179,3.12632,3.37062,3.43802,3.18589,3.29441
"hsa-miR-381",2.83033,2.84288,3.51456,3.36429,3.40662,2.37731,2.34088
"hsa-miR-196b",3.71117,4.79926,2.74588,3.95078,2.08638,1.80018,1.53209
"hsa-miR-556",3.26426,3.12911,1.52353,2.35209,3.35541,2.74249,4.16162
"hsa-miR-920",1.95032,2.55686,5.94058,5.87996,1.28843,1.45552,1.43094
"hsa-miR-562",1.59218,2.21255,2.39246,1.56647,3.66745,4.05027,4.96352
"hsa-miR-548d-2 ",2.22943,2.0024,1.59059,1.71502,3.91036,4.36201,4.51673
"hsa-miR-888",2.03457,2.72113,2.91081,1.69299,3.79654,2.67038,4.38218
"hsa-miR-892b",1.60819,2.39493,1.27007,1.65429,4.34479,4.36175,4.53949
"hsa-miR-219-1 ",1.97147,2.16552,1.47334,1.90127,3.71997,3.91768,5.00178
"hsa-miR-133a-1 ",2.68025,2.92121,1.78363,1.79865,3.08597,3.35809,4.43267
"hsa-miR-591",2.55148,2.74987,3.36399,2.73362,2.72977,3.05776,2.85323
"hsa-miR-583",2.30166,3.13706,5.24408,2.86749,2.03637,1.67541,2.77184
"hsa-miR-600",2.05408,3.29752,2.16857,2.66858,3.22926,3.09128,3.51194
"hsa-miR-1264",2.1288,3.60445,2.39213,3.97875,3.53835,2.39924,1.89309
"hsa-miR-1183",2.90039,2.27077,4.30494,5.51501,1.76906,1.77188,1.39899
"hsa-miR-1324",2.64033,1.98309,2.02583,2.55275,3.09146,3.82083,3.80778
"hsa-miR-1203",1.96671,2.39488,2.46331,3.48007,3.72389,2.78681,3.10532
"hsa-miR-559",3.30424,3.16258,2.50414,3.73613,2.34117,1.99794,2.86924
"hsa-miR-548b",3.7823,1.9392,1.45432,2.37685,3.81974,2.73241,3.73337
"hsa-miR-889",3.86574,2.04618,2.27877,1.89063,2.63174,3.17756,3.93926
"hsa-miR-655",1.7738,2.78124,3.20015,3.90703,2.55036,2.00625,3.59298
"hsa-miR-555",1.67447,2.04097,3.55468,3.63173,2.76008,2.67045,3.43888
"hsa-miR-513c",2.88526,2.25592,2.27352,3.03345,3.48811,4.18542,1.60513
"hsa-miR-632",1.5809,2.27457,2.56431,1.5301,4.11248,3.7281,3.92475
"hsa-miR-184",4.03136,2.53937,5.03284,2.79865,1.50811,1.52258,2.22185
"hsa-miR-1279",2.50952,1.88687,1.47452,1.99786,2.94146,3.58307,5.22506
"hsa-miR-499",1.56889,1.79122,1.48361,1.82942,4.04698,3.99179,4.89942
"hsa-miR-519e",2.40676,2.93229,1.96122,3.48527,3.19163,3.1344,2.45719
"hsa-miR-890",3.14994,4.70876,3.33237,3.22431,1.3675,2.12803,1.61724
"hsa-miR-1247",2.36742,2.86266,3.89545,4.01175,2.25033,2.55055,1.55581
"hsa-miR-624",2.44109,2.15893,2.26074,2.00401,3.81306,3.70137,3.09467
"hsa-miR-1201",1.51174,3.18037,3.527,2.80626,2.71617,3.16879,2.54363
"hsa-miR-1290",1.86399,2.01725,5.79903,5.95745,1.33351,1.27433,1.2078
"hsa-miR-630",2.30156,2.61128,3.60377,4.07146,2.30204,2.50694,2.04976
"hsa-miR-1282",1.56523,1.53349,1.94982,1.56469,4.36286,3.88754,4.46234
"hsa-miR-96",3.43031,2.64535,1.84683,2.13488,3.08339,2.61474,3.50345
"hsa-miR-708",3.36,3.06724,3.20874,2.38422,1.99684,2.48566,2.72448
"hsa-miR-143",1.6586,1.34963,3.10099,1.79169,3.41917,3.84303,4.05435
"hsa-miR-934",2.26485,1.79335,2.35547,2.62445,3.4592,2.94878,3.70874
"hsa-miR-622",2.30885,1.56163,2.00736,3.59275,2.3508,3.36112,3.93726
"hsa-miR-98",4.01474,4.4271,3.10474,2.98271,1.51055,1.59786,1.44828
"hsa-miR-611",2.94931,1.99351,3.49372,2.16737,2.60103,2.52744,3.21396
"hsa-miR-219-1",3.01005,3.32,3.06079,2.63305,2.16571,2.16613,2.52283
"hsa-miR-527",3.05234,3.39776,1.79395,2.89343,2.94752,1.97719,2.80095
"hsa-miR-558",2.29,1.27432,2.32882,1.58056,3.6964,3.43208,4.13491
"hsa-miR-1257",2.59211,2.52736,3.82245,2.23765,1.63426,2.93844,2.97447
"hsa-miR-548i-1 ",2.58156,3.90481,3.04064,3.1631,1.89354,2.20114,1.91958
"hsa-miR-633",3.59372,2.26291,2.16218,1.89578,2.82867,2.06966,3.86889
"hsa-miR-617",1.67421,2.82844,2.5315,2.37691,3.35617,2.7747,3.12805
"hsa-miR-376a-2 ",3.139,3.91683,2.61249,2.84802,2.10722,2.06114,1.89314
"hsa-miR-1289-1 ",2.55453,2.52124,1.6623,3.59309,2.43263,2.92245,2.84414
"hsa-miR-340",1.36799,1.60688,1.42581,2.01334,3.65603,3.91972,4.49873
"hsa-miR-449b",2.24438,3.38105,2.47794,3.05089,2.37138,2.30602,2.60367
"hsa-miR-144",3.74686,3.26435,2.33375,2.5947,2.41847,2.52502,1.52173
"hsa-miR-621",2.29395,1.73155,2.02136,1.95472,3.60147,2.91263,3.88395
"hsa-miR-1250",1.94355,2.71832,3.28208,3.01625,2.66934,2.61684,2.01647
"hsa-miR-453",3.20863,2.51863,1.95811,1.94245,2.62893,2.7203,3.20404
"hsa-miR-1302-1 ",3.58045,3.23954,2.9594,2.29038,1.43801,2.04424,2.61802
"hsa-miR-302c",1.82426,1.69468,1.66058,3.04242,3.32536,2.77572,3.8218
"hsa-miR-520h",1.96557,2.15653,1.87752,2.59684,3.06011,3.03866,3.35697
"hsa-miR-539",2.67658,4.01129,3.00795,2.84842,2.06347,1.69191,1.74039
"hsa-miR-495",3.08264,3.13537,2.01932,2.35561,2.03697,2.33427,3.0178
"hsa-miR-216a",2.21969,1.93356,2.73397,2.24808,2.91216,3.19256,2.62144
"hsa-miR-924",2.05908,2.04968,2.0495,1.56034,3.4229,3.21512,3.38929
"hsa-miR-136",1.82893,2.01269,1.64781,1.61558,3.54998,3.34942,3.7121
"hsa-miR-875",3.64813,2.79419,3.40998,2.58847,1.71847,2.03362,1.51657
"hsa-miR-302b",3.47135,3.9516,2.23388,2.20866,1.65261,1.82296,2.36733
"hsa-miR-206",3.71566,4.20038,2.40222,3.05697,1.2461,1.39609,1.67047
"hsa-miR-224",1.7065,2.2621,1.76049,2.46713,2.92733,3.03505,3.47155
"hsa-miR-648",2.84081,2.26339,3.14001,2.54575,1.85801,2.46837,2.42938
"hsa-miR-606",3.55907,4.28805,1.75671,2.80198,1.69132,1.75519,1.67619
"hsa-miR-1245",2.96569,3.26357,1.8629,2.91661,1.72149,1.45098,3.30298
"hsa-miR-376c",3.35459,2.15263,2.16759,3.69752,1.61522,1.86699,2.57758
"hsa-miR-101-1 ",2.60763,2.23817,1.78958,1.77943,3.11523,2.70938,3.15651
"hsa-miR-1227",1.66166,2.13372,1.94293,1.57431,3.33815,3.36528,3.3502
"hsa-miR-520b",2.84331,2.72017,2.967,2.20822,1.74626,2.55224,2.3254
"hsa-miR-1208",2.41462,2.04084,2.7725,1.98286,2.35766,3.4027,2.36406
"hsa-miR-496",2.71047,1.28975,1.94208,2.11614,2.95181,2.2643,3.98338
"hsa-miR-1321",1.86399,2.45886,4.99568,3.70701,1.49387,1.31051,1.39584
"hsa-miR-141",2.14224,2.11091,1.4008,2.3217,3.29583,3.40461,2.5209
"hsa-miR-1251",1.76127,1.68282,1.91449,2.23356,2.91797,2.56497,4.09807
"hsa-miR-1276",2.20593,2.54499,3.46883,2.45374,2.3705,1.80842,2.27354
"hsa-miR-548g",3.0171,3.74995,2.26744,2.32384,1.85807,1.64292,2.24968
"hsa-miR-610",2.08359,2.27824,4.46435,2.70297,1.56473,1.70936,2.26269
"hsa-miR-325",2.17116,1.6357,2.37903,3.73817,2.0575,1.91046,3.07489
"hsa-miR-639",2.6688,2.53275,2.43219,2.40604,2.96773,2.4674,1.47799
"hsa-miR-646",1.92489,2.01269,1.23651,1.59522,3.40486,2.7813,3.99527
"hsa-miR-1827",2.08632,3.95931,3.33223,2.07297,1.81876,1.75806,1.88067
"hsa-miR-302d",1.93993,2.28982,2.33741,2.48778,2.63031,2.35804,2.76093
"hsa-miR-302f",1.29582,1.36574,1.40509,1.5412,3.67492,3.95334,3.56176
"hsa-miR-147b",3.18684,2.77607,2.17523,2.52578,2.20714,1.75117,2.13888
"hsa-miR-374a",2.41782,2.1811,2.50414,2.92662,1.95859,2.51942,2.25272
"hsa-miR-645",2.30982,2.43397,1.91416,1.80578,2.96338,2.96263,2.36479
"hsa-miR-604",2.08964,2.50449,2.7725,2.09602,2.70414,1.86843,2.65733
"hsa-miR-513b",2.62422,1.85242,2.3443,2.54504,2.04163,3.058,2.21695
"hsa-miR-1185-1 ",3.63065,2.68928,2.40964,1.56647,1.97204,1.86028,2.52115
"hsa-miR-383",2.79419,3.29161,2.62753,3.32929,1.46622,1.51525,1.56774
"hsa-miR-367",2.91643,2.58084,2.88629,2.3523,1.8008,2.27903,1.73199
"hsa-miR-548o",1.54441,2.67299,1.54222,1.3323,3.2442,2.21041,3.98045
"hsa-miR-142",1.51547,2.49078,2.0785,2.94065,2.53988,1.94753,2.91225
"hsa-miR-607",2.89251,1.9122,1.7076,2.36737,2.25476,2.25788,3.01819
"hsa-miR-215",1.94634,1.64753,2.16865,2.59543,2.61405,2.44331,2.96771
"hsa-miR-587",2.63829,2.48187,2.16398,2.18548,2.27284,2.27567,2.36427
"hsa-miR-548e",2.85285,3.96951,2.52508,1.67548,1.9123,1.63451,1.79902
"hsa-miR-220c",2.739,2.90489,2.87499,2.29044,1.73484,1.92249,1.88307
"hsa-miR-519d",1.82766,1.68822,1.98714,1.55788,2.38773,2.95796,3.85495
"hsa-miR-429",1.75302,1.80022,1.9624,2.24724,2.44859,2.18732,3.86273
"hsa-miR-1293",2.30315,1.75167,3.52957,2.63284,2.29769,1.94703,1.76058
"hsa-miR-365-1 ",2.46779,2.20093,1.81117,3.28809,1.65285,1.51004,3.14555
"hsa-miR-9-3 ",3.50317,2.57419,1.59651,3.53856,1.64196,1.25339,1.96671
"hsa-miR-544",2.52567,3.17003,1.96288,2.59056,1.89373,1.89082,2.01243
"hsa-miR-517c",1.84304,2.8392,1.55222,1.85114,2.37603,2.73617,2.84297
"hsa-miR-548p",2.46779,3.19641,2.64423,2.87503,1.87108,1.35284,1.61785
"hsa-miR-1255a",2.33674,2.30861,3.59816,3.60086,1.29277,1.42049,1.42296
"hsa-miR-1295",1.70465,3.26055,3.12113,1.89324,1.91214,1.95116,2.13089
"hsa-miR-208b",2.89744,2.35516,3.48026,3.16085,1.30541,1.28082,1.4897
"hsa-miR-1255b-2 ",2.67347,2.01561,4.32512,3.19966,1.22601,1.16588,1.35026
"hsa-miR-511-1 ",1.67108,1.18137,1.42077,1.52925,2.99588,3.03405,4.10573
"hsa-miR-644",1.74896,1.76844,1.76022,1.79861,2.91334,3.06005,2.85859
"hsa-miR-1265",2.8709,1.73943,3.23015,3.15459,1.19745,1.52318,2.18413
"hsa-miR-153-1 ",3.04939,1.87485,2.20352,2.75086,1.67915,2.25532,2.07473
"hsa-miR-376b",2.81031,2.8436,2.99786,1.89063,1.65261,1.43542,2.22067
"hsa-miR-585",1.75087,2.48654,2.18366,2.30612,2.77717,2.33252,1.97901
"hsa-miR-147",2.42664,2.11343,2.52432,2.35897,2.5447,1.84428,1.89537
"hsa-miR-520e",2.22226,2.27876,2.00235,2.95159,2.52606,2.02606,1.69488
"hsa-miR-627",2.95737,2.70828,3.47807,2.06623,1.45253,1.5677,1.43829
"hsa-miR-1305",2.96887,3.19643,2.53338,2.04788,1.68832,1.47232,1.68001
"hsa-miR-374b",2.10985,1.86549,1.83559,1.96542,2.69859,2.29959,2.79371
"hsa-miR-549",2.28059,2.39901,2.89354,2.36098,1.94147,1.63105,2.03606
"hsa-miR-410",2.44833,1.78014,2.54933,3.02844,2.07196,2.03823,1.57558
"hsa-miR-548j",1.959,2.58512,1.95612,3.28704,1.8783,1.74771,2.07122
"hsa-miR-592",2.01105,2.58193,2.92701,1.84031,1.75807,1.93246,2.39936
"hsa-miR-217",2.5552,2.44729,2.28213,2.00195,1.57364,2.12998,2.38255
"hsa-miR-382",2.37462,3.30888,1.88322,2.10211,1.96442,1.94426,1.78642
"hsa-miR-649",2.07739,1.53374,2.07674,2.82848,2.3375,2.58822,1.79899
"hsa-miR-1304",3.38329,1.61096,2.0683,1.9022,2.195,1.7073,2.32321
"hsa-miR-219-2",3.28694,2.0305,1.91261,1.90446,1.80501,1.63795,2.61046
"hsa-miR-561",1.40899,2.60455,2.81119,3.09773,1.77284,1.55876,1.86536
"hsa-miR-653",2.39223,2.69158,1.6592,1.89063,1.96433,2.03318,2.48165
"hsa-miR-450a-1 ",1.92383,1.39909,1.89512,1.72467,2.82324,2.19284,3.10965
"hsa-miR-944",2.99866,3.17142,2.69175,2.37148,1.28596,1.27532,1.21211
"hsa-miR-186",2.33948,1.86086,1.38623,1.65128,2.16701,2.31966,3.24692
"hsa-miR-1253",2.20593,1.34093,2.98261,2.82477,1.79786,1.78408,1.98173
"hsa-miR-601",2.42344,2.27648,3.13053,3.1193,1.24738,1.30953,1.38969
"hsa-miR-581",2.11927,1.63012,1.97204,1.76089,2.45154,2.25919,2.68715
"hsa-miR-1322",2.02076,1.80941,1.52875,2.79008,2.24616,1.85613,2.57668
"hsa-miR-375",1.7148,1.80941,1.30832,1.71502,2.1453,2.81578,3.23425
"hsa-miR-922",2.41732,1.16356,3.02693,1.92929,1.92835,2.2407,2.03519
"hsa-miR-552",1.9405,2.09154,3.65881,2.41088,1.48833,1.3839,1.71213
"hsa-miR-620",2.51156,2.47007,3.20215,2.99048,1.18614,1.05216,1.25372
"hsa-miR-578",2.03582,2.19753,1.93018,1.83224,2.46077,2.11851,2.06026
"hsa-miR-302a",1.94361,1.90438,2.3425,1.76864,2.44096,1.62668,2.59608
"hsa-miR-1248",1.85451,2.35363,2.40565,2.68212,1.41597,1.58493,2.2607
"hsa-miR-553",3.12525,2.57299,2.52464,2.50153,1.0716,1.47752,1.27606
"hsa-miR-876",3.17798,2.16153,1.84061,2.64794,1.52014,1.5712,1.57234
"hsa-miR-548k",2.15864,2.25368,1.97469,2.28612,1.37161,2.07323,2.31814
"hsa-miR-626",3.18964,2.94966,1.63674,2.07821,1.56926,1.50648,1.50205
"hsa-miR-545",1.64818,2.42562,1.99472,2.32815,1.45046,1.65247,2.7519
"hsa-miR-643",2.59357,2.07948,1.89771,1.33628,1.87136,2.25576,2.07032
"hsa-miR-1243",2.33545,3.08683,2.26601,1.66309,1.59487,1.40511,1.66341
"hsa-miR-448",2.16851,1.27045,2.34626,1.65802,1.80676,2.49277,2.22484
"hsa-miR-548h-1 ",1.67151,1.53658,2.52108,2.02702,1.79712,1.67226,2.69053
"hsa-miR-569",2.25321,2.72545,2.09794,2.02702,1.47229,1.70302,1.61724
"hsa-miR-1-2 ",3.0776,1.5556,3.5603,1.88466,1.12348,1.27444,1.38101
"hsa-miR-568",2.13111,2.95153,1.98646,1.76335,1.5731,1.50587,1.83528
"hsa-miR-571",1.8587,2.25476,2.73779,2.24598,1.4638,1.46616,1.6633
"hsa-miR-548n",3.08728,1.88825,3.02953,1.70047,1.1592,1.32993,1.4784
"hsa-miR-1258",1.82445,2.01269,3.36586,2.5947,1.43454,1.14601,1.27976
"hsa-miR-588",1.42741,2.95639,1.48564,2.07698,2.46197,1.79941,1.3957
"hsa-miR-514-1 ",2.22724,2.61181,2.00495,1.32233,1.55077,2.09211,1.78977
"hsa-miR-548f-1 ",3.01174,1.5674,1.73166,2.16046,1.50794,1.63732,1.87631
"hsa-miR-203",2.13082,2.32997,1.98398,2.36971,1.67762,1.58708,1.3471
"hsa-miR-208a",1.7738,1.80941,2.59036,2.70193,1.42081,1.47354,1.54153
"hsa-miR-301b",2.08632,2.36611,1.81069,2.29953,1.43378,1.7177,1.57854
"hsa-miR-580",2.12888,2.57448,2.46431,1.5903,1.13342,1.47296,1.91612
"hsa-miR-452",2.24656,1.44893,1.60546,2.3412,1.93433,1.89973,1.78977
"hsa-miR-1283-1 ",2.58519,1.84327,1.5809,2.77942,1.32862,1.58725,1.54314
"hsa-miR-548l",2.86009,1.82398,1.28486,2.37902,1.39568,1.58736,1.85707
"hsa-miR-1262",2.3773,2.13827,2.98229,1.71871,1.10629,1.27974,1.58108
"hsa-miR-1252",2.68444,1.61833,2.42083,2.66217,0.928113,1.25927,1.33179
"hsa-miR-520f",1.64912,2.14891,1.83909,1.90937,1.56873,1.94218,1.79371
"hsa-miR-579",2.30699,1.61612,1.73221,1.82066,1.65261,1.52544,2.17711
"hsa-miR-590",1.76876,2.03161,2.44741,2.397,1.26129,1.29295,1.58656
"hsa-miR-1179",1.90583,2.10916,2.22432,1.63142,1.66594,1.32736,1.856
"hsa-miR-942",1.25637,2.51063,1.43725,1.58775,1.64941,2.05254,2.22463
"hsa-miR-1206",2.08632,2.17998,1.52353,2.28253,1.53472,1.28599,1.80988
"hsa-miR-586",2.69343,1.80847,1.14205,1.72467,1.76151,1.504,2.0219
"hsa-miR-1299",1.82378,1.89543,1.46616,3.50606,1.34549,1.43737,1.16699
"hsa-miR-449a",1.71951,2.05512,2.74576,1.64684,1.22294,1.39282,1.58751
"hsa-miR-651",1.5809,2.91464,1.75814,1.76056,1.45484,1.29171,1.56798
"hsa-miR-1259",2.36287,2.57991,1.92525,1.17334,1.35,1.48513,1.41445
"hsa-miR-190b",2.51795,2.35631,1.73229,1.61227,1.30348,1.07116,1.6427
"hsa-miR-507",1.7995,1.73125,1.50171,2.21289,1.79295,1.68524,1.4639
"hsa-miR-137",2.20938,1.50351,2.10772,1.71502,1.28786,1.67644,1.65664
"hsa-miR-599",1.48417,2.00089,1.55018,1.27851,1.89432,1.89034,2.02363
"hsa-miR-95",2.00917,1.61343,1.90324,1.73796,1.74232,1.33959,1.69711
"hsa-miR-1277",2.35665,1.90146,1.6625,1.66727,1.40995,1.38302,1.60324
"hsa-miR-573",1.82426,2.13372,2.17734,1.71313,1.1191,1.66714,1.32941
"hsa-miR-1297",1.96986,2.60011,1.5903,1.7221,1.28332,1.53524,1.14244
"hsa-miR-1261",1.51174,1.45686,1.44982,2.72076,1.40358,1.42108,1.61544
"hsa-miR-384",1.70046,1.78712,1.73267,1.84935,1.34866,1.17222,1.66042
"hsa-miR-577",1.89341,1.79945,1.73221,1.40638,1.30479,1.38742,1.653
"hsa-miR-190",1.5809,1.7517,2.08379,2.04847,1.10629,1.01146,1.38431
"hsa-miR-548m",1.9836,1.6518,1.67369,1.53601,1.35998,1.1778,1.36475
"hsa-miR-1205",1.52356,1.32266,2.10708,1.35026,1.30479,1.35439,1.74039
