"","GSM2729742","GSM2729743","GSM2729744","GSM2729745","GSM2729746","GSM2729747","GSM2729748","GSM2729749","GSM2729750","GSM2729751","GSM2729752","GSM2729753","GSM2729754","GSM2729755","GSM2729756","GSM2729757","GSM2729758","GSM2729759","GSM2729760","GSM2729761","GSM2729762","GSM2729763","GSM2729764","GSM2729765","GSM2729766","GSM2729767","GSM2729768","GSM2729769","GSM2729770","GSM2729771","GSM2729772","GSM2729773","GSM2729774","GSM2729775","GSM2729776","GSM2729777","GSM2729778","GSM2729779","GSM2729780","GSM2729781","GSM2729782","GSM2729783","GSM2729784","GSM2729785","GSM2729786","GSM2729787","GSM2729788","GSM2729789","GSM2729790","GSM2729791","GSM2729792","GSM2729793","GSM2729794"
"hsa-miR-29b-3p",-4.57696630043478,-3.63817407652175,-4.44384554391305,-3.95196559956522,-3.19474060826087,-4.51053442391304,-3.98025749521739,-3.80948759043478,-3.6613721547826,-3.61756555043478,-4.09424668304348,-4.04564826043479,-3.67388860130434,-3.33398452478261,-3.92072613043478,-3.5787309626087,-4.04110770086957,-4.0480173973913,-3.41205211260869,-5.03797480043478,-4.70527520913044,-4.23706657956521,-3.30835832173912,-2.80740069565218,-4.33561535391304,-3.49414713347825,-3.82509756043478,-3.78822110347827,-3.33891305391305,-4.02975623173912,-4.73429530217392,-5.09995768347826,-5.59078055043478,-3.77146697173913,-3.86810065,-4.84274135173913,-2.96746603130435,-3.42234587217391,-3.92766224826087,-4.24343036608695,-4.56713436739131,-4.40705363173913,-4.63953595913044,-3.69633862086956,-4.09076803434783,-4.18060942260869,-3.61809196347826,-4.43764368217392,-4.85134597869565,-3.92018606304348,-4.21779933086957,-3.76702497347826,-4.32681861565216
"hsa-miR-29c-3p",-0.93470601043478,-0.199164246521747,-1.57629253391305,-2.28910025956522,-1.16133820826087,-1.88591340391304,-1.40379422521739,-1.35052614043478,-1.6576355847826,-1.72063466043478,-1.60521342304348,-1.07463793043479,-1.27743893130434,-1.3795437347826,-1.23836447043478,-1.3221833526087,-1.71750119086957,-1.7394158273913,-1.2630030626087,-2.55412806043478,-1.08707913913044,-2.41806338956522,-1.48479937173912,-1.75963436565218,-1.48392437391304,-1.36867531347826,-1.69932168043478,-1.87751349347827,-1.67370962391305,-2.26517426173913,-2.75625753217392,-2.04305274347827,-2.70191927043478,-2.18732286173913,-2.04233162,-1.92193222173913,-0.81470427130435,-3.04081168217391,-3.15950714826087,-2.73402630608695,-2.25980579739131,-2.84413332173913,-2.66404229913044,-2.01333158086956,-1.72026417434783,-3.49970322260869,-1.92703393347826,-1.92415209217392,-2.32074543869565,-2.63600252304348,-2.01019854086957,-2.60092642347826,-2.61921661565216
"hsa-miR-301a-3p",-3.64118952043478,-8.56655449652175,-4.86048263391305,-8.43169160956522,-6.35458362826087,-4.96898889391304,-6.33360028521739,-5.61647432043478,-8.2929316647826,-7.44761675043478,-0.284754033043477,-7.46759354043478,-6.84203171130434,-6.72084076478261,-6.10388457043478,-5.4201740826087,-2.82082611086956,-6.7391803373913,-10.3892892326087,-4.13016383043478,-2.54652898913044,-5.92871110956522,-5.12465224173912,-6.83101523565218,-4.38349735391304,-5.87979306347826,-7.81828483043478,-6.69589748347827,-6.76298113391305,-4.28049247173913,-4.76182521217392,-6.74072417347827,-2.73968790043478,-9.85148467173913,-6.05691632,-3.92231589173913,-2.52072948130435,-2.82247248217391,-5.17350528826087,-9.85852407608696,1.48245031260869,1.66928290826087,-5.50618677913044,-2.30129607086956,-6.86189749434783,-3.85105421260869,-7.71350156347826,-6.37512243217392,-5.87051259869565,-5.32121652304348,-1.13746778086957,-6.83691585347826,-6.35225433565216
"hsa-miR-301b",-1.87066460043478,-9.03132717652175,-8.26625911391305,-2.94642380956522,0.0765451017391285,-8.44214010391304,-6.94583986521739,-7.04463980043478,-0.153777004782604,5.53678606956522,-4.73773434304347,-2.90630936043479,-4.07089300130434,-7.05994505478261,-9.69906467043478,-8.4146464026087,-1.71750119086957,-8.5393583373913,-5.5870089426087,-1.87410130043478,-0.749559459130442,-8.95607726956522,0.834077998260877,-3.28073419565218,-4.48347542391304,-2.22651109347825,-6.53608472043478,0.82497333652173,-3.38557839391305,-7.28306027173913,-2.75625753217392,-5.24497630347826,-4.25341071043478,-4.46771518173913,-2.84497099,-4.54033926173913,-2.63472078130435,-6.88528138217391,-7.55320437826087,-8.62696382608695,-6.3572999873913,-3.82312175173913,2.45922078086956,5.40546094913044,-4.47317294934783,-5.19945140260869,-7.74169089347826,-8.26225569217392,-3.72972435869565,-5.06712444304348,-3.96956684086957,-7.58569459347826,-7.73486964565216
"hsa-miR-302a-3p",-4.07844522043478,-3.16042013652175,-5.87401062391305,-7.19159533956522,-6.93976389826087,-4.96898889391304,0.315848024782614,-2.86083620043478,0.324999175217396,-7.51297645043477,-7.06354968304348,-10.7655391004348,-8.28830268130434,-9.3275099147826,-6.82185104043478,-1.8626483426087,-5.00800055086957,-8.8888653973913,-7.9388079626087,-4.69911657043478,-4.13903717913044,-1.76895774956521,-3.79728365173913,-8.72764300565218,-4.48347542391304,-8.05235384347825,-4.55343704043478,-6.71869862347827,-8.50002721391305,-7.39247705173912,-5.78432832217392,-4.79669634347826,-3.45954129043478,-8.24421022173913,-3.63202086,-0.243073351739131,-4.66848563130435,-0.37546963217391,-9.71382853826087,-3.06092242608695,-4.75378091739131,-4.74356019173913,-2.54853477913044,-3.05999246086956,-4.47317294934783,-0.565280552608691,1.51878498652174,-9.24739524217392,5.49185373130435,-5.06712444304348,-5.93842893086957,-8.87584940347827,-4.97543896565216
"hsa-miR-302b-3p",-2.46195204043478,-4.11852526652175,1.25505908608695,0.526713840434777,-6.46160642826087,-4.96898889391304,-6.72192583521738,-2.79700358043478,-0.400672924782604,-5.60774210043477,-1.00666506304348,-3.91831439043479,-6.26901514130434,-5.52303254478261,-4.19334298043478,-0.718921752608697,-5.07102399086957,-6.0621292873913,-4.2781843026087,-2.22708614043478,-5.12027103913044,-7.66591110956521,-3.41789842173912,1.25940061434782,-4.48347542391304,-6.22156220347825,-5.41420222043478,-2.68546459347827,-2.35894688391305,-0.199402491739125,-6.72565987217392,-1.78180679347826,-2.67746759043478,-1.18591577173913,-3.65787668,-6.31194875173913,2.29791725869565,-3.89920179217391,-1.95398341826087,-7.27541917608695,-3.84280027739131,-3.78180899173913,-3.86424673913044,-4.36805369086956,-4.47317294934783,-2.69750243260869,-3.48241180347826,-6.50889702217392,-6.02951936869565,-5.06712444304348,-6.88151560086957,-1.71321294347826,-4.97543896565216
"hsa-miR-302d-3p",-2.70651790043478,-2.73089170652175,-5.47766083391305,-1.85941581956522,-3.06340226826087,-4.96898889391304,-4.26353658521739,-5.00793771043478,-4.2981267447826,-8.71573433043477,-1.92555647304347,-5.96033409043478,2.32905732869566,-3.79867654478261,-6.68245670043478,-4.4072794226087,-3.34793187086957,-7.0445532473913,-2.9087737626087,0.690082589565218,-3.28374115913045,-7.70548977956522,0.614515408260878,1.93135389434782,-4.48347542391304,-5.84514554347826,-6.60441369043478,-6.53860888347827,-4.56297364391304,-6.62298287173913,-7.03927506217392,-4.27864211347827,0.220085449565218,-7.93686597173913,-9.3605837,-5.94144410173913,-1.49511554130435,4.97294210782609,-9.06666698826087,-8.62696382608695,-3.05738530739131,-1.28778526173913,6.24473623086956,-2.57801018086956,-4.47317294934783,-4.18950490260869,-4.07768763347826,-5.49036338217392,-6.28415033869565,-5.06712444304348,-5.79498945086957,-2.76295246347826,-4.97543896565216
"hsa-miR-30a-5p",-4.40301492043478,-3.22721108652174,-4.79547148391305,-5.84231082956522,-5.86622030826087,-6.08625247391304,-7.76072835521739,-4.03478902043478,-5.7534384047826,-6.65368689043477,-7.42940440304348,-6.26296372043478,-4.82530278130434,-5.48812249478261,-4.85696616043478,-4.5024161026087,-4.91979598086957,-6.8728282573913,-4.0927627026087,-6.11270853043478,-4.07512211913044,-5.98770136956521,-7.66298529173912,-3.91690178565218,-5.26692048391304,-4.99624715347825,-5.73946856043478,-6.78562589347827,-5.78789379391305,-4.32378881173912,-3.27198024217392,-4.15795290347826,-4.80768394043478,-5.00611856173913,-4.8638689,-4.80705732173913,-4.27981154130435,-5.26482473217391,-6.28340665826087,-6.57706066608695,-4.96781073739131,-4.74356019173913,-5.66346780913044,-4.84481484086956,-4.10039780434783,-1.08423220260869,-6.74074386347827,-5.49106221217392,-5.03236060869565,-7.02578275304348,-5.16489804086957,-5.47522109347826,-4.16797302565216
"hsa-miR-30b-3p",-2.99383619043478,-5.45019455652175,-2.83549981391305,-5.12136580956522,-4.08271375826087,-4.96898889391304,-3.84535284521738,1.51643737956522,-7.30897484478261,-1.78923880043478,-4.38200457304348,-7.00846730043479,-2.76443536130434,-8.79268320478261,-8.73496687043478,-5.9448089026087,-3.90386222086957,-7.7999922073913,-4.3039375326087,-5.21688034043478,-4.18652298913044,-6.37955315956522,-2.00126128173912,0.49998122434782,-4.48347542391304,-5.41432130347826,-8.68290455043478,-1.51984059347827,-3.63493020391305,2.52585700826087,-7.59108092217392,-4.15795290347826,-4.53127178043478,-7.82038863173913,-2.44062104,-4.00976052173913,-1.98953161130435,-6.98207729217391,-5.85827792826087,-8.57809462608695,0.457889132608692,-4.95327445173913,-0.408545349130438,-2.80948774086956,-4.47317294934783,-6.18033166260869,-7.74169089347826,-1.89931736217392,-6.77735578869565,-5.06712444304348,-5.80511867086957,-5.18612926347826,-9.76059328565216
"hsa-miR-30b-5p",-2.78555987043478,-2.74116634652175,-4.32745783391305,-4.12339491956523,-4.97440037826087,-4.11308897391304,-4.75172066521738,-4.78224776043478,-4.1234974247826,-4.92777480043478,-4.52591160304348,-4.54628707043479,-3.63385168130434,-4.67258184478261,-4.86986959043478,-4.2009298526087,-3.79656638086957,-3.5775310473913,-3.1915911326087,-4.50235099043478,-0.843073559130442,-4.81773729956521,-5.20134211173912,-3.67778432565218,-3.88323036391304,-4.87399045347825,-3.89146229043478,-4.89768248347827,-4.34179709391305,-5.28406815173912,-5.66138934217392,-2.64842121347826,-2.37928083043478,-3.65606476173913,-5.15894288,-4.44202927173913,-2.93446634130435,-3.70130779217391,-2.64925132826087,-5.66005808608695,-3.59589069739131,-3.59700595173913,-3.56432612913044,-3.64025735086956,-4.77203550434783,-5.33535298260869,-5.32682708347826,-5.11927046217392,-5.36035516869565,-3.82684991304348,-3.84315803086957,-4.59134286347826,-4.32887984565216
"hsa-miR-30c-2-3p",-5.27375455043478,-4.87753746652175,1.06075677608695,-8.19601637956523,-5.24871400826087,-4.96898889391304,-6.59075386521739,0.530028699565221,-0.693722574782605,-1.54093609043478,-8.26238865304348,-6.26296372043478,-5.72365338130435,-6.42842842478261,-6.48709309043478,-7.47418707260869,-1.76238773086957,-1.0528756373913,-5.7832790026087,-0.286347070434783,2.51145624086956,-5.59010672956522,-6.58827233173912,-6.39507987565218,-4.48347542391304,1.61061678652175,-3.64058048043478,-5.44701924347827,0.857736466086955,-1.73478599173913,-3.10458969217392,-3.95566376347827,-5.10156016043478,-4.52026718173913,0.124885989999999,-5.33586157173913,-2.52072948130435,-5.65672810217391,-6.97590744826087,-3.13999668608695,-5.09745700739131,-5.86269763173913,-2.47559427913044,-4.08810460086956,-4.47317294934783,-4.25019411260869,1.14858002652174,-1.14318310217392,-6.72238829869565,-5.06712444304348,-2.89145022086957,-8.89108605347826,-4.97543896565216
"hsa-miR-30c-5p",-3.99252153043478,-4.44950134652175,-4.25912797391305,-3.68662920956522,-4.08271375826087,-4.10194637391304,-3.90380362521739,-3.64734163043478,-4.1857059647826,-4.82118573043477,-3.64331081304348,-4.77164737043478,-4.09517345130434,-4.82976042478261,-4.19334298043478,-3.8131981226087,-4.44353466086957,-3.4387088273913,-3.8633069026087,-3.55421296043478,-5.14016435913044,-3.88967242956522,-3.79950808173912,-3.34911676565218,-2.88486520391304,-4.54404897347826,-4.39249973043478,-4.90885258347827,-3.60744584391305,-4.11331755173913,-6.76264523217392,-3.59739292347826,-3.76086254043478,-4.22661597173913,-7.25702981,-3.80299530173913,-3.14186613130435,-3.89920179217391,-2.36255724826087,-6.03043326608695,-3.77719233739131,-4.64000418173913,-6.00591731913044,-3.54475372086956,-3.88724962434783,-2.69750243260869,-4.82446007347826,-4.92299123217392,-4.10293549869565,-3.70281346304347,-3.40529001086957,-4.61162807347826,-3.07708523565216
"hsa-miR-30d-5p",-2.22705843043478,-1.33213187652175,-0.204461403913047,-2.29164208956523,-2.25114739826087,-0.849012523913039,-2.27365617521739,-1.96385018043478,-1.8830055947826,-2.24484182043478,-2.36658022304347,-2.58284744043479,-2.76443536130434,-2.19955967478261,-2.35356331043478,-1.8522050726087,-2.56532409086957,-2.3148999773913,-1.8247063826087,-1.87410130043478,-0.0164630491304436,-1.04789298956522,-1.72023037173912,-1.19679671565218,-1.78349222391304,-2.36494363347825,-1.93627926043478,-1.77770158347827,-2.36382372391305,-1.36777383173913,-1.08712461217392,-2.37237321347827,-0.764324150434781,-2.30825431173913,-2.59977014,-0.438805931739132,-2.09039419130435,-2.58007972217391,-1.55830806826087,-3.25237557608695,-3.05738530739131,-2.92104905173913,-2.73502775913044,-2.74835278086956,-0.981025874347829,-3.64605823260869,-2.18219967347826,-2.02838635217392,-1.76540216869565,-1.02128803304348,-1.98695935086957,-1.70790538347826,-1.07883141565216
"hsa-miR-30e-3p",-4.34776201043478,-5.68746505652175,-3.65539233391305,-8.19601637956523,-6.46424054826087,-8.18792788391304,-8.14298790521739,-6.47057300043478,-9.9029864847826,-8.10872631043478,-5.59931052304347,-8.31359760043478,-7.08681950130434,-4.24610030478261,-8.68820870043478,0.573890887391304,-4.44084974086957,-8.8888653973913,-8.4567172926087,-0.883722700434777,-5.03537576913044,-7.90696194956522,-5.59369706173912,-7.63392073565218,-6.16113609391304,-9.58476155347826,-2.02576514043478,-6.78671046347827,-7.49736424391304,-5.03563378173913,-5.25241161217392,-1.67650895347827,0.363300539565223,-5.00611856173913,-10.59400481,-5.19802071173913,-2.49918826130435,-6.95816094217391,-6.07266481826087,-9.80192667608695,-8.4946248573913,-1.13597341173913,-6.10205807913044,-4.67641895086956,-7.30081297434783,-2.72753507260869,-8.63598291347827,-7.67067242217392,-6.72238829869565,-9.14530419304348,-8.06644575086957,-9.17555055347826,-6.87661374565216
"hsa-miR-30e-5p",-1.51271768043478,-2.09267816652175,-1.47818486391305,-1.87269741956522,-2.29039494826087,-1.45066188391304,-1.77232481521739,-1.97971875043478,-1.6614219647826,-1.48226070043478,-1.05521672304348,-1.17726192043478,-1.72788236130434,-1.4163814847826,-1.41206299043478,-2.0090695026087,-1.65653699086957,-1.8434934273913,-1.7283618026087,-1.81245963043478,-1.38884312913045,-1.64440483956522,-1.64661908173912,-1.96207478565218,-1.54421894391304,-2.22651109347825,-1.81051575043478,-1.87153078347827,-2.49983447391305,-1.45257845173913,-2.22985576217392,-2.10773065347827,-2.73257470043478,-1.18591577173913,-1.97486409,-1.55641049173913,-1.62384559130435,-2.00460814217391,-1.85017116826087,-0.783168756086951,-1.97746775739131,-3.02623372173913,-2.58514455913044,-1.10599192086956,-0.99194071434783,-2.60153451260869,-1.18376779347826,-1.14318310217392,-0.886268178695651,-1.48456024304348,-1.56568930086957,-1.38664150347826,-1.89478833565216
"hsa-miR-31-3p",-2.24948770043478,-5.69459548652175,-2.28045803391305,5.61873632043478,-6.84872486826087,-4.96898889391304,-6.03624842521739,-5.05504729043478,-2.5254701247826,-8.74310226043478,-0.395584923043479,-2.23161479043479,-6.12345186130434,-5.39979169478261,-6.25107341043478,-1.8626483426087,-6.46865243086956,-2.3456261973913,-4.8115551426087,-4.69911657043478,-3.88669174913045,-5.39484306956522,-7.62644406173913,-1.49481884565218,-4.48347542391304,-2.22651109347825,-4.84550076043478,-2.72007975347827,-4.72387138391305,-7.34525621173913,-5.49904793217392,-0.484921043478266,0.0548636795652229,-8.24421022173913,0.15881362,-3.68962745173913,-3.69962647130435,1.30779220782609,0.882198821739127,-3.52836415608695,-7.2752238273913,2.00621649826087,-3.91066573913044,-2.24234710086956,-4.47317294934783,-6.18033166260869,-10.1643546334783,-5.40390690217392,-6.24096466869565,-5.06712444304348,-5.02456588086957,-8.29646254347827,-4.97543896565216
"hsa-miR-31-5p",-1.42610519043478,-7.15964429652174,-3.07447174391305,-4.79428581956522,-4.82892253826087,-4.96898889391304,-9.55347542521738,-5.02790911043478,-3.89375320478261,-9.97050433043478,-0.886310293043479,-3.81415868043479,-9.86623388130435,-3.33398452478261,2.11569012956522,-6.78215255260869,-2.31651885086957,-5.4882943173913,-1.9667495126087,-3.35505933043478,-1.38884312913045,-11.4015051195652,-1.64661908173912,-9.24922962565218,-4.48347542391304,-2.02741496347825,-4.84728439043478,-0.270108023478272,-8.27721046391305,-5.56151330173913,-3.42220285217392,0.438909636521736,-2.95718577043478,-8.78703288173913,-8.83197093,-6.31942084173913,-3.14186613130435,-6.72139001217391,-11.6786342182609,-9.33267361608695,-5.38357531739131,0.725107108260872,-3.32649036913044,-2.24234710086956,-4.47317294934783,-3.49970322260869,-9.72327055347826,-4.31540196217392,-3.72972435869565,-5.06712444304348,-2.92730532086957,-2.69370295347827,-4.97543896565216
"hsa-miR-32-5p",-1.33347649043478,-2.29049174652175,-2.45572229391305,-2.32313142956523,-2.10501029826087,-1.96297781391304,-2.77861793521738,-2.16797361043478,-2.3023063747826,-1.97666692043478,-3.27741023304348,-2.15150556043479,-1.59550730130434,-2.32583447478261,-1.72820152043478,-1.8626483426087,-1.95858436086957,-2.1163187973913,-2.0597741526087,-1.86204703043478,-2.88468661913044,-2.24328975956522,-2.89490118173912,-2.61181002565218,-1.92659970391304,-2.00901583347826,-2.89409312043478,-2.20474364347827,-2.42218334391305,-3.04050745173913,-2.44087113217392,-3.22255381347827,-6.25650121043478,-2.81942946173913,-3.02663446,-3.97672057173913,-3.69962647130435,-3.28648987217391,-4.54133814826087,-5.39240893608696,-7.79589484739131,-6.50480395173913,-7.42016433913044,-2.57801018086956,-3.16161832434783,-6.00547445260869,-3.36633968347826,-3.56516899217392,-2.42459285869565,-3.29031501304348,-3.06892755086957,-3.31180781347826,-4.23102935565216
"hsa-miR-320a",1.71748420956522,0.945455053478252,1.25505908608695,0.127472570434776,0.0605058117391302,0.695997126086958,-0.0853417352173871,-0.407397720434776,-0.872519234782605,-0.658022660434778,0.324015896956521,0.222485449565216,-0.0670545313043434,-0.463299664782607,-0.225182730434781,-0.718921752608697,0.650823019130431,-0.200232337391299,0.247030377391301,-0.0201324204347806,2.77467355086956,-0.595586279565214,-0.0449419417391219,-0.0348744756521775,-0.26475108391304,-0.413378763478256,-0.83966541043478,-0.270108023478272,-0.881464173913045,0.818514608260873,0.0367162878260778,0.542204416521734,1.83616922956522,-0.0722537517391295,-0.0313793000000011,1.42291578826087,0.428650318695652,-0.346038672173911,0.458478351739128,-0.231664106086953,0.112637912608694,0.560916568260872,0.49755791086956,0.608469059130439,0.0652065556521713,1.76795279739131,-0.216476923478261,0.252672707826083,0.707346701304349,0.120017276956524,0.533809649130433,0.138532236521737,1.76928094434784
"hsa-miR-323a-3p",2.02939106956522,-6.44800061652175,-4.18708931391305,-1.05023496956522,0.94350445173913,-4.33593866391304,-8.90593178521738,-7.25606488043478,-7.63583701478261,-8.34571118043478,-3.27741023304348,-3.87482529043479,-7.42918919130435,-3.6831201947826,-5.29931355043478,-6.3769919326087,-3.52606991086957,-8.9740224473913,0.5588304773913,0.119786109565219,-4.57950723913045,-7.70548977956522,-2.09323854173912,-8.41818111565218,-7.30849847391304,-3.41671018347825,-7.35741900043478,-7.93030477347827,-8.18462313391305,-3.60182528173913,-7.13276093217392,0.0684619665217348,4.34659887956522,-4.10423642173913,-7.62396774,-5.84654200173913,-3.31351956130435,-2.30790689217391,-7.03215247826087,-7.29429459608695,-8.75387438739131,-3.78706807173913,-3.84722022913044,-3.10811603086956,-4.47317294934783,-3.58843196260869,-12.1059231134783,-7.11436152217392,-4.64999958869565,-7.35629400304348,-5.66706746086957,-2.60092642347826,-6.59348666565216
"hsa-miR-324-3p",-1.99145695043478,-5.84077202652174,-3.15654230391305,-5.12136580956522,-6.42069685826087,-3.84417666391304,-3.47889999521739,-4.11449641043477,-4.24073006478261,-4.56346059043478,-3.66769011304348,-4.30773234043478,-4.45895482130435,-4.2677068847826,-5.15459511043478,-6.09097707260869,-3.07557284086957,-4.8556561873913,-3.9914536726087,-3.18925119043478,-1.99945026913045,-3.79177869956521,-4.19391093173912,-5.61058145565218,-3.46243830391304,-3.83466181347825,-4.13157654043478,-3.62494150347827,-4.51075767391304,-2.25824557173913,-5.66138934217392,-4.06402645347827,-4.80768394043478,-3.58492680173913,-4.27973478,-4.13057653173913,-3.31041460130434,-4.40599510217391,-3.96871268826087,-3.41024348608695,-4.31946746739131,-3.77570565173913,-3.13259328913044,-3.13251464086956,-3.81465706434783,2.83097958739131,-4.46901378347826,-3.99125174217392,-3.13062153869565,-4.66625915304347,-4.63966632086957,-3.97792104347826,-3.67397037565216
"hsa-miR-324-5p",-4.75454122043478,-6.05730612652175,-2.07446234391305,-6.50020390956523,-6.04591922826087,-3.36683960391304,-6.50550763521738,-7.90349798043478,-6.7119276347826,-6.61791607043478,-6.19039213304348,-6.91561247043479,-7.33126907130434,-6.24420373478261,-6.46171881043478,-5.4201740826087,-5.39080870086957,-6.7777213773913,-4.4660974926087,-3.29768482043478,-2.33781286913044,-5.39484306956522,-5.83863499173912,-4.48811583565218,-7.02812642391304,-6.29462112347825,-6.60441369043478,-5.97366906347827,-7.02381489391304,-4.81931176173913,-2.11810389217392,-3.39254492347827,-3.44182093043478,-5.25668873173913,-6.62402174,-2.65055671173913,-2.13748002130435,-6.11385655217391,-3.88566324826087,-7.80119537608696,-9.16903167739131,-2.69882122173913,-1.94395233913044,-2.81164086086956,-7.56833227434783,-3.68224714260869,-8.01857987347826,-7.02318985217392,-6.56836535869565,-4.87458518304348,-6.68140155086957,-7.71664814347826,-3.42129027565216
"hsa-miR-325",-4.40301492043478,-6.26940968652174,-3.42694793391304,-3.03261381956522,-6.85114416826087,-4.96898889391304,-6.85726332521739,-7.68706995043478,-3.9682746947826,-8.96595929043478,-6.19039213304348,-6.09507738043479,-7.90877136130435,-7.29254204478261,-9.24163408043478,-1.8626483426087,-3.33690908086957,-2.6226102373913,-5.9188375926087,-2.25324739043478,-5.93479819913044,-8.34877878956521,-5.76918733173912,-7.98804693565218,-4.48347542391304,-4.97860416347826,-6.05535179043478,-2.72007975347827,-6.52301662391305,-7.39247705173912,-5.45342221217392,-3.56244059347827,0.586554119565221,1.04676940826087,-2.30669016,-1.83070782173913,-3.16530321130435,-7.40160682217391,-9.52847864826087,-4.28747365608695,-3.67990977739131,-4.32842836173913,-6.36474871913044,-2.01314569086956,-4.47317294934783,-2.15061015260869,-7.66928082347826,1.32017631782608,-2.65283658869565,-5.06712444304348,2.36420486913043,0.285958936521737,-4.97543896565216
"hsa-miR-326",-2.60753962043478,-4.40854834652174,-2.28045803391305,-3.27610880956523,-3.76029192826087,-2.49460412391304,-3.42550032521739,-4.81747788043478,-3.9754441947826,-6.79941879043477,-2.89006174304348,-6.08077072043478,-5.55079358130434,-4.63889596478261,-5.39114150043478,-4.02006730260869,-3.52123822086957,-1.4786104273913,-5.3861743126087,-4.13016383043478,-5.03537576913044,-2.15857066956521,-5.30448685173912,-5.17049441565218,-4.52374600391304,-2.18571345347825,-3.73320551043478,-5.49585050347827,-4.75521392391304,-1.55388140173913,-3.23063493217392,-4.29645929347827,-2.22004850043478,-5.62275501173913,-5.65141736,-3.07064801173913,-1.32946232130435,-5.59271083217391,-2.83248769826087,-5.09454722608695,-4.50886190739131,-3.59151663173913,-4.52218865913044,-3.10811603086956,-4.47317294934783,-1.39499852260869,-8.36634578347826,-5.51909546217392,-5.24069688869565,-3.32987454304348,-4.70459270086957,-4.64554081347827,-2.88551765565216
"hsa-miR-328-3p",-4.10325931043478,-4.11852526652175,-3.12568854391305,-5.30054394956522,-3.17441551826087,-4.38352199391304,-4.46086775521739,-4.92510676043478,-4.80079150478261,-5.89696138043478,-5.63514974304348,-7.09966979043479,-3.28689768130435,-4.5201299447826,-5.49449382043478,-5.28709646260869,-3.74693572086957,-6.0490449973913,-4.1363913326087,-4.52367845043478,3.27360591086956,-4.02042865956522,-5.67957752173912,-4.75607859565218,-4.48347542391304,-5.41432130347826,-5.08665394043478,-7.41591706347827,-5.64485290391304,-4.15328733173913,-4.80477605217392,-3.31169259347827,-2.67746759043478,-5.97485398173913,-8.62588797,-5.35764800173913,0.331806658695655,-6.60278920217391,-2.96232561826087,-5.42346552608695,-4.06778592739131,6.24995663826087,-4.03999754913044,-4.31293235086956,-4.73612504434783,6.05698943739131,-6.34761710347826,-5.65381955217392,-6.77735578869565,-3.55509369304347,-6.08626049086957,-5.04938185347826,-2.14547604565216
"hsa-miR-329-3p",-2.55945112043478,-8.06383744652175,-1.85031106391305,-5.82408997956523,-6.84129517826087,-4.93532647391304,-5.95839405521738,-7.04194581043478,-8.3279338547826,-8.87673497043478,-8.26238865304348,-9.41908067043479,-6.39027330130434,-7.53245788478261,-8.80304997043478,-9.2438423026087,-3.51583310086957,-7.4564052373913,-7.2375194726087,-3.57003390043478,-5.36707708913044,-6.41241306956521,-2.89490118173912,-7.25838071565218,-4.48347542391304,-5.57316738347825,-5.88071352043478,-8.09233662347827,-5.44603941391305,-3.31437602173913,-3.13596961217392,-5.95603176347826,-3.92189382043478,-9.56384053173913,-5.43986087,-4.28878523173913,-2.80778846130435,-6.55398321217391,-6.47688740826087,-10.916854226087,-4.96781073739131,-3.78706807173913,-3.64158675913044,-3.21121316086956,-4.47317294934783,-1.08423220260869,-10.9712693234783,-8.67372259217392,-6.77735578869565,-7.90156530304347,-6.79040048086957,-6.53518261347827,-6.33709330565216
"hsa-miR-330-3p",-1.77614412043478,-4.22196703652174,-1.81806647391305,-2.90371757956522,-8.59488367826087,-4.96898889391304,-6.96149170521738,-6.43833820043478,-7.8149376847826,-8.50726227043478,0.649090026956522,-6.07627208043478,-6.12115790130434,-5.39979169478261,-5.45795823043478,-6.8752181926087,1.00348118913043,-2.2915467873913,-6.2927671426087,-5.03103021043478,-2.54652898913044,-8.37736586956521,-3.30835832173912,-7.35295303565218,-4.48347542391304,-5.84514554347826,-7.79258017043478,-9.19837155347827,1.53019960608695,-1.45257845173913,-1.33245678217392,-5.28237747347827,-0.22845417043478,-6.20669237173913,-5.78176121,-5.44797004173913,-1.79057035130435,-2.98314661217391,-9.18119306826087,-3.13999668608695,-6.59154836739131,-1.83894567173913,-3.68598356913044,-0.235391440869563,-4.47317294934783,1.76795279739131,-12.1216281134783,-0.0855713221739194,-0.903983028695649,-5.06712444304348,-2.11837363086957,-6.99668450347827,-7.70707219565216
"hsa-miR-331-3p",-4.21210289043478,-5.80010046652174,-6.06561678391305,-6.59309972956522,-5.78331893826087,-5.40922101391304,-4.57611993521738,-5.88106743043478,-6.4234638047826,-6.66533578043478,-6.07297139304348,-6.98020764043478,-5.81667235130434,-6.75472606478261,-6.89094135043478,-5.0929998326087,-3.52606991086957,-5.4681779573913,-6.6702862526087,0.848401729565218,1.26593042086956,-5.28684914956522,-4.75880783173912,-5.62645411565218,-7.58697032391304,-6.36456177347825,-4.70266633043478,-5.67682682347827,-7.83519440391305,-5.80015446173913,-6.90776550217392,-4.76375808347826,-4.99076672043478,-5.35240747173913,-9.05315178,-4.56865456173913,-3.16155034130435,-6.84294761217391,-5.10847559826087,-8.53287294608695,-6.07722604739131,-7.03081630173913,6.24473623086956,-4.27691531086956,-5.44875692434783,-4.76432397260869,-6.94926660347826,-6.73215467217392,-6.45397240869565,-4.85648881304347,-5.29361674086957,-8.38257938347826,-5.00789487565216
