"","GSM2729742","GSM2729743","GSM2729744","GSM2729745","GSM2729746","GSM2729747","GSM2729748","GSM2729749","GSM2729750","GSM2729751","GSM2729752","GSM2729753","GSM2729754","GSM2729755","GSM2729756","GSM2729757","GSM2729758","GSM2729759","GSM2729760","GSM2729761","GSM2729762","GSM2729763","GSM2729764","GSM2729765","GSM2729766","GSM2729767","GSM2729768","GSM2729769","GSM2729770","GSM2729771","GSM2729772","GSM2729773","GSM2729774","GSM2729775","GSM2729776","GSM2729777","GSM2729778","GSM2729779","GSM2729780","GSM2729781","GSM2729782","GSM2729783","GSM2729784","GSM2729785","GSM2729786","GSM2729787","GSM2729788","GSM2729789","GSM2729790","GSM2729791","GSM2729792","GSM2729793","GSM2729794"
"hsa-miR-194-5p",-4.07844522043478,-2.29333635652175,-2.64573815391305,-4.95104864956523,-4.95011365826087,-5.98275363391304,-5.41686682521738,-5.02790911043478,-4.6405386247826,-4.40928579043478,-5.59386207304348,-4.10150802043479,-4.23206615130434,-5.0987196347826,-4.06930096043478,-5.0356830426087,-4.76599706086957,-4.9347048473913,-3.4639140826087,-5.51169753043478,-4.13903717913044,-6.81930543956522,-4.27997789173912,-5.56521850565218,-3.39921409391304,-4.50831794347826,-4.87853794043478,-4.61035985347827,-5.36062555391305,-4.02704600173913,-4.28731955217392,-3.27648228347826,-2.76687882043478,-4.68450028173913,-4.74370647,-5.04258657173913,-3.70343212130435,-4.28087318217391,-6.23935748826087,-5.21997874608696,-5.6198300973913,-4.73731783173913,-5.04622770913044,-5.50474650086957,-2.43868382434783,-2.38470149260869,-5.22060471347826,-4.92414592217392,-4.63952989869565,-5.59281608304348,-6.04572284086957,-4.15417550347827,-4.44337513565216
"hsa-miR-195-5p",-3.17806452043478,-5.45019455652175,-1.47818486391305,-0.0348534495652224,-5.99373217826087,-7.42925314391304,-5.75041753521739,-3.62791573043478,-7.44071730478261,-7.81653130043478,0.324015896956521,-1.17726192043478,-6.63822592130434,0.716853515217394,-6.30214792043478,-7.3285038726087,-6.38325217086956,-6.6905554973913,-8.9174484126087,0.430161309565218,-7.01097661913044,-6.62816194956521,-5.76918733173912,-4.80206284565218,-9.73545265391304,-5.79499011347825,-9.87248672043478,-7.41186748347827,-9.84561405391305,-1.75763043173913,-6.97158974217392,-3.07895861347827,-2.61097660043478,-6.24149359173913,-9.14984182,-4.41843838173913,0.24222039869565,-7.40160682217391,-7.02543248826087,-7.61561505608695,-4.45849359739131,-2.47812573173913,-3.73451552913044,-3.58571266086956,-4.47317294934783,0.246180427391309,-7.77051956347826,-5.45847803217391,-7.11289710869565,-7.71364134304347,-4.00432107086957,-3.08712182347827,-7.29186584565216
"hsa-miR-196a-5p",-4.38595382043478,-7.64921321652175,-8.26625911391305,-8.43169160956522,-6.24121239826087,-4.96898889391304,-7.25958548521739,1.64529496956522,-7.08873454478261,-8.87673497043478,-2.13059748304348,-7.33937431043478,-2.77789827130434,-4.76900664478261,-2.74239576043478,-5.5773133226087,2.92687140913043,-0.469964877391298,-2.9667680426087,-4.79478559043478,-4.76864790913045,0.732424540434785,-7.59655742173912,-0.0348744756521775,-4.48347542391304,-4.91724634347826,0.850698849565219,-0.54194210347827,-0.173302073913046,-6.16093245173913,-3.87611767217392,-5.43593387347827,-2.02676709043478,-2.81942946173913,-4.14829261,2.22225963826087,-3.78671620130434,0.0759372178260875,-8.26271796826087,-5.98118921608695,-4.96781073739131,-3.77570565173913,-7.42016433913044,-2.68980541086956,-4.47317294934783,0.751754357391306,-0.976796853478262,-7.02318985217392,-6.58865773869565,-5.06712444304348,-1.11229002086957,-0.481639933478263,-4.97543896565216
"hsa-miR-196b-5p",-2.06823493043478,-5.33033873652175,-4.25118229391305,-8.50815702956522,1.43438984173913,-4.96898889391304,-3.47889999521739,-7.39724540043478,-1.1739424747826,-8.85707634043478,-7.97149400304348,-6.53861418043478,-6.70836190130434,-9.3275099147826,-2.74239576043478,-7.8450121726087,-1.21398187086957,-2.5608823173913,-7.9221720726087,-6.33547914043478,1.26593042086956,-8.53741368956522,-7.58366224173912,-6.42738396565218,-6.41414621391304,0.847573166521745,-6.82260824043478,-7.41186748347827,-9.43214920391304,-5.04289626173913,0.0714560778260775,-3.46046309347826,-4.71702305043478,-9.45746913173913,-3.02663446,-7.81031930173913,1.36702534869566,-6.88528138217391,-8.99089773826087,-7.66870484608695,2.23911184260869,-5.65147105173913,-5.29229125913044,-4.96380758086956,-4.47317294934783,-3.57989982260869,-10.9809725134783,-6.55360210217392,-4.38715083869565,-8.73372299304348,-1.56568930086957,-9.17555055347826,-9.27715839565216
"hsa-miR-197-3p",-3.46054485043478,-4.10411201652175,-4.30540644391305,-4.83232605956522,-4.10531956826087,-3.75523315391304,-4.42322641521739,-4.46945872043478,-4.2318491447826,-5.65299017043478,-2.81238604304348,-7.26836553043479,-4.51842443130434,-4.1280447147826,-4.03536134043478,-4.6218416826087,-3.58494896086957,-5.2237592673913,-2.9305918926087,-3.93390655043478,-4.09503162913044,-3.18348228956522,-7.58366224173912,-2.94643324565218,-6.09625907391304,-3.62157966347825,-3.95102628043478,-4.86613050347827,-3.72233312391305,-4.00305956173912,-3.10458969217392,-3.26650674347826,-1.09027021043478,-4.88354875173913,-4.79286615,-3.68962745173913,-1.67678231130435,-3.90736917217391,-2.30123302826087,-6.25523482608695,-4.3707421873913,-2.20597760173913,-3.00308338913044,-2.80948774086956,-3.67813200434783,-3.84993856260869,-6.20221853347826,-4.31931836217392,-5.24069688869565,-2.94837694304347,-4.94427708086957,-4.29413918347826,-3.03951703565216
"hsa-miR-199a-3p",-3.81627648043478,-4.13149910652175,-1.99457551391305,-3.03261381956522,-4.45434636826087,-1.93864745391304,-4.73822864521738,-3.73172970043478,-3.55399739478261,-5.40025020043478,-3.12700570304348,-4.80435249043479,-5.90809664130434,-4.52050122478261,-4.20929899043478,-3.5001100726087,-3.33690908086957,-3.6623015473913,-5.1373141226087,-4.54481171043478,-2.32871288913045,-2.24164264956521,-4.12422240173912,-2.68784601565218,-3.96287580391304,-4.02255626347825,-4.25107829043478,-4.88823039347827,-3.82366276391305,-3.50001131173913,-2.50482718217392,-3.80560886347827,-2.18031166043478,-5.32050528173913,-4.45266671,-2.81903758173913,-4.19729193130435,-3.23167010217391,-1.34634648826087,-4.68730486608695,-3.27375743739131,-3.58610387173913,-3.27834134913044,-4.79115062086956,-4.51215825434783,-4.18950490260869,-5.10257688347826,-3.83505639217392,-4.47021485869565,-1.67852385304348,-4.06201668086957,-3.18212503347826,-2.46122829565216
"hsa-miR-199a-5p",-4.60425702043478,-1.24616561652175,-3.62545595391305,-5.54694478956522,-4.93578635826087,-3.33574113391304,-5.84505688521739,-5.14124701043477,-5.31173822478261,-6.08319858043478,-5.43647245304347,-6.33805481043478,5.53063480869566,-4.42326631478261,-4.43518546043478,-5.5855706726087,-2.18552757086957,-4.6775604573913,-4.2781843026087,-4.51603106043478,-0.527650239130441,-2.91828047956522,-4.64441302173912,-2.90237130565218,-3.73837459391304,-4.14470529347826,-4.39249973043478,-5.25257744347827,-4.89456422391305,-5.38574281173912,-6.65255997217392,-2.86710286347826,-2.80406608043478,-6.27569227173913,-6.9440801,-3.05950980173913,-4.66848563130435,-4.15452285217391,-3.06372455826087,-7.75867701608695,-7.40954896739131,-3.02623372173913,-3.86424673913044,-5.09720177086956,-6.84187014434783,0.85051381739131,-6.83948649347826,-4.93916976217392,-3.69564973869565,-3.53047629304347,-5.69716207086957,-7.28243378347826,-4.80740578565216
"hsa-miR-199b-5p",1.54947302956522,-8.06383744652175,-3.65539233391305,-5.84231082956522,-6.81601343826087,-4.96898889391304,-6.57255013521738,-4.56987943043478,-5.1400736947826,-8.25662178043477,-5.59386207304348,-6.11930884043478,-2.77982607130434,-6.51569824478261,-8.54708798043478,-5.87154324260869,-3.51583310086957,-10.9189039973913,-5.3057440926087,-6.11270853043478,-3.60387659913044,-11.2690387895652,-4.99916143173912,-7.31468927565218,-4.48347542391304,-4.73319541347825,-7.79258017043478,-5.37835826347827,-6.83783138391304,-4.70962536173912,-5.11370595217392,-4.85080423347827,-5.54971221043478,-4.52026718173913,-4.18756894,-8.12460812173913,-2.22783254130434,-2.82247248217391,-7.74208433826087,-9.85852407608696,-3.29376705739131,-4.40705363173913,-3.84722022913044,-0.235391440869563,-6.85272011434783,-5.14236835260869,-7.88508782347827,-2.54051503217392,-5.65185101869565,-5.06712444304348,-6.64855467086957,-6.64117074347827,-4.97543896565216
"hsa-miR-19a-3p",-0.545574180434777,0.255092583478252,-0.333949373913047,0.535146100434776,0.573504381739131,0.288761886086959,1.03399834478261,0.643406879565223,0.926572275217396,1.38947384956522,0.649090026956522,0.854151539565216,0.583639478695659,0.987689855217393,0.910093929565221,0.667341167391303,0.82314537913043,1.0812190826087,0.596407387391302,0.848401729565218,1.03321339086956,0.732424540434785,1.08812891826088,0.282042384347822,0.754556386086961,0.814255206521747,0.906504149565222,1.13484301652173,0.759593096086952,0.551444818260872,0.411795667826077,0.797567456521737,-0.108547120434778,0.00783309826087119,0.24161144,0.269554828260869,0.331806658695655,-1.10069435217391,-0.54679845826087,0.769382463913047,0.371172372608694,0.657904578260869,0.712384130869559,0.769332389130437,0.134393445652169,0.246180427391309,0.542711256521738,0.14545471782608,-0.0529134286956498,0.0879683669565239,0.468646869130431,-0.481639933478263,-0.729852995652163
"hsa-miR-19b-3p",1.03050199956522,1.17464795347825,1.06075677608695,1.44688059043478,1.43438984173913,1.40111967608696,1.33299052478261,1.64529496956522,1.7926460952174,2.25502712956522,1.25643767695652,1.53095486956521,1.31700118869566,1.58677906521739,1.66989961956522,1.6240421773913,1.56221163913043,1.5424933926087,1.5824412673913,1.40211600956522,1.47163532086956,1.80279290043478,1.81072399826088,1.32215868434782,0.886398276086961,1.55895459652174,1.91502153956522,2.02824399652173,1.73969032608695,1.92242943826087,1.67310156782608,1.51245559652174,0.553507619565224,1.04676940826087,1.04444887,1.11488075826087,1.36702534869566,0.177492637826088,0.60675941173913,2.21968218391305,1.48245031260869,2.51895580826087,2.18383982086956,1.82927897913044,1.14778595565217,1.10259012739131,1.56504510652174,1.32017631782608,0.731929571304349,1.12192004695653,1.26496316913043,0.624860456521734,0.857574724347838
"hsa-miR-200a-3p",-6.82755460043478,-6.05730612652175,-0.490334983913048,-2.22244686956522,-8.22736133826087,-4.96898889391304,-3.07426262521739,-7.66002687043478,-7.02452647478261,-8.76240304043478,-5.89407899304348,-5.81069461043479,-6.51854019130434,-9.3275099147826,-6.68245670043478,-9.2811856626087,0.170687279130433,-8.4011488073913,-8.2025207126087,-5.03103021043478,-7.01097661913044,0.348839690434787,-5.80650896173912,-5.34215406565218,-4.48347542391304,-6.22156220347825,-6.69548657043478,-4.35981638347827,-8.13135709391305,-3.50001131173913,-4.43680187217392,-1.65168029347827,-2.62123318043478,-1.25811432173913,-7.03566959,-2.81903758173913,-1.32946232130435,-7.40281591217391,-9.10159683826087,-3.76971662608695,-6.91722125739131,-3.81177568173913,-6.10205807913044,-3.72629242086956,-7.16076608434783,-4.76432397260869,-10.7971157034783,-6.67857017217392,-6.24096466869565,-5.06712444304348,-7.23429942086957,-8.50081617347827,-8.75920948565216
"hsa-miR-200b-3p",-3.09763734043478,-6.65017490652174,-0.497928323913047,-6.55878502956523,-5.85040424826087,-4.96898889391304,-6.36026444521739,-5.51999196043478,-3.89375320478261,-8.74310226043478,-2.17299065304348,-6.07627208043478,-7.87508803130434,-1.3795437347826,-9.69906467043478,-6.6108796826087,-5.33778662086957,-7.5830366873913,-3.1669992426087,-1.74267538043478,-4.27720636913044,-9.66464869956522,-5.87212280173912,-1.68049298565218,-4.48347542391304,-7.53861364347825,-7.15070648043478,-9.73083501347827,-9.51695978391305,-1.75763043173913,-4.89797676217392,-3.06667818347826,0.41899806956522,-7.82075949173913,-7.40471556,-4.54033926173913,-2.80219219130435,-3.55831333217391,-6.34447979826087,-1.57677165608695,-4.00129299739131,1.42168652826087,-4.12838835913044,-5.01779838086956,-4.47317294934783,-3.64605823260869,-8.10068074347826,-1.83448080217392,-8.30157560869565,-5.06712444304348,-6.88151560086957,-9.40889348347826,-7.34235300565216
"hsa-miR-200c-3p",-4.03712160043478,-8.48558625652175,-3.08641814391305,-0.0348534495652224,-2.40884652826087,-4.96898889391304,0.105792104782612,-6.40331853043478,-8.4950466647826,-8.77841439043478,-0.180467953043479,-7.76164913043478,-3.87915341130434,-1.9655954947826,-8.26002021043478,-6.68236726260869,-4.57378717086957,-5.7015512973913,-7.4741370426087,-2.55412806043478,1.62786726086956,-7.44974404956521,-6.42013894173912,-4.68250649565218,-4.48347542391304,-7.03457041347825,-8.39607735043478,-2.13725127347827,-10.993821963913,-3.37892352173913,-7.77245173217392,-3.07817865347826,-0.925703680434779,-7.54799912173913,-8.55924236,-6.00222842173913,-2.78821468130435,-9.07051556217391,-10.0808516382609,-8.53294396608695,-3.77719233739131,-3.42122252173913,-0.408545349130438,-2.86423648086956,-4.47317294934783,-5.56410578260869,-10.8446114634783,-7.56792153217392,-6.58865773869565,-7.83585489304348,-5.50579943086957,-8.81779204347827,-4.97543896565216
"hsa-miR-202-3p",-4.60425702043478,-5.33812406652175,-3.28366227391305,-4.96898028956522,-4.23330745826087,-4.96898889391304,-6.21836687521738,-1.35052614043478,-11.0855257347826,-8.74270118043477,-3.87082236304348,-2.15150556043479,-5.18430175130434,-4.66221499478261,-5.33474507043478,-6.3403945926087,-2.67266325086957,-7.0292233973913,-9.3427178026087,1.40211600956522,-5.00818565913044,-6.72959720956522,-7.58366224173912,0.487932434347822,-9.25723584391304,-4.42313039347826,-5.17527559043478,-4.67812827347827,-5.69485226391305,-4.92589303173913,-4.76182521217392,-3.36890634347826,-0.113047900434779,-6.63722800173913,-6.7035252,-3.56621242173913,-2.37667105130435,0.177492637826088,-9.26862172826087,-7.89336377608695,2.34883200260869,-0.23038620173913,-4.08838675913044,-4.24050500086956,-4.47317294934783,-0.58552611260869,-2.18219967347826,-10.1023551821739,-1.24766921869565,-5.06712444304348,-1.28241449086957,-5.17261379347827,-4.97543896565216
"hsa-miR-203a",-3.46054485043478,-7.37823261652175,-5.11677976391305,-6.22009125956523,-7.19835173826087,-9.24655851391304,-5.70876601521739,1.34142407956522,0.103038725217395,-8.27672290043477,-2.72204544304348,-7.88395192043478,-8.59393612130435,-6.6322274847826,-9.42215617043478,-6.53692985260869,-5.32219797086957,-9.7536595873913,-9.3999370326087,-2.00526381043478,-5.28370894913045,-8.06653779956521,-5.20134211173912,-3.12587381565218,-5.91767134391304,-6.43404423347826,-7.58047607043478,-8.08918668347827,-0.881464173913045,-2.25824557173913,-3.66752952217392,-3.07817865347826,-2.96943229043478,0.0385731682608714,-2.04233162,-0.773250221739129,-0.81470427130435,-1.82123679217391,-2.88710397826087,-3.14528084608695,-7.7350962973913,-4.95327445173913,-2.46526629913044,-6.64487730086956,-4.47317294934783,-3.49970322260869,0.496564956521738,-5.89476639217392,-0.88563288869565,-5.06712444304348,-1.95488120086957,-2.61049763347826,-8.18705634565217
"hsa-miR-204-5p",-3.70494069043478,-4.45949573652175,-2.46117576391305,-5.71507625956523,-3.06340226826087,-6.44112987391304,-8.21228013521738,-5.02420521043478,-7.08873454478261,-8.71573433043477,-5.46041339304348,-6.36123824043479,-4.07089300130434,-3.4652655447826,-4.71930550043478,-4.5795624326087,-1.09924075086957,-4.8845888673913,-4.3039375326087,-1.57700007043478,-0.383400619130445,-4.65084099956522,-2.10479363173912,-2.20089320565218,-2.31577770391304,-2.69521525347826,-2.92832999043478,-2.53228911347827,-3.60416638391305,-5.25055435173913,-2.94417324217392,-4.85080423347827,-4.23588886043478,-6.49145475173913,-8.03061649,-6.39697804173913,-2.62869083130435,-9.05281398217391,-7.02025509826087,-5.16511000608695,-6.51832074739131,-3.29699303173913,-0.395548339130439,-3.78478217086956,-4.48443454434783,-3.50273595260869,-11.0799270634783,-9.21196390217392,-5.76934284869565,-5.06712444304348,-6.67473980086957,-7.49691255347826,-7.39462983565216
"hsa-miR-205-5p",-6.46472415043478,-1.74999081652175,-3.28366227391305,-4.98669931956522,-5.00231010826087,-9.17608718391304,-8.37010591521739,-6.94591771043478,-7.30897484478261,-8.92813500043478,-5.59931052304347,-5.75468797043479,-7.99563720130434,-6.51569824478261,-8.74352804043478,-6.4132150526087,-7.33897562086957,-8.0194762173913,-7.9417593926087,-4.12422979043478,-5.14016435913044,-7.47016123956522,-5.94040274173912,-7.41287406565218,-5.14218754391304,-7.97355530347825,-7.97523132043478,-6.18665758347827,-7.95441189391304,-6.40182861173913,-6.03737449217392,-2.64842121347826,-3.30664652043478,-8.58820462173913,-7.45204433,-1.40614258173913,0.331806658695655,-6.85717322217391,-8.68926073826087,-8.78142653608695,-5.60935215739131,-3.58610387173913,-4.52218865913044,-4.69876278086956,-4.47317294934783,5.98175824739131,-9.52740653347826,-7.72617046217392,-5.70439419869565,-6.96817709304348,-7.23429942086957,-8.06692324347826,-9.78098223565216
"hsa-miR-206",-3.33257724043478,-2.71544433652175,-1.99457551391305,-3.23594216956522,-7.82893934826087,-4.96898889391304,-8.14298790521739,-2.86083620043478,-4.5887565647826,-5.74276028043478,-6.72490859304348,-8.31359760043478,-7.66605717130435,-7.82596986478261,0.752735199565219,-7.1038906626087,-1.17274256086957,-8.6794832973913,-8.2025207126087,-4.15236468043478,-4.76864790913045,-8.34877878956521,-6.21667272173912,-6.55013093565218,-8.29076647391304,-6.59099376347826,-8.02293441043478,-8.56070371347827,1.73969032608695,-7.28306027173913,-5.33868806217392,-4.73368355347826,-2.93543494043478,-5.11232129173913,-7.32360213,-5.64460199173913,-4.60911886130435,-7.26134255217391,-1.12850496826087,-6.93826811608695,-7.20005752739131,0.214696048260869,-3.86424673913044,-5.03269014086956,-4.47317294934783,-0.301531982608694,-4.82446007347826,-6.20087784217392,-3.72972435869565,-5.06712444304348,-8.29258908086957,-8.45755332347826,-8.73408366565216
"hsa-miR-20a-5p",-0.542011810434779,-0.382377436521747,0.0196320460869508,0.560145860434776,0.861944621739131,0.25843072608696,0.643431214782613,0.639836809565221,0.948873275217394,1.24303599956522,0.251991666956524,0.627527449565214,0.823921028695658,0.716853515217394,0.785983499565219,0.285686577391303,0.433436009130432,0.606020312608699,0.5588304773913,0.758859699565221,-0.610630419130441,0.802076040434784,0.834077998260877,0.307418024347822,0.0648807960869604,0.847573166521745,0.850698849565219,1.17083349652173,0.857736466086955,0.593695958260874,0.299970047826079,0.275980566521735,-0.551159890434782,0.834841678260869,0.684811620000001,-0.528188261739132,-1.13617187130435,0.116893327826087,0.55022222173913,0.268683753913049,-0.682979437391307,-2.29110469173913,-1.79775954913044,0.232957089130437,-0.0625676943478304,-3.58843196260869,1.14858002652174,0.744313857826082,0.264634051304348,0.411872156956523,0.72888092913043,0.183876756521737,0.310590214347837
"hsa-miR-20b-3p",-2.99383619043478,-4.40854834652174,-2.83549981391305,-5.72061617956522,-7.48592373826087,-4.96898889391304,-6.80893321521739,-1.35052614043478,-7.84764246478261,-10.9391813904348,-6.32847326304348,-4.32720933043478,-6.18972398130434,-8.3285764347826,-2.53196389043478,-8.3243222826087,-6.47066312086957,-5.8072253373913,-6.3325013626087,-5.22904379043478,-4.95836998913044,-8.74773689956521,-2.61313521173912,-4.10847883565218,-4.48347542391304,-0.556692873478255,-4.58967812043478,-0.523952603478271,-3.34205352391305,-4.11331755173913,0.111050487826077,-6.41045052347826,-3.42207956043478,-5.85839915173913,-7.06209634,-4.62242401173913,-4.27981154130435,-1.27524555217391,-8.26901611826087,-8.61493414608695,-5.81629897739131,2.90991442826087,-5.60639522913044,-2.80626836086956,-4.47317294934783,-5.86479327260869,-8.80577068347826,0.541171637826082,-6.02951936869565,-5.06712444304348,-2.34063136086957,-7.20843332347826,-4.97543896565216
"hsa-miR-20b-5p",-2.97340340043478,-8.08385871652175,-0.84580230391305,-5.48840041956522,0.573504381739131,-4.96898889391304,-2.27766315521739,-3.05598557043478,-7.64738022478261,-7.37207782043478,-5.73295619304347,-8.69349118043478,-7.03839615130434,-8.60394043478261,-7.72015987043478,-6.3769919326087,0.660900069130431,-7.8296469273913,-7.7296744526087,-2.02376543043478,-1.02184071913044,-7.70552853956521,-3.43592191173912,-0.317104075652178,-4.48347542391304,-7.36304468347825,-6.08234706043478,-8.92606906347827,-9.54913991391305,-1.42196419173913,-6.03737449217392,-3.51455124347826,0.553507619565224,-6.80454593173913,-8.79988409,-1.68149781173913,-4.27981154130435,-8.00610960217391,-1.11691523826087,-6.17049035608695,-8.40892830739131,-7.33716977173913,2.80531084086956,-5.47618774086956,-4.47317294934783,-3.57989982260869,-9.16032071347826,-8.80016593217392,-7.66435941869565,-8.79662196304347,-6.70787084086957,-6.26803788347826,-10.3162225456522
"hsa-miR-21-3p",-3.64118952043478,-6.59667095652174,0.186629626086951,-7.31793810956522,-8.59488367826087,-6.95573102391304,-2.71614217521739,-9.18336245043478,-7.84764246478261,-8.97687794043478,-8.82590125304348,-7.46759354043478,-8.34569299130434,-8.40600749478261,-8.64029383043478,-8.88094341260869,-6.79194621086956,-7.9945935173913,-6.7637609626087,5.53270105956522,-5.63317797913044,-7.66591110956521,-6.57015298173912,-7.04465818565218,-7.33601634391304,-7.97355530347825,-8.48632997043478,-9.46586545347827,-9.49689677391305,-0.755841991739128,-0.357024692173923,0.438909636521736,-4.99076672043478,-9.42852387173913,-8.39339883,-6.52970790173913,-2.71779566130435,-1.61925662217391,-8.42159993826087,-9.33267361608695,-9.12295593739131,-5.65147105173913,-4.63953595913044,-1.54474813086956,-4.47317294934783,-1.83919541260869,-9.15675224347826,-4.33964093217392,-5.59812905869565,-8.76333155304347,-3.82025017086957,-8.96939557347826,-8.39323809565217
"hsa-miR-21-5p",2.02939106956522,3.37539714347825,2.60024686608695,2.23570344043478,1.88918335173913,2.11737537608696,1.95917251478262,1.34142407956522,1.78711620521739,1.41174989956522,1.23922930695652,2.05581536956521,1.45277730869566,1.57422979521739,2.11569012956522,2.0106849473913,1.79405256913043,1.3563605526087,2.1093973073913,0.631828399565219,3.27360591086956,1.68953708043479,1.61483315826088,2.19026252434782,1.88913523608696,1.42075523652175,1.13444319956522,1.29739630652173,0.782254736086955,0.784601858260874,0.111050487826077,-0.115787933478266,1.67751663956522,0.587587568260869,0.875803789999999,2.67585659826087,4.73984468869565,0.40715198782609,1.68500888173913,-1.57677165608695,-0.139713867391308,-3.82312175173913,-2.10626209913044,1.17806186913044,0.632745505652171,-1.11720289260869,0.834430626521737,0.240595427826083,1.20839942130435,1.61711343695653,0.96109760913043,1.49869083652174,1.67794886434784
"hsa-miR-210-3p",-4.68295072043478,-2.73089170652175,-2.75182098391305,-3.58549720956522,-4.35730300826087,-2.64252489391304,-4.26353658521739,-3.70823331043478,-4.5682830747826,-4.67982399043478,-4.69522267304348,-3.32087391043478,-4.09167052130434,-4.5730864447826,-3.40069850043478,-4.2073106526087,-3.48941466086957,-4.0300937373913,-1.9622261226087,-4.95742386043478,1.07571690086955,-5.56336439956521,-4.89070391173912,-3.45087670565218,-3.56147243391304,-4.80301306347826,-4.58967812043478,-3.53092794347827,-5.33458836391305,-4.15328733173913,-4.40526591217392,-4.10503391347826,-0.925703680434779,-3.54579376173913,-4.08489548,-3.06630329173913,-3.62332146130435,-4.82609881217391,-3.90511908826087,-4.57098685608695,-4.03840991739131,-5.10995528173913,-2.18915119913044,-2.77045354086956,-3.51688746434783,3.44949108739131,-4.16871824347826,-3.77151477217392,-2.73823021869565,-5.28570192304347,-3.27424770086957,-4.27214575347827,-2.14072375565216
"hsa-miR-211-5p",-4.38595382043478,-3.41063174652175,-4.25118229391305,-4.33003081956523,-4.56729177826087,-4.96898889391304,-7.83527946521739,-3.25397167043478,-8.1991285747826,-11.9787951304348,-0.284754033043477,-7.00846730043479,-6.54687976130434,-5.5598984347826,-4.01307344043478,-4.73071426260869,-1.25846052086957,-5.3931294973913,-1.2103205926087,-2.76208495043478,-1.98584286913044,-7.34831564956521,-3.78618587173913,-4.34246735565218,-5.12785109391304,-5.55212143347825,-1.35322404043478,-2.55191977347827,-3.23699572391305,-0.412200691739127,-7.59108092217392,-3.80350121347827,-2.19324875043478,-3.02099530173913,-7.29298424,-2.61011505173913,0.397055898695655,-6.84294761217391,-7.88879467826087,-3.72708108608695,-5.73352993739131,1.98795559826087,-5.60639522913044,-4.23415098086956,-4.47317294934783,-3.72149651260869,-7.52374019347826,-4.06714802217392,-4.65551711869565,-7.98000934304347,-7.57289765086957,-6.64117074347827,-4.97543896565216
"hsa-miR-212-3p",1.85983415956522,-4.76585316652175,1.06075677608695,-3.69137360956522,-0.754694508260869,-4.96898889391304,-4.71088497521739,-4.27524753043478,-8.1881267547826,-10.9391813904348,-3.64331081304348,0.222485449565216,-7.90877136130435,-6.10493377478261,-2.44395351043478,-6.95920761260869,-4.09299738086957,-8.0410597573913,-3.9778707026087,-4.12422979043478,-4.51780507913044,-8.17561087956522,-6.15778317173912,-5.49740471565218,-4.48347542391304,-0.974804383478254,-4.14363202043478,0.0338753365217279,-8.31795776391305,-5.04289626173913,-3.66092050217392,0.0684619665217348,-3.88534359043478,-1.76925454173913,-7.32286832,-4.03710168173913,-2.13748002130435,-6.98207729217391,-6.46492053826087,-8.65025651608695,-5.9438513373913,0.560916568260872,0.0341911308695586,-6.21414629086956,-4.47317294934783,-2.79023535260869,-8.19337097347826,-7.76873000217392,-6.69096366869565,-5.06712444304348,-7.39299536086957,-5.72705465347827,-8.14925190565216
"hsa-miR-214-3p",-2.58703875043478,-8.59959014652175,-5.03495937391305,-7.46524114956523,-5.80691266826087,-8.76841806391304,-9.55347542521738,-7.94500930043478,-9.8229986247826,-9.18198552043478,-5.82441172304348,-9.24110413043478,-6.89269778130434,-9.0324090547826,-1.17112716043478,-6.52525163260869,-0.279469980869568,-10.0526634273913,-2.2737575926087,-6.26238238043478,-0.749559459130442,-8.71192226956522,-8.68407728173912,-1.75963436565218,-4.48347542391304,-6.36456177347825,-9.83413951043478,-4.98029708347827,5.91074132608695,-3.28514135173912,-5.49904793217392,-2.10773065347827,-0.262317450434779,-8.78703288173913,-6.62402174,-1.83070782173913,-2.80602177130434,-6.98207729217391,-9.71382853826087,-9.90102024608695,-3.7090320173913,-0.468620671739131,-5.13374046913044,-5.47618774086956,-4.47317294934783,-2.94626912260869,-9.01191198347826,-2.72585879217392,-6.52455157869565,-5.06712444304348,-5.93842893086957,-4.59134286347826,-4.97543896565216
"hsa-miR-215-5p",-5.11887244043478,-2.33757402652175,-3.07447174391305,-4.87671745956522,-4.20662030826087,-6.69758452391304,-5.45001412521739,-5.47800365043478,-4.2981267447826,-3.94635171043478,1.82556458695652,-5.81069461043479,-4.32824230130434,-5.05159763478261,-4.83302447043478,-6.2783589226087,-3.90386222086957,-4.4837096073913,-4.2400452726087,-4.46196650043478,-5.43590532913045,-6.57230060956521,-4.39309705173912,-5.32992351565218,-4.93786035391304,-4.53076700347826,-4.70682570043478,-6.34933664347827,-5.48749589391305,-4.31824276173912,-3.06955045217392,-5.58792449347827,-4.24489944043478,-4.80540941173913,-4.2635575,-7.42172779173913,-1.25034080130435,-1.89538656217391,-6.46492053826087,-5.13225674608695,-5.18302215739131,-4.74356019173913,-2.01682010913044,0.608469059130439,-1.72939893434783,-2.58303887260869,-5.44873143347827,-4.93916976217392,-2.51812428869565,-6.80350238304348,-4.75844050086957,-5.52010592347827,-4.28138574565216
