"","GSM854395","GSM854396","GSM854397","GSM854398","GSM854399","GSM854400","GSM854401","GSM854402"
"hsa-miR-9",5.52356195605701,6.4757334309664,5.61470984411521,5.4262647547021,4.64385618977472,6.06608919045777,8.38370429247405,5.90689059560852
"hsa-miR-126",7.45121111183233,7.05528243550119,5.08746284125034,7.20945336562895,8.12412131182919,7.99435343685886,5.8073549220576,5.35755200461808
"hsa-miR-140-5p",5.90689059560852,5.24792751344359,7.5077946401987,4.8073549220576,4.64385618977472,5.88264304936184,6.3037807481771,6.02236781302845
"hsa-miR-208a",10.2131042196419,9.8703647195834,8.16992500144231,8.39231742277876,10.8540891798706,10.5107641679179,7.74819284958946,7.91288933622996
"hsa-miR-21",7.91288933622996,7.97727992349992,6.20945336562895,7.4262647547021,5,4.75488750216347,7.93663793900257,8.60733031374961
"hsa-let-7i",8.8703647195834,8.53138146051631,8.48784003382305,7.57742882803575,9.4797802640291,9.66177809777199,8.43879185257826,8.56224242422107
"hsa-miR-130a",7.15987133677839,7.08746284125034,6.6724253419715,6.56985560833095,6.02236781302845,6.12928301694497,7.05528243550119,5.52356195605701
"hsa-miR-146b-5p",5.6724253419715,7.84549005094437,4.4594316186373,6.33985000288462,6.52356195605701,6.35755200461808,6.59991284218713,6.35755200461808
"hsa-miR-103",10.8626373575588,10.6733090755617,10.2324209271761,10.2008986050384,9.89935692292311,9.93516504960369,8.33985000288462,8.19967234483636
"hsa-miR-10b",7.6724253419715,7.8073549220576,7.13955135239879,7.35755200461808,8.37068740680722,8.3037807481771,7.4178525148859,8.11374216604919
"hsa-miR-125a-5p",13.5392800001577,13.4124375319483,12.7366133306946,12.7069276396174,9.2045711442492,9.25029841790633,11.7907557501183,11.8021124185861
"hsa-miR-130b",12.1667907507182,11.9207250197512,10.8834069863884,10.7879025593914,11.0814834380937,11.1724275086455,10.8161836814323,11.0161118382205
"hsa-miR-132",3.90689059560852,4.75488750216347,4.4594316186373,3.90689059560852,5.16992500144231,4.75488750216347,7.43462822763672,6.4093909361377
"hsa-miR-135b",4.52356195605701,8.09803208296053,0,4.90689059560852,6.55458885167764,5.08746284125034,7,6.75488750216347
"hsa-miR-136",6.93073733756289,7.51569983828404,5.32192809488736,1.58496250072116,1,6.39231742277876,7.18982455888002,6.18982455888002
"hsa-miR-137",7.61470984411521,6.39231742277876,5.24792751344359,4.95419631038687,4.39231742277876,4.52356195605701,6.4093909361377,5.08746284125034
"hsa-miR-141",7.7279204545632,7.39231742277876,7.27612440527424,7.4093909361377,6.08746284125034,6.49185309632967,8.21916852046216,8.44708322620965
"hsa-miR-142-3p",5.04439411935845,3.90689059560852,5.6724253419715,5.12928301694497,3.58496250072116,5.39231742277876,6.65821148275179,6.10852445677817
"hsa-miR-146a",6.32192809488736,5.32192809488736,5.4262647547021,6.74146698640115,6,6,6.59991284218713,8.37937836707126
"hsa-miR-16",8.48381577726426,8.4262647547021,8.0389189892923,7.95419631038687,6.78135971352466,6.08746284125034,8.70735913208088,8.47167521439204
"hsa-miR-182",8.69348695749933,8.7176764230664,8.43462822763673,8.19967234483636,7.72109918870718,7.93073733756289,8.67595703294175,8.87344411251538
"hsa-miR-183",8.84235034341381,8.95419631038687,8.68299458368168,8.4594316186373,7.4093909361377,7.467605550083,8.67948009950545,8.69696752623429
"hsa-miR-184",13.0425143861402,12.9688467588963,11.8587580999354,11.8057438721516,13.0639006101289,13.2769967392971,12.1975238782578,12.6812384117778
"hsa-miR-191",7.8008998999203,7.71424551766612,7.84549005094437,7.34872815423108,6.44294349584873,6.06608919045777,6,7.20945336562895
"hsa-miR-193a-3p",8.8008998999203,8.74146698640115,8.68999797141945,8.56605403817109,6.59991284218713,7.01122725542325,7.98299357469431,8.17990909001493
"hsa-miR-194",6.37503943134692,6.56985560833095,0,4.24792751344359,8.49585502688717,8.79116288855502,5.8073549220576,5.20945336562895
"hsa-miR-196a",5.28540221886225,5.04439411935845,5.58496250072116,5.52356195605701,5.08746284125034,6.3037807481771,6.4262647547021,6.44294349584873
"hsa-miR-196b",5.35755200461808,8.08214904135387,5.08746284125034,6,5.04439411935845,5.20945336562895,6.4093909361377,5.75488750216347
"hsa-miR-199a-3p",5.93073733756289,7.36632221424582,4,4.4594316186373,5.08746284125034,2.8073549220576,6.20945336562895,6.06608919045777
"hsa-miR-19a",4.39231742277876,4.16992500144231,4.24792751344359,4.52356195605701,5,6.85798099512757,5.58496250072116,6.37503943134692
