"","GSM3147582","GSM3147583","GSM3147584","GSM3147585","GSM3147586","GSM3147587","GSM3147588","GSM3147589","GSM3147590","GSM3147591","GSM3147592","GSM3147593","GSM3147594","GSM3147595","GSM3147596","GSM3147597","GSM3147598","GSM3147599","GSM3147600","GSM3147601","GSM3147602","GSM3147603","GSM3147604","GSM3147605","GSM3147606","GSM3147607","GSM3147608","GSM3147609","GSM3147610","GSM3147611","GSM3147612","GSM3147613","GSM3147614","GSM3147615","GSM3147616","GSM3147617","GSM3147618","GSM3147619","GSM3147620","GSM3147621","GSM3147622","GSM3147623","GSM3147624","GSM3147625","GSM3147626","GSM3147627","GSM3147628","GSM3147629"
"hsa-miR-26b",-1.37875,-0.62575,-0.731,2.02175,0.201,-1.01925,0.99625,0.976162965,0.283,-0.10075,1.06975,-1.382230815,0.8325,-0.91625,1.0165,0.431412965,-0.3955,-0.77525,1.0285,1.58925,1.2515,-0.147,-0.86,-0.262,-0.352,0.68475,1.445,0.3425,0.61275,1.052,0.23,-0.053,-0.12575,2.2433547,0.321,0.618,1.6235,-0.171287195,-0.5435,1.5385,-0.7035,2.464651664,0.010962805,-0.0715,0.25875,-0.0605,-0.54925,-0.594
"hsa-miR-331",-1.02375,-0.29275,-0.701,1.57775,-0.258,0.08675,-0.12675,0.907162965,-0.574,0.27025,-0.41925,1.290912965,-0.2105,-0.17725,-0.4545,0.197412965,-0.4685,0.66975,1.5385,1.80925,1.8885,0.641,-1.23,-0.884,-1.255,-0.06825,0.959,0.1925,0.40575,-0.304,-0.484,-0.9,-1.01575,1.4163547,-0.287,-0.689,1.4715,2.652734788,-1.6885,0.8745,-0.6285,1.347651664,0.123334326,0.6955,1.13075,0.5305,-0.56125,-0.612
"hsa-miR-146b",-2.45875,0.84725,0.892,1.31875,0.749,-2.55625,1.09925,-1.511837035,0.34,1.27525,2.27375,-0.636087035,1.2815,-2.05525,1.0605,-1.057587035,-0.4035,-0.98925,-1.1835,1.05025,1.3545,1.185,0.047,1.203,0.99,1.65875,1.526,1.1045,-1.99525,-2.673,0.448,0.331,-2.02275,-0.4826453,0.334,-1.145,-1.8085,1.214734788,-2.6345,1.8675,0.9535,-1.172348336,1.260984788,-2.1445,1.66075,1.0265,-2.18125,0.868
"hsa-miR-222",-2.36275,0.76025,0.495,0.76875,0.954,-2.90425,0.79125,-1.415837035,-0.142,1.25825,2.12375,-2.945474726,0.7905,-1.91425,0.0905,-1.085587035,-0.5605,-1.12425,-1.1515,1.06225,2.768089388,1.276,0.475,1.036,0.698589388,0.66475,1.662,1.1995,-1.92025,-2.187,0.373,1.087589388,-2.33975,-0.5376453,1.378,-1.804,-1.7895,0.975734788,-2.5445,2.6495,0.6665,-1.273348336,1.749984788,-2.1415,2.00675,1.8405,-2.25825,1.304
"hsa-miR-106b",-0.81575,-0.47475,-0.484,-0.07225,-0.671,-1.45925,-0.41075,0.762162965,-0.553,-0.32575,-0.87925,0.916912965,-0.1855,-0.43725,-0.7515,0.274412965,-0.4295,-0.43925,0.9315,0.65725,0.4345,-0.479,-0.839,-0.552,-0.908,-0.05325,-0.186,-0.5955,-0.73025,0.26,-0.393,-0.653,-0.78075,1.1573547,-0.23,-0.496,0.1875,-0.463612176,-1.1135,0.0995,-0.7955,0.957651664,2.477984788,-0.5175,-0.27725,0.1125,-0.27625,-0.529
"hsa-miR-150",-2.25375,0.78125,0.836,-2.49125,-3.39,-0.73625,-0.30675,-0.837837035,-0.75,0.16925,0.32575,1.386912965,-0.0335,-2.12125,0.0685,-1.371587035,-0.5115,-1.92425,-0.9985,-0.22575,1.3035,0.541,-0.395,0.261,-0.017,1.37375,0.108,1.3975,0.22375,-1.677,1.014,-1.076,-2.99675,-0.1086453,-1.447,-1.724,-0.4075,1.890734788,-2.0765,1.5755,1.4815,0.371651664,1.088984788,0.3585,-0.05525,0.6745,0.17375,-0.37
"hsa-miR-328",-1.31575,-0.92475,-0.605,-0.51625,-0.249,-2.17925,-0.12675,-0.475837035,-0.463,-0.15475,-0.39725,0.277912965,-0.1995,-1.06525,-0.5405,-0.291587035,-0.8365,-0.23125,-0.4605,-0.23575,-0.0765,-0.712,-1.098,-0.645,0.972113602,-0.50925,-0.42,-0.4625,-1.54425,-0.822,-0.361,-1.061,-0.72575,1.1713547,-0.643,-1.096,-0.4505,2.467734788,-1.8685,-0.0965,-0.9295,-0.414348336,1.476984788,-1.0215,-0.42825,-0.3225,-1.24625,-0.579
"hsa-miR-30a-5p",-1.51075,-1.33575,-1.231,0.11575,-0.84,1.28675,-0.51275,-0.859837035,-0.054,-1.15075,-0.69625,-1.429791078,-0.2765,-2.18825,-0.9395,0.158412965,-1.8165,-1.98625,-1.0165,-0.79675,-0.8985,-0.607,-1.439,-0.478,1.582780461,-0.49125,-0.387,-1.2365,1.00075,-1.6,-1.35,-0.801,-1.44075,1.2163547,-1.374,-0.615,1.5135,0.149867639,-0.5155,-0.3195,-1.2695,2.016651664,3.312984788,0.1125,-0.70425,-1.0975,1.06675,-1.183
"hsa-miR-26a",-2.94175,-1.81375,-2.046,1.43875,-0.776,-2.18725,0.04325,-0.280837035,-0.425,-0.62175,0.58175,1.891912965,0.0545,-1.69925,0.4875,-0.306587035,-1.6225,-1.37525,-0.3875,1.04125,0.4865,-0.708,-1.909,-1.636,-1.761,-0.90825,0.645,-0.4405,-0.76725,-0.651,-1.077,-1.429,-1.29675,0.9373547,-1.044,-0.955,0.5845,2.729734788,-1.8495,0.6415,-1.5305,0.375651664,-0.526166727,-0.5745,-0.43525,-0.9285,-1.91025,-1.718
"hsa-miR-320",-2.36475,-0.43175,0.271,-0.58825,-0.073,-0.20525,-0.29275,-1.186837035,-0.775,-0.48675,0.54475,0.612912965,-0.2725,-2.89125,-0.6345,-1.376587035,-1.7925,-1.97225,-2.4265,-1.43775,-0.3755,-0.443,-1.413,-0.407,-0.091,-0.63425,-0.592,-0.9435,-0.53925,-2.614,-1.143,-1.089,-2.91675,0.2223547,-1.135,-2.474,-1.7125,1.300734788,-2.9125,-0.4895,-0.3585,-1.146348336,2.600984788,-1.3515,-0.31825,-0.9185,-2.23725,-0.257
"hsa-miR-16",-2.58275,-1.13975,-1.27,-0.54325,-0.918,-2.08725,-1.37975,-1.463837035,2.25484497,-1.56775,-0.29825,0.750912965,-0.6735,-2.91825,-1.1595,-1.217587035,-2.4105,-4.16625,-2.8755,-2.38075,-1.5265,-1.3,-2.19,-1.323,-1.771,-0.72925,-1.364,-1.6905,-0.89225,-2.5,-1.52,-2.128,-3.61675,-0.0886453,-1.736,-2.497,-1.7065,1.128734788,-2.5245,-0.7465,-2.4525,-0.435348336,0.790984788,-1.7085,-1.30425,-1.7765,-2.09725,-1.899
"hsa-miR-30c",-3.65575,-2.08275,-2.768,0.66075,-0.714,-2.09025,-1.40075,-1.909837035,-1.731,-0.88975,-0.32925,-0.282087035,-0.6285,-1.32225,-0.3865,-1.600587035,-2.2415,-1.28225,-0.4365,0.62625,0.2705,-0.358,-3.48,-3.126,-2.809,-2.16325,-0.409,-1.1655,-3.25025,-2.951,-2.211,-2.384,-2.44175,-0.3136453,-1.605,-2.451,-1.0035,1.302734788,-3.5525,-0.2635,-2.4755,-1.478348336,0.835984788,-2.6345,-0.65125,-1.5565,-3.17025,-2.534
"hsa-miR-221",-2.94575,-1.44075,-1.29,-0.65225,-1.171,-5.61325,-1.15075,-2.030837035,-1.878,-1.47675,-0.63125,-3.025087035,-1.4785,-2.06125,-1.3995,-1.648587035,-1.9825,-1.97825,-1.4365,-1.25275,-0.7425,-1.292,-1.468,-1.207,-1.738,-1.01825,-1.043,-0.8155,-4.85825,-2.611,-1.693,-1.519,-1.96675,-1.4806453,-1.678,-1.754,-3.0765,0.111734788,-2.4995,-1.0665,-1.3185,-2.379348336,-0.737015212,-3.6165,-1.01125,-1.9475,-2.89325,-1.886
"hsa-miR-30b",-3.88375,-2.18075,-2.465,0.43475,-1.403,-4.09625,-1.57575,-2.252837035,-1.834,-0.79175,-1.27225,-2.285087035,-1.3545,-1.26225,-1.0105,-2.173587035,-2.3365,-1.98225,-0.9515,0.43125,0.2495,-0.442,-3.155,-2.586,-0.605572086,-2.14725,-0.422,-1.5945,-4.36225,-3.275,-2.348,-2.391,-2.80975,-1.2906453,-1.779,-2.052,-1.7665,0.557734788,-3.7505,-0.4375,-2.0135,-1.704348336,0.125984788,-3.4845,-0.77725,-1.3825,-3.65725,-2.439
"hsa-miR-21",-2.22075,-1.58475,-1.378,-1.95425,-1.846,-3.79425,-1.36075,-2.201837035,-2.138,-1.64975,-1.63925,-2.531087035,-1.6595,-2.33425,-1.8945,-4.649645383,-1.5225,-2.19525,-1.9805,-1.71275,1.422732675,-1.765,-2.019,-2.118,-2.488,-1.27725,-1.532,-1.5105,-3.22525,-2.285,-1.835,-0.257767325,-2.05175,-1.4476453,-1.828,-2.033,-2.4105,0.247734788,-2.8675,-1.8265,-2.2775,-2.397348336,-2.913610813,-3.7805,-1.68325,-1.9565,-2.62525,-2.016
"hsa-miR-126",-5.08375,-2.36075,-2.825,-1.13425,-1.982,-2.93825,-2.83375,-2.324837035,-2.875,-1.92375,-2.14325,-1.268087035,-2.1775,-4.13025,-2.2735,-2.628587035,-3.9825,-3.25225,-3.4935,2.438406714,3.000656714,3.372156714,-3.745,-2.838,0.931156714,-2.74325,-1.467,-2.4715,-2.83225,-3.896,-2.884,1.320156714,-4.15675,-1.5376453,-2.77,-4.228,-2.8405,-0.097265212,-4.8915,-0.9185,-3.3595,-2.346348336,1.375984788,-2.5455,-1.88525,-2.1865,-3.87925,-2.471
"hsa-miR-17",-4.41775,-2.65875,-2.655,-2.33225,-2.185,-4.17325,-2.79375,-3.049837035,-3.181,-2.54275,-2.16925,-1.979087035,-2.4495,-4.27825,-2.7105,-2.813587035,-3.3685,-4.30025,-3.6615,-2.81775,-2.5215,-2.444,-3.625,-2.575,-3.268,-2.13925,-2.544,-2.8485,-3.90725,-4.055,-2.577,-3.379,-4.55175,-1.8866453,-2.804,-4.21,-3.8025,-0.470265212,-4.5195,-2.0925,-3.2935,-2.771348336,-0.408015212,-3.7755,-2.37425,-2.4355,-4.18925,-2.713
"hsa-miR-106a",-4.35975,-2.83275,-2.616,-2.63125,-2.183,-4.20125,-2.86275,-2.957837035,-3.384,-2.48575,-2.33125,-1.977087035,-2.5085,-4.43125,-3.0045,-2.623587035,-3.4085,-4.17125,-3.7395,-2.80775,-2.5585,-2.614,-3.444,-2.474,-3.247,-2.19725,-2.502,-2.9215,-3.87525,-4.003,-2.795,-3.329,-4.54575,-1.6346453,-2.879,-4.078,-3.7845,-0.432265212,-4.5995,-2.1815,-3.4565,-2.720348336,-0.502015212,-3.9245,-2.58125,-2.3745,-4.22725,-2.926
"hsa-miR-92a",-3.33175,-2.56675,-2.267,-2.82725,-2.603,-4.67825,-3.06475,-2.800837035,-3.036,-2.70175,-3.44025,-4.225087035,-3.1155,-3.32825,-3.2505,-2.957587035,-3.2685,-3.73825,-3.0255,-3.27875,-2.6135,-2.952,-3.043,-2.804,-3.155,-2.25725,-2.707,-2.7005,-3.85525,-3.595,-2.83,-3.142,-4.03275,-2.4496453,-2.755,-3.223,-3.3785,-1.234265212,-3.7185,-2.4395,-3.2195,-3.410348336,-1.781015212,-4.0105,-2.63925,-2.9365,-3.68625,-2.871
"hsa-miR-191",-6.37575,-2.92175,-3.245,-1.81025,-2.321,-4.31725,-2.57075,-4.894837035,-3.453,-2.23175,-1.55925,-2.664087035,-2.2755,-5.57125,-2.1955,-4.811587035,-4.0455,-4.73725,-4.2415,-1.85775,-2.2925,0.116655276,-4.119,-3.097,-3.195,-2.50025,-2.191,-2.9755,-3.88225,-5.604,-3.185,-3.652,-5.42675,-3.5396453,-3.107,-4.859,-4.2965,-1.588265212,-6.6805,-1.1675,-3.5535,-4.012348336,-0.688015212,-4.5595,-2.32625,-2.1525,-5.46825,-3.148
"hsa-miR-484",-5.76875,-2.16375,-2.119,-1.63525,-1.488,-5.47925,-2.53575,-5.409837035,-2.873,-1.82375,-1.64425,-3.641087035,-2.1105,-5.46925,-2.4345,-4.981587035,-3.3855,-4.81825,-4.6555,-2.53875,-2.1445,-1.751,-3.177,-2.182,-2.966,-2.00825,-2.07,-2.3205,-5.03225,-5.718,-2.613,-3.069,-5.36475,-4.3756453,-2.493,-4.998,-5.3005,-3.033265212,-6.5785,-1.5755,-2.3575,-5.084348336,-2.161015212,-5.5075,-1.73325,-1.8745,-5.60425,-2.313
"hsa-miR-20a",-4.47275,-3.94275,-3.843,-3.85525,-3.83,-5.10625,-3.89675,-2.832837035,-4.263,-3.94575,-3.85425,-2.418087035,-3.8715,-4.48125,-3.3635,-2.727587035,-4.5045,-5.00825,-3.9335,-4.23575,-3.6815,-4.007,-4.254,-3.514,-4.304,-3.38725,-3.831,-4.2545,-4.92325,-4.133,-3.891,-4.255,-5.08475,-2.0476453,-4.196,-4.523,-3.8095,-0.758265212,-4.5115,-3.6105,-4.2865,-2.425348336,-1.001015212,-4.5225,-3.90125,-3.8765,-4.75425,-4.138
"hsa-miR-146a",-6.72775,-2.86675,-2.805,-3.19625,-2.129,-6.40725,-3.27975,-5.819837035,-4.016,-2.51275,-2.30725,-4.598087035,-3.1875,-6.79425,-3.0925,-5.433587035,-4.3065,-4.99925,-6.0005,-3.57075,-3.0785,-2.782,-3.446,-2.316,-2.778,-2.61625,-2.514,-3.2375,-5.96425,-6.819,-3.48,-4.053,-5.75175,-5.0806453,-2.759,-5.703,-6.6655,-3.724265212,-6.6565,-1.7465,-3.3385,-5.986348336,-1.819015212,-6.5375,-1.93325,-2.6995,-6.63425,-2.982
"hsa-miR-19b",-5.53775,-3.81575,-3.636,-4.20225,-3.54,-7.87925,-4.22175,-5.079837035,-4.551,-3.61575,-3.63325,-5.627087035,-3.8305,-5.26025,-4.0165,-4.596587035,-4.7135,-5.41525,-5.1405,-4.53775,-3.8385,-3.876,-2.339341943,-3.905,-4.103,-3.41925,-4.014,-4.0525,-7.62525,-5.645,-1.460341943,-4.574,-5.83275,-4.0966453,-4.2,-5.239,-6.0915,-2.835265212,-5.7025,-3.3925,-4.4965,-5.241348336,-3.953015212,-6.7235,-3.64625,-3.7865,-6.04125,-4.091
"hsa-miR-24",-6.27275,-4.12575,-4.241,-4.22825,-3.841,-6.29825,-4.00975,-5.184837035,-1.856315068,-4.00675,-3.36625,-4.600087035,-4.2035,-6.00725,-4.2135,-4.685587035,-5.1865,-4.80625,-5.0755,-4.39175,-4.1095,-4.253,-4.948,-4.303,-4.335,-3.88625,-3.979,-4.4685,-5.83825,-5.688,-4.585,-4.709,-5.34675,-4.3846453,-4.516,-5.762,-5.6075,-2.858265212,-6.2205,-3.6255,-4.7685,-5.114348336,-2.429015212,-6.0485,-4.16625,-4.1195,-5.64825,-4.367
"hsa-miR-223",-9.61175,-6.84775,-6.642,-6.54225,-6.345,-10.80725,-6.81675,-9.521837035,-7.749,-6.72575,-6.43325,-8.045087035,-6.8575,-9.22525,-6.9395,-9.094587035,-8.0125,-8.75725,-8.8925,-7.28175,-6.9545,-7.125,-7.807,-7.117,-7.37,-6.27725,-6.683,-6.8515,-9.87125,-9.738,-6.83,-7.818,-8.98775,-8.2446453,-7.247,-8.919,-9.0885,-6.760265212,-10.2845,-6.3055,-7.3205,-9.207348336,-6.696015212,-9.9785,-6.75925,-6.7305,-9.37825,-7.223
"hsa-miR-93",1.37925,1.66302647058824,1.53964705882353,2.74975,1.89321176470588,-0.983462947,2.21225,-2.800837035,1.32171251398824,2.00294411764706,2.15289117647059,-2.418087035,1.97468823529412,-0.91225,1.820133767,0.245821743,0.815452941176471,0.24375,3.0415,2.438406714,2.8435,1.88433052202353,1.05342842115294,1.40761176470588,2.238,1.89952647058824,1.526,1.65577058823529,-3.25025,2.731,1.33036068302353,3.563,1.85225,2.6543547,1.31938823529412,2.85,-2.4105,0.904544814,3.4425,2.22603778476471,1.22833529411765,2.464651664,0.036195007,2.8485,2.03202963781176,1.74841493192941,-0.52525,1.40330588235294
"hsa-miR-22",2.88025,1.66302647058824,1.53964705882353,2.74975,1.89321176470588,-6.29825,2.21225,-4.528837035,1.32171251398824,2.00294411764706,2.15289117647059,-0.327192447,1.97468823529412,3.30075,1.820133767,2.289412965,0.815452941176471,4.51875,1.7745,4.74825,2.8435,1.88433052202353,1.05342842115294,1.40761176470588,-0.908,1.89952647058824,3.505,1.65577058823529,-1.54425,1.266,1.33036068302353,-4.709,0.09025,-0.9696453,1.31938823529412,1.901,1.2095,0.752242314,-4.5115,2.22603778476471,1.22833529411765,-2.720348336,1.479443594,2.6505,2.03202963781176,1.74841493192941,0.63875,1.40330588235294
"hsa-miR-425",2.18525,1.66302647058824,1.53964705882353,2.74975,1.89321176470588,-2.09025,2.21225,-0.644837035,1.32171251398824,2.00294411764706,2.15289117647059,0.014912965,1.97468823529412,-0.67125,1.820133767,1.971412965,0.815452941176471,3.28475,3.0555,1.77125,2.8435,1.88433052202353,1.05342842115294,1.40761176470588,0.317,1.89952647058824,3.102,1.65577058823529,1.73175,-2.5,1.33036068302353,-1.519,1.85225,-0.9696453,1.31938823529412,-4.859,3.921310026,-0.171287195,-0.5295,2.22603778476471,1.22833529411765,1.579202608,3.312984788,-5.5075,2.03202963781176,1.74841493192941,3.47775,1.40330588235294
"hsa-miR-625",0.85625,1.66302647058824,1.53964705882353,2.74975,1.89321176470588,-6.40725,2.21225,1.606162965,1.32171251398824,2.00294411764706,2.15289117647059,0.666912965,1.97468823529412,3.25275,1.820133767,-0.142595596,0.815452941176471,3.97375,3.0555,0.62625,2.8435,1.88433052202353,1.05342842115294,1.40761176470588,-0.017,1.89952647058824,-2.514,1.65577058823529,-2.83225,-2.951,1.33036068302353,1.228,0.26525,1.043690668,1.31938823529412,3.765,2.3195,1.302734788,0.7755,2.22603778476471,1.22833529411765,1.543651664,2.233984788,-3.0055,2.03202963781176,1.74841493192941,3.74475,1.40330588235294
