"","GSM3147582","GSM3147583","GSM3147584","GSM3147585","GSM3147586","GSM3147587","GSM3147588","GSM3147589","GSM3147590","GSM3147591","GSM3147592","GSM3147593","GSM3147594","GSM3147595","GSM3147596","GSM3147597","GSM3147598","GSM3147599","GSM3147600","GSM3147601","GSM3147602","GSM3147603","GSM3147604","GSM3147605","GSM3147606","GSM3147607","GSM3147608","GSM3147609","GSM3147610","GSM3147611","GSM3147612","GSM3147613","GSM3147614","GSM3147615","GSM3147616","GSM3147617","GSM3147618","GSM3147619","GSM3147620","GSM3147621","GSM3147622","GSM3147623","GSM3147624","GSM3147625","GSM3147626","GSM3147627","GSM3147628","GSM3147629"
"hsa-miR-185",3.13625,4.56525,4.5,4.11975,4.799,-0.52325856,4.20525,3.312162965,3.467,4.75125,5.01575,0.311904404,4.2535,3.03175,3.9975,-0.142595596,3.5695,2.75875,3.0525,3.97625,4.3085,4.673,4.363,4.15,3.651,4.57575,4.659,4.2295,3.43175,2.436,4.116,3.564,2.99725,0.754844522,4.701,3.584,2.9375,1.08022461,2.4335,4.5945,3.5805,0.514141486,1.26247461,3.6045,4.59275,4.2775,3.13275,4.587
"hsa-miR-18a",3.51225,4.08025,4.389,4.45875,4.612,1.90475,4.01725,-0.303771461,4.031,4.51925,3.66175,1.839912965,4.1685,4.10275,4.0835,-0.220521461,4.2635,3.97375,4.0385,4.74825,4.9195,4.416,3.989,3.971,3.431,4.61175,4.509,4.3115,2.10575,-0.092688468,4.07,4.048,3.43925,0.683563715,4.192,3.601,3.8965,1.008943803,3.1915,4.5445,4.0705,0.442860679,1.191193803,2.8745,4.36375,4.3565,2.73075,4.096
"hsa-miR-660",3.88125,4.63825,4.849,4.41275,4.169,1.84475,4.06525,3.144162965,4.321,4.17625,4.64675,0.64015535,4.5565,3.38975,3.9775,0.18565535,3.7765,2.17575,3.1245,3.45825,4.2565,4.524,3.985,4.134,3.232,5.04475,3.585,4.7375,3.09675,2.794,5.006,3.534,3.10325,0.629769603,3.757,3.607,3.8715,0.955149691,2.4915,3.8325,3.5585,0.389066567,1.137399691,2.6505,4.18175,3.4535,3.74475,3.865
"hsa-miR-122",4.50625,6.08625,5.716,4.36375,6.571,2.64475,3.20625,0.143663885,2.914,3.59725,3.52675,0.681413885,2.7885,3.11075,6.3365,0.226913885,4.9605,1.06675,2.9225,2.95725,7.0105,4.621,2.556,4.792,2.42,5.81575,3.227,4.2905,2.54375,3.324,3.448,2.466,3.63625,0.811174575,2.801,2.85,4.2945,1.136554663,1.7465,5.2995,3.7585,0.570471538,2.799984788,3.0395,5.17275,3.3475,1.11175,4.829
"hsa-miR-127",4.70125,4.83825,2.824,5.43075,3.414,1.07675,3.90125,2.698162965,3.462,6.49725,5.93075,1.344022583,6.5385,3.29775,3.5125,3.203412965,1.4465,3.85775,3.0565,5.71525,5.6955,3.173,2.78,2.255,3.345,3.52775,4.652,4.1065,3.93575,-0.002743959,2.605,3.455,1.45425,0.971813506,2.741,4.498,4.1115,1.297193594,2.4445,3.8385,4.2315,0.73111047,1.479443594,2.3595,5.34875,4.9885,1.78075,2.879
"hsa-miR-532",2.94525,4.70325,4.732,4.19975,4.352,-0.14025,4.21225,2.484162965,4.125,4.78125,4.97575,2.558912965,4.6225,2.93275,4.7355,2.333412965,3.7495,2.39975,2.9595,3.70325,4.5025,4.744,4.026,4.068,3.625,4.79875,4.314,4.3145,1.13375,2.06,4.334,3.636,2.49925,2.9283547,3.944,2.804,2.4475,0.735700108,0.99146532,4.5545,3.7025,2.353651664,0.917950108,0.9355,5.07875,4.0375,2.30775,4.004
"hsa-miR-942",1.13025,4.31525,4.556,5.23475,4.749,-1.079564578,4.16025,1.533162965,4.233,4.43625,4.57375,-0.244401614,4.4135,1.55075,4.0225,-0.698901614,3.4945,2.47375,3.6375,4.53725,4.5095,4.727,5.126757741,4.423,4.06,5.39275,5.083,3.9695,3.78475,1.391,3.726,3.563,1.70925,0.313410001,3.978,2.165,4.2585,0.638790089,1.5465,5.6685,3.9335,0.072706964,0.821040089,2.4855,4.43075,4.3085,3.47775,4.477
"hsa-miR-361",2.85725,3.74325,3.81,3.39975,3.759,2.80175,4.10125,3.151162965,3.38,3.78925,4.02475,0.574971796,4.2675,2.73475,3.9055,0.120471796,3.3165,3.43275,3.0415,3.42425,3.6675,3.597,3.521,3.897,3.651,3.91675,4.27,3.9245,3.09175,3.293,3.49,3.564,3.99625,1.05693374,3.799,3.53,3.1835,1.382313828,2.7085,4.0305,3.5825,0.816230704,1.564563828,3.2265,3.99075,3.5475,3.52775,3.604
"hsa-miR-720",0.85625,3.98625,4.105,6.42375,6.309,1.76675,4.94125,1.679162965,4.505,4.86525,5.69775,0.610783159,4.8325,1.44875,5.929370195,0.471412965,3.6525,2.57075,2.2155,4.11525,4.7725,4.414,3.555,3.157,3.358,5.06875,4.222,3.5695,3.33075,0.323,3.061,2.505,1.58425,2.7753547,3.346,1.752,3.7915,0.622677279,1.2065,6.128442491,4.5215,0.056594155,0.804927279,1.8955,4.14775,3.5035,1.97875,3.458
"hsa-miR-744",1.74025,3.65725,3.392,3.82575,4.207,2.32975,4.00925,-0.243778009,3.253,4.86725,4.08675,3.522912965,3.8145,2.79175,3.9885,-0.160528009,3.0465,3.28475,3.2755,4.69325,4.3765,3.782,3.345,3.492,3.054,3.96575,4.684,4.0305,2.17075,2.492,3.606,3.133,2.32325,3.0743547,3.552,2.745,3.6195,1.109781219,2.3225,4.7105,3.2575,0.543698095,1.292031219,2.4175,4.27975,4.6065,2.39975,3.735
"hsa-miR-30e-3p",1.28325,3.15325,2.897,4.42875,3.643,1.20675,3.48025,0.418162965,3.636,3.54625,3.59675,-0.327192447,3.5535,1.69575,3.4605,1.215412965,2.9505,2.42575,2.8415,4.60225,4.1815,3.756,2.629,3.18,3.152,3.80275,4.209,3.2055,2.07575,0.462,2.827,2.826,1.83325,2.8273547,2.892,3.198,4.1885,0.824743547,1.5985,4.5555,2.9555,0.258660422,1.006993547,1.9725,4.23975,3.6955,3.66775,3.429
"hsa-miR-148a",3.65525,3.43525,3.328,4.16975,4.068,-0.983462947,4.07625,-0.686049982,3.915,3.44325,4.02575,-0.148299982,3.9625,3.55975,4.9835,-0.602799982,3.2845,2.41475,3.0555,3.14725,3.6215,2.882,2.672,2.865,3.141,3.79075,4.116,3.2965,2.84175,-0.812266091,3.172,3.587,2.98225,0.181797386,3.317,3.755,3.6265,0.507177474,2.4395,3.2495,2.9545,-0.058905651,0.689427474,2.3835,3.11875,3.6285,2.22475,3.115
"hsa-miR-195",3.65125,2.97425,4.289,4.19075,3.531,2.24875,4.16225,-0.383848618,2.37,2.51225,3.69275,0.153901382,3.7325,2.08375,5.5915,-0.300598618,2.2685,0.73975,3.8885,2.41825,2.9625,2.767,3.531,4.488,2.286,3.97075,3.102,3.2435,0.094899436,2.325,3.721,2.729,1.58625,0.426862226,2.729,3.645,5.3455,0.752242314,2.9965,2.9395,3.0175,0.18615919,0.934492314,2.7315,2.99175,2.5115,2.50175,2.513
"hsa-miR-130b",3.39925,3.13125,3.435,2.57275,3.599,-0.96460306,3.15825,-0.667190096,2.747,2.93125,2.63675,3.730912965,2.4045,2.81475,2.8035,-0.583940096,2.7505,3.01075,2.5455,2.92225,3.3225,3.114,2.908,3.411,3.192,3.22975,2.84,2.9335,3.03675,2.731,2.783,2.93,2.25025,0.531680657,3.045,4.587325957,2.6205,0.857060745,2.4975,2.8705,3.7045,0.29097762,1.039310745,1.124825957,3.08775,2.7605,2.94275,2.929
"hsa-miR-20b",1.85425,2.99525,3.511,3.40275,4.297,-0.08525,2.55125,-0.789584364,1.867,3.37025,3.37975,1.233912965,3.5545,2.95475,2.8935,3.008412965,3.0485,2.39575,2.1725,2.76525,2.7925,3.551,2.217,4.716,3.202,4.01975,3.4,2.8885,-0.07525,1.393,3.364,2.566,1.87225,0.138626558,3.112,4.194271858,1.2095,0.464006647,2.4795,3.2255,2.3905,-0.102076478,3.176984788,1.5165,3.04275,3.8115,0.86675,3.665
"hsa-miR-29a",2.55825,3.06925,3.423,1.97675,2.64,1.45575,3.01725,3.204162965,2.322,3.48925,2.55575,-0.424819296,2.8965,1.99975,2.8805,-0.879319296,2.4375,2.42975,2.4855,3.32125,3.4195,3.63,3.409,3.339,3.207,3.32675,3.211,3.1595,2.12875,1.325,3.068,2.601,2.40325,0.106343108,3.244,1.903,2.6515,0.431723196,2.4005,3.2495,3.4605,-0.134359928,0.613973196,1.5735,3.39875,3.0915,2.11875,3.143
"hsa-miR-152",2.11225,2.33125,2.503,3.18175,3.628,0.79375,2.96325,3.115162965,2.671,2.93325,3.64975,2.661912965,3.2905,2.04675,2.9385,2.985412965,2.2845,1.97175,2.0345,2.91125,3.2885,2.564,2.378,2.925,2.238,3.00375,2.999,2.2995,1.68775,1.302,2.103,2.438,1.85225,2.6543547,2.311,2.071,2.2495,0.530127921,2.0515,3.4075,2.1425,-0.035955203,0.712377921,1.2805,2.85775,2.5055,1.07775,2.613
"hsa-miR-301",1.11725,2.81025,2.761,3.39975,3.269,0.89175,3.01325,2.096162965,2.448,3.27025,3.43175,1.673912965,2.8985,1.91375,2.7745,2.275412965,2.0555,2.02875,2.6135,4.08625,3.7595,2.689,2.221,2.674,3.030820799,3.00075,3.505,2.8735,0.67675,1.16,2.745,2.375,0.88625,2.7093547,2.325,1.901,2.0485,0.336064113,0.7755,3.8115,2.6825,2.030651664,0.518314113,0.9135,3.60675,3.0425,0.43575,2.439
"hsa-miR-133a",2.09125,2.16225,2.722,1.43175,2.755,1.40875,3.86425,1.560162965,3.369,2.36425,4.20275,3.806912965,3.7485,1.07275,4.1725,1.916412965,0.2225,2.49475,0.3035,3.75625,1.8965,3.582,4.545,3.2,4.137,3.99175,4.084,2.6735,1.73175,-1.572,2.117,5.054,-0.35475,0.111226236,1.376,1.965,0.2055,0.436606324,2.7005,3.6925,3.7385,2.780651664,0.618856324,0.6085,2.27375,1.0945,0.38775,4.944
"hsa-miR-590-5p",1.37925,2.26625,2.235,3.11075,2.754,-0.494723113,2.86025,3.373162965,2.85,2.25925,4.21175,0.340439851,3.6135,1.50875,3.0865,2.965412965,1.7635,2.09475,1.8615,2.01625,2.2045,2.099,2.271,3.068,2.796,2.74675,2.96,2.5215,3.46575,2.179,2.604,2.555,1.94425,0.481920868,2.368,1.831,2.3195,0.807300956,1.063066168,2.8645,1.6935,0.241217831,0.989550956,3.4085,2.33875,2.4475,2.84475,2.304
"hsa-miR-376c",2.58525,3.86125,1.8,2.65475,2.437,0.89775,2.81325,1.263162965,1.95,5.42325,5.81175,0.729668408,5.4715,0.52775,2.4265,1.971412965,-0.4445,2.89675,0.3115,3.01125,2.5535,1.185,2.144,1.529,2.386,1.91675,2.847,2.1235,4.14175,2.828,1.727,2.345,2.728569079,0.606673779,1.443,2.333,2.1275,0.932053867,1.2715,1.8315,1.1285,1.312651664,1.114303867,1.6415,3.37775,4.4225,1.70175,1.81
"hsa-miR-324-5p",2.59025,2.14225,2.07,1.83375,1.85,2.03375,2.32025,3.106162965,1.947,2.41625,1.63375,1.602912965,1.9185,2.55575,1.8805,-0.549944616,2.2105,3.11875,2.7855,2.76925,3.2925,2.504,2.294,2.188,1.796,2.43575,3.126,2.2225,1.61175,2.221,1.993,2.418,2.02625,0.620733686,2.407,2.558,2.7665,0.946113774,2.3775,2.4955,2.6385,2.555651664,1.128363774,1.6165,2.68975,2.3845,1.57075,2.214
"hsa-miR-132",2.18525,2.61025,2.725,3.15775,3.115,1.28375,2.61025,-1.313646194,2.463,3.01725,3.57175,-0.775896194,3.0975,1.30575,3.1395,-1.230396194,2.0905,1.72575,1.9885,2.60625,3.0175,2.717,2.19,3.087,2.651,3.38675,2.83,2.6065,2.40075,1.778,2.992,3.270306362,1.72325,-0.188525629,2.645,1.887,2.2015,0.136854459,0.392619671,3.4605,2.7165,2.623651664,0.319104459,0.404619671,3.27975,2.6525,1.93975,2.972
"hsa-miR-335",2.32225,2.35025,1.99,2.56175,2.458,2.19875,2.63125,-0.715488894,2.563,2.18925,3.19475,-0.177738894,2.7865,3.13875,2.9905,-0.632238894,2.0495,2.41175,2.0205,2.05925,2.1365,2.157,2.268,2.362,2.662,2.13875,2.359,2.0195,2.23875,2.485,2.435,2.562,2.64625,0.405748046,1.831,2.905,2.4695,0.731128134,3.4425,2.2375,2.4875,0.165045009,0.913378134,2.2055,2.25475,1.8695,1.98775,2.396
"hsa-miR-192",1.90125,3.65025,3.804,2.41175,3.095,0.01175,1.69025,1.640162965,1.933,2.57125,2.11875,2.642912965,1.7505,1.54675,2.5785,2.126412965,1.5805,-0.32725,1.4485,1.71325,3.3405,3.318,1.948,3.003,1.211,3.94775,1.822,2.7465,1.13575,0.814,2.41,1.228,0.09025,1.4263547,2.062,4.141739705,1.7235,0.411474493,0.3995,3.1365,2.0175,2.179651664,2.495984788,1.6575,3.36475,2.5235,0.77575,2.45
"hsa-miR-103",0.58725,1.48225,1.226,6.127386579,1.991,0.38975,2.17725,2.294162965,1.848,2.31825,1.92975,2.834912965,1.9855,1.84675,2.3535,2.289412965,1.5855,1.32775,2.3315,4.952802139,3.3305,2.142,1.148,1.087,0.452,1.73875,4.856552139,2.2075,1.28275,1.832,1.632,1.216,1.03125,0.579164726,1.521,4.634810026,3.921310026,0.904544814,0.9225,2.5145,1.1705,0.33846169,1.086794814,1.1745,2.39575,1.9925,0.80275,1.012
"hsa-miR-27b",1.95125,2.09825,1.633,1.26975,1.45,1.65175,2.02625,2.836162965,1.413,2.35825,1.44475,3.288912965,1.5215,2.19775,1.6225,3.088412965,1.8235,2.10075,2.2645,2.73525,1.9895,1.889,2.046,1.709,1.515,2.24775,2.01,1.4445,2.40275,2.401,2.225,1.89,1.91925,0.62553473,1.331,2.126,2.3705,0.950914818,2.1155,1.8735,1.5805,0.384831693,1.133164818,1.4505,2.04975,2.3005,2.49375,2.115
"hsa-miR-766",-1.13675,2.23025,2.049,3.90675,3.483,0.60975,2.70425,-0.644837035,2.701,3.40725,3.60575,-1.162397046,3.1275,-0.28425,3.2755,-0.315587035,1.5865,1.24775,1.8695,3.90925,3.4625,3.578,1.734,1.929,2.264,3.00975,3.887,2.6525,0.93375,-0.484,1.434,1.28,0.12125,0.8503547,2.744,0.801,3.1135,-0.104499859,-0.0685,4.2575,2.3895,2.041651664,0.077750141,1.4455,3.58175,3.6405,0.63875,2.453
"hsa-miR-30d",0.93625,1.36425,1.475,3.42475,2.232,-0.458075602,3.04125,1.606162965,3.32,1.45025,2.52875,0.377087362,2.7675,0.47675,2.4575,3.126412965,0.5125,0.76475,1.4925,1.65425,1.4005,1.632,0.726,1.663,2.133,2.06175,2.435,1.3755,4.06975,1.266,1.29,3.726907961,1.22825,0.995978692,1.318,2.23,5.0045,1.32135878,1.3615,2.1045,1.4005,0.755275656,1.50360878,3.6235,1.52275,1.1435,4.36275,1.239
"hsa-miR-28-3p",-0.35275,2.14525,2.202,2.74975,2.329,0.84875,2.21725,1.253162965,1.14,2.39725,3.20675,2.246912965,2.4475,0.25775,1.9385,1.056412965,1.4575,1.02875,1.1915,2.87525,2.9505,3.102,1.414,2.351,1.538,2.60175,3.146,2.1975,0.85675,0.536,1.719,3.111194989,2.079832548,1.9733547,1.473,0.099,1.0245,0.283317336,-0.5855,3.4175,1.6505,1.278651664,3.543984788,0.5135,3.67575,3.0985,-0.08125,2.2
"hsa-miR-28",0.41325,1.11325,1.102,4.25375,1.806,0.82975,2.01025,2.208162965,1.243,1.61925,1.81175,1.186912965,1.0635,2.07275,2.0785,2.289412965,1.5435,1.86775,3.4675,3.68125,4.2075,2.918,0.572,0.969,0.786,1.68075,3.579,2.6125,0.15275,1.29,1.411,1.396,1.53825,2.6783547,1.875,0.957,2.4785,0.706138549,0.5045,3.3205,1.0855,2.738651664,0.888388549,1.4745,2.81275,1.9185,0.32775,1.245
"hsa-miR-574-3p",-1.62375,2.69125,3.864,3.49275,4.295,-1.35125,3.43225,-1.716837035,2.278,3.73825,3.99075,0.651912965,3.0245,-0.24825,3.9905,-0.844587035,2.8355,0.59975,-0.0165,2.92525,2.3535,3.679,2.424,3.043,3.087,3.38375,3.979,3.3025,-0.94625,-1.565,2.467,1.667,-0.09475,0.6893547,3.45,-0.032,-1.0695,1.247734788,-1.8145,4.6365,2.9925,-0.928348336,2.233984788,-1.1625,4.26975,3.9755,-1.93325,2.79
"hsa-miR-186",-1.49775,1.96525,1.985,2.88075,2.747,-0.60425,2.21225,0.547162965,1.6,2.58825,3.51775,2.361912965,2.4585,-1.04725,2.2235,1.133412965,0.5865,0.67875,0.3495,2.08425,2.4985,2.443,1.423,2.193,2.21,2.10875,3.364,2.5905,0.64875,-0.376,1.52,1.591,-0.16375,2.0933547,2.193,0.262,0.3885,2.922734788,-0.5295,3.7095,1.6685,0.540651664,0.011011668,0.2635,3.38275,2.1645,-0.52525,2.425
"hsa-miR-139-5p",-0.97375,2.15225,1.386,4.09675,2.59,-0.63425,2.17525,-0.508837035,1.276,3.20225,1.65375,1.467912965,3.6805,-0.91225,2.9195,1.056412965,0.6295,0.24375,1.5285,3.15625,3.2775,2.756,0.521,1.443,1.541,1.14175,2.455,2.0625,1.06475,0.049,2.146,2.455130682,-0.06875,1.0233547,2.139,0.603,1.0945,-0.570589845,-1.2855,3.6845,1.6685,0.600651664,-0.388339845,0.3845,2.98975,2.8935,0.06475,1.263
"hsa-miR-25",1.57625,1.78425,1.797,1.06375,1.393,0.82275,0.95925,2.627162965,1.221,1.70325,0.68775,1.448912965,1.5275,1.70175,0.9105,2.260412965,1.6265,1.02175,2.3015,1.53725,1.9575,1.578,1.109,1.782,1.104,2.04975,1.347,1.6195,1.09575,1.634,1.816,0.929,0.67425,-0.249444511,1.358,1.168,1.1875,0.075935577,1.1855,1.4405,0.7685,-0.490147548,0.258185577,1.3425,1.24675,1.6315,2.18075,1.417
"hsa-miR-376a",0.66125,2.70125,1.038,1.26075,1.302,-2.15125,1.25725,-0.858837035,0.098,3.89825,3.45075,1.333912965,3.6115,-0.67125,0.4415,0.381412965,-1.4635,1.75875,-0.5515,3.974978521,2.0785,0.267,1.143,0.39,2.467728521,0.69875,1.88,1.4175,0.73775,1.098,0.494,2.856728521,-0.94575,2.3563547,0.312,0.849,0.1915,1.576734788,-0.0155,0.7135,0.1935,-0.649348336,3.508984788,-0.0505,2.34275,3.3725,-0.52325,1.17
"hsa-miR-374",-0.19275,0.06625,-0.114,3.33475,0.666,1.62375,1.16225,3.079162965,0.576,0.89225,1.36075,3.184912965,0.9825,0.43075,0.9475,1.584412965,0.3915,0.31075,2.2225,2.92225,2.8715,1.29,-0.415,0.276,-0.737,0.80675,2.222,1.1445,2.40775,1.289,0.345,0.175,0.38025,0.278117878,0.413,0.706,3.4755,0.603497966,0.4305,1.7025,0.1275,0.037414842,0.785747966,1.9655,1.33575,0.7705,0.48275,-0.26
"hsa-miR-19a",-0.44275,1.12325,1.19,1.70275,1.726,-1.66425,1.24125,1.022162965,1.048,1.30825,2.53975,1.483912965,2.1845,0.08275,1.9855,1.193412965,0.5075,-0.20925,0.0205,0.60625,0.5975,1.166,0.55,1.431,1.176,1.79375,1.246,1.0345,-1.38925,0.314,1.281,1.034,0.03425,2.6173547,1.152,0.175,0.1245,3.400734788,0.3715,1.6295,0.4975,1.010651664,2.209984788,-0.4965,1.06875,1.0975,0.03475,0.828
"hsa-miR-15b",-0.46575,0.93325,0.279,2.75175,1.71,-1.04825,1.35325,0.434162965,0.546,1.35325,0.67375,0.014912965,1.2965,0.66675,0.9945,0.963412965,0.6075,0.71475,1.6695,2.64225,2.3695,1.367,-0.263,0.061,-0.219,0.77775,1.896,1.1675,-0.29025,0.269,0.31,0.516,0.50525,1.1613547,1.018,0.494,1.5985,3.068734788,-0.5375,1.9735,0.7225,0.524651664,2.981984788,-0.4965,1.90575,1.2175,-0.76525,0.616
"hsa-miR-27a",0.51725,0.16325,-0.002,-0.05925,0.12,1.50375,0.27625,1.885162965,0.199,0.42625,-0.13125,1.658912965,0.4935,0.53775,0.1095,1.741412965,0.7705,1.37775,0.9535,1.07425,0.9205,0.418,0.325,0.278,0.317,0.07075,0.691,0.3985,1.20375,0.985,0.382,0.553,1.12125,0.122542554,0.726,0.471,1.2145,0.447922642,0.4885,0.5365,0.2305,1.849651664,0.630172642,0.8805,0.44675,0.9775,1.28575,0.564
"hsa-miR-409-3p",-0.58975,3.17825,1.889,1.58675,1.487,-4.26625,1.21625,-4.528837035,0.286,5.27525,4.02875,0.317912965,3.7715,-1.52625,0.8175,-2.751587035,-0.4515,0.82975,-1.0585,2.67125,2.8435,1.467,1.398,-0.1,1.022,1.83675,1.192,1.5485,-1.11125,-1.382,0.503,0.581,-2.86075,-0.2946453,0.226,0.368,1.1735,-0.018265212,-2.0195,1.6375,1.0535,-1.811348336,-0.204015212,-2.0195,3.32075,3.2615,-1.67325,1.899
"hsa-miR-130a",0.49225,0.05325,0.279,0.32475,0.025,0.97575,0.15725,1.631162965,0.274,0.08625,0.37675,2.743912965,-0.1645,-0.34825,0.1505,1.848412965,0.4485,-0.05125,0.0515,0.14525,-0.4435,0.377,0.45,0.164,0.176,0.04775,-0.343,0.2825,0.41275,0.125,0.013,0.027,0.26525,1.9213547,0.198,-0.153,-0.3055,0.055214436,-0.2125,-0.3345,0.5015,1.395651664,0.237464436,0.9245,-0.06225,0.0895,0.41275,-0.089
"hsa-miR-142-3p",-1.65275,-0.29275,-1.171,2.80875,0.175,1.66775,0.21925,0.966162965,0.047,0.37025,0.81475,0.942912965,0.8915,0.80675,1.1095,1.160412965,-0.3955,-1.05425,0.0945,1.77125,4.716418795,1.474,-1.346,-1.608,2.646918795,-1.00725,2.068,0.2755,-0.33225,-0.98,-0.993,3.035918795,-1.78075,1.7413547,-0.301,-0.083,0.9805,-0.146054993,-1.8245,0.6545,-0.9725,1.640651664,0.036195007,0.2375,0.80775,-0.4185,-2.21925,-1.226
