Unnamed: 0,samples
hsa-miR-557,26138
hsa-miR-5571-5p,24346
hsa-miR-5572,24309
hsa-miR-5579-3p,24313
hsa-miR-558,26111
hsa-miR-5581-3p,24315
hsa-miR-5581-5p,24344
hsa-miR-5582-5p,24314
hsa-miR-5586-3p,24313
hsa-miR-5586-5p,24315
hsa-miR-5587-3p,24312
hsa-miR-5588-3p,24312
hsa-miR-5589-3p,24315
hsa-miR-5589-5p,24315
hsa-miR-559,26112
hsa-miR-5590-3p,24315
hsa-miR-5591-3p,24314
hsa-miR-5591-5p,24315
hsa-miR-564,26199
hsa-miR-566,1389
hsa-miR-567,26166
hsa-miR-5684,24346
hsa-miR-5685,24347
hsa-miR-5686,67
hsa-miR-5687,24307
hsa-miR-5688,24315
hsa-miR-5689,24307
hsa-miR-569,26105
hsa-miR-5690,24314
hsa-miR-5691,24308
hsa-miR-5693,24306
hsa-miR-5694,24307
hsa-miR-5695,24314
hsa-miR-5696,24339
hsa-miR-5697,24307
hsa-miR-5699,99
hsa-miR-5700,24309
hsa-miR-5704,24306
hsa-miR-5707,24313
hsa-miR-5708,24339
hsa-miR-571,26191
hsa-miR-5739,24272
hsa-miR-575,26195
hsa-miR-583,26133
hsa-miR-587,26161
hsa-miR-593-5p,25552
hsa-miR-595,26194
hsa-miR-600,26162
hsa-miR-601,26197
hsa-miR-602,26138
hsa-miR-603,25958
hsa-miR-604,26169
hsa-miR-606,26163
hsa-miR-6069,24269
hsa-miR-6072,24243
hsa-miR-6074,24244
hsa-miR-6075,24275
hsa-miR-6076,24269
hsa-miR-6077,24242
hsa-miR-6079,24236
hsa-miR-608,26168
hsa-miR-6080,24237
hsa-miR-6081,24269
hsa-miR-6082,24242
hsa-miR-6083,24267
hsa-miR-6084,24269
hsa-miR-6085,24276
hsa-miR-6086,24275
hsa-miR-6088,24273
hsa-miR-609,26104
hsa-miR-6090,24273
hsa-miR-610,26201
hsa-miR-612,26168
hsa-miR-6125,24275
hsa-miR-6127,24270
hsa-miR-6128,24241
hsa-miR-6129,24276
hsa-miR-613,26161
hsa-miR-6130,24273
hsa-miR-6131,24273
hsa-miR-6132,24276
hsa-miR-6133,24274
hsa-miR-6165,24269
hsa-miR-617,26200
hsa-miR-620,26167
hsa-miR-622,26138
hsa-miR-623,26138
hsa-miR-626,26167
hsa-miR-633,26104
hsa-miR-634,26142
hsa-miR-635,26111
hsa-miR-637,26161
hsa-miR-638,26200
hsa-miR-640,26159
hsa-miR-642b-5p,24315
hsa-miR-644a,25605
hsa-miR-645,26101
hsa-miR-646,26101
hsa-miR-647,26100
hsa-miR-649,26167
hsa-miR-6499-3p,24242
hsa-miR-6499-5p,24241
hsa-miR-6500-5p,24275
hsa-miR-6501-3p,24238
hsa-miR-6501-5p,24243
hsa-miR-6502-5p,24243
hsa-miR-6503-3p,24298
hsa-miR-6503-5p,24297
hsa-miR-6504-3p,24241
hsa-miR-6505-3p,24244
hsa-miR-6506-3p,24243
hsa-miR-6508-5p,24276
hsa-miR-6509-3p,24240
hsa-miR-6510-3p,24241
hsa-miR-6511a-5p,24332
hsa-miR-6511b-5p,24273
hsa-miR-6512-3p,24242
hsa-miR-6512-5p,24274
hsa-miR-6514-3p,24242
hsa-miR-657,26105
hsa-miR-658,26136
hsa-miR-659-3p,25583
hsa-miR-660-3p,24402
hsa-miR-661,26165
hsa-miR-662,26133
hsa-miR-668,658
hsa-miR-670,263
hsa-miR-6715b-5p,24243
hsa-miR-6716-5p,24273
hsa-miR-6717-5p,24274
hsa-miR-6718-5p,24243
hsa-miR-6722-3p,24275
hsa-miR-6722-5p,24274
hsa-miR-675-3p,25553
hsa-miR-675-5p,25609
hsa-miR-676-5p,24904
hsa-miR-7-2-3p,26267
hsa-miR-758-3p,25542
hsa-miR-758-5p,24339
hsa-miR-761,25774
hsa-miR-762,25746
hsa-miR-764,25764
hsa-miR-770-5p,26128
hsa-miR-888-3p,25552
hsa-miR-892b,26198
hsa-miR-892c-5p,24242
hsa-miR-920,26105
hsa-miR-921,26112
hsa-miR-924,26162
hsa-miR-92a-2-5p,25550
hsa-miR-936,26194
hsa-miR-939-3p,24244
hsa-miR-943,26099
hsa-miR-106a-3p,25547
hsa-miR-1178-3p,25595
hsa-miR-1178-5p,24238
hsa-miR-1180,638
hsa-miR-1185-5p,25606
hsa-miR-1193,25664
hsa-miR-1197,26149
hsa-miR-1205,26148
hsa-miR-122-3p,26262
hsa-miR-124-3p,25604
hsa-miR-124-5p,26262
hsa-miR-1245a,25605
hsa-miR-1245b-3p,24374
hsa-miR-1251,606
hsa-miR-1252,606
hsa-miR-1261,26174
hsa-miR-1264,26147
hsa-miR-1265,26085
hsa-miR-1271-3p,24365
hsa-miR-1278,26148
hsa-miR-1279,26148
hsa-miR-1282,26083
hsa-miR-1295b-5p,24310
hsa-miR-1301,638
hsa-miR-1305,26181
hsa-miR-1468,591
hsa-miR-146a-3p,25549
hsa-miR-147a,25387
hsa-miR-1537,591
hsa-miR-154-3p,25546
hsa-miR-181d,654
hsa-miR-18b-3p,25580
hsa-miR-18b-5p,25637
hsa-miR-190a,63
hsa-miR-1915-5p,25580
hsa-miR-203a,370
hsa-miR-2052,25707
hsa-miR-2053,25762
hsa-miR-2054,24766
hsa-miR-208a,622
hsa-miR-2115-5p,25546
hsa-miR-2117,25800
hsa-miR-214-5p,26292
hsa-miR-218-2-3p,25548
hsa-miR-223-5p,26263
hsa-miR-24-1-5p,25540
hsa-miR-2681-5p,24310
hsa-miR-2964a-3p,71
hsa-miR-302a-3p,25600
hsa-miR-302a-5p,25606
hsa-miR-302b-3p,25604
hsa-miR-302b-5p,25547
hsa-miR-302d-3p,25605
hsa-miR-302e,26136
hsa-miR-302f,26143
hsa-miR-3117-5p,24319
hsa-miR-3118,25555
hsa-miR-3123,25613
hsa-miR-3124-3p,24317
hsa-miR-3127-3p,24317
hsa-miR-3136-3p,24318
hsa-miR-3142,25607
hsa-miR-3152-5p,24316
hsa-miR-3155b,24348
hsa-miR-3167,25612
hsa-miR-3169,25612
hsa-miR-3171,25606
hsa-miR-3179,25612
hsa-miR-3181,25637
hsa-miR-3186-3p,25556
hsa-miR-3191-3p,25546
hsa-miR-3193,25610
hsa-miR-3199,25555
hsa-miR-3200-5p,24940
hsa-miR-323b-3p,25608
hsa-miR-323b-5p,26060
hsa-miR-338-5p,26126
hsa-miR-3606-3p,24238
hsa-miR-3606-5p,24887
hsa-miR-3613-5p,24964
hsa-miR-3616-5p,24907
hsa-miR-3655,24958
hsa-miR-3657,24953
hsa-miR-3658,24957
hsa-miR-3667-5p,24940
hsa-miR-3668,24963
hsa-miR-3669,411
hsa-miR-367-5p,25548
hsa-miR-3672,24958
hsa-miR-3674,24962
hsa-miR-3676-3p,95
hsa-miR-3677-3p,24906
hsa-miR-3678-5p,24905
hsa-miR-3681-3p,24899
hsa-miR-3682-5p,24318
hsa-miR-3684,24957
hsa-miR-3688-5p,24316
hsa-miR-3689a-3p,24939
hsa-miR-3689c,404
hsa-miR-3689d,24317
hsa-miR-3713,24996
hsa-miR-376a-2-5p,24297
hsa-miR-376a-3p,25637
hsa-miR-376a-5p,25547
hsa-miR-376b-5p,24239
hsa-miR-376c-5p,24296
hsa-miR-377-5p,25548
hsa-miR-380-3p,25603
hsa-miR-380-5p,25549
hsa-miR-381-5p,24305
hsa-miR-3912,127
hsa-miR-3915,24990
hsa-miR-3921,24961
hsa-miR-3924,24964
hsa-miR-3927-3p,24887
hsa-miR-3938,24995
hsa-miR-3941,24960
hsa-miR-3942-3p,24314
hsa-miR-3973,24368
hsa-miR-3974,24374
hsa-miR-3978,24373
hsa-miR-4256,25645
hsa-miR-4262,25607
hsa-miR-4263,25602
hsa-miR-4264,25601
hsa-miR-4266,25612
hsa-miR-4272,25606
hsa-miR-4278,25611
hsa-miR-4285,25606
hsa-miR-4287,25605
hsa-miR-4292,25612
hsa-miR-4301,25611
hsa-miR-4303,25613
hsa-miR-4317,25645
hsa-miR-4320,25604
hsa-miR-4321,25604
hsa-miR-4328,25612
hsa-miR-4418,24369
hsa-miR-4420,24369
hsa-miR-4424,24362
hsa-miR-4426,24374
hsa-miR-4427,24366
hsa-miR-4432,24369
hsa-miR-4439,24375
hsa-miR-4441,24406
hsa-miR-4452,24373
hsa-miR-4453,24373
hsa-miR-4457,24367
hsa-miR-4460,24367
hsa-miR-4473,24374
hsa-miR-4477b,24368
hsa-miR-4480,24372
hsa-miR-4482-5p,24311
hsa-miR-4495,24374
hsa-miR-4503,24370
hsa-miR-4509,24318
hsa-miR-450a-3p,63
hsa-miR-4511,24373
hsa-miR-4517,24374
hsa-miR-4518,24367
hsa-miR-4519,24402
hsa-miR-451b,24407
hsa-miR-4520b-5p,6
hsa-miR-4522,24403
hsa-miR-4523,24374
hsa-miR-4524a-3p,24309
hsa-miR-4527,24372
hsa-miR-4529-3p,24319
hsa-miR-4536-3p,24367
hsa-miR-4536-5p,24365
hsa-miR-4537,24374
hsa-miR-4540,24366
hsa-miR-4636,24399
hsa-miR-4637,24367
hsa-miR-4639-3p,24309
hsa-miR-4645-3p,24319
hsa-miR-4645-5p,24317
hsa-miR-4650-3p,24318
hsa-miR-4650-5p,24316
hsa-miR-4659a-3p,24349
hsa-miR-4659b-3p,24318
hsa-miR-4662a-3p,24317
hsa-miR-4662b,24369
hsa-miR-4666a-3p,24308
hsa-miR-4666b,24336
hsa-miR-4668-3p,24313
hsa-miR-4670-3p,24317
hsa-miR-4671-3p,24318
hsa-miR-4671-5p,24317
hsa-miR-4679,24317
hsa-miR-4680-5p,24315
hsa-miR-4684-3p,24350
hsa-miR-4693-3p,24318
hsa-miR-4694-3p,24318
hsa-miR-4696,24373
hsa-miR-4703-5p,24318
hsa-miR-4704-3p,24316
hsa-miR-4704-5p,24318
hsa-miR-4711-3p,24351
hsa-miR-4714-3p,24316
hsa-miR-4720-3p,24319
hsa-miR-4724-3p,24317
hsa-miR-4727-5p,24314
hsa-miR-4733-3p,24319
hsa-miR-4735-3p,24316
hsa-miR-4735-5p,24316
hsa-miR-4738-5p,24315
hsa-miR-4740-3p,24348
hsa-miR-4743-3p,24235
hsa-miR-4744,24367
hsa-miR-4752,24372
hsa-miR-4753-3p,24317
hsa-miR-4755-5p,24375
hsa-miR-4756-3p,24317
hsa-miR-4756-5p,24318
hsa-miR-4760-3p,24319
hsa-miR-4760-5p,24319
hsa-miR-4762-3p,24349
hsa-miR-4764-3p,24319
hsa-miR-4765,24373
hsa-miR-4766-5p,24318
hsa-miR-4768-5p,24316
hsa-miR-4770,24367
hsa-miR-4777-3p,24315
hsa-miR-4777-5p,24319
hsa-miR-4781-3p,24319
hsa-miR-4782-3p,24315
hsa-miR-4789-3p,24316
hsa-miR-4789-5p,24316
hsa-miR-4790-5p,24318
hsa-miR-4793-5p,24350
hsa-miR-4794,24364
hsa-miR-4795-3p,24317
hsa-miR-4795-5p,24319
hsa-miR-4797-3p,24318
hsa-miR-4797-5p,24317
hsa-miR-4798-3p,24314
hsa-miR-4799-3p,24313
hsa-miR-4803,24368
hsa-miR-490-5p,26126
hsa-miR-495-3p,25628
hsa-miR-495-5p,24311
hsa-miR-499a-3p,25614
hsa-miR-5000-5p,24309
hsa-miR-5002-5p,24311
hsa-miR-500b,119
hsa-miR-5047,24372
hsa-miR-513a-3p,25915
hsa-miR-513c-5p,25638
hsa-miR-514a-5p,24366
hsa-miR-516a-3p,2156
hsa-miR-516b-3p,793
hsa-miR-518e-3p,25635
hsa-miR-5197-3p,24310
hsa-miR-519b-3p,26125
hsa-miR-519b-5p,1003
hsa-miR-519e-3p,25602
hsa-miR-519e-5p,25578
hsa-miR-520c-3p,25909
hsa-miR-520c-5p,793
hsa-miR-520d-3p,26125
hsa-miR-522-3p,25638
hsa-miR-523-3p,25605
hsa-miR-524-3p,26092
hsa-miR-526a,6
hsa-miR-539-3p,24368
hsa-miR-539-5p,25638
hsa-miR-543,26159
hsa-miR-544a,25599
hsa-miR-548ah-3p,24052
hsa-miR-548ah-5p,24368
hsa-miR-548aj-3p,24310
hsa-miR-548ak,24426
hsa-miR-548am-3p,24310
hsa-miR-548ao-3p,24311
hsa-miR-548ao-5p,24311
hsa-miR-548ap-3p,24254
hsa-miR-548ap-5p,24258
hsa-miR-548ar-3p,24367
hsa-miR-548ar-5p,24368
hsa-miR-548as-3p,24310
hsa-miR-548at-3p,24310
hsa-miR-548av-3p,24253
hsa-miR-548av-5p,24259
hsa-miR-548az-3p,24239
hsa-miR-548f,535
hsa-miR-548g-3p,25597
hsa-miR-548g-5p,348
hsa-miR-548j,606
hsa-miR-548p,26086
hsa-miR-548s,25612
hsa-miR-548t-5p,25548
hsa-miR-548x-5p,354
hsa-miR-549a,779
hsa-miR-550b-3p,24897
hsa-miR-553,26163
hsa-miR-554,26158
hsa-miR-555,26158
hsa-miR-5571-3p,24311
hsa-miR-5579-5p,24308
hsa-miR-5580-5p,24309
hsa-miR-5582-3p,24311
hsa-miR-5583-5p,24310
hsa-miR-5584-3p,24311
hsa-miR-5587-5p,24338
hsa-miR-5590-5p,24310
hsa-miR-562,26159
hsa-miR-563,26189
hsa-miR-568,26162
hsa-miR-5681a,24302
hsa-miR-5681b,24304
hsa-miR-5683,24310
hsa-miR-5692a,24309
hsa-miR-5692b,24257
hsa-miR-5692c,24311
hsa-miR-570-5p,354
hsa-miR-5705,24310
hsa-miR-5706,24310
hsa-miR-572,26195
hsa-miR-573,26161
hsa-miR-578,26165
hsa-miR-580,622
hsa-miR-581,26108
hsa-miR-585,622
hsa-miR-586,26097
hsa-miR-588,26102
hsa-miR-591,26164
hsa-miR-593-3p,25605
hsa-miR-599,26164
hsa-miR-605,654
hsa-miR-6068,24270
hsa-miR-607,26156
hsa-miR-6070,24233
hsa-miR-6071,24263
hsa-miR-6073,24264
hsa-miR-6078,24237
hsa-miR-611,26105
hsa-miR-614,26190
hsa-miR-616-5p,25549
hsa-miR-619,622
hsa-miR-621,26107
hsa-miR-624-3p,25602
hsa-miR-630,26196
hsa-miR-632,26106
hsa-miR-643,26155
hsa-miR-648,26188
hsa-miR-6502-3p,24235
hsa-miR-6504-5p,24236
hsa-miR-6506-5p,24238
hsa-miR-6507-3p,24267
hsa-miR-6507-5p,24237
hsa-miR-6508-3p,24237
hsa-miR-656,622
hsa-miR-6719-3p,24237
hsa-miR-759,25706
hsa-miR-802,26158
hsa-miR-875-5p,26037
hsa-miR-892c-3p,24240
hsa-miR-922,26164
hsa-miR-942,622
hsa-miR-944,26163
hsa-miR-96-3p,26262
hsa-let-7a*,488
hsa-let-7b*,488
hsa-let-7c*_v16.0,330
hsa-let-7d*,488
hsa-let-7e*,488
hsa-let-7f-1*,488
hsa-let-7f-2*,488
hsa-let-7g*,488
hsa-let-7i,565
hsa-let-7i*,488
hsa-miR-100*,488
hsa-miR-101*,488
hsa-miR-103a,338
hsa-miR-105*,488
hsa-miR-106a*,488
hsa-miR-106b*,488
hsa-miR-10a*,488
hsa-miR-10b*,488
hsa-miR-1178,552
hsa-miR-1185,472
hsa-miR-1201_v15.0,330
hsa-miR-122*,488
hsa-miR-1226,559
hsa-miR-1226*,488
hsa-miR-1227,568
hsa-miR-1228,559
hsa-miR-1228*,488
hsa-miR-1229,568
hsa-miR-1233,512
hsa-miR-1234,568
hsa-miR-1236,568
hsa-miR-1237,568
hsa-miR-1238,568
hsa-miR-124*,488
hsa-miR-1245,543
hsa-miR-1247,543
hsa-miR-1255b,472
hsa-miR-1259_v15.0,330
hsa-miR-125b-1*,488
hsa-miR-125b-2*,488
hsa-miR-126*,488
hsa-miR-1260,543
hsa-miR-1268,543
hsa-miR-1269,543
hsa-miR-1271,543
hsa-miR-1273,543
hsa-miR-1274a_v16.0,330
hsa-miR-1274b_v16.0,330
hsa-miR-1277,543
hsa-miR-1280,552
hsa-miR-1285,472
hsa-miR-129*,488
hsa-miR-1292,552
hsa-miR-1295,543
hsa-miR-1300_v13.0,346
hsa-miR-1304,543
hsa-miR-1306,543
hsa-miR-1307,543
hsa-miR-1308_v15.0,330
hsa-miR-130a*,488
hsa-miR-130b*,488
hsa-miR-132*,488
hsa-miR-135a*,488
hsa-miR-135b*,488
hsa-miR-136*,488
hsa-miR-138-1*,488
hsa-miR-138-2*,488
hsa-miR-141*,488
hsa-miR-143*,488
hsa-miR-144,559
hsa-miR-144*,488
hsa-miR-145*,488
hsa-miR-146a*,488
hsa-miR-148a*,488
hsa-miR-148b*,488
hsa-miR-149*,488
hsa-miR-150*,488
hsa-miR-151-3p,488
hsa-miR-151-5p,488
hsa-miR-154*,488
hsa-miR-155*,488
hsa-miR-15a*,488
hsa-miR-15b*,488
hsa-miR-16-1*,488
hsa-miR-16-2*,488
hsa-miR-17*,488
hsa-miR-181a*,488
hsa-miR-181a-2*,488
hsa-miR-181b,488
hsa-miR-181c*,488
hsa-miR-182*,488
hsa-miR-1826_v15.0,330
hsa-miR-183*,488
hsa-miR-185*,488
hsa-miR-186*,488
hsa-miR-187*,488
hsa-miR-18a*,488
hsa-miR-18b*,488
hsa-miR-1909,528
hsa-miR-1909*,472
hsa-miR-191*,488
hsa-miR-1911,528
hsa-miR-1911*,472
hsa-miR-1914,528
hsa-miR-1914*,472
hsa-miR-1915,528
hsa-miR-1915*,472
hsa-miR-192*,488
hsa-miR-193b*,488
hsa-miR-194*,488
hsa-miR-195*,488
hsa-miR-196a,488
hsa-miR-196a*,488
hsa-miR-19a*,488
hsa-miR-19b-1*,488
hsa-miR-19b-2*,488
hsa-miR-200a*,488
hsa-miR-200b*,488
hsa-miR-200c*,488
hsa-miR-202*,488
hsa-miR-20a*,488
hsa-miR-20b*,488
hsa-miR-21*,488
hsa-miR-214*,488
hsa-miR-218-1*,488
hsa-miR-218-2*,488
hsa-miR-22*,488
hsa-miR-220a_v15.0,330
hsa-miR-220b_v15.0,330
hsa-miR-220c_v15.0,330
hsa-miR-221*,488
hsa-miR-222*,488
hsa-miR-223*,488
hsa-miR-23a*,488
hsa-miR-23b*,488
hsa-miR-24-1*,488
hsa-miR-24-2*,488
hsa-miR-25*,488
hsa-miR-26a-1*,488
hsa-miR-26a-2*,488
hsa-miR-26b*,488
hsa-miR-27a*,488
hsa-miR-27b*,488
hsa-miR-29a*,488
hsa-miR-29b-1*,488
hsa-miR-29b-2*,488
hsa-miR-29c*,488
hsa-miR-302a*,488
hsa-miR-302b*,488
hsa-miR-302c*,488
hsa-miR-302d,559
hsa-miR-302d*,488
hsa-miR-30a,559
hsa-miR-30a*,488
hsa-miR-30b*,488
hsa-miR-30c-1*,488
hsa-miR-30c-2*,488
hsa-miR-30d,559
hsa-miR-30d*,488
hsa-miR-30e,559
hsa-miR-30e*,488
hsa-miR-31*,488
hsa-miR-32*,488
hsa-miR-323-5p,488
hsa-miR-335*,488
hsa-miR-33a,559
hsa-miR-33a*,488
hsa-miR-33b*,488
hsa-miR-340*,488
hsa-miR-34a*,488
hsa-miR-34b,559
hsa-miR-34b*,488
hsa-miR-363*,488
hsa-miR-367*,488
hsa-miR-371-5p,488
hsa-miR-373*,488
hsa-miR-374a*,488
hsa-miR-374b*,488
hsa-miR-376a*,488
hsa-miR-377*,488
hsa-miR-378,559
hsa-miR-378*,488
hsa-miR-379*,488
hsa-miR-380*,488
hsa-miR-411*,488
hsa-miR-424*,488
hsa-miR-425*,488
hsa-miR-431*,488
hsa-miR-432,559
hsa-miR-432*,488
hsa-miR-452*,488
hsa-miR-454*,488
hsa-miR-488*,488
hsa-miR-493*,488
hsa-miR-497,559
hsa-miR-497*,488
hsa-miR-500a,394
hsa-miR-500a*,338
hsa-miR-505*,488
hsa-miR-513c,559
hsa-miR-514,488
hsa-miR-517*,488
hsa-miR-518c*,488
hsa-miR-518e*,480
hsa-miR-518f*,488
hsa-miR-519e*,488
hsa-miR-526b*,488
hsa-miR-541*,488
hsa-miR-545*,488
hsa-miR-548g,543
hsa-miR-548h,472
hsa-miR-548o,543
hsa-miR-549,568
hsa-miR-550a,338
hsa-miR-550a*,338
hsa-miR-551b*,488
hsa-miR-584,559
hsa-miR-589*,488
hsa-miR-593,559
hsa-miR-593*,488
hsa-miR-616*,488
hsa-miR-624*,488
hsa-miR-625*,488
hsa-miR-629*,488
hsa-miR-642a,394
hsa-miR-644,559
hsa-miR-659,559
hsa-miR-663,559
hsa-miR-664,543
hsa-miR-664*,472
hsa-miR-675,559
hsa-miR-675*,454
hsa-miR-7,488
hsa-miR-7-1*,488
hsa-miR-7-2*,488
hsa-miR-708*,488
hsa-miR-720,552
hsa-miR-744*,488
hsa-miR-766,559
hsa-miR-877,559
hsa-miR-877*,488
hsa-miR-886-3p_v15.0,330
hsa-miR-886-5p_v15.0,330
hsa-miR-888*,488
hsa-miR-9*,488
hsa-miR-923_v12.0,346
hsa-miR-92a-1*,488
hsa-miR-92a-2*,488
hsa-miR-92b,559
hsa-miR-92b*,488
hsa-miR-93*,488
hsa-miR-937,568
hsa-miR-939,568
hsa-miR-96*,488
hsa-miR-99a*,488
hsa-miR-99b*,488
hsa-miR-122b-5p,23571
hsa-miR-1250-5p,25434
hsa-miR-1288-3p,25437
hsa-miR-137-3p,24812
hsa-miR-147b-3p,24599
hsa-miR-152-5p,24868
hsa-miR-153-5p,24798
hsa-miR-1537-3p,25437
hsa-miR-1537-5p,24085
hsa-miR-181d-3p,24152
hsa-miR-190a-3p,24142
hsa-miR-190b-5p,24811
hsa-miR-203a-5p,17329
hsa-miR-208b-3p,25438
hsa-miR-215-3p,24799
hsa-miR-216b-5p,25438
hsa-miR-217-5p,24809
hsa-miR-219a-5p,25437
hsa-miR-320a-3p,24599
hsa-miR-370-3p,25438
hsa-miR-372-3p,25435
hsa-miR-375-3p,24809
hsa-miR-410-3p,25437
hsa-miR-410-5p,24093
hsa-miR-433-3p,25433
hsa-miR-4433a-3p,18250
hsa-miR-4433a-5p,18242
hsa-miR-4433b-3p,24086
hsa-miR-4433b-5p,23986
hsa-miR-4520-2-3p,18248
hsa-miR-4520-3p,18250
hsa-miR-487a-3p,25437
hsa-miR-487a-5p,24093
hsa-miR-487b-3p,25437
hsa-miR-487b-5p,24143
hsa-miR-500b-5p,25333
hsa-miR-504-3p,24144
hsa-miR-511-5p,25435
hsa-miR-513b-5p,25439
hsa-miR-5189-3p,24084
hsa-miR-5189-5p,24141
hsa-miR-519d-3p,25438
hsa-miR-520f-3p,25228
hsa-miR-520f-5p,24084
hsa-miR-548ae-3p,18250
hsa-miR-548bb-5p,17272
hsa-miR-548f-3p,25379
hsa-miR-548j-3p,24143
hsa-miR-552-5p,24087
hsa-miR-605-3p,24085
hsa-miR-6516-5p,24083
hsa-miR-655-3p,25436
hsa-miR-656-3p,25435
hsa-miR-668-3p,25380
hsa-miR-6727-5p,24087
hsa-miR-6730-3p,24087
hsa-miR-6733-5p,24086
hsa-miR-6738-5p,24085
hsa-miR-6749-3p,24084
hsa-miR-6750-5p,24087
hsa-miR-6757-5p,24085
hsa-miR-6770-5p,24086
hsa-miR-6774-5p,24084
hsa-miR-6775-3p,24086
hsa-miR-6779-5p,24086
hsa-miR-6780a-3p,24086
hsa-miR-6780b-5p,24084
hsa-miR-6781-5p,24083
hsa-miR-6785-5p,24085
hsa-miR-6787-5p,24086
hsa-miR-6813-5p,24086
hsa-miR-6815-5p,24087
hsa-miR-6816-3p,24086
hsa-miR-6818-5p,24087
hsa-miR-6819-5p,24084
hsa-miR-6820-5p,24086
hsa-miR-6837-5p,24086
hsa-miR-6838-5p,24085
hsa-miR-6842-5p,24086
hsa-miR-6851-5p,24086
hsa-miR-6853-3p,24086
hsa-miR-6858-3p,24085
hsa-miR-6859-3p,24086
hsa-miR-6861-5p,24087
hsa-miR-6865-5p,24084
hsa-miR-6866-3p,24085
hsa-miR-6868-3p,24084
hsa-miR-6876-3p,24086
hsa-miR-6876-5p,24086
hsa-miR-6877-5p,24083
hsa-miR-6881-3p,24086
hsa-miR-6884-5p,24084
hsa-miR-7110-5p,24087
hsa-miR-7151-3p,24081
hsa-miR-7155-3p,24085
hsa-miR-7702,24086
hsa-miR-7843-3p,24086
hsa-miR-7848-3p,24082
hsa-miR-7849-3p,24084
hsa-miR-7853-5p,24086
hsa-miR-7854-3p,24085
hsa-miR-7855-5p,24086
hsa-miR-7975,24087
hsa-miR-7977,24078
hsa-miR-8058,24083
hsa-miR-8072,24087
hsa-miR-942-3p,24141
hsa-miR-95-5p,24809
hsa-miR-383-5p,25436
hsa-miR-412-3p,25438
hsa-miR-510-5p,25439
hsa-miR-1180-5p,24083
hsa-miR-1199-3p,24086
hsa-miR-1199-5p,24083
hsa-miR-1233-5p,24087
hsa-miR-1250-3p,24086
hsa-miR-1251-3p,24094
hsa-miR-1251-5p,25382
hsa-miR-1252-3p,24087
hsa-miR-1252-5p,25437
hsa-miR-1266-3p,24086
hsa-miR-128-2-5p,24142
hsa-miR-1288-5p,24086
hsa-miR-1296-3p,24143
hsa-miR-1298-3p,24085
hsa-miR-1301-5p,24085
hsa-miR-134-3p,24867
hsa-miR-1343-5p,24086
hsa-miR-1468-3p,24083
hsa-miR-208a-5p,24809
hsa-miR-208b-5p,24144
hsa-miR-210-5p,24856
hsa-miR-219b-3p,24200
hsa-miR-2276-5p,24083
hsa-miR-3151-3p,24082
hsa-miR-3151-5p,25435
hsa-miR-3192-3p,24085
hsa-miR-328-5p,24151
hsa-miR-329-5p,24138
hsa-miR-370-5p,24153
hsa-miR-372-5p,24090
hsa-miR-3912-5p,24084
hsa-miR-433-5p,24151
hsa-miR-489-5p,24084
hsa-miR-494-5p,24145
hsa-miR-500b-3p,24087
hsa-miR-5088-3p,24086
hsa-miR-510-3p,24141
hsa-miR-511-3p,24087
hsa-miR-513b-3p,24085
hsa-miR-520g-5p,24087
hsa-miR-548ba,24084
hsa-miR-548f-5p,24087
hsa-miR-552-3p,25435
hsa-miR-580-5p,24084
hsa-miR-585-3p,25434
hsa-miR-598-5p,24085
hsa-miR-605-5p,25439
hsa-miR-619-3p,25438
hsa-miR-655-5p,24084
hsa-miR-656-5p,24083
hsa-miR-668-5p,24086
hsa-miR-670-3p,24087
hsa-miR-670-5p,25382
hsa-miR-6726-3p,24085
hsa-miR-6726-5p,24086
hsa-miR-6727-3p,24084
hsa-miR-6728-3p,24086
hsa-miR-6731-3p,24084
hsa-miR-6732-5p,24086
hsa-miR-6733-3p,24081
hsa-miR-6734-3p,24086
hsa-miR-6735-3p,24087
hsa-miR-6736-3p,24084
hsa-miR-6737-5p,24087
hsa-miR-6738-3p,24086
hsa-miR-6739-3p,24086
hsa-miR-6739-5p,24085
hsa-miR-6740-3p,24086
hsa-miR-6742-3p,24086
hsa-miR-6742-5p,24082
hsa-miR-6743-5p,24086
hsa-miR-6744-5p,24085
hsa-miR-6746-3p,24085
hsa-miR-6747-5p,24085
hsa-miR-6748-3p,24087
hsa-miR-6749-5p,24085
hsa-miR-6750-3p,24086
hsa-miR-6751-3p,24086
hsa-miR-6752-3p,24086
hsa-miR-6753-3p,24086
hsa-miR-6753-5p,24087
hsa-miR-6754-3p,24087
hsa-miR-6754-5p,24083
hsa-miR-6755-3p,24083
hsa-miR-6755-5p,24084
hsa-miR-6756-5p,24087
hsa-miR-6757-3p,24086
hsa-miR-6758-3p,24083
hsa-miR-6758-5p,24084
hsa-miR-6759-3p,24085
hsa-miR-6760-5p,24087
hsa-miR-6761-3p,24086
hsa-miR-6761-5p,24087
hsa-miR-6762-3p,24085
hsa-miR-6762-5p,24083
hsa-miR-6763-3p,24087
hsa-miR-6766-3p,24084
hsa-miR-6766-5p,24084
hsa-miR-6767-3p,24085
hsa-miR-6768-3p,24086
hsa-miR-6768-5p,24087
hsa-miR-6769a-3p,24087
hsa-miR-6769b-3p,24086
hsa-miR-6769b-5p,24085
hsa-miR-6771-3p,24087
